period,variant,total_return,max_drawdown,sharpe,average_exposure,trade_count,win_rate,mean_trade_return,profit_factor,payoff_ratio,breakeven_win_rate
development_2015_2019,matched_baseline,-0.07090601673499264,-0.09886964400375031,-0.43891628070072325,0.15447500053866625,209,0.37799043062200954,-0.005136901976318973,0.796167216899484,1.288000598877511,0.4370628226629828
development_2015_2019,combined_4pct_50pct,-0.0583481412834852,-0.09376189648784816,-0.3517215094322902,0.1565921465421673,216,0.37962962962962965,-0.004199624111449112,0.8364685810569894,1.3405037192302298,0.4272584537181982
validation_2020_2022,matched_baseline,-0.08299505718814526,-0.100614459245988,-0.8369683026475732,0.09828022745074844,96,0.34375,-0.011922905879582666,0.577602628772656,1.128464501764574,0.46982225880251416
validation_2020_2022,combined_4pct_50pct,-0.07578992877852775,-0.0935358699669886,-0.8402297618441054,0.09673902861891268,90,0.34444444444444444,-0.012150717239214457,0.5759063203201314,1.0861106368058573,0.4793609611861944
final_2023_2025,matched_baseline,0.0010659435776263493,-0.046581469502719464,0.028621232046178082,0.1464284750292228,139,0.4172661870503597,0.00047963685578121437,1.0044637253263788,1.424783239443438,0.4124079974379609
final_2023_2025,combined_4pct_50pct,0.01624428396099531,-0.04424213337972238,0.16650651538550298,0.13901934874202312,137,0.4233576642335766,0.002781624865159808,1.0706572302744068,1.5273451843317267,0.39567210929456675
