initial_nav,slippage,period,policy,final_value,total_return,cagr,max_drawdown,volatility,sharpe,sortino,trade_count,win_rate,average_win,average_loss,profit_factor,exception_trade_count,exception_win_rate,exception_average_return,exposure,turnover,costs,cash_yield_earned,cash_return_days,cash_return_missing_days,ranking_contention_decisions,profitable_symbols,top_symbol_profit_share,gross_profit
6000.0,0.001,development_2024_2025,formal_composite,7030.590030378825,0.1717650050631374,0.08265749154931856,-0.01905940928066363,0.037698352362547496,2.129797859633683,2.6244152273053825,20,0.7,0.1713454858660155,-0.056352887941070136,8.23797130303449,0,,,0.05061436710146251,3.297936313081651,59.78870825722854,0.0,0,0,6,10,0.27839147145708376,1172.976617342323
6000.0,0.001,development_2024_2025,rs_only,6801.327499870523,0.13355458331175374,0.06482252461973848,-0.020736389878212913,0.03427547086014145,1.8532549891201457,2.113105496662262,20,0.65,0.1635344725282356,-0.05816025363876049,5.603391906297748,0,,,0.04847865493428852,3.1853686938867187,59.11307260389281,0.0,0,0,6,10,0.26917438476608235,975.4007737045972
6000.0,0.001,development_2024_2025,low_atr_first,6814.030058193103,0.13567167636551725,0.06581846929938728,-0.019282055317569213,0.03521570046930025,1.8312723645100852,2.2042579483817066,20,0.65,0.1540037669230011,-0.04348729250466885,7.339224996264335,0,,,0.05110839970008654,3.1898561618645034,59.140010141255374,0.0,0,0,7,10,0.22477171693006465,942.441663503344
6000.0,0.001,development_2024_2025,balanced_rank,7023.063155497074,0.170510525916179,0.0820766030880784,-0.01907944622048463,0.03697947310347386,2.1559337414389743,2.6285320157781773,20,0.65,0.1810881164714192,-0.04348729250466885,8.967061489694578,0,,,0.05232446804931749,3.280161506508167,59.682051784256295,0.0,0,0,6,9,0.28358996445370277,1151.4747608073135
6000.0,0.001,heldout_2026,formal_composite,6049.084766523843,0.00818079442064068,0.01380819337045347,-0.016939078104330263,0.03361401423182759,0.42406340554718064,0.24724815170228373,3,0.6666666666666666,0.11961098508236183,-0.0838189107801222,1.8845990864668132,0,,,0.02569575073452043,0.5135598322954,9.081417159956084,0.0,0,0,0,2,0.8271380389314571,104.57291621196038
6000.0,0.001,heldout_2026,rs_only,6049.084766523843,0.00818079442064068,0.01380819337045347,-0.016939078104330263,0.03361401423182759,0.42406340554718064,0.24724815170228373,3,0.6666666666666666,0.11961098508236183,-0.0838189107801222,1.8845990864668132,0,,,0.02569575073452043,0.5135598322954,9.081417159956084,0.0,0,0,0,2,0.8271380389314571,104.57291621196038
6000.0,0.001,heldout_2026,low_atr_first,6049.084766523843,0.00818079442064068,0.01380819337045347,-0.016939078104330263,0.03361401423182759,0.42406340554718064,0.24724815170228373,3,0.6666666666666666,0.11961098508236183,-0.0838189107801222,1.8845990864668132,0,,,0.02569575073452043,0.5135598322954,9.081417159956084,0.0,0,0,0,2,0.8271380389314571,104.57291621196038
6000.0,0.001,heldout_2026,balanced_rank,6049.084766523843,0.00818079442064068,0.01380819337045347,-0.016939078104330263,0.03361401423182759,0.42406340554718064,0.24724815170228373,3,0.6666666666666666,0.11961098508236183,-0.0838189107801222,1.8845990864668132,0,,,0.02569575073452043,0.5135598322954,9.081417159956084,0.0,0,0,0,2,0.8271380389314571,104.57291621196038
6000.0,0.001,full,formal_composite,7086.367023359687,0.18106117055994786,0.0662166364734671,-0.023258890167864976,0.03680664541014721,1.7660328347281216,1.6895428685706777,23,0.6956521739130435,0.16495639834852616,-0.06027660548950615,6.490175460207313,0,,,0.04456301086886087,3.8581833683906988,69.15025572762329,0.0,0,0,6,10,0.2542719732800218,1284.241760011302
6000.0,0.001,full,rs_only,6850.412266394367,0.14173537773239464,0.05239577690632924,-0.022994561274114478,0.03330796918966938,1.5548404840465433,1.4847117221029609,23,0.6521739130434783,0.15767800753545244,-0.0613675857814307,4.704508594459733,0,,,0.04254768006140756,3.6989285261821188,68.1944897638489,0.0,0,0,6,10,0.24311046242485906,1079.9736899165575
