variant,cash_mode,final_value,total_return,cagr,max_drawdown,volatility,sharpe,sortino,trade_count,win_rate,average_win,average_loss,profit_factor,exception_trade_count,exception_win_rate,exception_average_return,exposure,turnover,costs,cash_yield_earned
rsr1,zero_yield,6941.006350636008,0.156834391772668,0.05773634866032973,-0.024609702212045947,0.0367800755903497,1.5494362690026284,1.467638007502571,23,0.6521739130434783,0.17096035613448057,-0.06335562719668293,4.941783798055066,0,,,0.04497419162797737,3.785434511480531,68.71361678885064,0.0
rsr1,sgov_proxy,7676.402100579912,0.279400350096652,0.0995828703204138,-0.021885508849208035,0.03447821347067821,2.7797527593831832,2.620585992461822,23,0.6521739130434783,0.17096035613448057,-0.06335562719668293,4.941783798055066,0,,,0.042152391531590054,3.785434511480531,68.71361678885064,735.3957499439067
rsr2,zero_yield,7086.367023359687,0.18106117055994786,0.0662166364734671,-0.023258890167864976,0.03680664541014721,1.7660328347281216,1.6895428685706777,23,0.6956521739130435,0.16495639834852616,-0.06027660548950615,6.490175460207313,0,,,0.04456301086886087,3.8581833683906988,69.15025572762329,0.0
rsr2,sgov_proxy,7827.885884326934,0.30464764738782235,0.107892925814278,-0.01662268063925576,0.03450145807125958,2.9968983100767184,2.851644324636514,23,0.6956521739130435,0.16495639834852616,-0.06027660548950615,6.490175460207313,0,,,0.04177955913419935,3.8581833683906988,69.15025572762329,741.5188609672443
