portfolio,final_value,total_return,cagr,max_drawdown,volatility,sharpe,sessions,max_combined_gross
v9_core_70,6084.750359204437,0.014125059867406087,0.023889557937033512,-0.0725826187394375,0.11698164825240825,0.25993734206838537,150,0.7163416877632323
v9_core_plus_rsr1,6122.122119955103,0.0203536866591838,0.03449659305988195,-0.07797635220876387,0.12505461466328666,0.333307229356362,150,0.8481783423950422
v9_core_plus_rsr2,6133.83512572828,0.022305854288046767,0.03783016324154809,-0.07608937230515933,0.12489096302756136,0.3592935223943465,150,0.8481783423950422
v9_core_plus_rsr1_sgov_proxy,6170.857465085414,0.028476244180902333,0.04839547840548275,-0.07621421162085551,0.1244667636242768,0.4413297946830157,150,0.8478590305648727
v9_core_plus_rsr2_sgov_proxy,6182.879021259461,0.03047983687657685,0.05183548799993698,-0.07430337595861514,0.12429677629018705,0.46807152924542667,150,0.8478590305648727
buy_hold_SPY,6735.988779296876,0.12387042269193005,0.21720730470755156,-0.08072411984278582,0.1264737901361861,1.6150267602894226,150,0.9183625865200332
buy_hold_QQQ,6988.176979858399,0.16596027430115745,0.29491345102273403,-0.10796133367063798,0.20211672211978596,1.3779743073158757,150,0.9321315620637827
