ticker,allocation,budget,shares,notional,immediate_cash,deployed_pct_total_cash,friction_scenario,roundtrip_friction,tax_haircut,sec_yield,after_tax_yield,holding_days,gross_after_tax_income,roundtrip_cost,net_income,break_even_days
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,quoted_spread_roundtrip_1bp,0.0001,0.0,0.036,0.036,180,49.98796273972603,2.281568,47.70639473972603,8.215622671768257
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,quoted_spread_roundtrip_1bp,0.0001,0.0,0.036,0.036,365,101.36448,2.281568,99.082912,8.215622671768257
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,quoted_spread_roundtrip_1bp,0.0001,0.15,0.036,0.030599999999999995,7,1.6523798794520548,2.281568,-0.6291881205479453,9.66543843737442
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,quoted_spread_roundtrip_1bp,0.0001,0.15,0.036,0.030599999999999995,14,3.3047597589041096,2.281568,1.0231917589041095,9.66543843737442
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,quoted_spread_roundtrip_1bp,0.0001,0.15,0.036,0.030599999999999995,30,7.08162805479452,2.281568,4.80006005479452,9.66543843737442
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,quoted_spread_roundtrip_1bp,0.0001,0.15,0.036,0.030599999999999995,60,14.16325610958904,2.281568,11.88168810958904,9.66543843737442
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,quoted_spread_roundtrip_1bp,0.0001,0.15,0.036,0.030599999999999995,90,21.24488416438356,2.281568,18.96331616438356,9.66543843737442
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,quoted_spread_roundtrip_1bp,0.0001,0.15,0.036,0.030599999999999995,180,42.48976832876712,2.281568,40.20820032876712,9.66543843737442
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,quoted_spread_roundtrip_1bp,0.0001,0.15,0.036,0.030599999999999995,365,86.159808,2.281568,83.87824,9.66543843737442
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,quoted_spread_roundtrip_1bp,0.0001,0.3,0.036,0.025199999999999997,7,1.3607834301369863,2.281568,-0.9207845698630137,11.736603816811796
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,quoted_spread_roundtrip_1bp,0.0001,0.3,0.036,0.025199999999999997,14,2.7215668602739727,2.281568,0.4399988602739726,11.736603816811796
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,quoted_spread_roundtrip_1bp,0.0001,0.3,0.036,0.025199999999999997,30,5.83192898630137,2.281568,3.55036098630137,11.736603816811796
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,quoted_spread_roundtrip_1bp,0.0001,0.3,0.036,0.025199999999999997,60,11.66385797260274,2.281568,9.38228997260274,11.736603816811796
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,quoted_spread_roundtrip_1bp,0.0001,0.3,0.036,0.025199999999999997,90,17.49578695890411,2.281568,15.214218958904109,11.736603816811796
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,quoted_spread_roundtrip_1bp,0.0001,0.3,0.036,0.025199999999999997,180,34.99157391780822,2.281568,32.71000591780822,11.736603816811796
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,quoted_spread_roundtrip_1bp,0.0001,0.3,0.036,0.025199999999999997,365,70.955136,2.281568,68.67356799999999,11.736603816811796
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.0,0.036,0.036,7,1.9439763287671232,7.631360000000001,-5.687383671232878,27.479511560657148
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.0,0.036,0.036,14,3.8879526575342465,7.631360000000001,-3.7434073424657544,27.479511560657148
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.0,0.036,0.036,30,8.331327123287672,7.631360000000001,0.6999671232876707,27.479511560657148
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.0,0.036,0.036,60,16.662654246575343,7.631360000000001,9.031294246575342,27.479511560657148
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.0,0.036,0.036,90,24.993981369863015,7.631360000000001,17.362621369863014,27.479511560657148
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.0,0.036,0.036,180,49.98796273972603,7.631360000000001,42.35660273972603,27.479511560657148
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.0,0.036,0.036,365,101.36448,7.631360000000001,93.73312,27.479511560657148
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.15,0.036,0.030599999999999995,7,1.6523798794520548,7.631360000000001,-5.978980120547946,32.32883713018488
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.15,0.036,0.030599999999999995,14,3.3047597589041096,7.631360000000001,-4.326600241095891,32.32883713018488
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.15,0.036,0.030599999999999995,30,7.08162805479452,7.631360000000001,-0.5497319452054805,32.32883713018488
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.15,0.036,0.030599999999999995,60,14.16325610958904,7.631360000000001,6.53189610958904,32.32883713018488
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.15,0.036,0.030599999999999995,90,21.24488416438356,7.631360000000001,13.61352416438356,32.32883713018488
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.15,0.036,0.030599999999999995,180,42.48976832876712,7.631360000000001,34.85840832876712,32.32883713018488
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.15,0.036,0.030599999999999995,365,86.159808,7.631360000000001,78.528448,32.32883713018488
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.3,0.036,0.025199999999999997,7,1.3607834301369863,7.631360000000001,-6.270576569863015,39.256445086653066
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.3,0.036,0.025199999999999997,14,2.7215668602739727,7.631360000000001,-4.909793139726029,39.256445086653066
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.3,0.036,0.025199999999999997,30,5.83192898630137,7.631360000000001,-1.799431013698631,39.256445086653066
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.3,0.036,0.025199999999999997,60,11.66385797260274,7.631360000000001,4.032497972602739,39.256445086653066
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.3,0.036,0.025199999999999997,90,17.49578695890411,7.631360000000001,9.864426958904108,39.256445086653066
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.3,0.036,0.025199999999999997,180,34.99157391780822,7.631360000000001,27.360213917808217,39.256445086653066
SGOV,0.75,2817.3675,28,2815.6800000000003,939.8099999999995,0.7495507774544855,strategy_stress_10bps_each_side,0.002,0.3,0.036,0.025199999999999997,365,70.955136,7.631360000000001,63.323775999999995,39.256445086653066
SGOV,1.0,3756.49,37,3720.7200000000003,34.76999999999953,0.9904778130648558,quoted_spread_roundtrip_1bp,0.0001,0.0,0.036,0.036,7,2.5688258630136986,2.372072,0.19675386301369846,6.463849589446249
SGOV,1.0,3756.49,37,3720.7200000000003,34.76999999999953,0.9904778130648558,quoted_spread_roundtrip_1bp,0.0001,0.0,0.036,0.036,14,5.137651726027397,2.372072,2.765579726027397,6.463849589446249
