date,gross_return,turnover,cost,return,exposure,nav
2006-02-17,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-21,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-22,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-23,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-24,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-27,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-28,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-01,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-02,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-03,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-06,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-07,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-08,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-09,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-10,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-13,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-14,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-15,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-16,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-17,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-20,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-21,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-22,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-23,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-24,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-27,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-28,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-29,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-30,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-31,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-03,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-04,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-05,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-06,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-07,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-10,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-11,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-12,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-13,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-17,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-18,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-19,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-20,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-21,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-24,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-25,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-26,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-27,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-28,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-01,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-02,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-03,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-04,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-05,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-08,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-09,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-10,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-11,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-12,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-15,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-16,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-17,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-18,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-19,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-22,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-23,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-24,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-25,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-26,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-30,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-31,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-01,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-02,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-05,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-06,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-07,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-08,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-09,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-12,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-13,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-14,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-15,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-16,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-19,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-20,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-21,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-22,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-23,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-26,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-27,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-28,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-29,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-30,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-03,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-05,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-06,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-07,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-10,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-11,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-12,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-13,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-14,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-17,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-18,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-19,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-20,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-21,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-24,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-25,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-26,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-27,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-28,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-31,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-02,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-03,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-04,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-07,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-08,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-09,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-10,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-11,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-14,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-15,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-16,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-17,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-18,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-21,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-22,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-23,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-24,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-25,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-28,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-29,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-30,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-31,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-01,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-05,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-06,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-07,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-08,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-11,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-12,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-13,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-14,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-15,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-18,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-19,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-20,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-21,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-22,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-25,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-26,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-27,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-28,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-29,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-02,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-03,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-04,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-05,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-06,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-09,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-10,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-11,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-12,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-13,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-16,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-17,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-18,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-19,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-20,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-23,0.007713861744104601,1.0,0.001,0.006713861744104601,1.0,1.0067138617441047
2006-10-24,-1.1201831678731e-05,0.0,0.0,-1.1201831678731e-05,1.0,1.006702584704877
2006-10-25,-0.005650626087566701,0.0,0.0,-0.005650626087566701,1.0,1.0010140848173228
2006-10-26,0.007294796489347277,0.0,0.0,0.007294796489347277,1.0,1.0083162788490354
2006-10-27,-0.0074432674384571585,0.0,0.0,-0.0074432674384571585,1.0,1.000811111123012
2006-10-30,0.001813881982883991,0.8,0.0008,0.001013881982883991,1.0,1.0018258154768498
2006-10-31,0.0008133753188148685,0.0,0.0,0.0008133753188148685,1.0,1.0026406758689101
2006-11-01,-0.0042361858025356195,0.0,0.0,-0.0042361858025356195,1.0,0.9983933036727496
2006-11-02,0.0007090453550845587,0.0,0.0,0.0007090453550845587,1.0,0.9991012098072664
2006-11-03,-0.002264041179575238,0.0,0.0,-0.002264041179575238,1.0,0.9968392035256992
2006-11-06,0.01386024628716265,0.8,0.0008,0.013060246287162649,1.0,1.009858169032444
2006-11-07,-0.0006255006579948486,0.0,0.0,-0.0006255006579948486,1.0,1.0092265020832327
2006-11-08,0.0038250720206117307,0.0,0.0,0.0038250720206117307,1.0,1.013086866138811
2006-11-09,-0.001957617375297871,0.0,0.0,-0.001957617375297871,1.0,1.0111036296869715
2006-11-10,0.0045636136160313034,0.0,0.0,0.0045636136160313034,1.0,1.0157179159786298
2006-11-13,0.0021672722273665236,0.8,0.0008,0.0013672722273665237,1.0,1.017106678875986
2006-11-14,0.0061047457819933815,0.0,0.0,0.0061047457819933815,1.0,1.0233158565836915
2006-11-15,-0.0009691659145414585,0.0,0.0,-0.0009691659145414585,1.0,1.0223240937356808
2006-11-16,0.002038250937085873,0.0,0.0,0.002038250937085873,1.0,1.024407846777743
2006-11-17,-0.0019383005670751568,0.0,0.0,-0.0019383005670751568,1.0,1.0224222364674176
2006-11-20,-0.002879519716013346,0.8,0.0008,-0.003679519716013346,1.0,1.0186602136902454
2006-11-21,0.005084348589079468,0.0,0.0,0.005084348589079468,1.0,1.0238394373104729
2006-11-22,-0.003835437743947989,0.0,0.0,-0.003835437743947989,1.0,1.0199125648888698
2006-11-24,-0.0015613135536171276,0.0,0.0,-0.0015613135536171276,1.0,1.0183201615778044
2006-11-27,-0.01861601714066552,1.2000000000000002,0.0012000000000000001,-0.01981601714066552,1.0,0.9981411118012933
2006-11-28,0.00047266349733656745,0.0,0.0,0.00047266349733656745,1.0,0.9986128966700327
2006-11-29,0.02151625257927261,0.0,0.0,0.02151625257927261,1.0,1.0200993039837043
2006-11-30,0.0070887912024506505,0.0,0.0,0.0070887912024506505,1.0,1.02733057495541
2006-12-01,-0.008312647054747192,0.0,0.0,-0.008312647054747192,1.0,1.0187907384772552
2006-12-04,0.010947659131106936,1.2000000000000002,0.0012000000000000001,0.009747659131106937,1.0,1.0287215633218603
2006-12-05,0.0030255244974169092,0.0,0.0,0.0030255244974169092,1.0,1.0318339856127114
2006-12-06,0.000844380851487814,0.0,0.0,0.000844380851487814,1.0,1.0327052464720772
2006-12-07,-0.004343653214208177,0.0,0.0,-0.004343653214208177,1.0,1.028219533008909
2006-12-08,-0.0014620656346360228,0.0,0.0,-0.0014620656346360228,1.0,1.0267162085648351
2006-12-11,0.00020099223269245405,1.2,0.0012,-0.0009990077673075457,1.0,1.0256905110976584
2006-12-12,-0.001945624456907491,0.0,0.0,-0.001945624456907491,1.0,1.023694902554049
2006-12-13,0.006126375190610456,0.0,0.0,0.006126375190610456,1.0,1.0299664416078105
2006-12-14,0.0107186655119067,0.0,0.0,0.0107186655119067,1.0,1.0410063073838933
2006-12-15,-0.003300179569766915,0.0,0.0,-0.003300179569766915,1.0,1.0375707996362664
2006-12-18,-0.002501895308309976,1.6,0.0016,-0.004101895308309976,1.0,1.033314792841199
2006-12-19,0.01050269994594384,0.0,0.0,0.01050269994594384,1.0,1.0441673880601152
2006-12-20,0.006044293753849761,0.0,0.0,0.006044293753849761,1.0,1.0504786424817407
2006-12-21,-0.00798246298973071,0.0,0.0,-0.00798246298973071,1.0,1.0420932355966277
2006-12-22,-0.0006791243233567948,0.0,0.0,-0.0006791243233567948,1.0,1.0413855247331285
2006-12-26,0.0024672714308830337,0.8,0.0008,0.0016672714308830338,1.0,1.0431217970670512
2006-12-27,0.009035089557709864,0.0,0.0,0.009035089557709864,1.0,1.0525464959231512
2006-12-28,-0.007319035889445158,0.0,0.0,-0.007319035889445158,1.0,1.0448428703441799
2006-12-29,-0.002372916282525983,0.0,0.0,-0.002372916282525983,1.0,1.0423635456844589
2007-01-03,-0.0022881902003284212,0.8,0.0008,-0.003088190200328421,1.0,1.0391445287974965
2007-01-04,0.006926917209725115,0.0,0.0,0.006926917209725115,1.0,1.0463425969174156
2007-01-05,0.0004098759793628835,0.0,0.0,0.0004098759793628835,1.0,1.0467714676140762
2007-01-08,0.0007840632927770264,0.8,0.0008,-1.5936707222973683e-05,1.0,1.0467547855236674
2007-01-09,0.008446458064407825,0.0,0.0,0.008446458064407825,1.0,1.0555961559233114
2007-01-10,0.0012234913146537798,0.0,0.0,0.0012234913146537798,1.0,1.0568876686518656
2007-01-11,0.009668219512130217,0.0,0.0,0.009668219512130217,1.0,1.0671058906320554
2007-01-12,0.00017898835996714706,0.0,0.0,0.00017898835996714706,1.0,1.067296890165331
2007-01-16,-0.011247439400531235,0.8,0.0008,-0.012047439400531235,1.0,1.0544386955586889
2007-01-17,-0.005389814367213974,0.0,0.0,-0.005389814367213974,1.0,1.0487554667280203
2007-01-18,-0.0113331698079556,0.0,0.0,-0.0113331698079556,1.0,1.0368697429365699
2007-01-19,0.009693884689273614,0.0,0.0,0.009693884689273614,1.0,1.0469210386623937
2007-01-22,-0.0009021546005365975,1.2000000000000002,0.0012000000000000001,-0.0021021546005365976,1.0,1.044720248784571
2007-01-23,0.01026830412577402,0.0,0.0,0.01026830412577402,1.0,1.0554477540254454
2007-01-24,0.008234724496688028,0.0,0.0,0.008234724496688028,1.0,1.0641390755004931
2007-01-25,-0.018426642013024578,0.0,0.0,-0.018426642013024578,1.0,1.0445305657041746
2007-01-26,-0.0012240446940267045,0.0,0.0,-0.0012240446940267045,1.0,1.0432520136074757
2007-01-29,-0.0027913329443666874,2.0,0.002,-0.004791332944366688,1.0,1.0382534458654011
2007-01-30,0.005507837653997272,0.0,0.0,0.005507837653997272,1.0,1.0439719772889309
2007-01-31,0.014814508089995071,0.0,0.0,0.014814508089995071,1.0,1.0594379085922059
2007-02-01,0.012386230497514639,0.0,0.0,0.012386230497514639,1.0,1.0725603507258339
2007-02-02,0.0006810531045671642,0.0,0.0,0.0006810531045671642,1.0,1.0732908212825314
2007-02-05,0.0013675816923493182,1.2000000000000002,0.0012000000000000001,0.00016758169234931805,1.0,1.073470685174745
2007-02-06,0.003500701876295121,0.0,0.0,0.003500701876295121,1.0,1.077228586016484
2007-02-07,0.0009237980665868452,0.0,0.0,0.0009237980665868452,1.0,1.078223727701518
2007-02-08,0.00994206602180412,0.0,0.0,0.00994206602180412,1.0,1.0889434991886024
2007-02-09,-0.013276958579268897,0.0,0.0,-0.013276958579268897,1.0,1.0744856414547113
2007-02-12,-9.756372579481352e-05,1.2000000000000002,0.0012000000000000001,-0.0012975637257948136,1.0,1.0730914278624724
2007-02-13,0.014412101405833955,0.0,0.0,0.014412101405833955,1.0,1.0885569303385576
2007-02-14,0.010637885763668422,0.0,0.0,0.010637885763668422,1.0,1.1001368746107487
2007-02-15,0.005474858591176713,0.0,0.0,0.005474858591176713,1.0,1.1061599684301817
2007-02-16,-0.003274794394503888,0.0,0.0,-0.003274794394503888,1.0,1.102537521966142
2007-02-20,0.0020252470385720756,0.8,0.0008,0.0012252470385720757,1.0,1.1038884027998457
2007-02-21,0.006643296054234371,0.0,0.0,0.006643296054234371,1.0,1.111221860270481
2007-02-22,-0.0027774571797469783,0.0,0.0,-0.0027774571797469783,1.0,1.108135489136381
2007-02-23,-0.00234593029174992,0.0,0.0,-0.00234593029174992,1.0,1.105535880525053
2007-02-26,-0.010302460837534923,1.2000000000000002,0.0012000000000000001,-0.011502460837534922,1.0,1.092819497354824
2007-02-27,-0.042668084841647705,0.0,0.0,-0.042668084841647705,1.0,1.0461909823250815
2007-02-28,0.014186119590914162,0.0,0.0,0.014186119590914162,1.0,1.061032372715281
2007-03-01,0.013828411521457196,0.0,0.0,0.013828411521457196,1.0,1.075704765002776
2007-03-02,-0.0013590923628793209,0.0,0.0,-0.0013590923628793209,1.0,1.0742427828719479
2007-03-05,0.0,1.0,0.001,-0.001,0.0,1.0731685400890758
2007-03-06,0.0,0.0,0.0,0.0,0.0,1.0731685400890758
2007-03-07,0.0,0.0,0.0,0.0,0.0,1.0731685400890758
2007-03-08,0.0,0.0,0.0,0.0,0.0,1.0731685400890758
2007-03-09,0.0,0.0,0.0,0.0,0.0,1.0731685400890758
2007-03-12,0.0,0.0,0.0,0.0,0.0,1.0731685400890758
2007-03-13,0.0,0.0,0.0,0.0,0.0,1.0731685400890758
2007-03-14,0.0,0.0,0.0,0.0,0.0,1.0731685400890758
2007-03-15,0.0,0.0,0.0,0.0,0.0,1.0731685400890758
2007-03-16,0.0,0.0,0.0,0.0,0.0,1.0731685400890758
2007-03-19,0.0,0.0,0.0,0.0,0.0,1.0731685400890758
2007-03-20,0.0,0.0,0.0,0.0,0.0,1.0731685400890758
2007-03-21,0.0,0.0,0.0,0.0,0.0,1.0731685400890758
2007-03-22,0.0,0.0,0.0,0.0,0.0,1.0731685400890758
2007-03-23,0.0,0.0,0.0,0.0,0.0,1.0731685400890758
2007-03-26,0.0030087060042710335,1.0,0.001,0.0020087060042710335,1.0,1.0753242201791475
2007-03-27,-0.006010885415213596,0.0,0.0,-0.006010885415213596,1.0,1.068860569507447
2007-03-28,-0.011870945440018788,0.0,0.0,-0.011870945440018788,1.0,1.0561721840038367
2007-03-29,0.00825457675496204,0.0,0.0,0.00825457675496204,1.0,1.0648904383631523
2007-03-30,-0.0007278188929686234,0.0,0.0,-0.0007278188929686234,1.0,1.06411539098317
2007-04-02,0.0,1.0,0.001,-0.001,0.0,1.0630512755921868
2007-04-03,0.0,0.0,0.0,0.0,0.0,1.0630512755921868
2007-04-04,0.0,0.0,0.0,0.0,0.0,1.0630512755921868
2007-04-05,0.0,0.0,0.0,0.0,0.0,1.0630512755921868
2007-04-09,0.0047110792272656125,1.0,0.001,0.0037110792272656125,1.0,1.0669963430985552
2007-04-10,-0.0003081927613461712,0.0,0.0,-0.0003081927613461712,1.0,1.0666675025492294
2007-04-11,-0.0008925763457507286,0.0,0.0,-0.0008925763457507286,1.0,1.065715420367673
2007-04-12,0.008761836991312211,0.0,0.0,0.008761836991312211,1.0,1.0750530451600624
2007-04-13,-0.0037072721463469183,0.0,0.0,-0.0037072721463469183,1.0,1.0710675309498952
2007-04-16,0.01654918799357541,0.4,0.0004,0.01614918799357541,1.0,1.0883644018610197
2007-04-17,-0.0019640510762407586,0.0,0.0,-0.0019640510762407586,1.0,1.0862267985862024
2007-04-18,0.004642911290351615,0.0,0.0,0.004642911290351615,1.0,1.091270053253241
2007-04-19,-0.005159722596207695,0.0,0.0,-0.005159722596207695,1.0,1.0856394025009053
2007-04-20,0.011216918024724711,0.0,0.0,0.011216918024724711,1.0,1.097816930683169
2007-04-23,0.010638217595379152,1.2000000000000002,0.0012000000000000001,0.009438217595379153,1.0,1.108178365754848
2007-04-24,0.005101086215877081,0.0,0.0,0.005101086215877081,1.0,1.1138312791411333
2007-04-25,0.0005475539939219006,0.0,0.0,0.0005475539939219006,1.0,1.1144411619065822
2007-04-26,0.003174757591428224,0.0,0.0,0.003174757591428224,1.0,1.1179792424455453
2007-04-27,-0.006424000490952197,0.0,0.0,-0.006424000490952197,1.0,1.1107973432432008
2007-04-30,-0.005075871957760958,0.8,0.0008,-0.005875871957760959,1.0,1.1042704402832826
2007-05-01,-0.000538072184502325,0.0,0.0,-0.000538072184502325,1.0,1.103676263075198
2007-05-02,0.0014392680203769272,0.0,0.0,0.0014392680203769272,1.0,1.1052647490254912
2007-05-03,0.0014259073654025122,0.0,0.0,0.0014259073654025122,1.0,1.1068407541718466
2007-05-04,-0.0012230256733531735,0.0,0.0,-0.0012230256733531735,1.0,1.1054870595131807
2007-05-07,0.012386810394243898,1.6,0.0016,0.010786810394243897,1.0,1.1174117388174396
2007-05-08,-0.004124217982857692,0.0,0.0,-0.004124217982857692,1.0,1.1128032892299524
2007-05-09,0.003206177826840961,0.0,0.0,0.003206177826840961,1.0,1.116371134461517
2007-05-10,-0.006840400266463887,0.0,0.0,-0.006840400266463887,1.0,1.108734709055874
2007-05-11,0.008401961825537076,0.0,0.0,0.008401961825537076,1.0,1.1180502557560092
2007-05-14,0.0007255006737961534,0.4,0.0004,0.0003255006737961534,1.0,1.1184141818675957
2007-05-15,0.001908058660848311,0.0,0.0,0.001908058660848311,1.0,1.120548181733724
2007-05-16,0.010361538529458071,0.0,0.0,0.010361538529458071,1.0,1.132158784892872
2007-05-17,-0.006437436587045032,0.0,0.0,-0.006437436587045032,1.0,1.1248705845086582
2007-05-18,0.0027356414155262467,0.0,0.0,0.0027356414155262467,1.0,1.1279478270667471
2007-05-21,-0.001396021077914211,0.8,0.0008,-0.002196021077914211,1.0,1.125470829863721
2007-05-22,-0.0059845739299256625,0.0,0.0,-0.0059845739299256625,1.0,1.1187353664764268
2007-05-23,-0.005765940976847685,0.0,0.0,-0.005765940976847685,1.0,1.1122848043846116
2007-05-24,-0.015726868385993575,0.0,0.0,-0.015726868385993575,1.0,1.0947920476583142
2007-05-25,0.008119949988531716,0.0,0.0,0.008119949988531716,1.0,1.1036817043331417
2007-05-29,0.005737989735818672,1.2000000000000002,0.0012000000000000001,0.004537989735818673,1.0,1.1086902005790165
2007-05-30,0.002614880867781011,0.0,0.0,0.002614880867781011,1.0,1.1115892933728069
2007-05-31,0.0025260019764204783,0.0,0.0,0.0025260019764204783,1.0,1.1143971701248343
2007-06-01,0.006890804425741104,0.0,0.0,0.006890804425741104,1.0,1.122076263076764
2007-06-04,-0.003350679546392809,0.4,0.0004,-0.0037506795463928093,1.0,1.117867714587349
2007-06-05,-0.007861739084704557,0.0,0.0,-0.007861739084704557,1.0,1.1090793302840483
2007-06-06,-0.01602448062606676,0.0,0.0,-0.01602448062606676,1.0,1.0913069100431405
2007-06-07,-0.019832495062583444,0.0,0.0,-0.019832495062583444,1.0,1.0696635711379467
2007-06-08,0.0034365532591613904,0.0,0.0,0.0034365532591613904,1.0,1.0733395269695472
2007-06-11,0.0046987571900034995,2.0,0.002,0.0026987571900034995,1.0,1.0762362097352711
2007-06-12,-0.008892224575373664,0.0,0.0,-0.008892224575373664,1.0,1.0666660756621562
2007-06-13,0.006414390500211177,0.0,0.0,0.006414390500211177,1.0,1.0735080884047812
2007-06-14,5.324917055453675e-05,0.0,0.0,5.324917055453675e-05,1.0,1.0735652518200722
2007-06-15,5.34798696483202e-06,0.0,0.0,5.34798696483202e-06,1.0,1.0735709932330448
2007-06-18,-0.001212412983048528,1.6,0.0016,-0.0028124129830485282,1.0,1.070551668233452
