period,group,trade_count,win_rate,mean_trade_return,profit_factor,payoff_ratio,breakeven_win_rate,net_pnl
development_2015_2019,excluded_by_pair,35,0.17142857142857143,-0.033522010453787034,0.06278460868951267,0.30058319673688455,0.7688858371451848,-514.1614921004984
development_2015_2019,passed_pair,174,0.41954022988505746,0.0005727462806429932,1.0576671972154288,1.420930260537107,0.4130643564173304,88.72539169054116
final_2023_2025,excluded_by_pair,28,0.5,0.019529663533486445,2.4431594368362783,2.2315594442005415,0.3094481216474701,262.929437810153
final_2023_2025,passed_pair,111,0.3963963963963964,-0.004325775279135418,0.7948743719995862,1.2665398067385352,0.4412011635652506,-256.5337763443965
validation_2020_2022,excluded_by_pair,15,0.26666666666666666,-0.024121407736118705,0.302695622851594,0.8697416752416688,0.5348332409987854,-161.28993339295133
validation_2020_2022,passed_pair,81,0.35802469135802467,-0.009663924054298216,0.6447055277150886,1.1747851935445979,0.4598155270544852,-336.68040973592286
