date,equity,exposure
2015-01-02,6000.0,0.0
2015-01-05,5988.845497202333,0.14764926856764563
2015-01-06,5970.282291611131,0.22383441734481277
2015-01-07,5994.733581741746,0.22700023774235342
2015-01-08,6037.3352720341045,0.23245481248169397
2015-01-09,6040.113855560716,0.23280789993417714
2015-01-12,6035.237909515794,0.23218807560544386
2015-01-13,6031.455824097093,0.23170661136724857
2015-01-14,6028.259168823655,0.2312992020234331
2015-01-15,6018.6168024143535,0.23006767408328588
2015-01-16,6046.477653702195,0.23361535444574177
2015-01-20,6045.247850616868,0.2334594464954079
2015-01-21,6038.349876602586,0.23258378063850607
2015-01-22,6084.352056702073,0.23838601213420793
2015-01-23,6067.725515564378,0.23629906764935726
2015-01-26,6075.591392715867,0.23728780723470036
2015-01-27,6062.976007660325,0.23570081299521564
2015-01-28,6049.844595154222,0.23404187320845182
2015-01-29,6064.560648163255,0.23590052069348902
2015-01-30,6057.603481491502,0.2350229512970144
2015-02-02,6047.702337266094,0.15752575593868526
2015-02-03,6054.20943069566,0.15843125131027164
2015-02-04,6059.225594796759,0.08394472087881688
2015-02-05,6062.132538682562,0.0
2015-02-06,6047.933458253753,0.22665679466927746
2015-02-09,6037.091318055999,0.2252679312230515
2015-02-10,6051.471992418182,0.22710899891913933
2015-02-11,6057.532672807586,0.2278822915427888
2015-02-12,6086.924316331756,0.23161057979910635
2015-02-13,6104.4194983691095,0.23381277327312672
2015-02-17,6103.930507585418,0.23375139339798134
2015-02-18,6102.324447557342,0.2335497257762073
2015-02-19,6085.0607260912775,0.23137525543854023
2015-02-20,6080.518093034637,0.23080103131497476
2015-02-23,6082.160816118133,0.23100878328666083
2015-02-24,6088.914318010223,0.2318617076941718
2015-02-25,6088.633220598113,0.2318262446143169
2015-02-26,6086.104189899825,0.1602075831194809
2015-02-27,6088.218913882166,0.23454663793066363
2015-03-02,6108.315248339563,0.23706497664605103
2015-03-03,6098.043687670618,0.2357798869057647
2015-03-04,6090.603313296228,0.23484630390037567
2015-03-05,6080.8352987907865,0.15531803258663582
2015-03-06,6075.218183647964,0.21739906765922143
2015-03-09,6087.692590844009,0.21900271018162903
2015-03-10,6072.922006418753,0.13758218121934718
2015-03-11,6064.035847942951,0.21640442868266765
2015-03-12,6065.134234886291,0.21654633669509774
2015-03-13,6065.893129687431,0.2166443534090926
2015-03-16,6083.3932119418405,0.218897830666306
2015-03-17,6094.362164061191,0.22030369924862742
2015-03-18,6092.167802076461,0.22002285735825464
2015-03-19,6117.050605933788,0.22319563121674227
2015-03-20,6112.751282792213,0.2226492760904364
2015-03-23,6080.872347335937,0.2185740197556674
2015-03-24,6066.300047319057,0.21669689964352631
2015-03-25,6061.719602071872,0.07720468188349781
2015-03-26,6063.599442922702,0.07749076745895166
2015-03-27,6065.604581319919,0.07779572612533946
2015-03-30,6061.941877218816,0.0
2015-03-31,6048.215541059491,0.2313790834990521
2015-04-01,6048.292966062543,0.2313889227176778
2015-04-02,6058.712176496503,0.23271070865547888
2015-04-06,6067.01059072685,0.23376020152826504
2015-04-07,6063.681409055707,0.2333395080055212
2015-04-08,6067.89781110954,0.2338722376218835
2015-04-09,6072.681666547773,0.23447576744012225
2015-04-10,6076.774962598798,0.2349914220986192
2015-04-13,6069.558493787763,0.23408185667499734
2015-04-14,6065.201098615644,0.23353160154483776
2015-04-15,6070.643670255658,0.23421877071420258
2015-04-16,6067.635899717328,0.23383916747855701
2015-04-17,6060.45390814018,0.23293122217787265
2015-04-20,6070.149571592328,0.2341564375744124
2015-04-21,6071.398612195966,0.23431399100923098
2015-04-22,6071.976519758222,0.2343868660826884
2015-04-23,6066.06236189079,0.23364042520073963
2015-04-24,6059.336302930829,0.23278974132598304
2015-04-27,6049.228400331103,0.15799306588465428
2015-04-28,6049.496011081912,0.07513375684058007
2015-04-29,6058.5418963540915,0.23001398959356958
2015-04-30,6047.801742087734,0.22864658886064684
2015-05-01,6046.59054518832,0.22849207850428283
2015-05-04,6046.615092765224,0.22849521061203973
2015-05-05,6029.595557700527,0.22631751018588084
2015-05-06,6027.126716147793,0.22600059309263995
2015-05-07,6011.41560158389,0.14789595204065575
2015-05-08,6024.925786825589,0.14980669483491646
2015-05-11,6019.388144232933,0.21980595675913353
2015-05-12,6012.794237830345,0.21895036012743452
2015-05-13,6032.444266059105,0.2214945440095651
2015-05-14,6034.438772895042,0.221751856166043
2015-05-15,6035.190012671654,0.22184872982876025
2015-05-18,6033.259886481468,0.22159978809995307
2015-05-19,6015.577704169456,0.21931175939591266
2015-05-20,6016.795532304718,0.1460752993630455
2015-05-21,6025.564033822653,0.2250160879255296
2015-05-22,6014.754169778464,0.22362326778866476
2015-05-26,6010.0983203216765,0.2230218311741079
2015-05-27,6010.247566537497,0.2230411250634508
2015-05-28,6000.055830999822,0.14535114967042453
2015-05-29,5999.714425261112,0.07607136970036067
2015-06-01,6001.423118752625,0.14385490557043376
2015-06-02,6001.031686841207,0.22335990568695657
2015-06-03,5996.0004101383265,0.22270822274069904
2015-06-04,5989.44331079598,0.22185726228627897
2015-06-05,5998.353629170614,0.22301316271539343
2015-06-08,5983.232957898336,0.22104958171626846
2015-06-09,5979.298853932577,0.22053706812486562
2015-06-10,5986.183577595907,0.22143353025674106
2015-06-11,5985.519797383505,0.22134718904759806
2015-06-12,5973.736827908712,0.2198113258907128
2015-06-15,6007.9637968658935,0.14692746237682525
2015-06-16,6009.317617666675,0.14711964848171913
2015-06-17,6012.0152757442875,0.2082319990263873
2015-06-18,6018.360776690332,0.20906680517803666
2015-06-19,6012.902086047022,0.20834877259272697
2015-06-22,6053.091340807764,0.21360490884916075
2015-06-23,6064.513515261499,0.21508604033614348
2015-06-24,6067.314538744776,0.2154484020398808
2015-06-25,6083.159284380762,0.21749191593239103
2015-06-26,6075.321830538599,0.21648244332154573
2015-06-29,6044.177509096949,0.21244514914816262
2015-06-30,6049.839841994216,0.060932447080945425
2015-07-01,6054.004507216384,0.061578449569752065
2015-07-02,6044.2002164448995,0.06005623696640172
2015-07-06,6014.852313983042,0.0
2015-07-07,6014.852313983042,0.0
2015-07-08,6014.852313983042,0.0
2015-07-09,6014.852313983042,0.0
2015-07-10,6014.852313983042,0.0
2015-07-13,6014.852313983042,0.0
2015-07-14,6014.852313983042,0.0
2015-07-15,6014.852313983042,0.0
2015-07-16,6014.852313983042,0.0
2015-07-17,6014.852313983042,0.0
2015-07-20,6014.852313983042,0.0
2015-07-21,6014.852313983042,0.0
2015-07-22,6014.852313983042,0.0
2015-07-23,6014.852313983042,0.0
2015-07-24,6014.852313983042,0.0
2015-07-27,6014.852313983042,0.0
2015-07-28,6014.852313983042,0.0
2015-07-29,6014.852313983042,0.0
2015-07-30,6014.852313983042,0.0
2015-07-31,6014.852313983042,0.0
2015-08-03,6014.852313983042,0.0
2015-08-04,6014.852313983042,0.0
2015-08-05,6014.852313983042,0.0
2015-08-06,6014.852313983042,0.0
2015-08-07,6014.852313983042,0.0
2015-08-10,6014.852313983042,0.0
2015-08-11,6014.852313983042,0.0
2015-08-12,6014.852313983042,0.0
2015-08-13,6014.852313983042,0.0
2015-08-14,6014.852313983042,0.0
2015-08-17,6014.852313983042,0.0
2015-08-18,6014.852313983042,0.0
2015-08-19,6014.852313983042,0.0
2015-08-20,6014.852313983042,0.0
2015-08-21,6014.852313983042,0.0
2015-08-24,6014.852313983042,0.0
2015-08-25,6014.852313983042,0.0
2015-08-26,6014.852313983042,0.0
2015-08-27,6014.852313983042,0.0
2015-08-28,6014.852313983042,0.0
2015-08-31,6014.852313983042,0.0
2015-09-01,6014.852313983042,0.0
2015-09-02,6014.852313983042,0.0
2015-09-03,6014.852313983042,0.0
2015-09-04,6014.852313983042,0.0
2015-09-08,6014.852313983042,0.0
2015-09-09,6014.852313983042,0.0
2015-09-10,6014.852313983042,0.0
2015-09-11,6014.852313983042,0.0
2015-09-14,6014.852313983042,0.0
2015-09-15,6014.852313983042,0.0
2015-09-16,6014.852313983042,0.0
2015-09-17,6014.852313983042,0.0
2015-09-18,6014.852313983042,0.0
2015-09-21,6014.852313983042,0.0
2015-09-22,6014.852313983042,0.0
2015-09-23,6014.852313983042,0.0
2015-09-24,6014.852313983042,0.0
2015-09-25,6014.852313983042,0.0
2015-09-28,6014.852313983042,0.0
2015-09-29,6014.852313983042,0.0
2015-09-30,6014.852313983042,0.0
2015-10-01,6014.852313983042,0.0
2015-10-02,6014.852313983042,0.0
2015-10-05,6014.852313983042,0.0
2015-10-06,6014.852313983042,0.0
2015-10-07,6014.852313983042,0.0
2015-10-08,6014.852313983042,0.0
2015-10-09,6014.852313983042,0.0
2015-10-12,6014.852313983042,0.0
2015-10-13,6014.852313983042,0.0
2015-10-14,6014.852313983042,0.0
2015-10-15,6014.852313983042,0.0
2015-10-16,6014.852313983042,0.0
2015-10-19,6014.852313983042,0.0
2015-10-20,6014.852313983042,0.0
2015-10-21,6014.852313983042,0.0
2015-10-22,6014.852313983042,0.0
2015-10-23,6003.666000988426,0.22123209857466544
2015-10-26,5998.30590882534,0.22053619079857967
2015-10-27,5983.902557995262,0.21866000872601626
2015-10-28,6011.405045177879,0.22223467936187974
2015-10-29,5993.604447033348,0.21992476918249104
2015-10-30,6012.298599865379,0.2223502717324993
2015-11-02,6024.260376598778,0.2238943737209289
2015-11-03,6032.243134167137,0.22492143163690279
2015-11-04,6026.462174084129,0.22417792771445713
2015-11-05,6028.20597901577,0.22440235308420006
2015-11-06,6038.2280737423325,0.2256896699911071
2015-11-09,6019.062176313841,0.1468366116147387
2015-11-10,6028.162391918191,0.21730863243168666
