event_date,event_type,symbol,episode_id,primary_episode,reference_close,horizon_sessions,matured,horizon_date,horizon_return,max_favorable_excursion,max_adverse_excursion
2026-08-17,high_vol_missed_leader,AAOI,high_vol_missed_leader:AAOI:1,True,154.88999938964844,5,False,,,,
2026-08-17,high_vol_missed_leader,AAOI,high_vol_missed_leader:AAOI:1,True,154.88999938964844,20,False,,,,
2026-08-17,high_vol_missed_leader,AXTI,high_vol_missed_leader:AXTI:1,True,95.97000122070312,5,False,,,,
2026-08-17,high_vol_missed_leader,AXTI,high_vol_missed_leader:AXTI:1,True,95.97000122070312,20,False,,,,
2026-08-17,high_vol_missed_leader,CRDO,high_vol_missed_leader:CRDO:1,True,282.82000732421875,5,False,,,,
2026-08-17,high_vol_missed_leader,CRDO,high_vol_missed_leader:CRDO:1,True,282.82000732421875,20,False,,,,
2026-08-17,high_vol_missed_leader,DRAM,high_vol_missed_leader:DRAM:1,True,60.38999938964844,5,False,,,,
2026-08-17,high_vol_missed_leader,DRAM,high_vol_missed_leader:DRAM:1,True,60.38999938964844,20,False,,,,
2026-08-17,high_vol_missed_leader,LITE,high_vol_missed_leader:LITE:1,True,968.9000244140624,5,False,,,,
2026-08-17,high_vol_missed_leader,LITE,high_vol_missed_leader:LITE:1,True,968.9000244140624,20,False,,,,
2026-08-17,high_vol_missed_leader,LRCX,high_vol_missed_leader:LRCX:1,True,343.8399963378906,5,False,,,,
2026-08-17,high_vol_missed_leader,LRCX,high_vol_missed_leader:LRCX:1,True,343.8399963378906,20,False,,,,
2026-08-17,high_vol_missed_leader,MRVL,high_vol_missed_leader:MRVL:1,True,234.3300018310547,5,False,,,,
2026-08-17,high_vol_missed_leader,MRVL,high_vol_missed_leader:MRVL:1,True,234.3300018310547,20,False,,,,
2026-08-17,high_vol_missed_leader,MU,high_vol_missed_leader:MU:1,True,1011.75,5,False,,,,
2026-08-17,high_vol_missed_leader,MU,high_vol_missed_leader:MU:1,True,1011.75,20,False,,,,
2026-08-17,high_vol_missed_leader,MXL,high_vol_missed_leader:MXL:1,True,84.76000213623047,5,False,,,,
2026-08-17,high_vol_missed_leader,MXL,high_vol_missed_leader:MXL:1,True,84.76000213623047,20,False,,,,
2026-08-17,high_vol_missed_leader,NOK,high_vol_missed_leader:NOK:1,True,10.779999732971191,5,False,,,,
2026-08-17,high_vol_missed_leader,NOK,high_vol_missed_leader:NOK:1,True,10.779999732971191,20,False,,,,
2026-08-17,high_vol_missed_leader,SKHY,high_vol_missed_leader:SKHY:1,True,171.3800048828125,5,False,,,,
2026-08-17,high_vol_missed_leader,SKHY,high_vol_missed_leader:SKHY:1,True,171.3800048828125,20,False,,,,
2026-08-17,high_vol_missed_leader,SMCI,high_vol_missed_leader:SMCI:1,True,38.27999877929688,5,False,,,,
2026-08-17,high_vol_missed_leader,SMCI,high_vol_missed_leader:SMCI:1,True,38.27999877929688,20,False,,,,
2026-08-17,high_vol_missed_leader,SNDK,high_vol_missed_leader:SNDK:1,True,1786.8499755859375,5,False,,,,
2026-08-17,high_vol_missed_leader,SNDK,high_vol_missed_leader:SNDK:1,True,1786.8499755859375,20,False,,,,
2026-08-17,high_vol_missed_leader,STX,high_vol_missed_leader:STX:1,True,994.7899780273438,5,False,,,,
2026-08-17,high_vol_missed_leader,STX,high_vol_missed_leader:STX:1,True,994.7899780273438,20,False,,,,
2026-08-17,high_vol_missed_leader,TER,high_vol_missed_leader:TER:1,True,443.1400146484375,5,False,,,,
2026-08-17,high_vol_missed_leader,TER,high_vol_missed_leader:TER:1,True,443.1400146484375,20,False,,,,
2026-08-17,high_vol_missed_leader,WDC,high_vol_missed_leader:WDC:1,True,536.010009765625,5,False,,,,
2026-08-17,high_vol_missed_leader,WDC,high_vol_missed_leader:WDC:1,True,536.010009765625,20,False,,,,
2026-08-18,high_vol_missed_leader,AXTI,high_vol_missed_leader:AXTI:1,False,82.30999755859375,5,False,,,,
2026-08-18,high_vol_missed_leader,AXTI,high_vol_missed_leader:AXTI:1,False,82.30999755859375,20,False,,,,
2026-08-18,high_vol_missed_leader,NOK,high_vol_missed_leader:NOK:1,False,10.390000343322754,5,False,,,,
2026-08-18,high_vol_missed_leader,NOK,high_vol_missed_leader:NOK:1,False,10.390000343322754,20,False,,,,
2026-08-18,high_vol_missed_leader,SMCI,high_vol_missed_leader:SMCI:1,False,37.40999984741211,5,False,,,,
2026-08-18,high_vol_missed_leader,SMCI,high_vol_missed_leader:SMCI:1,False,37.40999984741211,20,False,,,,
2026-08-18,high_vol_missed_leader,SNDK,high_vol_missed_leader:SNDK:1,False,1625.780029296875,5,False,,,,
2026-08-18,high_vol_missed_leader,SNDK,high_vol_missed_leader:SNDK:1,False,1625.780029296875,20,False,,,,
2026-08-18,high_vol_missed_leader,STX,high_vol_missed_leader:STX:1,False,903.6799926757812,5,False,,,,
2026-08-18,high_vol_missed_leader,STX,high_vol_missed_leader:STX:1,False,903.6799926757812,20,False,,,,
2026-08-18,high_vol_missed_leader,WDC,high_vol_missed_leader:WDC:1,False,496.1600036621094,5,False,,,,
2026-08-18,high_vol_missed_leader,WDC,high_vol_missed_leader:WDC:1,False,496.1600036621094,20,False,,,,
2026-08-19,high_vol_missed_leader,SNDK,high_vol_missed_leader:SNDK:1,False,1568.8699951171875,5,False,,,,
2026-08-19,high_vol_missed_leader,SNDK,high_vol_missed_leader:SNDK:1,False,1568.8699951171875,20,False,,,,
2026-08-20,high_vol_missed_leader,MRVL,high_vol_missed_leader:MRVL:1,False,251.00999450683597,5,False,,,,
2026-08-20,high_vol_missed_leader,MRVL,high_vol_missed_leader:MRVL:1,False,251.00999450683597,20,False,,,,
