variant,signal_date,entry_date,symbol,signal_close,entry_open,entry_gap,rs20,volume_ratio,atr_pct,extension,close_location,horizon,exit_date,net_return,qqq_return,excess_qqq,mae,mfe
hv_relaxed,2024-10-29,2024-10-30,AXTI,2.9100000858306885,2.9200000762939453,0.0034364227382495116,0.16807076309716673,1.5839903829155324,0.0601374622935527,0.13097555796272142,0.8000001907348633,5,2024-11-05,-0.28225888840136737,-0.01437759454526577,-0.2678812938561016,-0.32259522417995645,0.05031949318819784
hv_relaxed,2024-10-29,2024-10-30,AXTI,2.9100000858306885,2.9200000762939453,0.0034364227382495116,0.16807076309716673,1.5839903829155324,0.0601374622935527,0.13097555796272142,0.8000001907348633,10,2024-11-12,-0.3164370055300416,0.027072964413405565,-0.3435099699434472,-0.33285892301739606,0.05031949318819784
hv_relaxed,2024-10-29,2024-10-30,AXTI,2.9100000858306885,2.9200000762939453,0.0034364227382495116,0.16807076309716673,1.5839903829155324,0.0601374622935527,0.13097555796272142,0.8000001907348633,20,2024-11-26,-0.30960138210430677,0.01986426538745123,-0.329465647491758,-0.40812612939391524,0.05031949318819784
hv_relaxed,2024-11-06,2024-11-07,TTMI,25.030000686645508,24.950000762939453,-0.0031961614666969895,0.3441438431273588,1.5288046512261209,0.04103646700040381,0.22961292174537706,0.704698862887216,5,2024-11-13,-0.029998087715602084,0.007572915435674954,-0.03757100315127704,-0.032630731647915634,0.02062262353543165
hv_relaxed,2024-11-06,2024-11-07,TTMI,25.030000686645508,24.950000762939453,-0.0031961614666969895,0.3441438431273588,1.5288046512261209,0.04103646700040381,0.22961292174537706,0.704698862887216,10,2024-11-20,-0.06799819314747457,-0.010287023632834957,-0.057711169514639615,-0.08107923895113012,0.02062262353543165
hv_relaxed,2024-11-06,2024-11-07,TTMI,25.030000686645508,24.950000762939453,-0.0031961614666969895,0.3441438431273588,1.5288046512261209,0.04103646700040381,0.22961292174537706,0.704698862887216,20,2024-12-05,-0.007998074861841675,0.026376976509146166,-0.03437505137098784,-0.08107923895113012,0.02062262353543165
hv_relaxed,2024-11-07,2024-11-08,CRDO,47.02000045776367,47.130001068115234,0.0023394429876786305,0.23760606357025948,1.2941503107447194,0.046790128846805584,0.18352578892807148,0.9455442646417301,5,2024-11-14,-0.11274593058721993,-0.008478829840385838,-0.1042671007468341,-0.11800485389134441,0.037366993659289305
hv_relaxed,2024-11-07,2024-11-08,CRDO,47.02000045776367,47.130001068115234,0.0023394429876786305,0.23760606357025948,1.2941503107447194,0.046790128846805584,0.18352578892807148,0.9455442646417301,10,2024-11-21,-0.019997237375080856,-0.015710256946494083,-0.004286980428586773,-0.1695128674162084,0.037366993659289305
hv_relaxed,2024-11-07,2024-11-08,CRDO,47.02000045776367,47.130001068115234,0.0023394429876786305,0.23760606357025948,1.2941503107447194,0.046790128846805584,0.18352578892807148,0.9455442646417301,20,2024-12-06,0.571858476193269,0.02619675057789217,0.5456617256153768,-0.1695128674162084,0.5964303198293228
hv_relaxed,2024-12-04,2024-12-05,LITE,94.9000015258789,94.08000183105467,-0.0086406710394058,0.41657030639001724,1.390119675473841,0.04366626982254316,0.12138491368105564,0.8345504474301981,5,2024-12-11,-0.06437317745608029,0.012631020148041738,-0.07700419760412203,-0.08456767077958383,0.011955744053550266
hv_relaxed,2024-12-04,2024-12-05,LITE,94.9000015258789,94.08000183105467,-0.0086406710394058,0.41657030639001724,1.390119675473841,0.04366626982254316,0.12138491368105564,0.8345504474301981,10,2024-12-18,-0.12059560430529015,-0.013070680722779837,-0.10752492358251031,-0.13580254192814745,0.02204341286595235
hv_relaxed,2024-12-04,2024-12-05,LITE,94.9000015258789,94.08000183105467,-0.0086406710394058,0.41657030639001724,1.390119675473841,0.04366626982254316,0.12138491368105564,0.8345504474301981,20,2025-01-03,-0.05217394490723848,-0.007440653200517788,-0.04473329170672069,-0.13580254192814745,0.02204341286595235
hv_relaxed,2024-12-13,2024-12-16,MRVL,120.21697235107422,121.93905973672902,0.014324827451366318,0.3262539904555699,2.561679822982675,0.05295779253213915,0.20648738575026782,0.8387568605277148,5,2024-12-20,-0.08835574318221362,-0.027050316220844528,-0.06130542696136909,-0.1487696666700402,0.028767163659841666
hv_relaxed,2024-12-13,2024-12-16,MRVL,120.21697235107422,121.93905973672902,0.014324827451366318,0.3262539904555699,2.561679822982675,0.05295779253213915,0.20648738575026782,0.8387568605277148,10,2024-12-30,-0.09031099780145568,-0.031212129249129417,-0.05909886855232627,-0.1487696666700402,0.028767163659841666
hv_relaxed,2024-12-13,2024-12-16,MRVL,120.21697235107422,121.93905973672902,0.014324827451366318,0.3262539904555699,2.561679822982675,0.05295779253213915,0.20648738575026782,0.8387568605277148,20,2025-01-15,-0.05447338421825498,-0.029164120958591777,-0.025309263259663206,-0.1487696666700402,0.028767163659841666
