period,cost_bps,variant,target_weight,final_value,total_return,cagr,max_drawdown,volatility,sharpe,sortino,trade_count,win_rate,average_win,average_loss,profit_factor,exception_trade_count,exception_win_rate,exception_average_return,exposure,turnover,costs,peak_concurrent_positions,return_per_average_exposure,return_to_drawdown,gross_profit,winning_symbols,max_symbol_profit_share
train_2024_2025,10,matched_baseline,0.04,6028.718580671196,0.00478643011186608,0.002395282468122595,-0.022589186756866053,0.02405611179990826,0.11168536458649536,0.08715983170892776,34,0.4117647058823529,0.11621123826465794,-0.07684359893383903,1.0731516107685262,0,,,0.035972881221747716,3.0238428774052313,86.14317212618417,3,0.1330566234703603,0.21189032448949185,421.3084412290546,11.0,0.1944199376240959
train_2024_2025,10,matched_baseline,0.06,6201.053189315435,0.033508864885905876,0.01665085355915874,-0.04054964216177215,0.03578542481285925,0.48026270331910265,0.39858614219700045,37,0.4594594594594595,0.13225359515857588,-0.06977985853034818,1.4139519311326934,0,,,0.0497418668200822,4.158247129775173,98.94978278162314,3,0.6736551526525618,0.8263664757440472,686.7453052219812,12.0,0.2619839264608727
train_2024_2025,10,matched_baseline,0.08,6378.572490682519,0.06309541511375305,0.0311300896035398,-0.05323371311955594,0.049541143922059445,0.6447720990262337,0.5387011809445601,37,0.4594594594594595,0.1342783063593811,-0.06870293003538913,1.6139069993345203,0,,,0.06686682217341906,5.496988196554632,106.9824147342332,3,0.943598230974924,1.185252942473673,995.2334687995565,12.0,0.2638103634908753
train_2024_2025,10,matched_baseline,0.1,6334.597429024065,0.055766238170677385,0.027562227647373483,-0.03617590621007161,0.04870627938322085,0.5835865309264228,0.5400149859921922,28,0.5,0.10412566952655679,-0.06701604156915021,1.6643629769574464,0,,,0.06615460219272046,5.203207132951004,87.21966461479965,3,0.842968384999431,1.5415298195115208,838.2339058133151,10.0,0.27695611521442315
train_2024_2025,10,matched_baseline,0.12,6531.187484045969,0.08853124734099471,0.04341806702368878,-0.04305617316791954,0.0570194630804235,0.7752521901800125,0.7542431304694791,26,0.5384615384615384,0.10480603035604209,-0.06308218101426936,2.103168794916405,0,,,0.07864129062522421,5.918829375435584,87.51359495369252,2,1.125760356132791,2.056180120693074,1012.6980982817755,10.0,0.2597147596000708
train_2024_2025,10,matched_baseline,0.15,6111.962370497486,0.018660395082914283,0.009306270528440574,-0.05376586181620979,0.045639931466502796,0.22616872044577538,0.17850474451565837,18,0.3333333333333333,0.11896149765260582,-0.0476293866707252,1.2320535076819041,0,,,0.05857825209381575,5.007758229932924,66.04672738869543,2,0.31855499978095636,0.3470677201586005,594.4475163413597,6.0,0.29498520524192945
train_2024_2025,10,risk_filter,0.04,6253.581412788467,0.04226356879807791,0.02095658426949565,-0.01623377986378194,0.0177821196143924,1.1775107149195634,1.0531053122314527,19,0.5263157894736842,0.1482330551508339,-0.055208134193389956,2.8281935343625557,0,,,0.026858284174308026,1.8162066720902164,48.8975425114966,3,1.5735766485971654,2.603433652095359,392.2874130133764,7.0,0.2088029290439274
train_2024_2025,10,risk_filter,0.06,6610.248870720575,0.10170814512009585,0.04972746084310797,-0.01917892694411183,0.02683834474112306,1.8252733528651552,2.1282286048424166,21,0.6666666666666666,0.1691285979429086,-0.061223597779089436,4.924732651611277,0,,,0.04018195553529009,2.5568908589072734,57.34201274432712,3,2.5311895293590165,5.303119690506017,765.7368809599602,10.0,0.2349582944406106
train_2024_2025,10,risk_filter,0.08,7028.846748961102,0.1714744581601837,0.08252298099041666,-0.01906404624243474,0.03663281908348243,2.187268173407402,2.8476740603101134,20,0.7,0.17128867938010695,-0.056352887941070136,8.225728005018157,0,,,0.05262848090644961,3.2873133784328172,59.724968842314716,3,3.2582064921271465,8.994651816281163,1171.2333359246002,10.0,0.2788058335352093
train_2024_2025,10,risk_filter,0.1,7005.992292438622,0.16766538207310355,0.08075800265717081,-0.02212639689485074,0.04075860769629383,1.9295724382199433,2.5310637682397257,16,0.75,0.1512256576914738,-0.049152252337153424,11.497123630758768,0,,,0.0543502522293122,3.26753154092245,51.606246844074,2,3.084905316827181,7.577617940683449,1101.8273352393812,9.0,0.24606025495355996
train_2024_2025,10,risk_filter,0.12,7214.737051078585,0.20245617517976422,0.09677364066206717,-0.029679693398340312,0.04905798975199828,1.9111710645833906,2.430402884773486,16,0.75,0.1518205265583614,-0.03788485002362869,11.296749318604146,0,,,0.06754471922601926,4.111464241504138,56.670056856132774,2,2.9973649679748022,6.821370169244591,1332.7099193588513,9.0,0.24705199232007385
train_2024_2025,10,risk_filter,0.15,6975.843005446696,0.1626405009077827,0.07842526676963146,-0.026402768892663353,0.049452386500366596,1.5543233418463138,2.127088663087216,11,0.6363636363636364,0.1790998039142577,-0.041649721944717624,7.61098461208792,0,,,0.05209318837523424,3.390467714085021,42.34382447134005,2,3.1221068623456354,6.159978961637478,1123.4523348743282,7.0,0.2718297094139201
train_2024_2025,20,matched_baseline,0.04,6012.646421066658,0.0021077368444430977,0.0010554821428512273,-0.023175834117060257,0.024122507104481127,0.055891825269210375,0.043605073440895134,34,0.38235294117647056,0.12282711341355802,-0.0746417258775874,1.0315226736845124,0,,,0.036022239849380036,3.024168902533372,104.29049457806305,3,0.05851209844962967,0.09094545783323263,413.8313330201278,10.0,0.19566312268542224
train_2024_2025,20,matched_baseline,0.06,6178.974336162098,0.029829056027016243,0.014835622652427327,-0.04161255275110465,0.035901630230334755,0.4289486378665643,0.35646079865426256,37,0.4594594594594595,0.12999177073568885,-0.07122749650578435,1.3605081299841177,0,,,0.04983420102259023,4.158675617551205,123.9053189292349,3,0.5985659529987147,0.7168283139328528,675.4245442891126,12.0,0.26442171126079905
train_2024_2025,20,matched_baseline,0.08,6352.909145270769,0.05881819087846152,0.029049422876542552,-0.05467696726657334,0.048501015642327575,0.6158046908649547,0.5283504093767787,37,0.4594594594594595,0.1320095089704256,-0.07020475576340826,1.5648493618262906,0,,,0.0662566631650537,5.462864271266054,139.5563411171382,3,0.8877324644607892,1.0757398191398941,977.693679203373,12.0,0.266633082481928
train_2024_2025,20,matched_baseline,0.1,6304.982013237145,0.050830335539524096,0.025152449345806183,-0.036707451755466525,0.04892274145204807,0.5331325257880788,0.4920274563955603,28,0.5,0.10191800829098327,-0.06861905142370128,1.5907263923735684,0,,,0.06629067272779475,5.201887844919454,118.42434776447747,3,0.7667796003254564,1.3847416017363388,821.2650457451691,10.0,0.279566307349077
train_2024_2025,20,matched_baseline,0.12,6495.449958834809,0.08257499313913486,0.04055357599658738,-0.043738343602578444,0.05719142391679676,0.7249278704341742,0.7027899456470427,26,0.5384615384615384,0.10259601591734778,-0.06472560835277717,2.001109417660705,0,,,0.07880073441490726,5.9154123968986205,122.98742251230883,2,1.0478962379253358,1.887931419841581,990.3508658630566,10.0,0.2626496548919434
train_2024_2025,20,matched_baseline,0.15,6083.3449406602895,0.013890823443381661,0.006935749387017243,-0.05564090078707107,0.045840252612976536,0.1739877339990522,0.13727737530996784,18,0.3333333333333333,0.11672594548676883,-0.04937976555993028,1.1665631195751152,0,,,0.058706634854129976,5.007966778008528,96.09631910114138,2,0.23661420004564357,0.24965130411061545,583.7254623081376,6.0,0.29728126988905895
train_2024_2025,20,risk_filter,0.04,6181.952248667574,0.03032537477792907,0.015080642763610541,-0.016458237423539135,0.01911189172285317,0.7942621213984196,0.6197939004740937,20,0.5,0.14591945641937581,-0.0755534419407102,1.8971236388783255,0,,,0.026913740767137588,1.8809131175782359,62.571935507675526,3,1.1267617920641184,1.8425651543072699,384.7696093772646,7.0,0.21044159650456418
train_2024_2025,20,risk_filter,0.06,6509.1030491097945,0.08485050818496576,0.0416488462574931,-0.019334560952460333,0.028423626914319655,1.4526491672864206,1.3948089181863637,22,0.6363636363636364,0.1667768970982619,-0.0850961685862392,3.0952132275800297,0,,,0.0404013776389448,2.652234035671417,75.82914815684607,3,2.1001884872157017,4.388540727332548,752.0869337131824,10.0,0.2374684439027665
train_2024_2025,20,risk_filter,0.08,6834.115644042005,0.13901927400700087,0.06739139195246424,-0.021117608752968198,0.03791834025544841,1.742343977861187,1.755830001433103,21,0.6666666666666666,0.16882215195957104,-0.08401674027758017,4.2886005453100084,0,,,0.052135489170315845,3.359061786576955,82.31240715112824,3,2.6664998491306697,6.583097339913589,1087.7541241643685,10.0,0.23965478375855917
train_2024_2025,20,risk_filter,0.1,6986.7388454828915,0.1644564742471486,0.0792688882593151,-0.02248780271091233,0.04082819881666647,1.8925064442879826,2.4852909112690824,16,0.75,0.1489257447228368,-0.05082367609149731,10.919435496312948,0,,,0.05442940184749416,3.2674140744806275,71.21320070195227,2,3.0214639269404335,7.313141099701359,1086.2141478677554,9.0,0.24718132754859856
train_2024_2025,20,risk_filter,0.12,7236.0054074543805,0.20600090124239667,0.09839236936769935,-0.020686751826256677,0.04777116017522962,1.9922878422112245,2.699337521727902,15,0.8,0.14951680134349019,-0.03845789333349416,17.23494602969361,0,,,0.0639954544715758,3.7531090651221493,75.04255297330751,2,3.218992707269451,9.958107632002905,1312.1378075987204,9.0,0.2484703275322735
train_2024_2025,20,risk_filter,0.15,6953.893520861063,0.1589822534768437,0.07672380691623815,-0.02666664032836974,0.04943990159691484,1.5226965648473336,2.091216136414282,11,0.6363636363636364,0.1767424206746595,-0.04356456286953957,7.169174415516917,0,,,0.05214176300660201,3.3882702262673567,62.66330894252751,2,3.04903870351898,5.961840393808733,1108.5160775619743,7.0,0.2719579514476099
2026,10,matched_baseline,0.04,5916.497971224271,-0.013917004795954813,-0.02331329642687463,-0.020675609577905818,0.017153567053604546,-1.3639408179366872,-1.0971478194846638,6,0.16666666666666666,0.19031109202538204,-0.0719296355513517,0.33596873930128734,0,,,0.021137859989651172,0.6205924594068568,15.723486977899341,2,-0.658392325560317,-0.6731121877454426,42.24811842045224,1.0,1.0
2026,10,matched_baseline,0.06,5917.390549156369,-0.013768241807271764,-0.023065274789065393,-0.02670867203992,0.02580716339227081,-0.8895177781021523,-0.5964951236012549,7,0.2857142857142857,0.10167044583110742,-0.07094568851922126,0.356791286887803,0,,,0.029030762489662985,0.7772999485176203,18.66373574539062,3,-0.4742638713734865,-0.5154970560383205,45.82390081903756,2.0,0.9219668702429681
2026,10,matched_baseline,0.08,5869.116645082542,-0.02181389248624299,-0.03644247568536341,-0.03893182794030525,0.04190331913535218,-0.8631404703910802,-0.6522961668270303,9,0.2222222222222222,0.10536666948789804,-0.07414943790011763,0.41502885144243934,0,,,0.0442934197774852,1.2932969756660735,25.759676730318255,3,-0.4924860757157255,-0.5603099993067512,92.85991043878244,2.0,0.9314701729970634
2026,10,matched_baseline,0.1,5856.2644571365545,-0.02395592381057421,-0.03999132377886028,-0.045736444788122776,0.047933373020369124,-0.8256627426239496,-0.6023759765896682,8,0.25,0.10597980352715779,-0.08102023056742644,0.39955913322727693,0,,,0.04832391463937565,1.3253375569154857,23.951905557855607,3,-0.49573640689809234,-0.5237819406722948,95.64780163807512,2.0,0.9043201763089177
2026,10,matched_baseline,0.12,5889.07203366605,-0.018487994388991735,-0.030921707464024895,-0.05010139929821111,0.061972884906150064,-0.47473460854844757,-0.38186959306591783,7,0.42857142857142855,0.07157826178058972,-0.09919314374815107,0.5630642269081131,0,,,0.06127711320917958,1.5170155391487803,23.102005408931756,2,-0.3017112494493646,-0.3690115375610249,142.94908646260012,3.0,0.9146218314278175
2026,10,matched_baseline,0.15,5717.019774258572,-0.04716337095690459,-0.07809903334466584,-0.06660898463193665,0.061451229560660896,-1.2896833438042052,-0.965592710017652,6,0.3333333333333333,0.009423169233792454,-0.09879275992044678,0.051917086444956885,0,,,0.05443476623156151,1.4946840423018763,20.967842241427757,1,-0.8664200146699458,-0.7080632022469147,15.496016890487113,2.0,0.9503956597257521
2026,10,risk_filter,0.04,5985.515060467262,-0.00241415658878974,-0.004060107627043119,-0.012415089041009963,0.013782507123533343,-0.2877359677560843,-0.23897500706949026,3,0.3333333333333333,0.19031109202538204,-0.04461602711744511,0.7446825527245523,0,,,0.01717406606465045,0.36891058071579846,8.213457212812472,2,-0.1405698906538401,-0.1944534252485191,42.24811842045224,1.0,1.0
