period,cost_bps,variant,target_weight,final_value,total_return,cagr,max_drawdown,volatility,sharpe,sortino,trade_count,win_rate,average_win,average_loss,profit_factor,exception_trade_count,exception_win_rate,exception_average_return,exposure,turnover,costs,peak_concurrent_positions,return_per_average_exposure,return_to_drawdown,gross_profit,winning_symbols,max_symbol_profit_share
2026,10,risk_filter,0.06,5989.342540110823,-0.0017762433148628132,-0.002987922378185237,-0.016741325884196412,0.021746966516344866,-0.12644337431307562,-0.08305282608328197,4,0.5,0.10167044583110742,-0.04353073284336963,0.8113101427524972,0,,,0.02478116933780869,0.4864676206845826,10.918805985453591,2,-0.07167713882463143,-0.10609932135300963,45.82390081903756,2.0,0.9219668702429681
2026,10,risk_filter,0.08,6036.8819442205195,0.006146990703419952,0.010368201077460615,-0.018922207487740872,0.0340580475940666,0.3193661683334451,0.21464714494474607,4,0.5,0.10536666948789804,-0.04244307387536896,1.6588653842247734,0,,,0.036434223706389074,0.6645118988309219,11.987120262050013,2,0.16871474339501355,0.32485589788624836,92.85991043878244,2.0,0.9314701729970634
2026,10,risk_filter,0.1,6040.173229909763,0.006695538318293837,0.011295551611930854,-0.02335874132122262,0.039861001393741956,0.3012788589735447,0.1899945919839191,4,0.75,0.07066060246835724,-0.0838189107801222,1.7239965674754634,0,,,0.042735044437126016,0.7615164773564104,12.569151606519977,2,0.15667559040788304,0.28663951649700387,95.6613795978796,3.0,0.9041918191489445
2026,10,risk_filter,0.12,6087.460936774482,0.014576822795747013,0.024657394445189773,-0.025692084657254033,0.052317892755395896,0.4910111873993016,0.31672727785888577,4,0.75,0.07157826178058972,-0.0838189107801222,2.576209285515452,0,,,0.05252072149837302,0.9140767164753519,13.484561244350132,2,0.27754422216379054,0.5673662916111916,142.94908646260012,3.0,0.9146218314278175
2026,10,risk_filter,0.15,5960.00786720237,-0.006665355466271672,-0.011193429551498157,-0.03667828422099628,0.043510467700965165,-0.23628089896994434,-0.13601144473379562,3,0.6666666666666666,0.009423169233792454,-0.0838189107801222,0.2792671404180099,0,,,0.04316576274120638,0.7679621961382879,10.607743792440722,1,-0.1544130126052162,-0.18172484367347058,15.496016890487113,2.0,0.9503956597257521
2026,20,matched_baseline,0.04,5913.375616746163,-0.014437397208972746,-0.024180707478697383,-0.020874147066996085,0.017174235174207294,-1.4139110203449916,-1.1350135708275852,6,0.16666666666666666,0.18793367921056311,-0.07351422123638753,0.32528285276627844,0,,,0.02114389091086247,0.6207039445804552,19.44817863014697,2,-0.682816482067436,-0.691640102114619,41.761835488325744,1.0,1.0
2026,20,matched_baseline,0.06,5913.327945910768,-0.014445342348205381,-0.024193948332531967,-0.02713069753502728,0.025814013172248962,-0.9339673350149379,-0.625843389023183,7,0.2857142857142857,0.09946973599154625,-0.07253222491410485,0.3406824751148205,0,,,0.029041376538430395,0.7774107948867688,23.32867616512953,3,-0.4974055664713375,-0.5324353466974308,44.78517375303619,2.0,0.9324924297183177
2026,20,matched_baseline,0.08,5862.805955065946,-0.02286567415567564,-0.03818569763435031,-0.03959945745435989,0.041925244967323375,-0.9057694474388138,-0.6839591472758122,9,0.2222222222222222,0.10315836915303009,-0.07555385455541308,0.39893797127202996,0,,,0.04430358306164804,1.2913515940965787,33.49580433619656,3,-0.5161134286556069,-0.5774239251138563,91.05867837371716,2.0,0.9392149381484624
2026,20,matched_baseline,0.1,5849.921315257198,-0.02501311412380025,-0.041740883056939015,-0.04647728334853274,0.04795833414896676,-0.8631645166923472,-0.6294571752933542,8,0.25,0.10377027579456793,-0.08232667532703646,0.3840374272880166,0,,,0.04834902470428758,1.3256256481347868,31.907035091018834,3,-0.5173447505256935,-0.5381793496024095,93.57034750607238,2.0,0.9140039901113043
2026,20,matched_baseline,0.12,5882.543618148204,-0.01957606364196607,-0.03272923853517673,-0.050863285174587936,0.06159638588467022,-0.5082615566059894,-0.3745981631335538,6,0.3333333333333333,0.1049626006333207,-0.10042663492090466,0.5435045664918118,0,,,0.04594540395853277,1.287918219689678,27.454658629383246,2,-0.4260722935341717,-0.3848761159404341,139.8438521267533,2.0,0.9244990358803467
2026,20,matched_baseline,0.15,5709.684496596991,-0.048385917233834785,-0.08008911645699435,-0.06756887790849397,0.061526766071879575,-1.3230681578766292,-0.9903405537607787,6,0.16666666666666666,0.015898079503508293,-0.08023861755212869,0.04308054936768075,0,,,0.05446795152517948,1.4949998051291014,29.938956155360223,1,-0.8883373778334019,-0.7160976877455629,13.070014794131339,1.0,1.0
2026,20,risk_filter,0.04,5983.590659596015,-0.002734890067330853,-0.004599009801189657,-0.01269664279272209,0.013800783851415003,-0.32648023308897184,-0.27025556064764195,3,0.3333333333333333,0.18793367921056311,-0.04630687366611738,0.7179128640211431,0,,,0.017176612660082864,0.3689598020197797,10.427493696850528,2,-0.15922173489343033,-0.21540261563462537,41.761835488325744,1.0,1.0
2026,20,risk_filter,0.06,5986.712790466935,-0.0022145349221774913,-0.0037246399334927016,-0.017093344925138032,0.021754337727008792,-0.16030780206416642,-0.1053095719443176,4,0.5,0.09946973599154625,-0.045223739203824,0.7711957253828685,0,,,0.024786164249518846,0.48651575318382795,13.83819124213277,2,-0.08934560829517944,-0.12955538730870186,44.78517375303619,2.0,0.9324924297183177
2026,20,risk_filter,0.08,6033.1838803000355,0.005530646716672694,0.009326648977211027,-0.019387531006989533,0.03406225852686032,0.28910735960787887,0.19435221808198305,4,0.5,0.10315836915303009,-0.04413824710366315,1.573373582362879,0,,,0.03644449961854755,0.6645519300437694,15.974819795325615,2,0.15175532040664935,0.2852682332102423,91.05867837371716,2.0,0.9392149381484624
2026,20,risk_filter,0.1,6035.893134644808,0.005982189107468061,0.010089662187488635,-0.023894881901725062,0.039867618238262785,0.2713635817064772,0.17111594578297074,4,0.5,0.10377027579456793,-0.043594614532529746,1.6223104908197683,0,,,0.04274909873316076,0.7615558630164189,17.138882484265544,2,0.13993719832104057,0.25035441196452135,93.57034750607238,2.0,0.9140039901113043
2026,20,risk_filter,0.12,6082.265431871699,0.01371090531194974,0.02318584758215403,-0.026103657992134432,0.052320910692954525,0.46356721946636675,0.2990884806066021,4,0.5,0.1049626006333207,-0.04341327210062877,2.4287545838751656,0,,,0.05254165998120311,0.91410806828261,18.969701759925847,2,0.26095302883188015,0.5252484274840375,139.8438521267533,2.0,0.9244990358803467
2026,20,risk_filter,0.15,5955.689179751496,-0.007385136708083939,-0.012399129543475218,-0.03724879911778911,0.04353171413792726,-0.2641176658693087,-0.15224752095678226,3,0.3333333333333333,0.015898079503508293,-0.043149383735567086,0.22777665721350956,0,,,0.04318036291093748,0.7680152695933833,15.216066856107028,1,-0.17102998238612077,-0.1982650953318111,13.070014794131339,1.0,1.0
full,10,matched_baseline,0.04,5945.216551895467,-0.009130574684088844,-0.00352779292663441,-0.036127019840468066,0.022651394997349188,-0.14517221498218338,-0.11379067810055271,40,0.375,0.12115122851537288,-0.07586080625734155,0.8943098211887857,0,,,0.03253672875800045,3.644435336812087,101.86665910408352,3,-0.2806236223684205,-0.25273534114931706,463.5565596495069,12.0,0.17670068335607253
full,10,matched_baseline,0.06,6159.095102559592,0.026515850426598764,0.010134062357697093,-0.04054964216177215,0.03468489276449454,0.30897791948730635,0.26041626613575825,45,0.4444444444444444,0.1341485292946669,-0.07437017151724036,1.2429273237520049,0,,,0.04614914285589,5.067857645076267,120.40742537298556,3,0.5745686438727551,0.6539108365201893,814.0033282065706,13.0,0.22102640776300064
full,10,matched_baseline,0.08,6354.538168036535,0.05908969467275593,0.022365549843659682,-0.05323371311955594,0.04807732030493423,0.4855883204836664,0.40852370088916934,45,0.4444444444444444,0.1362391561810304,-0.073244656904582,1.4350218506193946,0,,,0.06209568003016553,6.649201613223726,129.8956941132045,3,0.9515910711349113,1.1100051303963756,1169.5275014038907,13.0,0.2244948518501099
full,10,matched_baseline,0.1,6161.497943405756,0.026916323900959327,0.010285878143257543,-0.051777846024637864,0.04904360380325454,0.23379806269452352,0.20189731584630247,36,0.4722222222222222,0.09822006945746276,-0.07486430271052497,1.2090866120621862,0,,,0.0623313488784781,6.618587352115547,111.71179732243402,3,0.4318264306045373,0.5198424802791433,933.8952854111947,10.0,0.24858676322886764
full,10,matched_baseline,0.12,6405.527665121467,0.06758794418691116,0.025518499472472644,-0.04621297332433438,0.05722679875605121,0.47026418953870636,0.43112288130154924,33,0.5151515151515151,0.09895941371746489,-0.07205611133377583,1.5404360615192279,0,,,0.07389992757100203,7.5205533538802625,111.12383677478348,2,0.9145874212389938,1.4625318243983525,1155.8988819893511,10.0,0.22753949090256428
full,10,matched_baseline,0.15,6210.376170283785,0.03506269504729742,0.013366224946959715,-0.0534787891594557,0.050410491873797855,0.2894177450207625,0.2515439420620341,23,0.34782608695652173,0.14739007969275703,-0.06244112883926275,1.2751633704373564,0,,,0.05747425446411937,6.304095806630799,83.82486904082411,2,0.6100591538631741,0.6556374143541713,974.9262263083315,7.0,0.2606905435957316
full,10,risk_filter,0.04,6239.096473255729,0.03984941220928806,0.015169256028770839,-0.01623377986378194,0.016856273890724804,0.9044290885638959,0.8007245633818817,22,0.5,0.1520583312303383,-0.053282296543218165,2.2233812191104927,0,,,0.02447091771985088,2.185117252806015,57.11099972430909,3,1.6284396304827629,2.4547217310857667,434.5355314338286,8.0,0.18850187139813052
full,10,risk_filter,0.06,6599.843108076375,0.0999738513460624,0.03739462906812441,-0.01917892694411183,0.025442875391068938,1.4602853327254253,1.500798449971682,25,0.64,0.16069632892893346,-0.057146891988235554,3.833221703157897,0,,,0.03647520074139466,3.068842518619254,68.41372336854698,3,2.7408718612644933,5.212692641115442,811.5607817789978,10.0,0.22169162874804793
full,10,risk_filter,0.08,7068.768281625889,0.17812804693764828,0.06519565670320215,-0.023264548820919773,0.036096214557671626,1.7734446039927196,1.7724741313185683,24,0.6666666666666666,0.16312506989848827,-0.05279763564500674,6.394744710393283,0,,,0.04859510972976725,4.02334581676183,72.14121581006843,3,3.665554989549386,7.656630193381327,1266.8811375626753,10.0,0.25775637256303136
full,10,risk_filter,0.1,7093.453229213105,0.1822422048688508,0.06662729801682676,-0.02764688780045743,0.041791450567528185,1.5692688494558462,1.4891851939754264,20,0.75,0.13529617850929698,-0.05608558402574718,8.225946077588096,0,,,0.05222296488521006,4.1816082573978015,65.09080808842414,2,3.4896947208844353,6.591780101405681,1244.7764217019815,10.0,0.2178029004221555
full,10,risk_filter,0.12,7305.489273542312,0.21758154559038534,0.07880040960031365,-0.032571929731087135,0.04899016246583846,1.5777235299447894,1.5231112482665026,20,0.75,0.13584008130779573,-0.047071662174927385,8.526124825234653,0,,,0.06328492194628682,5.122545536504977,70.73664944495287,2,3.4381261586299816,6.680032389444899,1478.950291510695,10.0,0.2226231960953964
full,10,risk_filter,0.15,6939.142158338309,0.15652369305638492,0.05762688664543658,-0.03543976220203138,0.04818014369026992,1.1905534770163049,1.1549238673933164,14,0.6428571428571429,0.14147358972415025,-0.05008355971179854,5.624095594032796,0,,,0.04991377985356726,4.255434488748797,53.53359960825073,2,3.1358813841704762,4.4166123961016055,1142.239637454059,9.0,0.26735871503282643
full,20,matched_baseline,0.04,5926.0220378128215,-0.01232966036452976,-0.004768553595489555,-0.03724897013593187,0.022716864181914122,-0.1997066180653374,-0.15644124549027463,40,0.35,0.12747758239905838,-0.07442489806197203,0.8603059005690108,0,,,0.03258906289396876,3.644872847113827,123.73867320821003,3,-0.3783373705664793,-0.33100674514048023,455.5931685084535,11.0,0.17772771077511593
full,20,matched_baseline,0.06,6132.831493433824,0.022138582238970583,0.008472301457029596,-0.04161255275110465,0.034796769092730134,0.26062957246615714,0.21984935106033401,45,0.4444444444444444,0.1318829306124285,-0.07576378840630467,1.198841580822108,0,,,0.04625021201357873,5.068501697362816,150.82315498694754,3,0.4786698541505249,0.5320169221866086,800.8582355499984,13.0,0.22300690172189971
full,20,matched_baseline,0.08,6323.234429864741,0.05387240497745682,0.02042216361522664,-0.05467696726657334,0.04728615586227787,0.45253746520677424,0.38832292897324666,45,0.4444444444444444,0.1339668714281031,-0.07468213579136965,1.3912461365803743,0,,,0.06167203534421717,6.615290022545514,169.3854507500686,3,0.8735305179531148,0.9852851698011351,1149.4008750849398,13.0,0.22680118404279812
full,20,matched_baseline,0.1,6124.9991585897005,0.020833193098283465,0.007975884470997618,-0.05375509351667296,0.04927091044178959,0.18633989972666687,0.1605720092984386,36,0.4444444444444444,0.10214954172893134,-0.07263420615552854,1.1582595899050783,0,,,0.06249569407929123,6.617560959255898,151.41183715505375,3,0.3333540559106586,0.38755756404407954,914.8353932512414,10.0,0.25097196488854384
full,20,matched_baseline,0.12,6361.812462669064,0.06030207711151059,0.02281630660723355,-0.047356791249682395,0.057442800559102926,0.4226334369528018,0.3863485220965368,33,0.48484848484848486,0.1028918390068444,-0.06934571011115098,1.4708756093255007,0,,,0.07410361427628955,7.5174254777027905,156.21117782699545,2,0.8137535220168749,1.2733564821479542,1130.1947179898098,10.0,0.23015088373755294
full,20,matched_baseline,0.15,6175.723986585942,0.02928733109765691,0.01118396028867119,-0.055220434447350475,0.05064867281861082,0.24559659730460145,0.21330650186302383,23,0.34782608695652173,0.1450977621853869,-0.06404133896544292,1.2239002850174865,0,,,0.057632514514157726,6.304575554014741,121.6560961685079,2,0.5081737513025277,0.5303712546046827,960.5554421252515,7.0,0.2608943698356685
full,20,risk_filter,0.04,6165.542908263589,0.027590484710598107,0.010541364083944016,-0.016554380843598393,0.017966310840818147,0.594496135636936,0.46691681337988683,23,0.4782608695652174,0.14973893121857465,-0.07067901389494473,1.6342918751103588,0,,,0.024557875864307948,2.2498729195980154,72.99942920452608,3,1.1234882390906498,1.6666576038854026,426.5314448655903,8.0,0.18983718986839304
full,20,risk_filter,0.06,6495.914632182939,0.08265243869715655,0.03106990393677478,-0.019334560952460333,0.026781168019064334,1.1595281032599283,1.0424586362754231,26,0.6153846153846154,0.15836350195992244,-0.07699148033953382,2.64778971419852,0,,,0.036730749963650194,3.1642337604489943,89.97314867651139,3,2.2502246422670864,4.274854696746501,796.8721074662185,10.0,0.2241224308833569
full,20,risk_filter,0.08,6867.39831694825,0.14456638615804174,0.053400406624655616,-0.02329065337961267,0.036295127450918084,1.4561009300701222,1.3435844139795012,25,0.64,0.16061417910875342,-0.07508583630267814,3.785349934205375,0,,,0.04785850608446198,4.049097688214475,98.59303622398639,3,3.0207041127215106,6.20705584346496,1178.8128025380856,10.0,0.2211423890611082
full,20,risk_filter,0.1,7069.004277354589,0.17816737955909812,0.06520935817480944,-0.028209669537861526,0.04187382881977241,1.5343869879588974,1.4563919456150574,20,0.7,0.1426452955671916,-0.04835354142787446,7.806615337641658,0,,,0.05231560087262165,4.181522142763238,90.18290246187811,2,3.405626172447128,6.315826540256747,1226.0579999945087,10.0,0.2189878905184127
full,20,risk_filter,0.12,7320.980093670854,0.22016334894514245,0.07968118521178957,-0.026862203501013204,0.047972439440281955,1.6272335753145166,1.5860895985280612,19,0.7368421052631579,0.1431869369255543,-0.04033448949432333,10.894001084019333,0,,,0.060523800777130626,4.7642210663774085,95.17631742217327,2,3.6376325696375105,8.196027140395918,1454.493328857829,10.0,0.22415180898598758
full,20,risk_filter,0.15,6912.291954957333,0.15204865915955534,0.05604828178763843,-0.03610303151198824,0.04820192692187881,1.1589452828282372,1.1249637152682384,14,0.5714285714285714,0.15668067303551786,-0.04336524528739542,5.307209372105983,0,,,0.04998515748162413,4.25328942883339,79.04343848757446,2,3.0418761652487034,4.2115205508176405,1124.097761488461,8.0,0.2681882056248442
