group,reason,symbol,signal_date,entry_date,exit_date,exit_reason,atr_pct,close_location,pnl,return
common,,AVGO,2025-10-29,2025-10-30,2025-11-04,stop,0.03815891385658434,0.9623777518043025,-33.12433329838598,-0.08589646829253698
common,,COHR,2024-11-07,2024-11-08,2024-11-14,stop,0.03806695046574508,0.9418851805290843,-37.222439756165784,-0.08531878682008104
common,,GLW,2025-08-28,2025-08-29,2025-09-30,signal,0.017015176082928327,0.8172586866605754,79.70207905555628,0.16717737379022754
common,,INTC,2025-02-12,2025-02-13,2025-03-04,stop,0.03898703228352468,0.9509202669353338,-39.00122050319521,-0.08510778289205342
common,,KLAC,2026-01-05,2026-01-06,2026-02-02,signal,0.03123960949923283,0.7136544668302887,6.3542773981700975,0.01547243949369368
common,,LITE,2024-11-06,2024-11-07,2024-12-09,signal,0.03588300498825098,0.8357297280360948,118.86128536987303,0.2702262374906154
common,,LITE,2025-07-15,2025-07-16,2025-08-14,signal,0.03413418876551266,0.9030495901166181,73.97835635375986,0.18786131347766222
common,,META,2026-07-09,2026-07-10,2026-07-23,stop,0.03919024484648395,0.9681487780482004,-55.48814968811769,-0.0838189107801222
common,,MRVL,2024-11-06,2024-11-07,2024-12-09,signal,0.03388974664965859,0.6656336657517622,96.52956811861736,0.21078325445694263
common,,MU,2025-06-03,2025-06-04,2025-07-07,signal,0.033999291514188554,0.8860971246006386,72.57155318913652,0.1770522610634667
common,,MU,2025-09-05,2025-09-08,2025-10-07,signal,0.03148687011061049,0.9930419921875007,189.9813954781087,0.48413582932156435
common,,NOK,2024-10-18,2024-10-21,2024-11-07,signal,0.023759381892838095,0.8965511571504922,-15.826763502424967,-0.033039551965746365
common,,NOK,2025-09-04,2025-09-05,2025-09-30,signal,0.020341621844343082,0.9230752301654257,15.03950808715831,0.031155679441958566
common,,NOK,2025-10-10,2025-10-13,2025-11-11,signal,0.020810951448490777,0.6666684327365783,151.69386086463936,0.30208835020439617
common,,TER,2024-12-13,2024-12-16,2025-01-17,signal,0.034740407113329014,0.5402311618308246,33.25456143526935,0.08678714217486676
common,,TER,2026-01-05,2026-01-06,2026-02-05,signal,0.03207616624663297,0.7549018874529352,86.49623684090449,0.19525547158228646
common,,TSLA,2025-12-12,2025-12-15,2025-12-30,signal,0.0314826708071602,0.8102146670308565,-11.280536102294889,-0.02395478851252809
common,,TTMI,2024-10-16,2024-10-17,2024-10-22,signal,0.024306303933005577,0.8787879663612982,-25.90942002105703,-0.05540033656445286
common,,WDC,2025-06-05,2025-06-06,2025-07-09,signal,0.026504377747657546,0.5971211372742734,64.29827404070573,0.14367776822308645
baseline_only,atr_pct,ALAB,2026-01-02,2026-01-05,2026-01-05,stop,0.06297734096743825,0.7021848035200653,-31.96709967105346,-0.08608812606288326
baseline_only,close_location,AMAT,2026-01-28,2026-01-29,2026-02-03,stop,0.0390964051750532,0.342058005343323,-29.531645820223787,-0.08654395956286909
baseline_only,atr_pct,AVGO,2025-11-26,2025-11-28,2025-12-12,stop,0.04609433374401107,0.8615298120806334,-34.16744398515311,-0.0857354986613118
baseline_only,atr_pct,AXTI,2025-01-21,2025-01-22,2025-01-22,stop,0.05825526125441058,1.0,-41.254666459118084,-0.08486787436972348
baseline_only,atr_pct+close_location,CEG,2025-05-23,2025-05-27,2025-06-05,signal,0.04079620975655887,0.461537966806979,-7.192750863813217,-0.02372993155681729
baseline_only,close_location,CEG,2025-10-03,2025-10-06,2025-10-21,signal,0.03895495543110824,0.07241557898217489,-1.0075652125811416,-0.0027457687863700407
baseline_only,atr_pct+close_location,COHR,2025-07-15,2025-07-16,2025-08-14,signal,0.040469009284504316,0.12079212707390956,-21.627684875488228,-0.05622497927067765
baseline_only,atr_pct,CRDO,2025-01-17,2025-01-21,2025-01-21,stop,0.062475446469220146,0.7062308628349888,-35.91913525000001,-0.0854874029779702
baseline_only,atr_pct,INTC,2025-07-08,2025-07-09,2025-07-11,signal,0.0401501793609979,0.8795177400470402,2.462971000671473,0.00527102754804559
baseline_only,atr_pct,INTC,2025-10-28,2025-10-29,2025-11-04,stop,0.049929482357992334,0.6768703378603714,-44.47686898803704,-0.08882952202875638
baseline_only,close_location,KLAC,2025-01-15,2025-01-16,2025-02-18,signal,0.026866117631687194,0.1959530652661974,10.771218041734073,0.024643489868225198
baseline_only,atr_pct,LITE,2025-06-18,2025-06-20,2025-07-09,signal,0.04565339816269364,0.5200005893049549,2.665964317321766,0.005882835843742592
baseline_only,close_location,LRCX,2025-01-22,2025-01-23,2025-01-27,stop,0.03441443239656065,0.29963918803536593,-40.814923937114315,-0.0849125076275776
baseline_only,atr_pct,LRCX,2025-12-19,2025-12-22,2026-01-23,signal,0.04245094588404804,0.8253336588541662,81.4341221655518,0.2313185765353335
baseline_only,atr_pct,MRVL,2026-05-13,2026-05-14,2026-05-18,stop,0.060378108769523764,0.6746266719199427,-31.295666801168977,-0.08620624903400344
baseline_only,atr_pct,MU,2024-12-16,2024-12-17,2024-12-19,stop,0.04161938351773353,0.5644921529491858,-81.07153880083007,-0.1850169891473677
baseline_only,atr_pct,MXL,2025-01-15,2025-01-16,2025-01-27,stop,0.0609271922739249,0.7244092477840214,-40.5110763665802,-0.08494394196260029
baseline_only,atr_pct,MXL,2025-12-01,2025-12-02,2025-12-26,signal,0.05241648584331645,0.8490566716749591,32.908534395218,0.06461677929516477
baseline_only,close_location,NOK,2025-01-07,2025-01-08,2025-01-13,signal,0.017741443677619234,0.1428600622611548,-21.873329530251624,-0.04499559918796595
baseline_only,portfolio_path,NOK,2025-02-12,2025-02-13,2025-02-28,signal,0.025992039868729205,1.0,-15.286207124667044,-0.03238560215308835
