overlay,trigger,floor,period,filter,slippage,final_value,total_return,cagr,max_drawdown,volatility,sharpe,sortino,trade_count,win_rate,average_win,average_loss,profit_factor,exception_trade_count,exception_win_rate,exception_average_return,exposure,turnover,costs,lock_activations,profit_lock_exits
lock_12_to_0,0.12,0.0,2026,matched_baseline,0.001,5928.420774233035,-0.011929870961160716,-0.01999818445874857,-0.029220773544068268,0.04041369771778288,-0.47858997918230567,-0.31562165751662813,8,0.25,0.10536666948789804,-0.06287729162739593,0.5647068732019753,0,,,0.032942206549950906,1.150195126938413,22.901122083526797,3,1
lock_12_to_0,0.12,0.0,2026,risk_filter,0.001,6037.371760750666,0.006228626791777714,0.010506189595704818,-0.018842605447387473,0.03372706005366588,0.3262091840039179,0.187167045308568,3,0.6666666666666666,0.10536666948789804,-0.0838189107801222,1.6735088655995964,0,,,0.026182136884534093,0.511607664666537,9.069692429452402,2,0
lock_12_to_0,0.12,0.0,full,matched_baseline,0.001,6415.341478645215,0.06922357977420246,0.026123567059311625,-0.05299115346868055,0.04760081223769606,0.5673007183213512,0.45887222634444946,44,0.4318181818181818,0.14109932244355583,-0.06567896437043012,1.565530986047814,0,,,0.05783883871397092,6.513644223212268,127.08240776315999,15,2
lock_12_to_0,0.12,0.0,full,risk_filter,0.001,7046.767706150565,0.17446128435842745,0.06391710728889577,-0.023336977485776345,0.03705108132514975,1.6961555416052099,1.6101338431184513,23,0.6521739130434783,0.17107367474551766,-0.053386391262630006,6.224568675341913,0,,,0.04492608970302406,3.8515834821891786,69.110616771458,13,1
lock_12_to_0,0.12,0.0,full,matched_baseline,0.002,6386.9088755768435,0.06448481259614058,0.024368995844492147,-0.054435706754718205,0.04685283041219774,0.5389475984507185,0.44514517497027295,44,0.4318181818181818,0.13881972146578656,-0.06708861646916886,1.519160208861714,0,,,0.057328096488750896,6.481826122315874,165.78412423978972,15,2
lock_12_to_0,0.12,0.0,full,risk_filter,0.002,6846.755521158441,0.14112592019307346,0.05217930066051957,-0.023364235409304546,0.03724101902651978,1.3887997953808384,1.2232091809089607,24,0.625,0.16853208743272757,-0.07549769242139101,3.704708233652857,0,,,0.04409863817226222,3.875877695624801,94.51429742677198,13,1
lock_12_to_3,0.12,0.03,train_2024_2025,matched_baseline,0.001,6373.752970441489,0.0622921617402481,0.030739663937337847,-0.050773920767718805,0.04906962552066701,0.6427603561584656,0.5268446228913066,37,0.4594594594594595,0.13081095515146815,-0.06606682099844088,1.6303322607251705,0,,,0.06323715747770606,5.504994384974904,107.03044709326696,11,2
lock_12_to_3,0.12,0.03,train_2024_2025,risk_filter,0.001,7020.997239907537,0.17016620665125615,0.08191711120781497,-0.01908495316793446,0.03774318688887564,2.109147041040016,2.6212282715419324,20,0.7,0.16992130930400795,-0.056352887941070136,8.170599855513622,0,,,0.05082419149585055,3.2963375146697698,59.77910586436439,11,1
lock_12_to_3,0.12,0.03,2026,matched_baseline,0.001,5940.917286591549,-0.009847118901408547,-0.016518661554480563,-0.02717446896097897,0.04027248878125665,-0.3925762878400891,-0.2535617185867472,8,0.375,0.07828298830857085,-0.0742962159749339,0.6353417940494891,0,,,0.031985013840143885,1.1522778789981654,22.913631104906692,3,1
lock_12_to_3,0.12,0.03,2026,risk_filter,0.001,6037.371760750666,0.006228626791777714,0.010506189595704818,-0.018842605447387473,0.03372706005366588,0.3262091840039179,0.187167045308568,3,0.6666666666666666,0.10536666948789804,-0.0838189107801222,1.6735088655995964,0,,,0.026182136884534093,0.511607664666537,9.069692429452402,2,0
lock_12_to_3,0.12,0.03,full,matched_baseline,0.001,6421.519289304512,0.07025321488408531,0.02650416625938634,-0.050773920767718805,0.04741470486064411,0.5771877113848682,0.46191023687864047,44,0.4772727272727273,0.1280930370969526,-0.07090561984562745,1.577777296776208,0,,,0.05668785803859878,6.51618870497609,127.09768084682668,15,3
lock_12_to_3,0.12,0.03,full,risk_filter,0.001,7061.156891857495,0.17685948197624923,0.06475360274793429,-0.023290062302307568,0.03690396128523859,1.7241391604808882,1.6435441880385735,23,0.6956521739130435,0.16192862108190165,-0.06027660548950615,6.3627709621456106,0,,,0.044859093992479365,3.853981679807,69.12502036075422,13,1
lock_12_to_3,0.12,0.03,full,matched_baseline,0.002,6393.468028546536,0.06557800475775588,0.024774185475197275,-0.05221733840927256,0.04665763309986015,0.5495104586434915,0.4494588333704522,44,0.4772727272727273,0.12598376026034885,-0.07235148846856741,1.5320666461464587,0,,,0.05625472012113029,6.482919314477488,165.79726883491932,15,3
lock_12_to_3,0.12,0.03,full,risk_filter,0.002,6861.2961637740655,0.1435493606290108,0.05303967444482938,-0.023315442339394865,0.037096308146284486,1.4161802116079054,1.2510656280989896,24,0.6666666666666666,0.15948410285014133,-0.08416631931518637,3.777424718659488,0,,,0.04405053503938609,3.8798174960479974,94.56163338376459,13,1
lock_12_to_5,0.12,0.05,train_2024_2025,matched_baseline,0.001,6462.944742538695,0.07715745708978261,0.03794132923739646,-0.04929576563374405,0.05002547099108181,0.7708864549312765,0.6566355097221533,40,0.475,0.1382065104799832,-0.0743094935120842,1.6688809163690839,0,,,0.06427985770068638,5.9093474575694955,115.45666314682265,13,4
lock_12_to_5,0.12,0.05,train_2024_2025,risk_filter,0.001,6751.251971179417,0.1252086618632362,0.0608872800090543,-0.03489954549081564,0.039177802033204805,1.5312330230378393,1.3904367374564883,22,0.6363636363636364,0.160911298072635,-0.07886429287871775,3.686135827771514,0,,,0.04912526532649715,3.5124865536965753,65.0757356498863,11,2
lock_12_to_5,0.12,0.05,2026,matched_baseline,0.001,5960.961300603737,-0.006506449899377209,-0.010927167609915855,-0.02389226056875482,0.03983168068000959,-0.25531662863444066,-0.16755016390174016,8,0.375,0.09442326444701843,-0.0742962159749339,0.7590533463473799,0,,,0.031476508431763944,1.1556185480001966,22.933695182996967,3,2
lock_12_to_5,0.12,0.05,2026,risk_filter,0.001,6049.084766523843,0.00818079442064068,0.01380819337045347,-0.016939078104330263,0.03361401423182759,0.42406340554718064,0.24724815170228373,3,0.6666666666666666,0.11961098508236183,-0.0838189107801222,1.8845990864668132,0,,,0.02569575073452043,0.5135598322954,9.081417159956084,2,1
lock_12_to_5,0.12,0.05,full,matched_baseline,0.001,6530.755075413906,0.08845917923565083,0.033197057778979966,-0.04929576563374405,0.04799509684873067,0.7066300421516968,0.5853096290918863,47,0.48936170212765956,0.1365440029998291,-0.07791634167643256,1.6404473119860223,0,,,0.05727587416919801,6.923882446572711,135.54396097847268,17,6
lock_12_to_5,0.12,0.05,full,risk_filter,0.001,6800.336737703261,0.13338945628387688,0.049425148569261834,-0.03489954549081564,0.03727464902911866,1.3170367542187327,1.095199470676593,25,0.64,0.15574875894885085,-0.07941480597887379,3.3878835568878505,0,,,0.043083871944331865,4.026046385991975,74.15715280984239,13,3
lock_12_to_5,0.12,0.05,full,matched_baseline,0.002,6347.168553271742,0.05786142554529028,0.02190856293030774,-0.050738426178975504,0.04678029630152565,0.4881398987719737,0.39611277218298274,46,0.4782608695652174,0.12628660397441463,-0.07928520960178581,1.411330814091551,0,,,0.056023191565639216,6.768700233617725,173.22648438356325,15,5
lock_12_to_5,0.12,0.05,full,risk_filter,0.002,6883.0195698391035,0.14716992830651732,0.05432296875732412,-0.023283363964951898,0.03703133139569531,1.4515992754106126,1.2806846396155354,24,0.6666666666666666,0.16257120296142388,-0.08416631931518637,3.847476261341552,0,,,0.04378353295588171,3.8834380637255035,94.60516726365447,13,2
lock_15_to_0,0.15,0.0,train_2024_2025,matched_baseline,0.001,6380.071672140705,0.06334527869011763,0.03125150713515312,-0.05299115346868055,0.04928007439202736,0.6503202006167919,0.536789635092774,37,0.43243243243243246,0.13992720068227693,-0.0631761239471635,1.6383433249767445,0,,,0.06447794004477117,5.504532655270836,107.02768303098017,11,1
lock_15_to_0,0.15,0.0,train_2024_2025,risk_filter,0.001,7006.608054200607,0.16776800903343436,0.08080559364229734,-0.019123397636985007,0.03791353979779047,2.0726683482574795,2.5476784271724147,20,0.65,0.1810881164714192,-0.04903888847441683,7.948512034124015,0,,,0.050896087320346256,3.293939317051948,59.76470227506817,10,1
lock_15_to_0,0.15,0.0,2026,matched_baseline,0.001,5928.420774233035,-0.011929870961160716,-0.01999818445874857,-0.029220773544068268,0.04041369771778288,-0.47858997918230567,-0.31562165751662813,8,0.25,0.10536666948789804,-0.06287729162739593,0.5647068732019753,0,,,0.032942206549950906,1.150195126938413,22.901122083526797,3,1
lock_15_to_0,0.15,0.0,2026,risk_filter,0.001,6037.371760750666,0.006228626791777714,0.010506189595704818,-0.018842605447387473,0.03372706005366588,0.3262091840039179,0.187167045308568,3,0.6666666666666666,0.10536666948789804,-0.0838189107801222,1.6735088655995964,0,,,0.026182136884534093,0.511607664666537,9.069692429452402,2,0
lock_15_to_0,0.15,0.0,full,matched_baseline,0.001,6415.341478645215,0.06922357977420246,0.026123567059311625,-0.05299115346868055,0.04760081223769606,0.5673007183213512,0.45887222634444946,44,0.4318181818181818,0.14109932244355583,-0.06567896437043012,1.565530986047814,0,,,0.05783883871397092,6.513644223212268,127.08240776315999,15,2
lock_15_to_0,0.15,0.0,full,risk_filter,0.001,7046.767706150565,0.17446128435842745,0.06391710728889577,-0.023336977485776345,0.03705108132514975,1.6961555416052099,1.6101338431184513,23,0.6521739130434783,0.17107367474551766,-0.053386391262630006,6.224568675341913,0,,,0.04492608970302406,3.8515834821891786,69.110616771458,12,1
lock_15_to_0,0.15,0.0,full,matched_baseline,0.002,6386.9088755768435,0.06448481259614058,0.024368995844492147,-0.054435706754718205,0.04685283041219774,0.5389475984507185,0.44514517497027295,44,0.4318181818181818,0.13881972146578656,-0.06708861646916886,1.519160208861714,0,,,0.057328096488750896,6.481826122315874,165.78412423978972,15,2
lock_15_to_0,0.15,0.0,full,risk_filter,0.002,6846.755521158441,0.14112592019307346,0.05217930066051957,-0.023364235409304546,0.03724101902651978,1.3887997953808384,1.2232091809089607,24,0.625,0.16853208743272757,-0.07549769242139101,3.704708233652857,0,,,0.04409863817226222,3.875877695624801,94.51429742677198,12,1
lock_15_to_3,0.15,0.03,train_2024_2025,matched_baseline,0.001,6373.752970441489,0.0622921617402481,0.030739663937337847,-0.050773920767718805,0.04906962552066701,0.6427603561584656,0.5268446228913066,37,0.4594594594594595,0.13081095515146815,-0.06606682099844088,1.6303322607251705,0,,,0.06323715747770606,5.504994384974904,107.03044709326696,11,2
lock_15_to_3,0.15,0.03,train_2024_2025,risk_filter,0.001,7020.997239907537,0.17016620665125615,0.08191711120781497,-0.01908495316793446,0.03774318688887564,2.109147041040016,2.6212282715419324,20,0.7,0.16992130930400795,-0.056352887941070136,8.170599855513622,0,,,0.05082419149585055,3.2963375146697698,59.77910586436439,10,1
lock_15_to_3,0.15,0.03,2026,matched_baseline,0.001,5940.917286591549,-0.009847118901408547,-0.016518661554480563,-0.02717446896097897,0.04027248878125665,-0.3925762878400891,-0.2535617185867472,8,0.375,0.07828298830857085,-0.0742962159749339,0.6353417940494891,0,,,0.031985013840143885,1.1522778789981654,22.913631104906692,3,1
lock_15_to_3,0.15,0.03,2026,risk_filter,0.001,6037.371760750666,0.006228626791777714,0.010506189595704818,-0.018842605447387473,0.03372706005366588,0.3262091840039179,0.187167045308568,3,0.6666666666666666,0.10536666948789804,-0.0838189107801222,1.6735088655995964,0,,,0.026182136884534093,0.511607664666537,9.069692429452402,2,0
lock_15_to_3,0.15,0.03,full,matched_baseline,0.001,6421.519289304512,0.07025321488408531,0.02650416625938634,-0.050773920767718805,0.04741470486064411,0.5771877113848682,0.46191023687864047,44,0.4772727272727273,0.1280930370969526,-0.07090561984562745,1.577777296776208,0,,,0.05668785803859878,6.51618870497609,127.09768084682668,15,3
lock_15_to_3,0.15,0.03,full,risk_filter,0.001,7061.156891857495,0.17685948197624923,0.06475360274793429,-0.023290062302307568,0.03690396128523859,1.7241391604808882,1.6435441880385735,23,0.6956521739130435,0.16192862108190165,-0.06027660548950615,6.3627709621456106,0,,,0.044859093992479365,3.853981679807,69.12502036075422,12,1
lock_15_to_3,0.15,0.03,full,matched_baseline,0.002,6393.468028546536,0.06557800475775588,0.024774185475197275,-0.05221733840927256,0.04665763309986015,0.5495104586434915,0.4494588333704522,44,0.4772727272727273,0.12598376026034885,-0.07235148846856741,1.5320666461464587,0,,,0.05625472012113029,6.482919314477488,165.79726883491932,15,3
lock_15_to_3,0.15,0.03,full,risk_filter,0.002,6861.2961637740655,0.1435493606290108,0.05303967444482938,-0.023315442339394865,0.037096308146284486,1.4161802116079054,1.2510656280989896,24,0.6666666666666666,0.15948410285014133,-0.08416631931518637,3.777424718659488,0,,,0.04405053503938609,3.8798174960479974,94.56163338376459,12,1
lock_15_to_5,0.15,0.05,train_2024_2025,matched_baseline,0.001,6393.0445506906,0.0655074251151,0.03230157638757891,-0.04929576563374405,0.04904214763861885,0.6740316533209191,0.5492215354031783,37,0.4594594594594595,0.13315667095930223,-0.06606682099844088,1.6628674011871156,0,,,0.06284222032783729,5.508209648349757,107.04975798440721,11,2
lock_15_to_5,0.15,0.05,train_2024_2025,risk_filter,0.001,7030.590030378825,0.1717650050631374,0.08265749154931856,-0.01905940928066363,0.037698352362547496,2.129797859633683,2.6244152273053825,20,0.7,0.1713454858660155,-0.056352887941070136,8.23797130303449,0,,,0.05061436710146251,3.297936313081651,59.78870825722854,10,1
lock_15_to_5,0.15,0.05,2026,matched_baseline,0.001,5960.961300603737,-0.006506449899377209,-0.010927167609915855,-0.02389226056875482,0.03983168068000959,-0.25531662863444066,-0.16755016390174016,8,0.375,0.09442326444701843,-0.0742962159749339,0.7590533463473799,0,,,0.031476508431763944,1.1556185480001966,22.933695182996967,3,2
lock_15_to_5,0.15,0.05,2026,risk_filter,0.001,6049.084766523843,0.00818079442064068,0.01380819337045347,-0.016939078104330263,0.03361401423182759,0.42406340554718064,0.24724815170228373,3,0.6666666666666666,0.11961098508236183,-0.0838189107801222,1.8845990864668132,0,,,0.02569575073452043,0.5135598322954,9.081417159956084,2,1
lock_15_to_5,0.15,0.05,full,matched_baseline,0.001,6460.85488356581,0.07680914726096844,0.028922269175900128,-0.04929576563374405,0.047291607260225,0.6284815842907884,0.5022356970631079,44,0.4772727272727273,0.1322977036278346,-0.07090561984562745,1.6316946711314302,0,,,0.05625260419257003,6.522744637352973,127.13705581605723,15,4
lock_15_to_5,0.15,0.05,full,risk_filter,0.001,7086.367023359687,0.18106117055994786,0.0662166364734671,-0.023258890167864976,0.03680664541014721,1.7660328347281216,1.6895428685706777,23,0.6956521739130435,0.16495639834852616,-0.06027660548950615,6.490175460207313,0,,,0.04456301086886087,3.8581833683906988,69.15025572762329,12,2
lock_15_to_5,0.15,0.05,full,matched_baseline,0.002,6428.127337321919,0.07135455622031994,0.026911022231805415,-0.050738426178975504,0.04745072578494469,0.5851646402603986,0.46692076746859795,44,0.4772727272727273,0.13023255424638308,-0.07230761125925111,1.5749741501387315,0,,,0.05638346119365931,6.520699745838123,166.25077446250455,15,4
lock_15_to_5,0.15,0.05,full,risk_filter,0.002,6883.0195698391035,0.14716992830651732,0.05432296875732412,-0.023283363964951898,0.03703133139569531,1.4515992754106126,1.2806846396155354,24,0.6666666666666666,0.16257120296142388,-0.08416631931518637,3.847476261341552,0,,,0.04378353295588171,3.8834380637255035,94.60516726365447,12,2
lock_18_to_0,0.18,0.0,train_2024_2025,matched_baseline,0.001,6380.071672140705,0.06334527869011763,0.03125150713515312,-0.05299115346868055,0.04928007439202736,0.6503202006167919,0.536789635092774,37,0.43243243243243246,0.13992720068227693,-0.0631761239471635,1.6383433249767445,0,,,0.06447794004477117,5.504532655270836,107.02768303098017,11,1
lock_18_to_0,0.18,0.0,train_2024_2025,risk_filter,0.001,7006.608054200607,0.16776800903343436,0.08080559364229734,-0.019123397636985007,0.03791353979779047,2.0726683482574795,2.5476784271724147,20,0.65,0.1810881164714192,-0.04903888847441683,7.948512034124015,0,,,0.050896087320346256,3.293939317051948,59.76470227506817,9,1
lock_18_to_0,0.18,0.0,2026,matched_baseline,0.001,5928.420774233035,-0.011929870961160716,-0.01999818445874857,-0.029220773544068268,0.04041369771778288,-0.47858997918230567,-0.31562165751662813,8,0.25,0.10536666948789804,-0.06287729162739593,0.5647068732019753,0,,,0.032942206549950906,1.150195126938413,22.901122083526797,3,1
lock_18_to_0,0.18,0.0,2026,risk_filter,0.001,6037.371760750666,0.006228626791777714,0.010506189595704818,-0.018842605447387473,0.03372706005366588,0.3262091840039179,0.187167045308568,3,0.6666666666666666,0.10536666948789804,-0.0838189107801222,1.6735088655995964,0,,,0.026182136884534093,0.511607664666537,9.069692429452402,2,0
lock_18_to_0,0.18,0.0,full,matched_baseline,0.001,6415.341478645215,0.06922357977420246,0.026123567059311625,-0.05299115346868055,0.04760081223769606,0.5673007183213512,0.45887222634444946,44,0.4318181818181818,0.14109932244355583,-0.06567896437043012,1.565530986047814,0,,,0.05783883871397092,6.513644223212268,127.08240776315999,15,2
lock_18_to_0,0.18,0.0,full,risk_filter,0.001,7046.767706150565,0.17446128435842745,0.06391710728889577,-0.023336977485776345,0.03705108132514975,1.6961555416052099,1.6101338431184513,23,0.6521739130434783,0.17107367474551766,-0.053386391262630006,6.224568675341913,0,,,0.04492608970302406,3.8515834821891786,69.110616771458,11,1
lock_18_to_0,0.18,0.0,full,matched_baseline,0.002,6386.9088755768435,0.06448481259614058,0.024368995844492147,-0.054435706754718205,0.04685283041219774,0.5389475984507185,0.44514517497027295,44,0.4318181818181818,0.13881972146578656,-0.06708861646916886,1.519160208861714,0,,,0.057328096488750896,6.481826122315874,165.78412423978972,14,2
lock_18_to_0,0.18,0.0,full,risk_filter,0.002,6846.755521158441,0.14112592019307346,0.05217930066051957,-0.023364235409304546,0.03724101902651978,1.3887997953808384,1.2232091809089607,24,0.625,0.16853208743272757,-0.07549769242139101,3.704708233652857,0,,,0.04409863817226222,3.875877695624801,94.51429742677198,10,1
lock_18_to_3,0.18,0.03,train_2024_2025,matched_baseline,0.001,6373.752970441489,0.0622921617402481,0.030739663937337847,-0.050773920767718805,0.04906962552066701,0.6427603561584656,0.5268446228913066,37,0.4594594594594595,0.13081095515146815,-0.06606682099844088,1.6303322607251705,0,,,0.06323715747770606,5.504994384974904,107.03044709326696,11,2
lock_18_to_3,0.18,0.03,train_2024_2025,risk_filter,0.001,7020.997239907537,0.17016620665125615,0.08191711120781497,-0.01908495316793446,0.03774318688887564,2.109147041040016,2.6212282715419324,20,0.7,0.16992130930400795,-0.056352887941070136,8.170599855513622,0,,,0.05082419149585055,3.2963375146697698,59.77910586436439,9,1
lock_18_to_3,0.18,0.03,2026,matched_baseline,0.001,5940.917286591549,-0.009847118901408547,-0.016518661554480563,-0.02717446896097897,0.04027248878125665,-0.3925762878400891,-0.2535617185867472,8,0.375,0.07828298830857085,-0.0742962159749339,0.6353417940494891,0,,,0.031985013840143885,1.1522778789981654,22.913631104906692,3,1
lock_18_to_3,0.18,0.03,2026,risk_filter,0.001,6037.371760750666,0.006228626791777714,0.010506189595704818,-0.018842605447387473,0.03372706005366588,0.3262091840039179,0.187167045308568,3,0.6666666666666666,0.10536666948789804,-0.0838189107801222,1.6735088655995964,0,,,0.026182136884534093,0.511607664666537,9.069692429452402,2,0
lock_18_to_3,0.18,0.03,full,matched_baseline,0.001,6421.519289304512,0.07025321488408531,0.02650416625938634,-0.050773920767718805,0.04741470486064411,0.5771877113848682,0.46191023687864047,44,0.4772727272727273,0.1280930370969526,-0.07090561984562745,1.577777296776208,0,,,0.05668785803859878,6.51618870497609,127.09768084682668,15,3
lock_18_to_3,0.18,0.03,full,risk_filter,0.001,7061.156891857495,0.17685948197624923,0.06475360274793429,-0.023290062302307568,0.03690396128523859,1.7241391604808882,1.6435441880385735,23,0.6956521739130435,0.16192862108190165,-0.06027660548950615,6.3627709621456106,0,,,0.044859093992479365,3.853981679807,69.12502036075422,11,1
lock_18_to_3,0.18,0.03,full,matched_baseline,0.002,6393.468028546536,0.06557800475775588,0.024774185475197275,-0.05221733840927256,0.04665763309986015,0.5495104586434915,0.4494588333704522,44,0.4772727272727273,0.12598376026034885,-0.07235148846856741,1.5320666461464587,0,,,0.05625472012113029,6.482919314477488,165.79726883491932,14,3
lock_18_to_3,0.18,0.03,full,risk_filter,0.002,6861.2961637740655,0.1435493606290108,0.05303967444482938,-0.023315442339394865,0.037096308146284486,1.4161802116079054,1.2510656280989896,24,0.6666666666666666,0.15948410285014133,-0.08416631931518637,3.777424718659488,0,,,0.04405053503938609,3.8798174960479974,94.56163338376459,10,1
lock_18_to_5,0.18,0.05,train_2024_2025,matched_baseline,0.001,6393.0445506906,0.0655074251151,0.03230157638757891,-0.04929576563374405,0.04904214763861885,0.6740316533209191,0.5492215354031783,37,0.4594594594594595,0.13315667095930223,-0.06606682099844088,1.6628674011871156,0,,,0.06284222032783729,5.508209648349757,107.04975798440721,11,2
lock_18_to_5,0.18,0.05,train_2024_2025,risk_filter,0.001,7030.590030378825,0.1717650050631374,0.08265749154931856,-0.01905940928066363,0.037698352362547496,2.129797859633683,2.6244152273053825,20,0.7,0.1713454858660155,-0.056352887941070136,8.23797130303449,0,,,0.05061436710146251,3.297936313081651,59.78870825722854,9,1
lock_18_to_5,0.18,0.05,2026,matched_baseline,0.001,5960.961300603737,-0.006506449899377209,-0.010927167609915855,-0.02389226056875482,0.03983168068000959,-0.25531662863444066,-0.16755016390174016,8,0.375,0.09442326444701843,-0.0742962159749339,0.7590533463473799,0,,,0.031476508431763944,1.1556185480001966,22.933695182996967,3,2
lock_18_to_5,0.18,0.05,2026,risk_filter,0.001,6049.084766523843,0.00818079442064068,0.01380819337045347,-0.016939078104330263,0.03361401423182759,0.42406340554718064,0.24724815170228373,3,0.6666666666666666,0.11961098508236183,-0.0838189107801222,1.8845990864668132,0,,,0.02569575073452043,0.5135598322954,9.081417159956084,2,1
lock_18_to_5,0.18,0.05,full,matched_baseline,0.001,6460.85488356581,0.07680914726096844,0.028922269175900128,-0.04929576563374405,0.047291607260225,0.6284815842907884,0.5022356970631079,44,0.4772727272727273,0.1322977036278346,-0.07090561984562745,1.6316946711314302,0,,,0.05625260419257003,6.522744637352973,127.13705581605723,15,4
lock_18_to_5,0.18,0.05,full,risk_filter,0.001,7086.367023359687,0.18106117055994786,0.0662166364734671,-0.023258890167864976,0.03680664541014721,1.7660328347281216,1.6895428685706777,23,0.6956521739130435,0.16495639834852616,-0.06027660548950615,6.490175460207313,0,,,0.04456301086886087,3.8581833683906988,69.15025572762329,11,2
lock_18_to_5,0.18,0.05,full,matched_baseline,0.002,6428.127337321919,0.07135455622031994,0.026911022231805415,-0.050738426178975504,0.04745072578494469,0.5851646402603986,0.46692076746859795,44,0.4772727272727273,0.13023255424638308,-0.07230761125925111,1.5749741501387315,0,,,0.05638346119365931,6.520699745838123,166.25077446250455,14,4
lock_18_to_5,0.18,0.05,full,risk_filter,0.002,6883.0195698391035,0.14716992830651732,0.05432296875732412,-0.023283363964951898,0.03703133139569531,1.4515992754106126,1.2806846396155354,24,0.6666666666666666,0.16257120296142388,-0.08416631931518637,3.847476261341552,0,,,0.04378353295588171,3.8834380637255035,94.60516726365447,10,2
