core_cap,rolling_windows,rolling_positive_return_rate,rolling_median_cagr,rolling_min_cagr,rolling_median_sharpe,rolling_min_sharpe,rolling_worst_drawdown
0.5,204,1.0,0.056726220446796094,0.002865687013262841,0.7943151907490618,0.078455758996592,-0.1321008637620722
0.6,204,1.0,0.06605715665621925,0.0037794423108918895,0.8016655131226647,0.09093639663801979,-0.15623758016304956
0.7,204,1.0,0.07546233354130216,0.006108771908114319,0.814833790497014,0.1194713619099652,-0.17936039836929207
0.8,204,1.0,0.08461357910949352,0.006353493573135083,0.8163196801978638,0.11881896128105028,-0.19291876048113565
0.9,204,1.0,0.09083342008527062,0.006761306113243215,0.8101358814821891,0.12009266030895503,-0.21238240134611563
1.0,204,1.0,0.09579918246371588,0.006784572104616693,0.8086402642094863,0.11815375694594074,-0.22262840877258283
