core_cap,start,end,total_return,cagr,max_drawdown,sharpe
0.5,2006-01-03,2009-01-02,0.018614563742842094,0.006170984438819582,-0.10790290686345305,0.1325501394985565
0.5,2006-02-02,2009-02-03,0.021824855359343642,0.007214399754417622,-0.10790290686345305,0.15153400493731597
0.5,2006-03-06,2009-03-05,0.021355478521752458,0.0070732711250798275,-0.10790290686345305,0.15010249685798865
0.5,2006-04-04,2009-04-03,0.008615794463760373,0.002865687013262841,-0.10790290686345305,0.078455758996592
0.5,2006-05-04,2009-05-05,0.015083128149464553,0.004996926646622768,-0.10790290686345305,0.1158102115721283
0.5,2006-06-05,2009-06-04,0.049903058916514365,0.01637637654866464,-0.11235970511503168,0.313897338860487
0.5,2006-07-05,2009-07-06,0.02791343838421967,0.009208670911758254,-0.11235970511503168,0.18584657006047967
0.5,2006-08-03,2009-08-04,0.0885978732891235,0.02866782812626023,-0.11804894278219835,0.49768483118996365
0.5,2006-09-01,2009-09-02,0.07405131891712391,0.024070589064878467,-0.11804894278219835,0.4133393842482953
0.5,2006-10-03,2009-10-02,0.08832799204839903,0.028635856786783487,-0.11804894278219835,0.47408450881711295
0.5,2006-11-01,2009-11-02,0.07635820564421958,0.024802408399487108,-0.11804894278219835,0.4088232676500472
0.5,2006-12-01,2009-12-02,0.09731116438916287,0.03140194900153337,-0.11804894278219835,0.501108299483623
0.5,2007-01-04,2010-01-04,0.11332560380883394,0.036423346680158675,-0.11804894278219835,0.5711500760972744
0.5,2007-02-05,2010-02-03,0.07978866586214073,0.025960636030224693,-0.11804894278219835,0.41086139313723674
0.5,2007-03-07,2010-03-05,0.12978666607874811,0.04158265677677542,-0.11804894278219835,0.6354458520684171
0.5,2007-04-05,2010-04-06,0.13565145997238992,0.04326355894430267,-0.11804894278219835,0.6661643246877091
0.5,2007-05-07,2010-05-05,0.09841597436746552,0.03183601920358203,-0.11804894278219835,0.49022640148343066
0.5,2007-06-06,2010-06-04,0.06524220887333909,0.021325302367589227,-0.11804894278219835,0.32854456071664645
0.5,2007-07-06,2010-07-06,0.04594699358197918,0.015083437972750025,-0.11804894278219835,0.24634190550807195
0.5,2007-08-06,2010-08-04,0.06509170205185755,0.0212771225390731,-0.11804894278219835,0.3377893669943196
0.5,2007-09-05,2010-09-02,0.051249640734199575,0.016842034388813598,-0.11804894278219835,0.27935678649771845
0.5,2007-10-04,2010-10-04,0.018647412182957623,0.006176149732483482,-0.11804894278219835,0.12560933945163014
0.5,2007-11-02,2010-11-02,0.0432527282634938,0.014211299560183077,-0.1126386543218848,0.24800526705025083
0.5,2007-12-04,2010-12-02,0.08508749581390784,0.02763880750758374,-0.09869518645792263,0.46504575026232325
0.5,2008-01-04,2011-01-03,0.12074156803821068,0.03875500495310269,-0.07234794662658017,0.6514079609935599
0.5,2008-02-05,2011-02-02,0.15671648261973248,0.04985342141164595,-0.064742056328015,0.8238619930132932
0.5,2008-03-06,2011-03-04,0.1669247950994155,0.052940545878847445,-0.064742056328015,0.8547904988528073
0.5,2008-04-07,2011-04-04,0.16675031048707822,0.05293762293449267,-0.064742056328015,0.8362180213613793
0.5,2008-05-06,2011-05-04,0.1777758338237294,0.05620238654127174,-0.064742056328015,0.8783733503954801
0.5,2008-06-05,2011-06-03,0.1467906406512034,0.04683427625219072,-0.064742056328015,0.7284410850927371
0.5,2008-07-07,2011-07-05,0.20883481015929006,0.06542953374504723,-0.064742056328015,0.9950590387666426
0.5,2008-08-05,2011-08-03,0.18547006572400382,0.05850318031232993,-0.064742056328015,0.8750395110361042
0.5,2008-09-04,2011-09-01,0.16854454800487306,0.05347893802359516,-0.06937217410211038,0.758514291369623
0.5,2008-10-03,2011-10-03,0.18303058161717245,0.057666274154806185,-0.06937217410211038,0.8197159281768321
0.5,2008-11-03,2011-11-01,0.1827348239717681,0.057686407541352125,-0.06937217410211038,0.8185453466010797
0.5,2008-12-03,2011-12-01,0.1841895593988394,0.0581209636594453,-0.06937217410211038,0.8177024016758444
0.5,2009-01-05,2012-01-03,0.18961140155086653,0.059737443240590826,-0.06937217410211038,0.8290124421714267
0.5,2009-02-04,2012-02-02,0.2132655654502842,0.06673292983591628,-0.06937217410211038,0.917103794120625
0.5,2009-03-06,2012-03-05,0.23760830756814744,0.07369816208661195,-0.06937217410211038,1.0022094578899616
0.5,2009-04-06,2012-04-03,0.2701612500867936,0.08319519061535541,-0.06937217410211038,1.110911569788989
0.5,2009-05-06,2012-05-03,0.2469610772268822,0.07654293419552904,-0.06937217410211038,1.0139140937577764
0.5,2009-06-05,2012-06-04,0.1804695786601942,0.05690199430226728,-0.06937217410211038,0.7649504273341136
0.5,2009-07-07,2012-07-03,0.25185069134749805,0.07802585873397638,-0.06937217410211038,1.031866146273997
