variant,missing_mode,period,total_return,cagr,annual_volatility,sharpe,sortino,max_drawdown,calmar,monthly_win_rate,daily_es_5,annual_turnover,average_exposure
abs_45,zero_return,full_2006_2025,-0.4263331376488182,-0.027456583941543933,0.17641979117209988,-0.06916187826253928,-0.10170403622463932,-0.6799622468324698,-0.04037957117391068,0.36666666666666664,-0.029439483057527634,42.669662027833006,0.6769383697813122
abs_50,zero_return,development_2006_2014,-0.3276765049647109,-0.04320993465342671,0.1695549647115672,-0.17523978063186968,-0.25112675188319633,-0.5826403686432311,-0.07416227398394618,0.32407407407407407,-0.028879375059318594,38.55099337748345,0.5920529801324503
abs_50,zero_return,validation_2015_2019,-0.18906775583442248,-0.041111800373411556,0.15867187280837372,-0.18483884407934154,-0.27366554538927657,-0.3173982044039595,-0.1295275140280494,0.4,-0.025990143843646483,45.191732909379965,0.7782193958664547
abs_50,zero_return,final_2020_2025,0.16370796840866553,0.025676514746074908,0.20758578492857155,0.2263483339286557,0.34534170079449544,-0.34990225778900164,0.0733819636041285,0.4305555555555556,-0.03338301124256849,46.687723954877235,0.7199734571997346
abs_50,zero_return,full_2006_2025,-0.36553617425543794,-0.022536156376818828,0.17932531925704231,-0.037013065129486614,-0.054639082244205495,-0.6592612903015986,-0.03418395211177801,0.375,-0.029695414390972685,42.6496222664016,0.6769383697813122
pct_40,zero_return,development_2006_2014,0.14875030225125707,0.015548340586576392,0.1214402164101527,0.1878348872547285,0.28313001552284356,-0.35250316772978385,0.0441083712430499,0.4074074074074074,-0.019910049698065986,39.489271523178815,0.5898454746136865
pct_40,zero_return,validation_2015_2019,-0.2440104189025608,-0.05449346623128426,0.12416644212061001,-0.38894063816593194,-0.5665044156137807,-0.40875234316917086,-0.13331658433755075,0.45,-0.020743795590155604,44.79109697933228,0.7782193958664547
pct_40,zero_return,final_2020_2025,0.1223950745382052,0.019495597530949205,0.15042174185742377,0.20402678011315498,0.29751081680403213,-0.2212916817161943,0.08809909789538421,0.3611111111111111,-0.024985254673489676,47.858261446582624,0.7199734571997346
pct_40,zero_return,full_2006_2025,-0.02526356270199015,-0.0012811304683520985,0.13145301297990167,0.05620482471021747,0.08282467194971381,-0.48284605834923655,-0.002653289689745117,0.4041666666666667,-0.021740329203719204,43.32262425447316,0.6759443339960238
pct_50,zero_return,development_2006_2014,0.19707732744286388,0.02021508803417804,0.1240719868244538,0.22344474972266382,0.33588861350422533,-0.33049468603839693,0.061166151493974245,0.42592592592592593,-0.020527177368902992,38.984900662251654,0.5898454746136865
pct_50,zero_return,validation_2015_2019,-0.18921975256520762,-0.04114780597751411,0.12611258955424706,-0.26984855171955624,-0.39185710100642424,-0.3831905848563314,-0.10738209028006662,0.43333333333333335,-0.02106629466105517,44.2302066772655,0.7782193958664547
pct_50,zero_return,final_2020_2025,0.17358448196875176,0.02712704837556279,0.16161069025551,0.2468470576443365,0.3656476827550737,-0.22743244696530873,0.11927519022692747,0.4305555555555556,-0.026504459838273313,47.70776376907764,0.7199734571997346
pct_50,zero_return,full_2006_2025,0.13904196120160361,0.0065436339454765236,0.1368865666683349,0.11633420476669326,0.1721481175499527,-0.38456063567173315,0.01701587042065915,0.42916666666666664,-0.022601662640422765,42.91013916500995,0.6759443339960238
pct_60,zero_return,development_2006_2014,0.14151937513989732,0.014835127687905514,0.12866937039109405,0.1789778293618409,0.2650247404595575,-0.35720241557148114,0.04153143159508338,0.42592592592592593,-0.021417091610074043,38.977483443708614,0.5898454746136865
pct_60,zero_return,validation_2015_2019,-0.15556085036364675,-0.033303105893502716,0.12903585069349965,-0.19770128294305073,-0.29056649659566264,-0.32482438047033435,-0.10252649707291363,0.45,-0.021044144429210418,45.35198728139905,0.7782193958664547
pct_60,zero_return,final_2020_2025,0.19334100241179542,0.0299983825391108,0.16775849790076414,0.2603611982140508,0.39415165797208035,-0.27638189394598656,0.1085396084049319,0.4166666666666667,-0.027017121924865453,47.42349037823491,0.7199734571997346
pct_60,zero_return,full_2006_2025,0.15031348208044992,0.007040312135560223,0.14161093407786698,0.12058180156673512,0.17950848656226845,-0.3914486577808052,0.017985275963067683,0.42916666666666664,-0.023230431976693035,43.10218687872764,0.6759443339960238
pct_70,zero_return,development_2006_2014,0.2914080139395032,0.02886106173766101,0.1389197835222166,0.2743449540675231,0.41756575236708476,-0.37079185017426053,0.07783628934696708,0.39814814814814814,-0.022464854242882464,38.35443708609272,0.5898454746136865
pct_70,zero_return,validation_2015_2019,-0.12873869595614706,-0.027228911719791915,0.13432966628236911,-0.13807451916398067,-0.2052347246273165,-0.2681669013064416,-0.10153718295262955,0.48333333333333334,-0.021622494172498456,44.951351351351356,0.7782193958664547
pct_70,zero_return,final_2020_2025,0.32444177158087095,0.04810861982847836,0.17649762529193677,0.3547819551168607,0.5395704040007226,-0.30530286496557313,0.15757670611411798,0.4027777777777778,-0.028357135151950888,47.824817518248175,0.7199734571997346
pct_70,zero_return,full_2006_2025,0.49020073227389105,0.020186235742066794,0.15013272034056102,0.20837278665468187,0.3149035402116737,-0.41709412646245725,0.04839731480583139,0.42083333333333334,-0.024267320391625997,42.84166998011929,0.6759443339960238
