date,adjusted_close
2023-12-26,89.5299301147461
2023-12-27,89.53882598876953
2023-12-28,89.59247589111328
2023-12-29,89.60137176513672
2024-01-02,89.61927032470703
2024-01-03,89.6281967163086
2024-01-04,89.67289733886719
2024-01-05,89.68180847167969
2024-01-08,89.70862579345703
2024-01-09,89.71757507324219
2024-01-10,89.73543548583984
2024-01-11,89.78905487060547
2024-01-12,89.79801177978516
2024-01-16,89.8069076538086
2024-01-17,89.81586456298828
2024-01-18,89.85160064697266
2024-01-19,89.87841033935547
2024-01-22,89.88734436035156
2024-01-23,89.90522766113281
2024-01-24,89.91416931152344
2024-01-25,89.9588394165039
2024-01-26,89.9588394165039
2024-01-29,89.96778869628906
2024-01-30,89.99458312988281
2024-01-31,89.99458312988281
2024-02-01,90.04663848876953
2024-02-02,90.05562591552734
2024-02-05,90.07357788085938
2024-02-06,90.08255767822266
2024-02-07,90.10052490234375
2024-02-08,90.12745666503906
2024-02-09,90.15438079833984
2024-02-12,90.15438079833984
2024-02-13,90.17233276367188
2024-02-14,90.19027709960938
2024-02-15,90.23516082763672
2024-02-16,90.244140625
2024-02-20,90.26210021972656
2024-02-21,90.27107238769531
2024-02-22,90.30697631835938
2024-02-23,90.33390808105469
2024-02-26,90.3428726196289
2024-02-27,90.36083221435547
2024-02-28,90.36981964111328
2024-02-29,90.39674377441406
2024-03-01,90.42378234863281
2024-03-04,90.43278503417969
2024-03-05,90.4417953491211
2024-03-06,90.4598388671875
2024-03-07,90.50491333007812
2024-03-08,90.513916015625
2024-03-11,90.53194427490234
2024-03-12,90.54095458984375
2024-03-13,90.54997253417969
2024-03-14,90.58600616455078
2024-03-15,90.60403442382812
2024-03-18,90.61304473876953
2024-03-19,90.63109588623047
2024-03-20,90.64009857177734
2024-03-21,90.67615509033203
2024-03-22,90.6941909790039
2024-03-25,90.71221160888672
2024-03-26,90.7212142944336
2024-03-27,90.76628875732422
2024-03-28,90.77532196044922
2024-04-01,90.80247497558594
2024-04-02,90.82056427001953
2024-04-03,90.82962036132812
2024-04-04,90.87488555908203
2024-04-05,90.88397216796875
2024-04-08,90.9020767211914
2024-04-09,90.9111328125
2024-04-10,90.92921447753906
2024-04-11,90.96544647216797
2024-04-12,90.9744873046875
2024-04-15,90.99259948730469
2024-04-16,90.99259948730469
2024-04-17,91.01976776123047
2024-04-18,91.04690551757812
2024-04-19,91.07408142089844
2024-04-22,91.0831298828125
2024-04-23,91.09217834472656
2024-04-24,91.10125732421875
2024-04-25,91.14652252197266
2024-04-26,91.16461944580078
2024-04-29,91.16461944580078
2024-04-30,91.17369842529297
2024-05-01,91.20822143554688
2024-05-02,91.2446060180664
2024-05-03,91.26277923583984
2024-05-06,91.27188110351562
2024-05-07,91.27188110351562
2024-05-08,91.29915618896484
2024-05-09,91.32643127441406
2024-05-10,91.35370635986328
2024-05-13,91.3628158569336
2024-05-14,91.3628158569336
2024-05-15,91.3809814453125
