initial_nav,period,architecture,date,module,symbol,action,shares,fill,cash_after,reason,source_trade_id
5751.77,full_2024_2026,challenger_80_20,2024-10-21,rsr2,NOK,BUY,114,4.59639241140037,827.5971076983205,frozen_entry,1.0
5751.77,full_2024_2026,challenger_80_20,2024-10-22,rsr2,TTMI,SELL,26,19.25073045730591,1327.1160995882742,signal,0.0
5751.77,full_2024_2026,challenger_80_20,2024-11-07,rsr2,NOK,SELL,114,4.463442289010513,1834.9485205354727,signal,1.0
5751.77,full_2024_2026,challenger_80_20,2024-11-07,rsr2,MRVL,BUY,5,91.39130630876161,1376.9919889916646,frozen_entry,2.0
5751.77,full_2024_2026,challenger_80_20,2024-11-07,rsr2,LITE,BUY,7,73.14306969451904,863.9905011300312,frozen_entry,3.0
5751.77,full_2024_2026,challenger_80_20,2024-12-09,rsr2,MRVL,SELL,5,111.09721993248507,1418.4766007924568,signal,2.0
5751.77,full_2024_2026,challenger_80_20,2024-12-09,rsr2,LITE,SELL,7,93.28661725616453,2070.4829215856084,signal,3.0
5751.77,full_2024_2026,challenger_80_20,2024-12-16,rsr2,TER,BUY,4,127.39127579622715,1559.9178184006998,frozen_entry,4.0
5751.77,full_2024_2026,challenger_80_20,2025-01-17,rsr2,TER,SELL,4,139.14279627465027,2115.489003499301,signal,4.0
5751.77,full_2024_2026,challenger_80_20,2025-01-27,rsr2,META,BUY,1,624.1515457688685,1490.3374577304326,frozen_entry,5.0
5751.77,full_2024_2026,challenger_80_20,2025-02-13,rsr2,INTC,BUY,25,22.862840152740475,917.7664539119207,frozen_entry,6.0
5751.77,full_2024_2026,challenger_80_20,2025-02-21,rsr2,META,SELL,1,692.4608383688153,1609.227292280736,signal,5.0
5751.77,full_2024_2026,challenger_80_20,2025-02-24,rsr2,INTC,SELL,25,23.98197617821712,2207.776696736164,profit_lock,6.0
5751.77,full_2024_2026,challenger_80_20,2025-04-01,core,QQQ,SELL,5,469.436679107666,4553.960092274494,v9_core_rebalance,
5751.77,full_2024_2026,challenger_80_20,2025-04-01,core,SPY,SELL,4,552.6337637329102,6763.495147206135,v9_core_rebalance,
5751.77,full_2024_2026,challenger_80_20,2025-06-02,core,QQQ,BUY,5,520.6381600341796,4159.304347035237,v9_core_rebalance,
5751.77,full_2024_2026,challenger_80_20,2025-06-02,core,SPY,BUY,4,585.0711810302734,1818.0196229141434,v9_core_rebalance,
5751.77,full_2024_2026,challenger_80_20,2025-06-04,rsr2,MU,BUY,5,102.22193788042377,1305.9099335120245,frozen_entry,7.0
5751.77,full_2024_2026,challenger_80_20,2025-06-06,rsr2,WDC,BUY,9,55.81465130784074,802.5780717414578,frozen_entry,8.0
5751.77,full_2024_2026,challenger_80_20,2025-07-07,rsr2,MU,SELL,5,120.8648261777079,1405.9022026299972,signal,7.0
5751.77,full_2024_2026,challenger_80_20,2025-07-09,rsr2,WDC,SELL,9,64.10193556292896,1981.8196226963578,signal,8.0
5751.77,full_2024_2026,challenger_80_20,2025-07-16,rsr2,LITE,BUY,5,98.1980984725952,1489.8291303333817,frozen_entry,9.0
5751.77,full_2024_2026,challenger_80_20,2025-07-24,rsr2,WDC,BUY,8,69.0819847411973,936.1732524038033,frozen_entry,10.0
5751.77,full_2024_2026,challenger_80_20,2025-08-14,rsr2,LITE,SELL,5,117.19268756103517,1521.1366902089792,signal,9.0
5751.77,full_2024_2026,challenger_80_20,2025-08-22,rsr2,WDC,SELL,8,74.50330922145352,2116.1631639806074,signal,10.0
5751.77,full_2024_2026,challenger_80_20,2025-08-29,rsr2,GLW,BUY,8,67.96451310413542,1571.447059147524,frozen_entry,11.0
5751.77,full_2024_2026,challenger_80_20,2025-09-05,rsr2,NOK,BUY,133,4.54453996181488,966.023244226145,frozen_entry,12.0
5751.77,full_2024_2026,challenger_80_20,2025-09-30,rsr2,GLW,SELL,8,79.6362386835006,1602.1131536941498,signal,11.0
5751.77,full_2024_2026,challenger_80_20,2025-09-30,rsr2,NOK,SELL,133,4.705290038108826,2226.9167287626237,signal,12.0
5751.77,full_2024_2026,challenger_80_20,2025-10-13,rsr2,NOK,BUY,118,5.2752699809074395,1603.434871015546,frozen_entry,13.0
5751.77,full_2024_2026,challenger_80_20,2025-10-30,rsr2,AVGO,BUY,1,384.63087940227877,1217.803991613267,frozen_entry,14.0
5751.77,full_2024_2026,challenger_80_20,2025-11-04,rsr2,AVGO,SELL,1,353.50654864104644,1570.3105402543135,stop,14.0
5751.77,full_2024_2026,challenger_80_20,2025-11-11,rsr2,NOK,SELL,118,6.8931000952720645,2382.6963514964173,signal,13.0
5751.77,full_2024_2026,challenger_80_20,2025-12-15,rsr2,TSLA,BUY,1,469.90944244384764,1911.7869090525696,frozen_entry,15.0
5751.77,full_2024_2026,challenger_80_20,2025-12-30,rsr2,TSLA,SELL,1,460.62890634155275,2371.4158153941225,signal,15.0
5751.77,full_2024_2026,challenger_80_20,2026-01-06,rsr2,KLAC,BUY,4,136.7155558124338,1823.5535921443875,frozen_entry,16.0
5751.77,full_2024_2026,challenger_80_20,2026-01-06,rsr2,TER,BUY,2,220.99503965232648,1380.5635128397346,frozen_entry,17.0
5751.77,full_2024_2026,challenger_80_20,2026-01-30,rsr2,KLAC,SELL,4,143.40778226945244,1953.1946419175442,profit_lock,16.0
5751.77,full_2024_2026,challenger_80_20,2026-02-05,rsr2,TER,SELL,2,265.2431580727787,2482.6809580631016,signal,17.0
5751.77,full_2024_2026,challenger_80_20,2026-04-01,core,QQQ,SELL,5,583.084910522461,5397.105510675407,v9_core_rebalance,
5751.77,full_2024_2026,challenger_80_20,2026-04-01,core,SPY,SELL,4,652.9027181396484,8007.716383234,v9_core_rebalance,
5751.77,full_2024_2026,challenger_80_20,2026-05-01,core,SPY,BUY,4,719.5170159912109,5128.648319269157,v9_core_rebalance,
5751.77,full_2024_2026,challenger_80_20,2026-05-01,core,QQQ,BUY,4,674.0833831176757,2431.314786798454,v9_core_rebalance,
5751.77,full_2024_2026,challenger_80_20,2026-07-10,rsr2,META,BUY,1,661.0003668823241,1769.3144199161297,frozen_entry,18.0
5751.77,full_2024_2026,challenger_80_20,2026-07-23,rsr2,META,SELL,1,607.5122171942064,2375.8266371103364,stop,18.0
