Date,train_2025_current_1m,train_2025_confirm_2m_both,train_2025_confirm_2m_exit,train_2025_confirm_2m_entry,train_2025_ma200_only,test_2026_current_1m,test_2026_confirm_2m_both,test_2026_confirm_2m_exit,test_2026_confirm_2m_entry,test_2026_ma200_only
2025-02-10,1.0141263461951544,1.0141263461951544,1.0141263461951544,1.0141263461951544,1.0141263461951544,,,,,
2025-02-11,1.0135482835968574,1.0135482835968574,1.0135482835968574,1.0135482835968574,1.0135482835968574,,,,,
2025-02-12,1.0126044103903147,1.0126044103903147,1.0126044103903147,1.0126044103903147,1.0126044103903147,,,,,
2025-02-13,1.0214984673144887,1.0214984673144887,1.0214984673144887,1.0214984673144887,1.0214984673144887,,,,,
2025-02-14,1.022998711167428,1.022998711167428,1.022998711167428,1.022998711167428,1.022998711167428,,,,,
2025-02-18,1.0248801698864476,1.0248801698864476,1.0248801698864476,1.0248801698864476,1.0248801698864476,,,,,
2025-02-19,1.0258328246090485,1.0258328246090485,1.0258328246090485,1.0258328246090485,1.0258328246090485,,,,,
2025-02-20,1.022780073492918,1.022780073492918,1.022780073492918,1.022780073492918,1.022780073492918,,,,,
2025-02-21,1.0090845527633152,1.0090845527633152,1.0090845527633152,1.0090845527633152,1.0090845527633152,,,,,
2025-02-24,1.0032806173376425,1.0032806173376425,1.0032806173376425,1.0032806173376425,1.0032806173376425,,,,,
2025-02-25,0.9971053275871641,0.9971053275871641,0.9971053275871641,0.9971053275871641,0.9971053275871641,,,,,
2025-02-26,0.9981193176909415,0.9981193176909415,0.9981193176909415,0.9981193176909415,0.9981193176909415,,,,,
2025-02-27,0.9828669569205868,0.9828669569205868,0.9828669569205868,0.9828669569205868,0.9828669569205868,,,,,
2025-02-28,0.9935952144995908,0.9935952144995908,0.9935952144995908,0.9935952144995908,0.9935952144995908,,,,,
2025-03-03,0.9797960929454886,0.9797960929454886,0.9797960929454886,0.9797960929454886,0.9797960929454886,,,,,
2025-03-04,0.9757930436213528,0.9757930436213528,0.9757930436213528,0.9757930436213528,0.9757930436213528,,,,,
2025-03-05,0.9821572758408538,0.9821572758408538,0.9821572758408538,0.9821572758408538,0.9821572758408538,,,,,
2025-03-06,0.9698927767843478,0.9698927767843478,0.9698927767843478,0.9698927767843478,0.9698927767843478,,,,,
2025-03-07,0.973320776088331,0.973320776088331,0.973320776088331,0.973320776088331,0.973320776088331,,,,,
2025-03-10,0.9559065927249476,0.9559065927249476,0.9559065927249476,0.9559065927249476,0.9559065927249476,,,,,
2025-03-11,0.9531428469157558,0.9531428469157558,0.9531428469157558,0.9531428469157558,0.9531428469157558,,,,,
2025-03-12,0.9573887211396558,0.9573887211396558,0.9573887211396558,0.9573887211396558,0.9573887211396558,,,,,
2025-03-13,0.949298191251129,0.949298191251129,0.949298191251129,0.949298191251129,0.949298191251129,,,,,
2025-03-14,0.9606929138389951,0.9606929138389951,0.9606929138389951,0.9606929138389951,0.9606929138389951,,,,,
2025-03-17,0.9643823981379768,0.9643823981379768,0.9643823981379768,0.9643823981379768,0.9643823981379768,,,,,
2025-03-18,0.957090964053611,0.957090964053611,0.957090964053611,0.957090964053611,0.957090964053611,,,,,
2025-03-19,0.9633539898230278,0.9633539898230278,0.9633539898230278,0.9633539898230278,0.9633539898230278,,,,,
2025-03-20,0.9617132693716862,0.9617132693716862,0.9617132693716862,0.9617132693716862,0.9617132693716862,,,,,
2025-03-21,0.9626559088051018,0.9626559088051018,0.9626559088051018,0.9626559088051018,0.9626559088051018,,,,,
2025-03-24,0.9730526757124857,0.9730526757124857,0.9730526757124857,0.9730526757124857,0.9730526757124857,,,,,
2025-03-25,0.9752118771971535,0.9752118771971535,0.9752118771971535,0.9752118771971535,0.9752118771971535,,,,,
2025-03-26,0.9671011284429377,0.9671011284429377,0.9671011284429377,0.9671011284429377,0.9671011284429377,,,,,
2025-03-27,0.9649034514376119,0.9649034514376119,0.9649034514376119,0.9649034514376119,0.9649034514376119,,,,,
2025-03-28,0.9527314761811126,0.9527314761811126,0.9527314761811126,0.9527314761811126,0.9527314761811126,,,,,
2025-03-31,0.9544476709192867,0.9544476709192867,0.9544476709192867,0.9544476709192867,0.9544476709192867,,,,,
2025-04-01,0.9567151144933691,0.9570501293778282,0.9570501293778282,0.9567151144933691,0.9567151144933691,,,,,
2025-04-02,0.9567151144933691,0.9593327426035323,0.9593327426035323,0.9567151144933691,0.9567151144933691,,,,,
2025-04-03,0.9567151144933691,0.9419928944474936,0.9419928944474936,0.9567151144933691,0.9567151144933691,,,,,
2025-04-04,0.9567151144933691,0.9226921872225375,0.9226921872225375,0.9567151144933691,0.9567151144933691,,,,,
2025-04-07,0.9567151144933691,0.9227848554429599,0.9227848554429599,0.9567151144933691,0.9567151144933691,,,,,
2025-04-08,0.9567151144933691,0.9177221348365658,0.9177221348365658,0.9567151144933691,0.9567151144933691,,,,,
2025-04-09,0.9567151144933691,0.9509880833791503,0.9509880833791503,0.9567151144933691,0.9567151144933691,,,,,
2025-04-10,0.9567151144933691,0.936786198957723,0.936786198957723,0.9567151144933691,0.9567151144933691,,,,,
2025-04-11,0.9567151144933691,0.9424939788822226,0.9424939788822226,0.9567151144933691,0.9567151144933691,,,,,
2025-04-14,0.9567151144933691,0.9451322029405117,0.9451322029405117,0.9567151144933691,0.9567151144933691,,,,,
2025-04-15,0.9567151144933691,0.944862000169975,0.944862000169975,0.9567151144933691,0.9567151144933691,,,,,
2025-04-16,0.9567151144933691,0.9363999773870819,0.9363999773870819,0.9567151144933691,0.9567151144933691,,,,,
2025-04-17,0.9567151144933691,0.9365956046156577,0.9365956046156577,0.9567151144933691,0.9567151144933691,,,,,
2025-04-21,0.9567151144933691,0.9289596682833775,0.9289596682833775,0.9567151144933691,0.9567151144933691,,,,,
2025-04-22,0.9567151144933691,0.9369811177116527,0.9369811177116527,0.9567151144933691,0.9567151144933691,,,,,
2025-04-23,0.9567151144933691,0.9429926346697284,0.9429926346697284,0.9567151144933691,0.9567151144933691,,,,,
2025-04-24,0.9567151144933691,0.9508901250750095,0.9508901250750095,0.9567151144933691,0.9567151144933691,,,,,
2025-04-25,0.9567151144933691,0.9539158309370628,0.9539158309370628,0.9567151144933691,0.9567151144933691,,,,,
2025-04-28,0.9567151144933691,0.9539253628181772,0.9539253628181772,0.9567151144933691,0.9567151144933691,,,,,
2025-04-29,0.9567151144933691,0.9560671344883425,0.9560671344883425,0.9567151144933691,0.9567151144933691,,,,,
2025-04-30,0.9567151144933691,0.9561115550429884,0.9561115550429884,0.9567151144933691,0.9567151144933691,,,,,
2025-05-01,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-02,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-05,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-06,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-07,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-08,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-09,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-12,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-13,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-14,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-15,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-16,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-19,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-20,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-21,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-22,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-23,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-27,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-28,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-29,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-05-30,0.9567151144933691,0.9591481751844808,0.9591481751844808,0.9567151144933691,0.9567151144933691,,,,,
2025-06-02,0.9560455311108254,0.9591481751844808,0.9584768889575033,0.9567151144933691,0.9560455311108254,,,,,
2025-06-03,0.9605716639940092,0.9591481751844808,0.9630145324312841,0.9567151144933691,0.9605716639940092,,,,,
2025-06-04,0.9614218065947293,0.9591481751844808,0.9638668370638486,0.9567151144933691,0.9614218065947293,,,,,
2025-06-05,0.9572484127593741,0.9591481751844808,0.959682829702758,0.9567151144933691,0.9572484127593741,,,,,
2025-06-06,0.9639709398210186,0.9591481751844808,0.9664224530933835,0.9567151144933691,0.9639709398210186,,,,,
2025-06-09,0.9647750488445441,0.9591481751844808,0.9672286070789117,0.9567151144933691,0.9647750488445441,,,,,
2025-06-10,0.9689415374916368,0.9591481751844808,0.971405691690878,0.9567151144933691,0.9689415374916368,,,,,
2025-06-11,0.966818184496655,0.9591481751844808,0.9692769387114837,0.9567151144933691,0.966818184496655,,,,,
2025-06-12,0.9689680302560055,0.9591481751844808,0.9714322518300613,0.9567151144933691,0.9689680302560055,,,,,
2025-06-13,0.9608683243768232,0.9591481751844808,0.9633119472630505,0.9567151144933691,0.9608683243768232,,,,,
2025-06-16,0.9687666508530082,0.9591481751844808,0.9712303602910037,0.9567151144933691,0.9687666508530082,,,,,
2025-06-17,0.9625240609488912,0.9591481751844808,0.9649718946053962,0.9567151144933691,0.9625240609488912,,,,,
2025-06-18,0.962415520483564,0.9591481751844808,0.9648630781064458,0.9567151144933691,0.962415520483564,,,,,
2025-06-20,0.9602410096666252,0.9591481751844808,0.9626830372035796,0.9567151144933691,0.9602410096666252,,,,,
2025-06-23,0.9670327308934097,0.9591481751844808,0.9694920307298099,0.9567151144933691,0.9670327308934097,,,,,
2025-06-24,0.9759965685845107,0.9591481751844808,0.9784786647171095,0.9567151144933691,0.9759965685845107,,,,,
2025-06-25,0.9770730858423564,0.9591481751844808,0.9795579197092961,0.9567151144933691,0.9770730858423564,,,,,
2025-06-26,0.9830053528217071,0.9591481751844808,0.9855052732754248,0.9567151144933691,0.9830053528217071,,,,,
2025-06-27,0.9859256286135989,0.9591481751844808,0.9884329757381498,0.9567151144933691,0.9859256286135989,,,,,
2025-06-30,0.9898652333958256,0.9591481751844808,0.9923825994877671,0.9567151144933691,0.9898652333958256,,,,,
2025-07-01,0.9867736206279432,0.9584768889575033,0.9892831243150959,0.9560455311108254,0.9867736206279432,,,,,
2025-07-02,0.9908003956572722,0.9623361974502009,0.9933201399979772,0.9598950497378573,0.9908003956572722,,,,,
2025-07-03,0.9970425394863145,0.9683191597862707,0.9995781584740787,0.9658628351587717,0.9970425394863145,,,,,
2025-07-07,0.9917185655845784,0.9632158713929388,0.9942406449601586,0.960772492221321,0.9917185655845784,,,,,
2025-07-08,0.9917244176529749,0.9632212182051887,0.9942465119111856,0.9607778254703705,0.9917244176529749,,,,,
2025-07-09,0.9963365444664489,0.967641925198278,0.9988703680098798,0.9651873185043551,0.9963365444664489,,,,,
2025-07-10,0.9968213842434572,0.9681076844241133,0.9993564408024274,0.9656518962438538,0.9968213842434572,,,,,
2025-07-11,0.9947741674670383,0.9661450166994443,0.997304017666676,0.9636942071969472,0.9947741674670383,,,,,
2025-07-14,0.9967358110831679,0.9680249465193785,0.9992706500175921,0.9655693682194575,0.9967358110831679,,,,,
2025-07-15,0.9955495889042849,0.966886652756309,0.9980814111093707,0.9644339619537334,0.9955495889042849,,,,,
2025-07-16,0.997093218285499,0.9683668515355772,0.9996289661565559,0.9659104059289392,0.997093218285499,,,,,
2025-07-17,1.0021463465318186,0.973210062211775,1.0046949452165785,0.9707413308855579,1.0021463465318186,,,,,
2025-07-18,1.0015399134881686,0.9726288205360676,1.0040869699286619,0.9701615636392555,1.0015399134881686,,,,,
2025-07-21,1.0040779195945295,0.9750608378765298,1.006631430540442,0.9725874117079154,1.0040779195945295,,,,,
2025-07-22,1.0022587532251546,0.9733183588533054,1.0048076377758979,0.9708493528121815,1.0022587532251546,,,,,
2025-07-23,1.006929773067735,0.9777967192252475,1.0094905366769296,0.9753163529763231,1.006929773067735,,,,,
2025-07-24,1.0078173706242812,0.9786470931635977,1.0103803915185252,0.9761645697803996,1.0078173706242812,,,,,
2025-07-25,1.010206993525097,0.9809381110284829,1.0127760915654616,0.9784497760453112,1.010206993525097,,,,,
2025-07-28,1.0112499592333635,0.9819370277834145,1.0138217096817737,0.9794461588590302,1.0112499592333635,,,,,
2025-07-29,1.0097344219365574,0.9804840424065141,1.0123023181611062,0.9779968592542521,1.0097344219365574,,,,,
2025-07-30,1.0097679151047003,0.9805155159499939,1.0123358965070723,0.9780282529591382,1.0097679151047003,,,,,
2025-07-31,1.0064914988251519,0.9773752826502096,1.009051147841491,0.9748959854548382,1.0064914988251519,,,,,
2025-08-01,0.9934926828124424,0.9649160587800656,0.9960192740169079,0.9624683667616882,0.9934926828124424,,,,,
2025-08-04,1.0053929208318866,0.9763222813284768,1.007949776010341,0.9738456552700474,1.0053929208318866,,,,,
2025-08-05,1.0011267247331128,0.9722333311051594,1.0036727303766628,0.9697670774420633,1.0011267247331128,,,,,
2025-08-06,1.0083676660181327,0.9791729631276325,1.010932086390728,0.9766891057758451,1.0083676660181327,,,,,
2025-08-07,1.0092969721809053,0.9800627257395065,1.0118637559093842,0.977576611336628,1.0092969721809053,,,,,
2025-08-08,1.0154914624478353,0.9860000720035758,1.0180739996336827,0.983498896399333,1.0154914624478353,,,,,
2025-08-11,1.013688690008664,0.9842722688287385,1.0162666424914055,0.9817754761239221,1.013688690008664,,,,,
2025-08-12,1.0221362531701261,0.9923691947344164,1.0247356889905432,0.9898518626461663,1.0221362531701261,,,,,
2025-08-13,1.0235685383381352,0.9937428302097466,1.026171616660576,0.9912220136354017,1.0235685383381352,,,,,
2025-08-14,1.0233142902329089,0.9934993360210735,1.0259167219667664,0.9909791371157755,1.0233142902329089,,,,,
2025-08-15,1.0208254440687086,0.9911141645182593,1.0234215463177732,0.988600016051439,1.0208254440687086,,,,,
2025-08-18,1.0205987239962144,0.9908968867525871,1.023194249664343,0.9883832894519,1.0205987239962144,,,,,
2025-08-19,1.0136063458828126,0.9841963538599233,1.0161840889528957,0.9816997537277785,1.0136063458828126,,,,,
2025-08-20,1.0104782148635076,0.9811986779729945,1.0130480026577677,0.978709682012503,1.0104782148635076,,,,,
2025-08-21,1.0073495849517358,0.9781998696188295,1.0099114162014193,0.9757184807027088,1.0073495849517358,,,,,
2025-08-22,1.018445605397738,0.9888359822577636,1.0210356553833506,0.9863276128309797,1.018445605397738,,,,,
2025-08-25,1.0157795997401502,0.9862801003463256,1.0183628696995357,0.9837782143972471,1.0157795997401502,,,,,
2025-08-26,1.0187705321579463,0.9891471097079254,1.0213614084778726,0.9866379510475398,1.0187705321579463,,,,,
2025-08-27,1.0201671123404363,0.9904859883448462,1.0227615403596015,0.9879734333656582,1.0201671123404363,,,,,
2025-08-28,1.0237639875367404,0.9939331150849321,1.0263675629139002,0.9914118158170246,1.0237639875367404,,,,,
2025-08-29,1.017292714207264,0.9877314500573461,1.0198798322289155,0.9852258824853208,1.017292714207264,,,,,
2025-09-02,1.0115227294673963,0.9822008443867429,1.0140951736087607,0.9797093062416649,1.0115227294673963,,,,,
2025-09-03,1.0163391052993047,0.9868170076863304,1.0189237981597838,0.9843137597702716,1.0163391052993047,,,,,
2025-09-04,1.022692345052101,0.9929067597412501,1.0252931950921518,0.9903880640177234,1.022692345052101,,,,,
2025-09-05,1.022158698655677,0.9923941581926571,1.0247581915581114,0.9898767627798752,1.022158698655677,,,,,
2025-09-08,1.0248594460199032,0.9949823670640944,1.0274658073015959,0.9924584061701611,1.0248594460199032,,,,,
2025-09-09,1.0267598187569182,0.9968038426294243,1.0293710129529599,0.9942752612183361,1.0267598187569182,,,,,
2025-09-10,1.0279467431380356,0.9979422076546899,1.0305609558492144,0.9954107385654858,1.0279467431380356,,,,,
2025-09-11,1.0331826696235058,1.0029617355077485,1.0358101980299426,1.0004175334371104,1.0331826696235058,,,,,
2025-09-12,1.0347103899238397,1.0044249444782793,1.0373418035372242,1.0018770307014406,1.0347103899238397,,,,,
2025-09-15,1.0399088324148968,1.0094071055590803,1.0425534663964853,1.0068465535886901,1.0399088324148968,,,,,
2025-09-16,1.0390729229946687,1.0086057098564964,1.0417154311413865,1.0060471907778246,1.0390729229946687,,,,,
2025-09-17,1.0378525974081216,1.0074361572799537,1.0404920020957533,1.0048806049925179,1.0378525974081216,,,,,
2025-09-18,1.0430051808806504,1.0123740710571607,1.0456576893105716,1.0098059928178247,1.0430051808806504,,,,,
2025-09-19,1.0474448575558681,1.0166292562546082,1.050108656706126,1.0140503839334973,1.0474448575558681,,,,,
2025-09-22,1.0515015024211587,1.0205174419910625,1.0541756181881503,1.0179287065516973,1.0515015024211587,,,,,
2025-09-23,1.0468740828222183,1.0160821471856911,1.049536430412292,1.0135046627101747,1.0468740828222183,,,,,
2025-09-24,1.0443285664201933,1.013642231015341,1.0469844404051125,1.0110709358485022,1.0443285664201933,,,,,
2025-09-25,1.040947676929686,1.0104014082236716,1.0435949528385473,1.0078383340165813,1.040947676929686,,,,,
2025-09-26,1.0446542857289247,1.013954781427688,1.0473109880637201,1.0113826934176346,1.0446542857289247,,,,,
2025-09-29,1.0474809441604997,1.0166638077136114,1.0501448350840534,1.0140848477461921,1.0474809441604997,,,,,
2025-09-30,1.0499530182255865,1.019033672339719,1.0526231959801333,1.0164487007626088,1.0499530182255865,,,,,
2025-10-01,1.053089571745277,1.0220398546850464,1.055767726195246,1.0194472573580426,1.053089571745277,,,,,
2025-10-02,1.0551172768891868,1.0239827455268389,1.0578005880776709,1.0213852196898754,1.0551172768891868,,,,,
2025-10-03,1.05347655363697,1.022411117984419,1.0561556922361541,1.0198175788778623,1.05347655363697,,,,,
2025-10-06,1.0577449068843185,1.0265015305539271,1.0604349005043388,1.0238976153425194,1.0577449068843185,,,,,
2025-10-07,1.0542782200080427,1.0231789513704062,1.0569593973572218,1.0205834645092926,1.0542782200080427,,,,,
2025-10-08,1.060988976559568,1.029610112949495,1.0636872203036702,1.026998312231106,1.060988976559568,,,,,
2025-10-09,1.0594065097649419,1.0280928073342066,1.0621007290740847,1.0254848555483853,1.0594065097649419,,,,,
2025-10-10,1.0355054798224643,1.0051845836212263,1.0381389154609522,1.0026347428760776,1.0355054798224643,,,,,
2025-10-13,1.049220523302251,1.0183296315301509,1.051888838219494,1.0157464458856662,1.049220523302251,,,,,
2025-10-14,1.0461889897928645,1.0154251604760443,1.0488495950952976,1.0128493425715321,1.0461889897928645,,,,,
2025-10-15,1.0505654133218798,1.0196195039193783,1.0532371484830292,1.0170330462697037,1.0505654133218798,,,,,
2025-10-16,1.046561578528868,1.0157808430163713,1.0492231313767026,1.0132041228558473,1.046561578528868,,,,,
2025-10-17,1.0512187584853656,1.0202447364401142,1.0538921551948808,1.017656692769939,1.0512187584853656,,,,,
2025-10-20,1.0600246732240244,1.028685042136183,1.0627204646095256,1.0260755880348136,1.0600246732240244,,,,,
2025-10-21,1.059916373017675,1.0285812956111955,1.0626118889805651,1.0259721046825017,1.059916373017675,,,,,
2025-10-22,1.0541565865784386,1.0230614332897323,1.0568374545967503,1.0204662445354493,1.0541565865784386,,,,,
2025-10-23,1.0596705250581522,1.0283461609524291,1.0623654157952072,1.0257375664872541,1.0596705250581522,,,,,
2025-10-24,1.0669706192914836,1.035342983712109,1.0696840751918266,1.0327166404831247,1.0669706192914836,,,,,
2025-10-27,1.0785576593163235,1.04644810494044,1.0813005826842372,1.0437935914718308,1.0785576593163235,,,,,
2025-10-28,1.08268880250476,1.0504066437152355,1.0854422319490895,1.047742088664589,1.08268880250476,,,,,
2025-10-29,1.0847038539036762,1.0523370780313004,1.087462407906273,1.0496676260690267,1.0847038539036762,,,,,
2025-10-30,1.0741756034844343,1.0422464810524013,1.0769073826698956,1.039602625797179,1.0741756034844343,,,,,
2025-10-31,1.0773791538172885,1.0453168078427517,1.0801190800804628,1.0426651641231237,1.0773791538172885,,,,,
2025-11-03,1.080036553631534,1.0478632615349825,1.0827832380350686,1.0452051582541098,1.080036553631534,,,,,
2025-11-04,1.067207238671681,1.0355681029916781,1.0699212963282878,1.0329411887050783,1.067207238671681,,,,,
2025-11-05,1.0711209619235045,1.0393187760023588,1.0738449727271404,1.036682347424533,1.0711209619235045,,,,,
2025-11-06,1.0595455152049167,1.028225309398079,1.0622400880243856,1.0256170214957208,1.0595455152049167,,,,,
2025-11-07,1.0586829678216694,1.0273995941403589,1.0613753470621923,1.0247934008208686,1.0586829678216694,,,,,
2025-11-10,1.0732820585199547,1.0413917988506063,1.0760115652952744,1.0387501116583826,1.0732820585199547,,,,,
2025-11-11,1.07310404489206,1.0412224735171844,1.075833098953762,1.038581215850683,1.07310404489206,,,,,
2025-11-12,1.073005760428826,1.0411286186199833,1.0757345645393561,1.0384875990341735,1.073005760428826,,,,,
2025-11-13,1.0584317496201556,1.0271597734204188,1.0611234899775652,1.0245541884515272,1.0584317496201556,,,,,
2025-11-14,1.0586640725500662,1.0273822274432256,1.0613564037372638,1.024776078177646,1.0586640725500662,,,,,
2025-11-17,1.0517728849717687,1.020776501501072,1.054447690902641,1.01818710890828,1.0517728849717687,,,,,
2025-11-18,1.0438836798683142,1.0132153034381206,1.0465384224443481,1.0106450912537999,1.0438836798683142,,,,,
2025-11-19,1.047615350056312,1.0167917512883218,1.0502795827929057,1.0142124667678352,1.047615350056312,,,,,
2025-11-20,1.032771214784381,1.0025651051353093,1.035397696803466,1.0000219091926013,1.032771214784381,,,,,
2025-11-21,1.0392858091575623,1.0088102822511544,1.0419288587036442,1.0062512442359253,1.0392858091575623,,,,,
2025-11-24,1.054473401181345,1.0233656143168663,1.057155074903617,1.0207696539498972,1.054473401181345,,,,,
2025-11-25,1.0604391873710277,1.0290849375169575,1.0631360329241297,1.026474469005347,1.0604391873710277,,,,,
2025-11-26,1.0665366787037962,1.0349291744613502,1.0692490310323757,1.032303880937769,1.0665366787037962,,,,,
2025-11-28,1.0718379992596365,1.0400100482873034,1.0745638335897647,1.037371866166629,1.0718379992596365,,,,,
2025-12-01,1.0687314435328985,1.037031951539633,1.0714493774561982,1.0344013239244234,1.0687314435328985,,,,,
2025-12-02,1.0725445022067044,1.040685375317602,1.075272133272896,1.0380454801022323,1.0725445022067044,,,,,
2025-12-03,1.074860150547207,1.0429052956661313,1.0775936706318394,1.0402597692030804,1.074860150547207,,,,,
2025-12-04,1.074772274105637,1.0428215019832483,1.0775055707081558,1.0401761880787168,1.074772274105637,,,,,
2025-12-05,1.0771396782893625,1.0450901892139073,1.079878995532689,1.0424391203552776,1.0771396782893625,,,,,
2025-12-08,1.0751996944159452,1.043230340269312,1.077934078008248,1.0405839892691693,1.0751996944159452,,,,,
2025-12-09,1.0753582581398227,1.0433817753836987,1.0780930449819097,1.0407350402397568,1.0753582581398227,,,,,
2025-12-10,1.0795736968812346,1.0474231279975408,1.0823192041751493,1.0447661411986011,1.0795736968812346,,,,,
2025-12-11,1.0791811269296252,1.0470483133640993,1.0819256358631049,1.044392277353343,1.0791811269296252,,,,,
2025-12-12,1.0673017170017325,1.035663578913298,1.0700160149299807,1.0330364224339714,1.0673017170017325,,,,,
2025-12-15,1.0647414940928628,1.0332104000839464,1.0674492810152474,1.0305894665565394,1.0647414940928628,,,,,
2025-12-16,1.06446052504089,1.0329398450057088,1.067167597419577,1.0303195977924113,1.06446052504089,,,,,
2025-12-17,1.0529445845222996,1.0219032256802427,1.0556223702494298,1.0193109749385418,1.0529445845222996,,,,,
2025-12-18,1.0614040225244668,1.0300102429026656,1.0641033217886575,1.027397427178998,1.0614040225244668,,,,,
2025-12-19,1.0699790011648516,1.0382287444538432,1.0727001078021474,1.0355950809471308,1.0699790011648516,,,,,
2025-12-22,1.074291901245374,1.0423632417679116,1.077023976192349,1.0397190903270588,1.074291901245374,,,,,
