period,cost_bps,symbol,signal_date,entry_date,entry_price,shares,signal_atr_pct,stop_distance,target_weight,entry_gap,exit_date,exit_price,exit_reason,pnl,return
development_2024_2025,10,AXTI,2024-10-29,2024-10-30,2.922920076370239,163,0.0601374622935527,0.08,0.08,0.0034364227382495116,2024-10-31,2.6863973837903594,stop,-40.55319889052038,-0.08493955468533028
development_2024_2025,10,TTMI,2024-11-06,2024-11-07,24.974950763702388,19,0.04103646700040381,0.08,0.08,-0.0031961614666969895,2024-11-15,23.74623045730591,signal_exit,-25.345685821533095,-0.05330053242969301
development_2024_2025,10,MRVL,2024-12-13,2024-12-16,122.06099879646574,3,0.05295779253213915,0.08,0.08,0.014324827451366318,2024-12-17,112.18382277385574,stop,-31.631528067830004,-0.08614649474205173
development_2024_2025,10,MXL,2025-01-21,2025-01-22,25.045020458221433,18,0.057383634211820585,0.08,0.08,0.004012856386981234,2025-01-27,21.678300762176512,stop,-62.600954528808586,-0.13855581661740154
development_2024_2025,10,INTC,2025-02-13,2025-02-14,24.38436061096191,19,0.040850156050618515,0.08,0.08,0.009531763679416994,2025-02-26,23.22675,signal_exit,-23.994601608276298,-0.05167877286379473
development_2024_2025,10,AXTI,2025-06-03,2025-06-04,1.7317300190925595,268,0.06729975625392005,0.08412469531740006,0.08,0.0,2025-06-18,1.9380600571632385,signal_exit,53.29645020294197,0.1145904805574188
development_2024_2025,10,CRDO,2025-06-18,2025-06-20,86.78169469451903,5,0.06910853845330635,0.08638567306663293,0.08,0.012910426500911232,2025-07-02,86.13378121948242,signal_exit,-5.239567375183071,-0.01204751733933101
development_2024_2025,10,SMCI,2025-07-28,2025-07-29,59.789729541778556,7,0.04271440956149457,0.08,0.08,-0.005328887575184682,2025-08-06,47.28267182922363,stop,-89.54940398788449,-0.2134526925324377
development_2024_2025,10,LITE,2025-08-28,2025-08-29,136.59646672058105,3,0.04492438830766864,0.08,0.08,0.006713416758551416,2025-09-02,125.54308063355163,stop,-35.16015826108833,-0.08559168821601643
development_2024_2025,10,SNDK,2025-08-29,2025-09-02,51.06100831985473,8,0.04022979289608229,0.08,0.08,-0.027825478658343283,2025-09-26,95.904,signal_exit,356.74393344116214,0.8711949445537821
development_2024_2025,10,WDC,2025-10-01,2025-10-02,135.93610973401758,3,0.04010917707782622,0.08,0.08,0.04150401537083748,2025-10-06,124.93615973434088,stop,-34.99984999903012,-0.08561432705479811
development_2024_2025,10,STX,2025-10-01,2025-10-02,262.22889791439115,1,0.04029385695497504,0.08,0.08,0.025151887328696665,2025-10-06,241.00933549515864,stop,-23.219562419232517,-0.0882105369251066
development_2024_2025,10,AAOI,2025-10-06,2025-10-07,33.688653778076166,14,0.06802730515490367,0.08503413144362959,0.08,-0.003995327983800978,2025-10-07,30.793144396187756,stop,-42.53713134643772,-0.08999878890372803
development_2024_2025,10,AXTI,2025-10-24,2025-10-27,6.27626998090744,59,0.09594530814882224,0.1199316351860278,0.06253562697087083,0.034653471968623784,2025-11-19,10.009980457305907,signal_exit,218.28891810750957,0.5879045513683807
development_2024_2025,10,COHR,2025-10-24,2025-10-27,133.3532212219238,3,0.054385998633993037,0.08,0.08,0.02999849228908502,2025-11-05,131.57829670715333,signal_exit,-7.32477354431137,-0.018263550807780988
development_2024_2025,10,INTC,2025-12-02,2025-12-03,43.43338938903808,11,0.044661348313479884,0.08,0.08,-0.0018403917370166667,2025-12-08,39.918759519677124,stop,-40.660928562970525,-0.08492837748739805
development_2024_2025,10,MRVL,2025-12-03,2025-12-04,99.36360524656045,4,0.05328627214567527,0.08,0.08,-0.00788409153595726,2025-12-08,90.22714686691594,stop,-38.545833518578036,-0.0967383758051187
development_2024_2025,20,AXTI,2024-10-29,2024-10-30,2.925840076446533,163,0.0601374622935527,0.08,0.08,0.0034364227382495116,2024-10-31,2.6863893245901487,stop,-41.03047255259065,-0.08585362650671505
development_2024_2025,20,TTMI,2024-11-06,2024-11-07,24.99990076446533,19,0.04103646700040381,0.08,0.08,-0.0031961614666969895,2024-11-15,23.722460456848143,signal_exit,-26.271365844726574,-0.05519216367264734
development_2024_2025,20,MRVL,2024-12-13,2024-12-16,122.18293785620249,3,0.05295779253213915,0.08,0.08,0.014324827451366318,2024-12-17,112.18348622205087,stop,-31.99835490245482,-0.08705878980202976
development_2024_2025,20,MXL,2025-01-21,2025-01-22,25.0700404586792,18,0.057383634211820585,0.08,0.08,0.004012856386981234,2025-01-27,21.656600761413575,stop,-63.44191455078118,-0.14027730153664492
development_2024_2025,20,INTC,2025-02-13,2025-02-14,24.408720611572264,19,0.040850156050618515,0.08,0.08,0.009531763679416994,2025-02-26,23.2035,signal_exit,-24.899191619873022,-0.05357364381413465
development_2024_2025,20,AXTI,2025-06-03,2025-06-04,1.7334600191116334,267,0.06729975625392005,0.08412469531740006,0.08,0.0,2025-06-18,1.936120057106018,signal_exit,52.11023014450069,0.11234676585510071
development_2024_2025,20,CRDO,2025-06-18,2025-06-20,86.86838969421386,5,0.06910853845330635,0.08638567306663293,0.08,0.012910426500911232,2025-07-02,86.04756121826172,signal_exit,-6.104142379760731,-0.014021489087368253
development_2024_2025,20,SMCI,2025-07-28,2025-07-29,59.8494595413208,7,0.04271440956149457,0.08,0.08,-0.005328887575184682,2025-08-06,47.23534182739258,stop,-90.2988239974975,-0.21502473504318986
development_2024_2025,20,LITE,2025-08-28,2025-08-29,136.7329267272949,3,0.04492438830766864,0.08,0.08,0.006713416758551416,2025-09-02,125.5427040039331,stop,-35.57066817008541,-0.08650479983027068
development_2024_2025,20,SNDK,2025-08-29,2025-09-02,51.11201831817627,8,0.04022979289608229,0.08,0.08,-0.027825478658343283,2025-09-26,95.80799999999999,signal_exit,355.5678534545898,0.8674583951357014
development_2024_2025,20,WDC,2025-10-01,2025-10-02,136.0719100434422,3,0.04010917707782622,0.08,0.08,0.04150401537083748,2025-10-06,124.93578492548689,stop,-35.40837535386589,-0.08652740534336027
development_2024_2025,20,STX,2025-10-01,2025-10-02,262.49086484537463,1,0.04029385695497504,0.08,0.08,0.025151887328696665,2025-10-06,241.00861246642918,stop,-23.482252378945446,-0.08911979697180632
development_2024_2025,20,AAOI,2025-10-06,2025-10-07,33.72230877685547,14,0.06802730515490367,0.08503413144362959,0.08,-0.003995327983800978,2025-10-07,30.793052016662195,stop,-43.00959464270585,-0.09090778777702763
development_2024_2025,20,AXTI,2025-10-24,2025-10-27,6.282539980888367,59,0.09594530814882224,0.1199316351860278,0.06253562697087083,0.034653471968623784,2025-11-19,9.999960456848145,signal_exit,217.32780808162693,0.5847334748665507
development_2024_2025,20,COHR,2025-10-24,2025-10-27,133.48644122314454,3,0.054385998633993037,0.08,0.08,0.02999849228908502,2025-11-05,131.44658670043944,signal_exit,-8.119563568115268,-0.020225121424259192
development_2024_2025,20,INTC,2025-12-02,2025-12-03,43.47677938842774,11,0.044661348313479884,0.08,0.08,-0.0018403917370166667,2025-12-08,39.91863976327881,stop,-41.139535876638206,-0.08584246577003705
development_2024_2025,20,MRVL,2025-12-03,2025-12-04,99.46286958746612,4,0.05328627214567527,0.08,0.08,-0.00788409153595726,2025-12-08,90.1368294025847,stop,-39.304160739525685,-0.09854334977554946
retrospective_2026,10,MU,2026-01-02,2026-01-05,325.26845653902666,1,0.05023128094435157,0.08,0.08,0.030784376359397347,2026-02-03,441.4644639822488,signal_exit,114.19600744322213,0.3500062759807813
retrospective_2026,10,WDC,2026-01-06,2026-01-07,212.04520105392868,2,0.051632532042144,0.08,0.08,-0.03368585648196121,2026-01-07,194.88650338464478,stop,-36.31739533856779,-0.08543452206515133
retrospective_2026,10,INTC,2026-01-09,2026-01-12,44.28424168014526,10,0.04382938878953709,0.08,0.08,-0.02875955171318434,2026-01-23,46.45195531038837,stop,19.67713630243111,0.044333609311688275
retrospective_2026,10,AAOI,2026-01-28,2026-01-29,42.97293030548095,10,0.07960898322478997,0.09951122903098747,0.07536837875517068,-0.05085118859912385,2026-01-29,38.65794455452386,stop,-45.14985750957095,-0.10482188508968407
retrospective_2026,10,TER,2026-02-03,2026-02-04,283.76784349231406,1,0.04387487025933946,0.08,0.08,0.0025795647612707473,2026-03-02,310.0723886720896,signal_exit,24.304545179775516,0.08534862954226607
retrospective_2026,10,TTMI,2026-04-10,2026-04-13,120.97084847259521,4,0.06902391663569128,0.0862798957946141,0.08,-0.005267918354612822,2026-05-11,156.51332817077636,signal_exit,140.16991879272462,0.2890796438048635
retrospective_2026,10,ALAB,2026-05-19,2026-05-20,251.66141366577142,1,0.08579996882060191,0.10724996102575239,0.0699300953424042,0.029272125260255244,2026-06-08,330.1695,signal_exit,76.50808633422861,0.30280874797699003
retrospective_2026,10,NOK,2026-05-26,2026-05-27,16.016,31,0.060970305318162395,0.08,0.08,-0.02794648299261393,2026-05-29,14.71998528,stop,-42.17645631999994,-0.08477747825108131
retrospective_2026,10,ORCL,2026-05-29,2026-06-01,229.93058547624577,2,0.04231994961776965,0.08,0.08,0.020905351865460498,2026-06-05,211.324602499508,stop,-39.211965953475556,-0.0850841173545466
retrospective_2026,10,KLAC,2026-06-11,2026-06-12,237.8376061096191,2,0.05990351487928704,0.08,0.08,-0.014778305798876401,2026-06-25,254.89484390258792,signal_exit,32.11447558593767,0.06737181788082405
retrospective_2026,10,LRCX,2026-06-11,2026-06-12,359.4961656105648,1,0.06076710186394222,0.08,0.08,-0.008633939688743153,2026-06-29,382.6269997558594,signal_exit,21.130834145294614,0.058615974762188564
retrospective_2026,10,TER,2026-06-25,2026-06-26,454.19373022460934,1,0.07272105977763234,0.09090132472204042,0.08,-0.03860496980799133,2026-07-02,426.9825936584473,signal_exit,-29.211136566162054,-0.06417297652968156
retrospective_2026,20,MU,2026-01-02,2026-01-05,325.5934000520527,1,0.05023128094435157,0.08,0.08,0.030784376359397347,2026-02-03,441.0225576118962,signal_exit,113.42915755984353,0.34731001159780056
retrospective_2026,20,WDC,2026-01-06,2026-01-07,212.25703442161495,2,0.051632532042144,0.08,0.08,-0.03368585648196121,2026-01-07,194.88591872455,stop,-36.742231394129874,-0.08634786505182897
retrospective_2026,20,INTC,2026-01-09,2026-01-12,44.32848168182373,10,0.04382938878953709,0.08,0.08,-0.02875955171318434,2026-01-23,46.451815954383086,stop,19.233342725593502,0.043290569466978006
retrospective_2026,20,AAOI,2026-01-28,2026-01-29,43.015860305786134,10,0.07960898322478997,0.09951122903098747,0.07536837875517068,-0.05085118859912385,2026-01-29,38.657828580574225,stop,-45.58031725211907,-0.10571589417178395
retrospective_2026,20,TER,2026-02-03,2026-02-04,284.0513278514473,1,0.04387487025933946,0.08,0.08,0.0025795647612707473,2026-03-02,309.76200590064605,signal_exit,23.710678049198748,0.08318038097880891
retrospective_2026,20,TTMI,2026-04-10,2026-04-13,121.09169847106934,4,0.06902391663569128,0.0862798957946141,0.08,-0.005267918354612822,2026-05-11,156.3566581726074,signal_exit,139.0598388061523,0.2865046405282257
retrospective_2026,20,ALAB,2026-05-19,2026-05-20,251.91282366943358,1,0.08579996882060191,0.10724996102575239,0.0699300953424042,0.029272125260255244,2026-06-08,329.839,signal_exit,75.92617633056642,0.3002069061939095
retrospective_2026,20,NOK,2026-05-26,2026-05-27,16.032,31,0.060970305318162395,0.08,0.08,-0.02794648299261393,2026-05-29,14.71994112,stop,-42.67382528000002,-0.08569178878375559
retrospective_2026,20,ORCL,2026-05-29,2026-06-01,230.16028636083743,2,0.04231994961776965,0.08,0.08,0.020905351865460498,2026-06-05,211.3239685250665,stop,-39.672635671541855,-0.08599797628248687
retrospective_2026,20,KLAC,2026-06-11,2026-06-12,238.07520611572264,2,0.05990351487928704,0.08,0.08,-0.014778305798876401,2026-06-25,254.63969390869144,signal_exit,31.12897558593761,0.06523933499367549
retrospective_2026,20,LRCX,2026-06-11,2026-06-12,359.8553026391468,1,0.06076710186394222,0.08,0.08,-0.008633939688743153,2026-06-29,382.24398974609375,signal_exit,20.388687106946918,0.056501004579487875
retrospective_2026,20,TER,2026-06-25,2026-06-26,454.64747021484374,1,0.07272105977763234,0.09090132472204042,0.08,-0.03860496980799133,2026-07-02,426.55518365478514,signal_exit,-30.092286560058596,-0.06604291371544253
