Date,development_2024_2025_10bps,development_2024_2025_20bps,retrospective_2026_10bps,retrospective_2026_20bps
2024-08-28,6000.0,6000.0,,
2024-08-29,6000.0,6000.0,,
2024-08-30,6000.0,6000.0,,
2024-09-03,6000.0,6000.0,,
2024-09-04,6000.0,6000.0,,
2024-09-05,6000.0,6000.0,,
2024-09-06,6000.0,6000.0,,
2024-09-09,6000.0,6000.0,,
2024-09-10,6000.0,6000.0,,
2024-09-11,6000.0,6000.0,,
2024-09-12,6000.0,6000.0,,
2024-09-13,6000.0,6000.0,,
2024-09-16,6000.0,6000.0,,
2024-09-17,6000.0,6000.0,,
2024-09-18,6000.0,6000.0,,
2024-09-19,6000.0,6000.0,,
2024-09-20,6000.0,6000.0,,
2024-09-23,6000.0,6000.0,,
2024-09-24,6000.0,6000.0,,
2024-09-25,6000.0,6000.0,,
2024-09-26,6000.0,6000.0,,
2024-09-27,6000.0,6000.0,,
2024-09-30,6000.0,6000.0,,
2024-10-01,6000.0,6000.0,,
2024-10-02,6000.0,6000.0,,
2024-10-03,6000.0,6000.0,,
2024-10-04,6000.0,6000.0,,
2024-10-07,6000.0,6000.0,,
2024-10-08,6000.0,6000.0,,
2024-10-09,6000.0,6000.0,,
2024-10-10,6000.0,6000.0,,
2024-10-11,6000.0,6000.0,,
2024-10-14,6000.0,6000.0,,
2024-10-15,6000.0,6000.0,,
2024-10-16,6000.0,6000.0,,
2024-10-17,6000.0,6000.0,,
2024-10-18,6000.0,6000.0,,
2024-10-21,6000.0,6000.0,,
2024-10-22,6000.0,6000.0,,
2024-10-23,6000.0,6000.0,,
2024-10-24,6000.0,6000.0,,
2024-10-25,6000.0,6000.0,,
2024-10-28,6000.0,6000.0,,
2024-10-29,6000.0,6000.0,,
2024-10-30,5972.444025997162,5971.968065984726,,
2024-10-31,5959.44680110948,5958.96952744741,,
2024-11-01,5959.44680110948,5958.96952744741,,
2024-11-04,5959.44680110948,5958.96952744741,,
2024-11-05,5959.44680110948,5958.96952744741,,
2024-11-06,5959.44680110948,5958.96952744741,,
2024-11-07,5963.482732250379,5962.531408573814,,
2024-11-08,5964.242749645398,5963.291425968833,,
2024-11-11,5957.402738048719,5956.4514143721535,,
2024-11-12,5961.962733699964,5961.011410023399,,
2024-11-13,5944.672736599134,5943.721412922569,,
2024-11-14,5938.782746746228,5937.831423069663,,
2024-11-15,5934.101115287946,5932.698161602683,,
2024-11-18,5934.101115287946,5932.698161602683,,
2024-11-19,5934.101115287946,5932.698161602683,,
2024-11-20,5934.101115287946,5932.698161602683,,
2024-11-21,5934.101115287946,5932.698161602683,,
2024-11-22,5934.101115287946,5932.698161602683,,
2024-11-25,5934.101115287946,5932.698161602683,,
2024-11-26,5934.101115287946,5932.698161602683,,
2024-11-27,5934.101115287946,5932.698161602683,,
2024-11-29,5934.101115287946,5932.698161602683,,
2024-12-02,5934.101115287946,5932.698161602683,,
2024-12-03,5934.101115287946,5932.698161602683,,
2024-12-04,5934.101115287946,5932.698161602683,,
2024-12-05,5934.101115287946,5932.698161602683,,
2024-12-06,5934.101115287946,5932.698161602683,,
2024-12-09,5934.101115287946,5932.698161602683,,
2024-12-10,5934.101115287946,5932.698161602683,,
2024-12-11,5934.101115287946,5932.698161602683,,
2024-12-12,5934.101115287946,5932.698161602683,,
2024-12-13,5934.101115287946,5932.698161602683,,
2024-12-16,5939.543973390737,5937.7752025262635,,
2024-12-17,5902.469587220116,5900.699806700229,,
2024-12-18,5902.469587220116,5900.699806700229,,
2024-12-19,5902.469587220116,5900.699806700229,,
2024-12-20,5902.469587220116,5900.699806700229,,
2024-12-23,5902.469587220116,5900.699806700229,,
2024-12-24,5902.469587220116,5900.699806700229,,
2024-12-26,5902.469587220116,5900.699806700229,,
2024-12-27,5902.469587220116,5900.699806700229,,
2024-12-30,5902.469587220116,5900.699806700229,,
2024-12-31,5902.469587220116,5900.699806700229,,
2025-01-02,5902.469587220116,5900.699806700229,,
2025-01-03,5902.469587220116,5900.699806700229,,
2025-01-06,5902.469587220116,5900.699806700229,,
2025-01-07,5902.469587220116,5900.699806700229,,
2025-01-08,5902.469587220116,5900.699806700229,,
2025-01-10,5902.469587220116,5900.699806700229,,
2025-01-13,5902.469587220116,5900.699806700229,,
2025-01-14,5902.469587220116,5900.699806700229,,
2025-01-15,5902.469587220116,5900.699806700229,,
2025-01-16,5902.469587220116,5900.699806700229,,
2025-01-17,5902.469587220116,5900.699806700229,,
2025-01-21,5902.469587220116,5900.699806700229,,
2025-01-22,5886.799210732384,5884.579070204257,,
2025-01-23,5882.6592189721305,5880.439078444003,,
2025-01-24,5867.7192203454215,5865.499079817294,,
2025-01-27,5839.8686326913075,5837.257892149447,,
2025-01-28,5839.8686326913075,5837.257892149447,,
2025-01-29,5839.8686326913075,5837.257892149447,,
2025-01-30,5839.8686326913075,5837.257892149447,,
2025-01-31,5839.8686326913075,5837.257892149447,,
2025-02-03,5839.8686326913075,5837.257892149447,,
2025-02-04,5839.8686326913075,5837.257892149447,,
2025-02-05,5839.8686326913075,5837.257892149447,,
2025-02-06,5839.8686326913075,5837.257892149447,,
2025-02-07,5839.8686326913075,5837.257892149447,,
2025-02-10,5839.8686326913075,5837.257892149447,,
2025-02-11,5839.8686326913075,5837.257892149447,,
2025-02-12,5839.8686326913075,5837.257892149447,,
2025-02-13,5839.8686326913075,5837.257892149447,,
2025-02-14,5823.9657883309565,5820.892207777499,,
2025-02-18,5895.975769486352,5892.902188932894,,
2025-02-19,5864.245768036767,5861.172187483309,,
2025-02-20,5871.275783982202,5868.202203428744,,
2025-02-21,5848.095797028466,5845.0222164750085,,
2025-02-24,5836.695789780541,5833.622209227084,,
2025-02-25,5812.375776734277,5809.302196180819,,
2025-02-26,5815.874031083032,5812.358700529574,,
2025-02-27,5815.874031083032,5812.358700529574,,
2025-02-28,5815.874031083032,5812.358700529574,,
2025-03-03,5815.874031083032,5812.358700529574,,
2025-03-04,5815.874031083032,5812.358700529574,,
2025-03-05,5815.874031083032,5812.358700529574,,
2025-03-06,5815.874031083032,5812.358700529574,,
2025-03-07,5815.874031083032,5812.358700529574,,
2025-03-10,5815.874031083032,5812.358700529574,,
2025-03-11,5815.874031083032,5812.358700529574,,
2025-03-12,5815.874031083032,5812.358700529574,,
2025-03-13,5815.874031083032,5812.358700529574,,
2025-03-14,5815.874031083032,5812.358700529574,,
2025-03-17,5815.874031083032,5812.358700529574,,
2025-03-18,5815.874031083032,5812.358700529574,,
2025-03-19,5815.874031083032,5812.358700529574,,
2025-03-20,5815.874031083032,5812.358700529574,,
2025-03-21,5815.874031083032,5812.358700529574,,
2025-03-24,5815.874031083032,5812.358700529574,,
2025-03-25,5815.874031083032,5812.358700529574,,
2025-03-26,5815.874031083032,5812.358700529574,,
2025-03-27,5815.874031083032,5812.358700529574,,
2025-03-28,5815.874031083032,5812.358700529574,,
2025-03-31,5815.874031083032,5812.358700529574,,
2025-04-01,5815.874031083032,5812.358700529574,,
2025-04-02,5815.874031083032,5812.358700529574,,
2025-04-03,5815.874031083032,5812.358700529574,,
2025-04-04,5815.874031083032,5812.358700529574,,
2025-04-07,5815.874031083032,5812.358700529574,,
2025-04-08,5815.874031083032,5812.358700529574,,
2025-04-09,5815.874031083032,5812.358700529574,,
2025-04-10,5815.874031083032,5812.358700529574,,
2025-04-11,5815.874031083032,5812.358700529574,,
2025-04-14,5815.874031083032,5812.358700529574,,
2025-04-15,5815.874031083032,5812.358700529574,,
2025-04-16,5815.874031083032,5812.358700529574,,
2025-04-17,5815.874031083032,5812.358700529574,,
2025-04-21,5815.874031083032,5812.358700529574,,
2025-04-22,5815.874031083032,5812.358700529574,,
2025-04-23,5815.874031083032,5812.358700529574,,
2025-04-24,5815.874031083032,5812.358700529574,,
2025-04-25,5815.874031083032,5812.358700529574,,
2025-04-28,5815.874031083032,5812.358700529574,,
2025-04-29,5815.874031083032,5812.358700529574,,
2025-04-30,5815.874031083032,5812.358700529574,,
2025-05-01,5815.874031083032,5812.358700529574,,
2025-05-02,5815.874031083032,5812.358700529574,,
2025-05-05,5815.874031083032,5812.358700529574,,
2025-05-06,5815.874031083032,5812.358700529574,,
2025-05-07,5815.874031083032,5812.358700529574,,
2025-05-08,5815.874031083032,5812.358700529574,,
2025-05-09,5815.874031083032,5812.358700529574,,
2025-05-12,5815.874031083032,5812.358700529574,,
2025-05-13,5815.874031083032,5812.358700529574,,
2025-05-14,5815.874031083032,5812.358700529574,,
2025-05-15,5815.874031083032,5812.358700529574,,
2025-05-16,5815.874031083032,5812.358700529574,,
2025-05-19,5815.874031083032,5812.358700529574,,
2025-05-20,5815.874031083032,5812.358700529574,,
2025-05-21,5815.874031083032,5812.358700529574,,
2025-05-22,5815.874031083032,5812.358700529574,,
2025-05-23,5815.874031083032,5812.358700529574,,
2025-05-27,5815.874031083032,5812.358700529574,,
2025-05-28,5815.874031083032,5812.358700529574,,
2025-05-29,5815.874031083032,5812.358700529574,,
2025-05-30,5815.874031083032,5812.358700529574,,
2025-06-02,5815.874031083032,5812.358700529574,,
2025-06-03,5815.874031083032,5812.358700529574,,
2025-06-04,5809.050396189615,5805.094885612009,,
2025-06-05,5817.090388522073,5813.104877973078,,
2025-06-06,5827.810378298685,5823.784867787836,,
2025-06-09,5841.210397467538,5837.134886885165,,
2025-06-10,5870.690401301309,5866.50489070463,,
2025-06-11,5881.41039107792,5877.184880519389,,
2025-06-12,5980.570360407754,5975.9748499636635,,
2025-06-13,5929.650408968851,5925.2448983435615,,
2025-06-16,5908.210365519449,5903.884855056284,,
2025-06-17,5873.370398745462,5869.17488815832,,
2025-06-18,5869.170481285974,5864.468930674075,,
2025-06-20,5861.812018494532,5856.676992884158,,
2025-06-23,5857.112006287501,5851.976980677126,,
2025-06-24,5893.861998658106,5888.726973047732,,
2025-06-25,5895.2619925545905,5890.126966944216,,
2025-06-26,5909.512023072169,5904.376997461794,,
2025-06-27,5901.711997132227,5896.576971521853,,
2025-06-30,5897.211989502833,5892.0769638924585,,
2025-07-01,5872.211989502833,5867.0769638924585,,
2025-07-02,5863.930913910792,5858.364788294314,,
2025-07-03,5863.930913910792,5858.364788294314,,
2025-07-07,5863.930913910792,5858.364788294314,,
2025-07-08,5863.930913910792,5858.364788294314,,
2025-07-09,5863.930913910792,5858.364788294314,,
2025-07-10,5863.930913910792,5858.364788294314,,
2025-07-11,5863.930913910792,5858.364788294314,,
2025-07-14,5863.930913910792,5858.364788294314,,
2025-07-15,5863.930913910792,5858.364788294314,,
2025-07-16,5863.930913910792,5858.364788294314,,
2025-07-17,5863.930913910792,5858.364788294314,,
2025-07-18,5863.930913910792,5858.364788294314,,
2025-07-21,5863.930913910792,5858.364788294314,,
2025-07-22,5863.930913910792,5858.364788294314,,
2025-07-23,5863.930913910792,5858.364788294314,,
2025-07-24,5863.930913910792,5858.364788294314,,
2025-07-25,5863.930913910792,5858.364788294314,,
2025-07-28,5863.930913910792,5858.364788294314,,
2025-07-29,5854.812814595149,5848.828578981876,,
2025-07-30,5869.372800709651,5863.3885650963775,,
2025-07-31,5857.192815663264,5851.208580049991,,
2025-08-01,5840.882802845881,5834.898567232608,,
2025-08-04,5852.012803913996,5846.028568300723,,
2025-08-05,5845.222795369074,5839.238559755801,,
2025-08-06,5774.381509922908,5768.065964296817,,
2025-08-07,5774.381509922908,5768.065964296817,,
2025-08-08,5774.381509922908,5768.065964296817,,
2025-08-11,5774.381509922908,5768.065964296817,,
2025-08-12,5774.381509922908,5768.065964296817,,
2025-08-13,5774.381509922908,5768.065964296817,,
2025-08-14,5774.381509922908,5768.065964296817,,
2025-08-15,5774.381509922908,5768.065964296817,,
2025-08-18,5774.381509922908,5768.065964296817,,
2025-08-19,5774.381509922908,5768.065964296817,,
2025-08-20,5774.381509922908,5768.065964296817,,
2025-08-21,5774.381509922908,5768.065964296817,,
2025-08-22,5774.381509922908,5768.065964296817,,
2025-08-25,5774.381509922908,5768.065964296817,,
2025-08-26,5774.381509922908,5768.065964296817,,
2025-08-27,5774.381509922908,5768.065964296817,,
2025-08-28,5774.381509922908,5768.065964296817,,
2025-08-29,5762.022102436946,5755.297176790713,,
2025-09-02,5738.293282661575,5731.159147139914,,
2025-09-03,5753.813271675247,5746.679136153586,,
2025-09-04,5829.733285102981,5822.5991495813205,,
2025-09-05,5878.133309517044,5870.999173995383,,
2025-09-08,5893.693307075638,5886.559171553977,,
2025-09-09,5893.813302192825,5886.679166671164,,
2025-09-10,5921.093270454544,5913.959134932883,,
2025-09-11,6004.133309517044,5996.999173995383,,
2025-09-12,6018.773263130325,6011.639127608664,,
2025-09-15,6050.453255806106,6043.3191202844455,,
2025-09-16,6062.133309517044,6054.999173995383,,
2025-09-17,6081.493294868606,6074.3591593469455,,
2025-09-18,6120.693307075638,6113.559171553977,,
2025-09-19,6147.413277778763,6140.279142257102,,
2025-09-22,6153.093270454544,6145.959134932883,,
2025-09-23,6180.933297310013,6173.799161788352,,
2025-09-24,6128.373299751419,6121.239164229758,,
2025-09-25,6084.0532924272,6076.919156905539,,
2025-09-26,6095.965285102981,6088.06314958132,,
2025-09-29,6095.965285102981,6088.06314958132,,
2025-09-30,6095.965285102981,6088.06314958132,,
2025-10-01,6095.965285102981,6088.06314958132,,
2025-10-02,6070.551242190639,6061.97973880972,,
2025-10-03,6068.760821658412,6060.189318277494,,
2025-10-06,6037.745872684718,6029.172521848509,,
2025-10-07,5995.20874133828,5986.1629272058035,,
2025-10-08,5995.20874133828,5986.1629272058035,,
2025-10-09,5995.20874133828,5986.1629272058035,,
2025-10-10,5995.20874133828,5986.1629272058035,,
2025-10-13,5995.20874133828,5986.1629272058035,,
2025-10-14,5995.20874133828,5986.1629272058035,,
2025-10-15,5995.20874133828,5986.1629272058035,,
2025-10-16,5995.20874133828,5986.1629272058035,,
2025-10-17,5995.20874133828,5986.1629272058035,,
2025-10-20,5995.20874133828,5986.1629272058035,,
2025-10-21,5995.20874133828,5986.1629272058035,,
2025-10-22,5995.20874133828,5986.1629272058035,,
2025-10-23,5995.20874133828,5986.1629272058035,,
2025-10-24,5995.20874133828,5986.1629272058035,,
2025-10-27,5993.029168654469,5983.213764519455,,
2025-10-28,6014.969159651783,6005.15375551677,,
2025-10-29,6054.159151602772,6044.3437474677585,,
2025-10-30,6052.859179068592,6043.043774933579,,
2025-10-31,6087.779157687214,6077.963753552201,,
2025-11-03,6117.989151049641,6108.173746914627,,
2025-11-04,6112.809137393025,6102.993733258011,,
2025-11-05,6153.484061427143,6143.273527271988,,
2025-11-06,6139.914032168415,6129.70349801326,,
2025-11-07,6174.724041171101,6164.513507015946,,
2025-11-10,6232.544014163044,6222.333480007889,,
2025-11-11,6239.624063677815,6229.41352952266,,
2025-11-12,6264.404011912373,6254.193477757218,,
2025-11-13,6232.544014163044,6222.333480007889,,
2025-11-14,6232.544014163044,6222.333480007889,,
2025-11-17,6221.3340389204295,6211.123504765274,,
2025-11-18,6200.684016413716,6190.473482258561,,
2025-11-19,6206.172885901478,6195.371171719315,,
2025-11-20,6206.172885901478,6195.371171719315,,
2025-11-21,6206.172885901478,6195.371171719315,,
2025-11-24,6206.172885901478,6195.371171719315,,
2025-11-25,6206.172885901478,6195.371171719315,,
2025-11-26,6206.172885901478,6195.371171719315,,
2025-11-28,6206.172885901478,6195.371171719315,,
2025-12-01,6206.172885901478,6195.371171719315,,
2025-12-02,6206.172885901478,6195.371171719315,,
2025-12-03,6208.765584158925,6197.486579983475,,
2025-12-04,6166.635690913162,6154.959629374089,,
2025-12-05,6179.521452174148,6167.845390635075,,
2025-12-08,6126.9661238199305,6114.927475103151,,
2025-12-09,6126.9661238199305,6114.927475103151,,
2025-12-10,6126.9661238199305,6114.927475103151,,
2025-12-11,6126.9661238199305,6114.927475103151,,
2025-12-12,6126.9661238199305,6114.927475103151,,
2025-12-15,6126.9661238199305,6114.927475103151,,
2025-12-16,6126.9661238199305,6114.927475103151,,
2025-12-17,6126.9661238199305,6114.927475103151,,
2025-12-18,6126.9661238199305,6114.927475103151,,
2025-12-19,6126.9661238199305,6114.927475103151,,
2025-12-22,6126.9661238199305,6114.927475103151,,
2025-12-23,6126.9661238199305,6114.927475103151,,
2025-12-24,6126.9661238199305,6114.927475103151,,
2025-12-26,6126.9661238199305,6114.927475103151,,
2025-12-29,6126.9661238199305,6114.927475103151,,
2025-12-30,6126.9661238199305,6114.927475103151,,
2025-12-31,6126.9661238199305,6114.927475103151,,
2026-01-02,,,6000.0,6000.0
2026-01-05,,,5985.702490726599,5985.377547213572
2026-01-06,,,6016.96451465238,6016.639571139353
2026-01-07,,,5976.76937273178,5976.0195931631915
2026-01-08,,,5964.246545583343,5963.496766014754
2026-01-09,,,5982.306207448577,5981.556427879988
2026-01-12,,,5979.8433453956595,5978.651165810286
2026-01-13,,,6004.407775632476,6003.215596047103
2026-01-14,,,6013.930526486968,6012.738346901595
2026-01-15,,,6013.208617917632,6012.016438332259
2026-01-16,,,6025.713653318023,6024.52147373265
2026-01-20,,,6043.962394467925,6042.770214882552
2026-01-21,,,6124.958511106109,6123.766331520736
2026-01-22,,,6134.123626462554,6132.931446877181
2026-01-23,,,6056.512030274445,6055.318457129019
2026-01-26,,,6045.95807519632,6044.764502050894
2026-01-27,,,6067.095953614289,6065.902380468863
2026-01-28,,,6092.121618897492,6090.928045752066
2026-01-29,,,6047.481465977765,6045.857433089791
2026-01-30,,,6026.5834252062805,6024.9593923183065
2026-02-02,,,6049.490285557843,6047.866252669869
2026-02-03,,,6052.405890897514,6050.339951639187
2026-02-04,,,6036.4940654716065,6034.144641854146
2026-02-05,,,6038.5524150809815,6036.202991463521
2026-02-06,,,6067.509354778247,6065.159931160787
2026-02-09,,,6077.401475139575,6075.052051522115
2026-02-10,,,6072.2855693778565,6069.936145760396
2026-02-11,,,6088.832413860278,6086.482990242818
2026-02-12,,,6078.420670696216,6076.071247078756
2026-02-13,,,6082.179246135669,6079.829822518209
2026-02-17,,,6073.052689739185,6070.7032661217245
2026-02-18,,,6082.339188762622,6079.989765145162
2026-02-19,,,6083.418778606372,6081.069354988912
2026-02-20,,,6092.3654033622315,6090.015979744771
2026-02-23,,,6086.017808147388,6083.668384529928
2026-02-24,,,6096.603806682544,6094.254383065084
2026-02-25,,,6110.328629680591,6107.979206063131
2026-02-26,,,6100.212449260669,6097.863025643209
2026-02-27,,,6087.5472270927,6085.19780347524
2026-03-02,,,6076.71043607729,6074.050629688386
2026-03-03,,,6076.71043607729,6074.050629688386
2026-03-04,,,6076.71043607729,6074.050629688386
2026-03-05,,,6076.71043607729,6074.050629688386
2026-03-06,,,6076.71043607729,6074.050629688386
2026-03-09,,,6076.71043607729,6074.050629688386
2026-03-10,,,6076.71043607729,6074.050629688386
2026-03-11,,,6076.71043607729,6074.050629688386
2026-03-12,,,6076.71043607729,6074.050629688386
2026-03-13,,,6076.71043607729,6074.050629688386
2026-03-16,,,6076.71043607729,6074.050629688386
2026-03-17,,,6076.71043607729,6074.050629688386
2026-03-18,,,6076.71043607729,6074.050629688386
2026-03-19,,,6076.71043607729,6074.050629688386
2026-03-20,,,6076.71043607729,6074.050629688386
2026-03-23,,,6076.71043607729,6074.050629688386
2026-03-24,,,6076.71043607729,6074.050629688386
2026-03-25,,,6076.71043607729,6074.050629688386
2026-03-26,,,6076.71043607729,6074.050629688386
2026-03-27,,,6076.71043607729,6074.050629688386
2026-03-30,,,6076.71043607729,6074.050629688386
2026-03-31,,,6076.71043607729,6074.050629688386
2026-04-01,,,6076.71043607729,6074.050629688386
2026-04-02,,,6076.71043607729,6074.050629688386
2026-04-06,,,6076.71043607729,6074.050629688386
2026-04-07,,,6076.71043607729,6074.050629688386
2026-04-08,,,6076.71043607729,6074.050629688386
2026-04-09,,,6076.71043607729,6074.050629688386
2026-04-10,,,6076.71043607729,6074.050629688386
2026-04-13,,,6085.787033641987,6082.643827259187
2026-04-14,,,6074.787033641987,6071.643827259187
2026-04-15,,,6058.227036083394,6055.083829700593
2026-04-16,,,6059.547043407612,6056.403837024812
2026-04-17,,,6096.787033641987,6093.643827259187
2026-04-20,,,6095.067032421284,6091.923826038484
2026-04-21,,,6092.827042186909,6089.683835804109
2026-04-22,,,6098.6670385248,6095.523832141999
2026-04-23,,,6123.7470250970655,6120.603818714265
2026-04-24,,,6187.867020214253,6184.723813831452
2026-04-27,,,6168.5070348626905,6165.36382847989
2026-04-28,,,6142.187027538472,6139.043821155671
2026-04-29,,,6141.827042186909,6138.683835804109
2026-04-30,,,6224.707047069722,6221.563840686921
2026-05-01,,,6227.7870641595655,6224.643857776765
2026-05-04,,,6221.707047069722,6218.563840686921
2026-05-05,,,6230.147049511128,6227.003843128327
2026-05-06,,,6250.387039745503,6247.243833362702
2026-05-07,,,6206.907059276753,6203.763852893952
2026-05-08,,,6221.067032421284,6217.923826038484
2026-05-11,,,6216.880354870014,6213.1104684945385
2026-05-12,,,6216.880354870014,6213.1104684945385
2026-05-13,,,6216.880354870014,6213.1104684945385
2026-05-14,,,6216.880354870014,6213.1104684945385
2026-05-15,,,6216.880354870014,6213.1104684945385
2026-05-18,,,6216.880354870014,6213.1104684945385
2026-05-19,,,6216.880354870014,6213.1104684945385
2026-05-20,,,6251.698952190571,6247.677655811433
2026-05-21,,,6262.058937542133,6258.037641162996
2026-05-22,,,6271.098946087055,6267.077649707918
2026-05-26,,,6282.938942424946,6278.917646045808
2026-05-27,,,6278.132937236957,6273.61564085782
2026-05-28,,,6289.572946354084,6285.055649974946
