period,cost_bps,final_value,total_return,max_drawdown,sharpe,trade_count,win_rate,profit_factor,average_trade,max_exposure,average_exposure,costs
development_2024_2025,10,6126.9661238199305,0.021161020636655037,-0.043617786223070776,0.3236680654559149,17,0.17647058823529413,1.2532418203181837,0.022601350004093808,0.1463127802534752,0.015680506869057604,48.4678088019951
development_2024_2025,20,6114.927475103151,0.019154579183858544,-0.04480680881001431,0.294337034779498,17,0.17647058823529413,1.2253133466698536,0.020933303500136027,0.1465478945655117,0.01569108496294908,62.93355179246126
retrospective_2026,10,6236.034192095836,0.039339032015972775,-0.017531469498323515,1.1240257825371838,12,0.5833333333333334,2.2289171149440175,0.0644394766641214,0.15333109542886764,0.047974373012799124,34.03423527764025
retrospective_2026,20,6228.1155600063885,0.0380192600010647,-0.017605292916465287,1.0873898816913714,12,0.5833333333333334,2.1712571466022044,0.06270303419446567,0.1533609014365422,0.048001156698435486,44.072710241028375
