period,atr_cap,close_location_floor,final_value,total_return,cagr,max_drawdown,volatility,sharpe,sortino,trade_count,win_rate,average_win,average_loss,profit_factor,exception_trade_count,exception_win_rate,exception_average_return,exposure,turnover,costs,return_delta,drawdown_delta,sharpe_delta,win_rate_delta
train_2024_2025,0.03,0.0,6453.375505573375,0.07556258426222917,0.03717105941425336,-0.015992117591189126,0.026125447177987433,1.4127667593757969,1.7875658619574526,19,0.5789473684210527,0.11440705208509451,-0.037593016533726833,4.416423269463697,0,,,0.04588972867002926,2.966484105942235,55.799413810572794,0.01246716914847612,0.03724159552836681,0.7679946603495632,0.11948790896159317
train_2024_2025,0.03,0.25,6501.023246958192,0.0835038744930321,0.041000811691905614,-0.015035119858771928,0.025220475955063285,1.6089814301832206,2.0343947526811137,16,0.6875,0.11616458907237019,-0.04470275311816732,6.22942498401028,0,,,0.04194529092845114,2.501549065410132,47.00984242555016,0.020408459379279043,0.03819859326078401,0.9642093311569869,0.22804054054054052
train_2024_2025,0.03,0.5,6519.246591598975,0.08654109859982917,0.04246183360860023,-0.014993722124444386,0.02511717969089454,1.6714486295373943,2.088931071511219,14,0.7142857142857143,0.12350819115727038,-0.03439448697272975,9.251314831979563,0,,,0.038781885108286285,2.2627155478584675,41.576854110596514,0.02344568348607612,0.03823999099511155,1.0266765305111605,0.2548262548262548
train_2024_2025,0.03,0.75,6293.720332305462,0.04895338871757704,0.02423461527137638,-0.013435171617713126,0.021777168722167825,1.1125605489397756,1.269071349284847,12,0.6666666666666666,0.09660434656912671,-0.035063204728791875,5.568050620976863,0,,,0.02986610199540595,1.836118231753267,35.01703812789004,-0.01414202639617601,0.03979854150184281,0.46778844991354196,0.20720720720720714
train_2024_2025,0.04,0.0,6720.781201744964,0.12013020029082733,0.058485568193957116,-0.029363603964692064,0.04015020769364382,1.4385142415494623,1.6098731721890722,28,0.5714285714285714,0.14342749147478334,-0.05617041523929858,3.376929575932343,0,,,0.05769585601991976,4.261960148772582,81.57256324640048,0.057034785177074276,0.023870109154863872,0.7937421425232286,0.11196911196911191
train_2024_2025,0.04,0.25,6987.052955158783,0.16450882585979731,0.07929319878150531,-0.019055141879074422,0.036877423860062514,2.0917974835931936,2.7550524414243514,22,0.6818181818181818,0.16271302513491795,-0.06492262257315858,6.008946833386335,0,,,0.055291020264952605,3.562835292385039,65.3780641853296,0.10141341074604426,0.034178571240481515,1.44702538456696,0.22235872235872228
train_2024_2025,0.04,0.5,7028.846748961102,0.1714744581601837,0.08252298099041666,-0.01906404624243474,0.03663281908348243,2.187268173407402,2.8476740603101134,20,0.7,0.17128867938010695,-0.056352887941070136,8.225728005018157,0,,,0.05262848090644961,3.2873133784328172,59.724968842314716,0.10837904304643065,0.034169666877121196,1.5424960743811686,0.24054054054054047
train_2024_2025,0.04,0.75,6556.046981969418,0.09267449699490293,0.04540603519840691,-0.02309670177968115,0.03275285397776363,1.374806637622544,1.585964478345512,21,0.5238095238095238,0.17099013401226595,-0.061002882953558456,3.1010604814411793,0,,,0.04777579227483092,3.2046600686279603,61.22857768732744,0.029579081881149882,0.030137011339874786,0.7300345385963104,0.06435006435006435
train_2024_2025,0.05,0.0,6463.260002036894,0.07721000033948222,0.03796669616991144,-0.03951265456947628,0.045124761141095086,0.8499516025006149,0.7719343943072547,33,0.48484848484848486,0.13863994534767402,-0.06731374469166293,1.924662795483945,0,,,0.06175026915582871,4.842230709020306,95.05394256806643,0.01411458522572917,0.013721058550079657,0.2051795034743812,0.025389025389025377
train_2024_2025,0.05,0.25,6542.545877201121,0.09042431286685337,0.04432684435580403,-0.0327696489827326,0.04091460722885287,1.0825816551307352,1.0385011333289298,30,0.5,0.15794360167299976,-0.08098282360072523,2.0313968437303562,0,,,0.05752087183629104,4.50406402002955,87.02501369106821,0.027328897753100323,0.020464064136823334,0.43780955610450156,0.040540540540540515
train_2024_2025,0.05,0.5,6649.298959226947,0.10821649320449112,0.05282991090778344,-0.033685337216336264,0.040418084264787886,1.296432504926378,1.2608201075653116,27,0.5555555555555556,0.1601083969211583,-0.08483469444312819,2.431711614610006,0,,,0.05745157059605992,4.286523314771056,79.71986890745447,0.045121078090738065,0.019548375903219672,0.6516604059001444,0.0960960960960961
train_2024_2025,0.05,0.75,6512.667203275061,0.08544453387917694,0.04193457902698561,-0.023812114513550697,0.03323466443568248,1.255063365541791,1.4683676269651618,24,0.5,0.15718020847358094,-0.06074406139919522,2.6511373037807995,0,,,0.05002071681655311,3.603373625003875,69.62082403805059,0.022349118765423892,0.02942159860600524,0.6102912665155574,0.040540540540540515
train_2024_2025,0.06,0.0,6454.753119896698,0.07579218664944976,0.03728198472949695,-0.046187441960064746,0.0467785068361769,0.8073969339723452,0.7298812333643748,35,0.4857142857142857,0.1342833709633796,-0.06828897411822185,1.8386272599639863,0,,,0.06492246258238002,5.171095509169742,101.02712883526718,0.012696771535696705,0.007046271159491191,0.16262483494611157,0.026254826254826225
train_2024_2025,0.06,0.25,6529.362093507185,0.08822701558453083,0.04327194523531874,-0.028795355802722855,0.042699389200669055,1.01536519689756,0.9533495411612841,32,0.5,0.15211067527438507,-0.08110913487551005,1.9252600386208027,0,,,0.06102684683051801,4.892171376224775,93.35365097309314,0.025131600470777782,0.02443835731683308,0.37059309787132644,0.040540540540540515
train_2024_2025,0.06,0.5,6630.915294355583,0.10515254905926374,0.0513705019143984,-0.028835126163527014,0.0420858488345885,1.2136697382666863,1.1349418027573157,29,0.5517241379310345,0.1540899011026367,-0.084837246745174,2.27517643578526,0,,,0.060023176148340865,4.58995557572864,85.54044991011611,0.042057133945510694,0.024398586956028923,0.5688976392404527,0.09226467847157499
train_2024_2025,0.06,0.75,6505.255091483795,0.08420918191396587,0.04134027374666971,-0.023393774843064485,0.03544402397489919,1.1628459396450417,1.2338395293467457,26,0.5,0.15005994469062586,-0.06260929218767229,2.44023628736075,0,,,0.05312672000932143,3.929033875249576,75.57478408137304,0.02111376680021282,0.02983993827649145,0.518073840618808,0.040540540540540515
