period,atr_cap,close_location_floor,final_value,total_return,cagr,max_drawdown,volatility,sharpe,sortino,trade_count,win_rate,average_win,average_loss,profit_factor,exception_trade_count,exception_win_rate,exception_average_return,exposure,turnover,costs,return_delta,drawdown_delta,sharpe_delta,win_rate_delta
train_2024_2025,1.0,0.0,6378.572490682519,0.06309541511375305,0.0311300896035398,-0.05323371311955594,0.049541143922059445,0.6447720990262337,0.5387011809445601,37,0.4594594594594595,0.1342783063593811,-0.06870293003538913,1.6139069993345203,0,,,0.06686682217341906,5.496988196554632,106.9824147342332,0.0,0.0,0.0,0.0
train_2024_2025,1.0,0.25,6283.517069567874,0.04725284492797899,0.023402335120731088,-0.0520494358166993,0.047568818469680765,0.5110049197383175,0.4427065391136393,36,0.4166666666666667,0.155060360560793,-0.0785066268085455,1.391489962555467,0,,,0.062405964632547446,5.275903986136102,103.65581108969728,-0.015842570185774063,0.00118427730285664,-0.13376717928791615,-0.0427927927927928
train_2024_2025,1.0,0.5,6564.56828244818,0.09409471374136325,0.04608660200115944,-0.033527923160412754,0.04402773719571497,1.0473785537821014,0.9281700464007443,32,0.5,0.15933399075439217,-0.08335481824793553,1.9377453095892603,0,,,0.0627955857759657,5.048877989824311,94.29392680115511,0.030999298627610195,0.019705789959143183,0.40260645475586776,0.040540540540540515
train_2024_2025,1.0,0.75,6474.403727966032,0.07906728799433882,0.03886296484491214,-0.029765446941355966,0.03700063403431174,1.0509640441848733,0.976808699538678,27,0.48148148148148145,0.15005994469062586,-0.06244873841277686,2.242983356693257,0,,,0.05439829954465342,4.094261855124505,78.56612410059911,0.01597187288058577,0.02346826617819997,0.40619194515863966,0.02202202202202197
2026,0.03,0.0,5992.206138765911,-0.0012989768723481454,-0.002185441251004061,-0.014933357858525786,0.021682283967251706,-0.08982432637767161,-0.0433439676785911,3,0.3333333333333333,0.015655453636050077,-0.014945535702703603,0.4522714639840258,0,,,0.01987888011576608,0.44760355072037616,8.685622196083218,0.020514915613894846,0.023998470081779466,0.7733161440134086,0.1111111111111111
2026,0.03,0.25,5992.206138765911,-0.0012989768723481454,-0.002185441251004061,-0.014933357858525786,0.021682283967251706,-0.08982432637767161,-0.0433439676785911,3,0.3333333333333333,0.015655453636050077,-0.014945535702703603,0.4522714639840258,0,,,0.01987888011576608,0.44760355072037616,8.685622196083218,0.020514915613894846,0.023998470081779466,0.7733161440134086,0.1111111111111111
2026,0.03,0.5,6005.945745611767,0.0009909576019611066,0.001668524289561546,-0.014899683616529824,0.021412686438384797,0.08846389401141024,0.04264271351958378,2,0.5,0.015655453636050077,-0.0010672369706157207,13.138719797770804,0,,,0.018797675313980536,0.29100175415245927,5.746022216682584,0.0228048500882041,0.02403214432377543,0.9516043644024904,0.2777777777777778
2026,0.03,0.75,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0,,,0.0,0.0,0.0,0.02181389248624299,0.03893182794030525,0.8631404703910802,
2026,0.04,0.0,5993.610691554441,-0.001064884740926586,-0.001791740340842507,-0.023656701625211052,0.03583235587650404,-0.03193762121404954,-0.019087564394895146,6,0.3333333333333333,0.10536666948789804,-0.050063485437099625,0.9356235896122583,0,,,0.03873262566923031,0.9299360525842792,17.579627505824735,0.020749007745316406,0.0152751263150942,0.8312028491770307,0.1111111111111111
2026,0.04,0.25,5993.610691554441,-0.001064884740926586,-0.001791740340842507,-0.023656701625211052,0.03583235587650404,-0.03193762121404954,-0.019087564394895146,6,0.3333333333333333,0.10536666948789804,-0.050063485437099625,0.9356235896122583,0,,,0.03873262566923031,0.9299360525842792,17.579627505824735,0.020749007745316406,0.0152751263150942,0.8312028491770307,0.1111111111111111
2026,0.04,0.5,6036.8819442205195,0.006146990703419952,0.010368201077460615,-0.018922207487740872,0.0340580475940666,0.3193661683334451,0.21464714494474607,4,0.5,0.10536666948789804,-0.04244307387536896,1.6588653842247734,0,,,0.036434223706389074,0.6645118988309219,11.987120262050013,0.027960883189662944,0.02000962045256438,1.1825066387245253,0.2777777777777778
2026,0.04,0.75,6031.008087152788,0.00516801452546467,0.00871404506331852,-0.01494675137438306,0.021395602005475935,0.4154245803590308,0.4515372694799686,2,0.5,0.19525547158228646,-0.0838189107801222,1.5588235925521754,0,,,0.017410024117936476,0.37349816325445684,6.241026228640123,0.026981907011707662,0.023985076565922192,1.278565050750111,0.2777777777777778
2026,0.05,0.0,5932.379411554764,-0.01127009807420598,-0.018896485074763936,-0.03363111487210968,0.040753664507208257,-0.4467423718887162,-0.318907731120318,7,0.2857142857142857,0.10536666948789804,-0.06935033804078734,0.578636725860956,0,,,0.04320871103470274,1.059053299027598,20.35427252784967,0.01054379441203701,0.005300713068195573,0.41639809850236403,0.06349206349206349
2026,0.05,0.25,5932.379411554764,-0.01127009807420598,-0.018896485074763936,-0.03363111487210968,0.040753664507208257,-0.4467423718887162,-0.318907731120318,7,0.2857142857142857,0.10536666948789804,-0.06935033804078734,0.578636725860956,0,,,0.04320871103470274,1.059053299027598,20.35427252784967,0.01054379441203701,0.005300713068195573,0.41639809850236403,0.06349206349206349
2026,0.05,0.5,5975.650664220843,-0.004058222629859443,-0.006821244913166824,-0.031339275059176774,0.039155358833860086,-0.1548546929539356,-0.12205219211564883,5,0.4,0.10536666948789804,-0.07712796540209205,0.7922575516450039,0,,,0.04087819970891933,0.7936291452742406,14.761765284074947,0.01775566985638355,0.007592552881128478,0.7082857774371446,0.1777777777777778
2026,0.05,0.75,5969.776807153112,-0.0050371988078147245,-0.00846391452205808,-0.03136914349817255,0.028834247908356234,-0.27982440604443,-0.26048564914495603,3,0.3333333333333333,0.19525547158228646,-0.11515832961783021,0.7410611675559751,0,,,0.02185833175379046,0.5026154096977755,9.015671250665058,0.016776693678428267,0.0075626844421327055,0.5833160643466502,0.1111111111111111
2026,0.06,0.0,5932.379411554764,-0.01127009807420598,-0.018896485074763936,-0.03363111487210968,0.040753664507208257,-0.4467423718887162,-0.318907731120318,7,0.2857142857142857,0.10536666948789804,-0.06935033804078734,0.578636725860956,0,,,0.04320871103470274,1.059053299027598,20.35427252784967,0.01054379441203701,0.005300713068195573,0.41639809850236403,0.06349206349206349
2026,0.06,0.25,5932.379411554764,-0.01127009807420598,-0.018896485074763936,-0.03363111487210968,0.040753664507208257,-0.4467423718887162,-0.318907731120318,7,0.2857142857142857,0.10536666948789804,-0.06935033804078734,0.578636725860956,0,,,0.04320871103470274,1.059053299027598,20.35427252784967,0.01054379441203701,0.005300713068195573,0.41639809850236403,0.06349206349206349
2026,0.06,0.5,5975.650664220843,-0.004058222629859443,-0.006821244913166824,-0.031339275059176774,0.039155358833860086,-0.1548546929539356,-0.12205219211564883,5,0.4,0.10536666948789804,-0.07712796540209205,0.7922575516450039,0,,,0.04087819970891933,0.7936291452742406,14.761765284074947,0.01775566985638355,0.007592552881128478,0.7082857774371446,0.1777777777777778
2026,0.06,0.75,5969.776807153112,-0.0050371988078147245,-0.00846391452205808,-0.03136914349817255,0.028834247908356234,-0.27982440604443,-0.26048564914495603,3,0.3333333333333333,0.19525547158228646,-0.11515832961783021,0.7410611675559751,0,,,0.02185833175379046,0.5026154096977755,9.015671250665058,0.016776693678428267,0.0075626844421327055,0.5833160643466502,0.1111111111111111
2026,1.0,0.0,5869.116645082542,-0.02181389248624299,-0.03644247568536341,-0.03893182794030525,0.04190331913535218,-0.8631404703910802,-0.6522961668270303,9,0.2222222222222222,0.10536666948789804,-0.07414943790011763,0.41502885144243934,0,,,0.0442934197774852,1.2932969756660735,25.759676730318255,0.0,0.0,0.0,0.0
2026,1.0,0.25,5869.116645082542,-0.02181389248624299,-0.03644247568536341,-0.03893182794030525,0.04190331913535218,-0.8631404703910802,-0.6522961668270303,9,0.2222222222222222,0.10536666948789804,-0.07414943790011763,0.41502885144243934,0,,,0.0442934197774852,1.2932969756660735,25.759676730318255,0.0,0.0,0.0,0.0
2026,1.0,0.5,5912.387897748621,-0.014602017041896453,-0.02445503731939558,-0.034136473539253975,0.04034848424797074,-0.5922236397611579,-0.4929822677148816,7,0.2857142857142857,0.10536666948789804,-0.08073565426063257,0.5145391191386857,0,,,0.041942880654376596,1.0278728219127162,20.167169486543536,0.007211875444346538,0.004795354401051277,0.27091683062992233,0.06349206349206349
2026,1.0,0.75,5969.776807153112,-0.0050371988078147245,-0.00846391452205808,-0.03136914349817255,0.028834247908356234,-0.27982440604443,-0.26048564914495603,3,0.3333333333333333,0.19525547158228646,-0.11515832961783021,0.7410611675559751,0,,,0.02185833175379046,0.5026154096977755,9.015671250665058,0.016776693678428267,0.0075626844421327055,0.5833160643466502,0.1111111111111111
