date,regime,risk_multiplier,core_val,core_grow,satellite,cash
2014-10-31,normal,1.0,SCHD|VTV,ALNY|AMGN|AXON|EW|HD|LUV|MELI|MNST|MO|PANW,ALNY|AXON|MNST|PANW|VRTX,0.0
2014-11-28,normal,1.0,SCHD|VTV,ALNY|AMGN|DLTR|DPZ|EW|LOW|LUV|PANW|ULTA|ZTS,ALNY|AXON|MNST|SWKS|VRTX,0.0
2014-12-31,normal,1.0,IWD|VTV,AXON|DLTR|EW|INCY|KR|LOW|LUV|NCLH|ROST|UAL,ALNY|AXON|MNST|SWKS|UAL,0.0
2015-01-30,normal,1.0,SCHD|VTV,AXON|CNC|EA|INCY|KR|LOW|LULU|LUV|PNW|SWKS,AXON|DXCM|INCY|MNST|UAL,0.0
2015-02-27,normal,1.0,SCHD|VTV,AVGO|CNC|DLTR|EA|KR|LOW|LULU|MNST|MO|SWKS,AVGO|DXCM|INCY|INSM,0.0
2015-03-31,normal,1.0,IWD|VTV,BSX|CI|CNC|COR|EA|INCY|KR|MNST|SWKS|VMC,AVGO|INCY|INSM|NXPI|SWKS,0.0
2015-04-30,normal,1.0,IWD|VTV,AMZN|BLDR|BX|COR|EPAM|FTNT|INCY|MSCI|SW|VMC,INCY|NFLX|VTRS,0.0
2015-05-29,normal,1.0,IWD|VTV,AXON|BLDR|BX|CNC|FIX|FTNT|INCY|NFLX|SWKS|VTRS,ALNY|AXON|BLDR|INSM|NFLX,0.0
2015-06-30,normal,1.0,IWD|VTV,CI|CNC|DXCM|EPAM|IBKR|NFLX|PANW|TMUS|TSLA|ZBRA,NFLX|TKO,0.0
2015-07-31,normal,1.0,IWD|VTV,ANET|DXCM|FIX|HCA|INSM|NFLX|PANW|ROL|TKO|UHS,BLDR|EXPE|NFLX|TKO,0.0
2015-08-31,stress,0.5,,AIZ|AMZN|BLDR|CASY|DXCM|FIX|NFLX|NVR|TKO|TYL,,0.85
2015-09-30,stress,0.5,,AIZ|CBOE|CDW|ED|EXR|FER|GPN|NKE|NVR|TYL,,0.85
2015-10-30,normal,1.0,SCHD|VTV,AIZ|AMZN|FIX|GPN|HRL|LDOS|MSI|NKE|TAP|TYL,,0.2499999999999999
2015-11-30,normal,1.0,SCHD|VTV,AMZN|GPN|HRL|KLAC|LDOS|MPWR|PSA|TAP|TYL|VRSN,PODD,0.0
2015-12-31,elevated,0.75,SCHD|VTV,ADSK|AMZN|FSLR|GOOG|HRL|KLAC|LDOS|PODD|PSA|VRSN,FSLR|PODD,0.2499999999999999
2016-01-29,stress,0.5,,ATO|AWK|CASY|DLR|EXR|FSLR|HRL|MCD|PSA|TSN,,0.85
2016-02-29,stress,0.5,SCHD,ATO|AWK|CPB|FSLR|HRL|NEM|NI|O|TPR|TSN,,0.675
2016-03-31,normal,1.0,SCHD|VTV,CPB|DLR|NEM|NI|O|T|TPR|TSN|VZ|WYNN,GNRC|LULU|LVS|NEM|WYNN,0.0
2016-04-29,elevated,0.75,IWD|SCHD,AWK|CPRT|EVRG|EXC|FCX|IRM|ISRG|NEM|STLD|T,,0.36250000000000004
2016-05-31,normal,1.0,IWD|SCHD,CNP|DVN|EVRG|FCX|IRM|NEM|NRG|OKE|STLD|TRGP,,0.15000000000000002
2016-06-30,normal,1.0,IWD|SCHD,ALB|AMD|AWK|DLR|HII|IRM|NEM|OKE|TRGP|VEEV,,0.15000000000000002
2016-07-29,normal,1.0,IWD|SCHD,ALB|AMD|ARE|AXON|CPRT|HII|IRM|MLM|NEM|VEEV,BLDR|DHR|NEM|URI|WMB,0.0
2016-08-31,normal,1.0,IWD|SCHD,AMD|ARE|ARES|DHR|DXCM|EBAY|GEN|IDXX|MELI|PLD,AMD|DHR|DVN|LITE|WMB,0.0
2016-09-30,normal,1.0,IWD|VTV,AMAT|AMD|EBAY|LITE|MELI|MU|NTAP|OKE|VEEV|WMB,AMD|DVN|LITE|MU|WMB,0.0
2016-10-31,normal,1.0,IWD|SCHD,AMD|ANET|COHR|DPZ|GEN|MU|OKE|QCOM|TPL|WDC,AMD|MU|NFLX|TPL|WDC,0.0
2016-11-30,normal,1.0,IWD|VTV,COHR|CSX|DPZ|EME|LVS|MS|PWR|STLD|TPL|UAL,AMD|FCX|STX|TPL|WDC,0.0
2016-12-30,normal,1.0,IWD|VTV,BAC|CFG|FITB|GS|KEY|MS|PNC|RF|STLD|UAL,AMD|CF|NFLX|TPL|URI,0.0
2017-01-31,normal,1.0,IWD|VTV,AMD|BAC|CFG|MS|MTB|MU|PNC|RF|SCHW|URI,AMD|CF|FCX|TPL|URI,0.0
2017-02-28,normal,1.0,IWD|VTV,AMD|BA|BAC|CFG|CSX|GS|MTB|NRG|URI|WDC,AMD|ARES|INCY|NRG|URI,0.0
2017-03-31,normal,1.0,IWD|VTV,AAPL|AMD|ANET|BA|BLDR|INCY|KLAC|NRG|SHOP|TER,AMD|INCY|LITE|NRG|URI,0.0
2017-04-28,normal,1.0,IWD|VTV,ALGN|ALNY|ANET|APO|BLDR|IDXX|MAR|SHOP|TER|XYZ,ALNY|INSM|VRTX,0.0
2017-05-31,normal,1.0,SCHD|VTV,ADBE|ALGN|ISRG|LRCX|SHOP|TER|TSLA|VEEV|VRTX|XYZ,ALNY|BBY|LITE,0.0
2017-06-30,normal,1.0,SCHD|VTV,ALGN|ALNY|BAX|CSGP|FSLR|ISRG|MTD|TSLA|TTWO|XYZ,ALNY,0.0
2017-07-31,normal,1.0,SCHD|VTV,ALGN|ALNY|BA|FSLR|LITE|PGR|PYPL|REGN|TTD|XYZ,ALNY|FSLR|LITE|TTD|VRTX,0.0
2017-08-31,normal,1.0,SCHD|VTV,ALGN|BA|CBOE|FSLR|NRG|NVR|PYPL|TPL|VRTX|XYL,ALNY|FSLR|NRG|VRTX,0.0
2017-09-29,normal,1.0,SCHD|VTV,ALGN|ALNY|BA|CBOE|LYV|NRG|PYPL|SHOP|TPL|TTWO,NRG|SHOP|TTD,0.0
2017-10-31,normal,1.0,SCHD|VTV,ABBV|ALNY|CBOE|GNRC|IBKR|INSM|MU|ON|TTWO|XYZ,ALNY|INSM|NVDA|TTD,0.0
2017-11-30,normal,1.0,SCHD|VTV,ABBV|ALGN|ALNY|CBOE|DHI|IBKR|INSM|PHM|TROW|XYZ,ALNY|ANET|FSLR|INSM|XYZ,0.0
2017-12-29,normal,1.0,SCHD|VTV,CAT|CBOE|DHI|DLTR|FSLR|IBKR|MAR|NVR|PHM|TROW,ANET|FSLR|MELI,0.0
2018-01-31,normal,1.0,SCHD|VTV,BA|BF-B|CAT|CBOE|DLTR|IBKR|MELI|STX|TKO|VLO,ANET|GWW|MELI|PODD|XYZ,0.0
2018-02-28,normal,1.0,SCHD|VTV,ABBV|AMZN|BA|GWW|IBKR|MELI|NFLX|STX|TGT|TKO,AXON|GWW|MELI|SHOP,0.0
2018-03-29,normal,1.0,SCHD|VTV,AXON|BR|CSGP|IBKR|NFLX|NOW|PTC|STX|TKO|XYZ,AXON|GWW|MU|PODD|XYZ,0.0
2018-04-30,normal,1.0,IWD|VTV,AXON|CPRT|CVNA|DXCM|FTNT|GDDY|LULU|PANW|PGR|TKO,AXON|CMG|CVNA|SW,0.0
2018-05-31,normal,1.0,IWD|VTV,AXON|CMG|CVNA|DXCM|FTNT|LULU|OKE|TKO|TPL|VLO,AXON|CMG|CVNA|NFLX|XYZ,0.0
2018-06-29,normal,1.0,IWD|VTV,ALGN|AMD|AXON|CVNA|DECK|NFLX|PTC|TKO|TPL|TTD,AXON|CVNA|NFLX|TTD|XYZ,0.0
2018-07-31,normal,1.0,SCHD|VTV,ALGN|AMD|AXON|CVNA|DELL|STE|TKO|TPL|VRSN|XYZ,AMD|AXON|CVNA|XYZ,0.0
2018-08-31,normal,1.0,SCHD|VTV,AMD|CNC|CVNA|DXCM|FTNT|LLY|TKO|TPL|TTD|XYZ,CVNA|DXCM|XYZ,0.0
2018-09-28,normal,1.0,SCHD|VTV,AMD|CVNA|DXCM|FTNT|HCA|LLY|TKO|TTD|VEEV|XYZ,AMD|CVNA|DXCM|TTD|XYZ,0.0
2018-10-31,stress,0.5,,CASY|HRL|J|LLY|MKC|MRK|TJX|TSCO|VICI|WBD,,0.85
2018-11-30,elevated,0.75,SCHD|VTV,BALL|CASY|CCEP|CHD|CI|HRL|KDP|MKC|MRK|PG,,0.36250000000000004
2018-12-31,panic,0.2,,AZO|CHD|CME|DUK|LLY|MRK|O|PG|SBUX|WELL,,0.94
2019-01-31,stress,0.5,SCHD|VTV,BALL|CIEN|KEYS|O|SBUX|TRI|VEEV|WDAY|WELL|ZS,,0.575
2019-02-28,normal,1.0,SCHD|VTV,BA|BALL|CIEN|ERIE|INSM|KEYS|SBUX|TRI|WAT|WDAY,,0.15000000000000002
2019-03-29,normal,1.0,IWD|SCHD,AES|AMT|BALL|CDNS|CMG|ERIE|INSM|KEYS|MELI|TTD,,0.15000000000000002
2019-04-30,normal,1.0,IWD|SCHD,ANET|CDNS|CMG|CVNA|ERIE|MELI|MSCI|SHOP|TTD|ZS,CVNA|INSM|MELI|TTD|ZS,0.0
2019-05-31,elevated,0.75,IWD|SCHD,CPRT|ERIE|FICO|IR|MSCI|NVR|SHOP|TRI|TSN|VEEV,AMD|IR|MELI|SHOP|VEEV,0.2499999999999999
2019-06-28,normal,1.0,IWD|VTV,BALL|CPRT|ERIE|FICO|IR|LDOS|MSCI|SHOP|VEEV|WRB,AMD|DXCM|MELI|TTD,0.0
2019-07-31,normal,1.0,IWD|SCHD,APD|BALL|CPRT|FICO|GNRC|HSY|MELI|PODD|RMD|SHOP,MELI|TTD|ZS,0.0
2019-08-30,normal,1.0,SCHD|VTV,BALL|BX|CMG|GNRC|HSY|KLAC|SBAC|SBUX|SHOP|WDC,BLDR|CVNA|PODD|SHOP|TER,0.0
2019-09-30,normal,1.0,IWD|SCHD,ETR|FER|HSY|KLAC|NOC|PDD|PODD|TDY|TGT|WEC,PDD|PODD|TER,0.0
2019-10-31,normal,1.0,SCHD|VTV,AIZ|DG|ETR|GNRC|KLAC|MAA|NEE|PDD|PHM|T,BIIB|PDD,0.0
2019-11-29,normal,1.0,SCHD|VTV,AAPL|ALNY|BLDR|GNRC|JBL|LRCX|NVDA|PSX|STT|TSLA,CVNA|DXCM|LITE|PODD|TSLA,0.0
2019-12-31,normal,1.0,SCHD|VTV,AAPL|ALNY|AMD|DXCM|FTNT|HUM|LITE|STT|SWKS|TSLA,AMD|CVNA|DXCM|LITE|TSLA,0.0
2020-01-31,normal,1.0,SCHD|VTV,AAPL|AMD|APO|BMY|DVA|DXCM|FTNT|PCG|TSLA|VICI,AMD|DXCM|MRNA|PODD|SHOP,0.0
2020-02-28,stress,0.5,IWD|SCHD,ALB|FER|GEN|MSCI|NVDA|PCG|REGN|SHOP|TSLA|XYZ,ALB|DXCM|MRNA|PCG|TSLA,0.5
2020-03-31,panic,0.2,,DPZ|DXCM|GEN|GILD|MRNA|MSCI|NFLX|NVDA|REGN|VRTX,,0.94
2020-04-30,stress,0.5,SCHD|VTV,AMZN|DXCM|EQT|GEN|MRNA|NEM|NFLX|REGN|SHOP|TSLA,DXCM|NEM|REGN|SHOP|TSLA,0.5
2020-05-29,normal,1.0,SCHD|VTV,DXCM|EQT|GEN|MRNA|NEM|PDD|REGN|SHOP|TSLA|ZS,DXCM|EQT|MRNA|SHOP|TSLA,0.0
2020-06-30,normal,1.0,IWD|SCHD,CRWD|DXCM|EBAY|MELI|MRNA|PDD|PYPL|SHOP|TSLA|ZS,MRNA|PDD|SHOP|TSLA|ZS,0.0
2020-07-31,normal,1.0,IWD|SCHD,CVNA|DDOG|EBAY|MELI|MRNA|PDD|SHOP|TSLA|XYZ|ZS,CVNA|DDOG|MRNA|PDD|TSLA,0.0
2020-08-31,normal,1.0,SCHD|VTV,AAPL|AMD|AMZN|CVNA|PDD|TSLA|UPS|WST|XYZ|ZS,CVNA|PDD|SHOP|XYZ|ZS,0.0
2020-09-30,normal,1.0,IWD|SCHD,AMD|BLDR|CVNA|FDX|GNRC|LOW|NVDA|TSLA|UPS|XYZ,AMD|BLDR|CVNA|TSLA|XYZ,0.0
