date,hold_end,winner_leg,loser_leg,WML_approx,n_winners,n_losers
2018-12-07,2019-01-09,-0.0007490717180253918,0.016563159892061856,-0.01731223161008725,45,45
2019-01-09,2019-02-08,0.04060021065246046,0.05820757291931455,-0.01760736226685409,45,45
2019-02-08,2019-03-12,0.02884463396733522,0.038318473488931,-0.009473839521595778,45,45
2019-03-12,2019-04-10,0.042482882123171396,0.06494825520130124,-0.02246537307812984,45,45
2019-04-10,2019-05-10,-0.011997673957492558,-0.049021372182853774,0.037023698225361217,45,45
2019-05-10,2019-06-11,0.0292379309783553,-0.05655891241905818,0.08579684339741347,45,45
2019-06-11,2019-07-11,0.036846260507910844,0.07371559631789397,-0.036869335809983125,45,45
2019-07-11,2019-08-09,0.007763335125155003,-0.09131257914856533,0.09907591427372034,45,45
2019-08-09,2019-09-10,-0.013159584205192653,0.06504456340193396,-0.07820414760712661,45,45
2019-09-10,2019-10-09,0.004403484957162412,-0.08785858080196816,0.09226206575913058,45,45
2019-10-09,2019-11-07,-0.009783793437252039,0.14650856316186028,-0.15629235659911234,45,45
2019-11-07,2019-12-09,0.01830164650324936,0.018605151464545375,-0.0003035049612960146,45,45
2019-12-09,2020-01-09,0.042451074880404775,0.07008273117290056,-0.02763165629249579,45,45
2020-01-09,2020-02-10,0.03172809260163572,-0.026871676753205575,0.05859976935484129,46,46
2020-02-10,2020-03-11,-0.17169498931875984,-0.29950668396149055,0.1278116946427307,46,46
2020-03-11,2020-04-09,-0.0038316081485457345,-0.029990122461461762,0.026158514312916027,46,46
2020-04-09,2020-05-11,0.07577323842112439,0.02066163978628709,0.055111598634837305,46,46
2020-05-11,2020-06-10,0.05845939694046052,0.293396814587407,-0.2349374176469465,46,46
2020-06-10,2020-07-10,0.05633489383067427,-0.15515923232803533,0.2114941261587096,46,46
2020-07-10,2020-08-10,0.02435661728679438,0.1298080738427437,-0.10545145655594933,46,46
2020-08-10,2020-09-09,0.0007003408802916519,-0.032800173553208224,0.03350051443349988,47,47
2020-09-09,2020-10-08,0.04559335624766241,0.019333404860001846,0.026259951387660567,47,47
2020-10-08,2020-11-06,0.072620423163238,-0.055807572398747576,0.1284279955619856,47,47
2020-11-06,2020-12-08,0.05467383424197241,0.4132017163247568,-0.35852788208278435,47,47
2020-12-08,2021-01-08,0.06776352395654525,0.022528376398843582,0.045235147557701666,47,47
2021-01-08,2021-02-09,0.030905966122208008,0.05197346597718471,-0.021067499854976704,47,47
2021-02-09,2021-03-11,-0.058215536130209786,0.17022947188957838,-0.22844500801978818,47,47
2021-03-11,2021-04-12,0.028454643440647645,-0.0054325476913095975,0.03388719113195724,47,47
2021-04-12,2021-05-11,-0.0008992539819275387,0.036411802599691324,-0.037311056581618866,47,47
2021-05-11,2021-06-10,0.04203243327937426,0.03246981383527698,0.009562619444097281,47,47
2021-06-10,2021-07-12,-0.0011621496554346175,-0.001048218067652489,-0.00011393158778212858,48,48
2021-07-12,2021-08-10,0.03905498153483313,0.00013568127966996404,0.038919300255163165,48,48
2021-08-10,2021-09-09,-0.006042762836053955,0.009157833229815502,-0.015200596065869458,48,48
2021-09-09,2021-10-08,-0.008998939181407012,-0.029474356178031725,0.020475416996624713,48,48
2021-10-08,2021-11-08,0.11742996509100667,0.022646829459484624,0.09478313563152205,48,48
2021-11-08,2021-12-08,-0.039758079145721395,-0.002529030813970365,-0.03722904833175103,48,48
2021-12-08,2022-01-07,0.022541656866193614,0.0426241393773438,-0.020082482511150187,48,48
2022-01-07,2022-02-08,-0.029557660404919223,-0.017223579093869183,-0.01233408131105004,48,48
2022-02-08,2022-03-10,-0.019194681394156175,-0.07732677571955295,0.058132094325396774,48,48
2022-03-10,2022-04-08,0.05939466560322784,0.039136519327680704,0.02025814627554714,48,48
2022-04-08,2022-05-10,-0.11460536553677975,-0.12171748350354612,0.007112117966766376,48,48
2022-05-10,2022-06-09,0.057079620617456826,0.04034696947477448,0.016732651142682346,48,48
2022-06-09,2022-07-12,-0.10266168583612809,-0.09088396481038294,-0.011777721025745147,49,49
2022-07-12,2022-08-10,0.08022967646259917,0.15967627382489877,-0.0794465973622996,49,49
2022-08-10,2022-09-09,0.034942592159563586,-0.032683750923261624,0.06762634308282521,49,49
2022-09-09,2022-10-10,-0.05052762734451071,-0.14344168402314594,0.09291405667863523,49,49
2022-10-10,2022-11-08,0.10871290354301255,0.06386880999014784,0.044844093552864714,49,49
2022-11-08,2022-12-08,-0.026696228050723542,0.05614147117793156,-0.0828376992286551,49,49
2022-12-08,2023-01-10,-0.004324074019724079,0.01976916349021454,-0.024093237509938616,49,49
2023-01-10,2023-02-09,-0.016104002864908366,0.14801872400553703,-0.1641227268704454,49,49
2023-02-09,2023-03-13,-0.03391577599949606,-0.10997999429762213,0.07606421829812607,49,49
2023-03-13,2023-04-12,0.042690816402772266,0.04773519549746747,-0.005044379094695205,49,49
2023-04-12,2023-05-11,-0.0031703714869936376,-0.01966533164976439,0.01649496016277075,49,49
2023-05-11,2023-06-12,0.023642219849970638,0.10090882236667191,-0.07726660251670127,49,49
2023-06-12,2023-07-13,0.042989171543796736,0.08824953943649037,-0.04526036789269364,49,49
2023-07-13,2023-08-11,-0.02273654357005384,-0.0055411199508650635,-0.017195423619188775,49,49
2023-08-11,2023-09-12,-0.010990823924164691,-0.04519624601666863,0.034205422092503934,49,49
2023-09-12,2023-10-11,-0.02485792938059482,-0.05265314363782406,0.027795214257229237,49,49
2023-10-11,2023-11-09,-0.00345291802083401,-0.06988335455612693,0.06643043653529292,49,49
2023-11-09,2023-12-11,0.11011677886311577,0.14634621608756207,-0.0362294372244463,49,49
2023-12-11,2024-01-11,0.04349860050592177,0.04587303675733284,-0.002374436251411073,49,49
2024-01-11,2024-02-12,0.07868181734821215,-0.01396713034737592,0.09264894769558807,49,49
2024-02-12,2024-03-13,0.013594167172614066,0.027701980232849893,-0.014107813060235827,49,49
2024-03-13,2024-04-12,-0.0026559862720154782,-0.0257906382401844,0.023134651968168923,49,49
2024-04-12,2024-05-13,0.002269022287865965,0.05101702800753409,-0.04874800571966813,49,49
2024-05-13,2024-06-12,0.04515691962024443,-0.028035173348238136,0.07319209296848256,49,49
2024-06-12,2024-07-15,0.02378945054047716,0.008469076578354157,0.015320373962123003,50,50
2024-07-15,2024-08-13,-0.04255219537784677,-0.022541715454227392,-0.020010479923619377,50,50
2024-08-13,2024-09-12,0.0014764703302560412,0.022212130193149333,-0.02073565986289329,50,50
2024-09-12,2024-10-11,0.0991824019302194,0.05877033055373812,0.040412071376481284,50,50
2024-10-11,2024-11-11,0.03125895157569492,0.002937913285969189,0.028321038289725733,50,50
2024-11-11,2024-12-11,-0.007915388057168038,0.03285225772513306,-0.0407676457823011,50,50
2024-12-11,2025-01-14,-0.01215571907200722,-0.04521866146038921,0.03306294238838199,50,50
2025-01-14,2025-02-13,0.061508051378529965,-0.0011765299611113478,0.06268458133964132,50,50
2025-02-13,2025-03-17,-0.13004027718020184,-0.022386938852409055,-0.10765333832779278,50,50
2025-03-17,2025-04-15,-0.04383576231423481,-0.12289312962578139,0.07905736731154658,50,50
2025-04-15,2025-05-15,0.11288840983991554,0.1373491687268142,-0.02446075888689868,50,50
2025-05-15,2025-06-16,0.009507334848491446,0.03877506330961257,-0.029267728461121124,50,50
2025-06-16,2025-07-17,0.033168779518600325,0.0377133702224543,-0.004544590703853976,50,50
2025-07-17,2025-08-15,0.021031406427111047,0.009383409745262854,0.011647996681848193,50,50
2025-08-15,2025-09-16,0.050539472497772985,0.020125383980629033,0.03041408851714395,50,50
2025-09-16,2025-10-15,0.014391383843584715,-0.010294496027630013,0.024685879871214726,51,51
2025-10-15,2025-11-13,-0.027188417538271663,-0.029223833775818966,0.002035416237547303,51,51
2025-11-13,2025-12-15,0.04466753378378389,0.06197393213691692,-0.01730639835313303,51,51
2025-12-15,2025-12-30,0.010017506956273743,-0.0038646879321328287,0.013882194888406571,50,50
