Date,XLU
2000-05-24,5.661628723144531
2000-05-25,5.566795349121094
2000-05-26,5.677437782287598
2000-05-30,5.718531131744385
2000-05-31,5.750144004821777
2000-06-01,5.791237831115723
2000-06-02,5.772273063659668
2000-06-05,5.639504909515381
2000-06-06,5.772273063659668
2000-06-07,5.794396877288818
2000-06-08,5.829168319702148
2000-06-09,5.901876926422119
2000-06-12,5.876588821411133
2000-06-13,6.003036975860596
2000-06-14,5.977745056152344
2000-06-15,5.946134090423584
2000-06-16,5.879705429077148
2000-06-19,5.97526216506958
2000-06-20,5.911557197570801
2000-06-21,5.930668830871582
2000-06-22,5.892448425292969
2000-06-23,5.911557197570801
2000-06-26,5.892448425292969
2000-06-27,5.733190536499023
2000-06-28,5.780966281890869
2000-06-29,5.688596725463867
2000-06-30,5.55482816696167
2000-07-03,5.720452308654785
2000-07-05,5.771412372589111
2000-07-06,5.777783393859863
2000-07-07,5.83829927444458
2000-07-10,5.83829927444458
2000-07-11,5.784152984619141
2000-07-12,5.809635162353516
2000-07-13,5.835111618041992
2000-07-14,5.755488395690918
2000-07-17,5.707709312438965
2000-07-18,5.68541145324707
2000-07-19,5.742743968963623
2000-07-20,5.650378704071045
2000-07-21,5.707709312438965
2000-07-24,5.688596725463867
2000-07-25,5.736376762390137
2000-07-26,5.682230472564697
2000-07-27,5.659935474395752
2000-07-28,5.624897480010986
2000-07-31,5.64082145690918
2000-08-01,5.765041828155518
2000-08-02,5.860593318939209
2000-08-03,5.870150089263916
2000-08-04,5.83829927444458
2000-08-07,5.95296049118042
2000-08-08,5.796894073486328
2000-08-09,5.70452356338501
2000-08-10,5.70452356338501
2000-08-11,5.768228530883789
2000-08-14,5.803263187408447
2000-08-15,5.8414835929870605
2000-08-16,5.758669853210449
2000-08-17,5.682230472564697
2000-08-18,5.7140793800354
2000-08-21,5.752302646636963
2000-08-22,5.682230472564697
2000-08-23,5.726820945739746
2000-08-24,5.7140793800354
2000-08-25,5.707709312438965
2000-08-28,5.809635162353516
2000-08-29,5.758669853210449
2000-08-30,5.816007137298584
2000-08-31,5.860593318939209
2000-09-01,5.930668830871582
2000-09-05,5.95296049118042
2000-09-06,6.026220321655273
2000-09-07,6.026220321655273
2000-09-08,6.217327117919922
2000-09-11,6.36065673828125
2000-09-12,6.344730854034424
2000-09-13,6.300139904022217
2000-09-14,6.217327117919922
2000-09-15,6.2753400802612305
2000-09-18,6.236802101135254
2000-09-19,6.134031295776367
2000-09-20,6.024841785430908
2000-09-21,6.06980037689209
2000-09-22,6.223954677581787
2000-09-25,6.268918991088867
2000-09-26,6.35883903503418
2000-09-27,6.333146095275879
2000-09-28,6.538687229156494
2000-09-29,6.635032653808594
2000-10-02,6.673570156097412
2000-10-03,6.5900726318359375
2000-10-04,6.5900726318359375
2000-10-05,6.647878170013428
2000-10-06,6.6157636642456055
2000-10-09,6.6157636642456055
2000-10-10,6.602914810180664
2000-10-11,6.500147342681885
2000-10-12,6.410227298736572
2000-10-13,6.506569862365723
2000-10-16,6.545109748840332
2000-10-17,6.631823539733887
2000-10-18,6.577226161956787
2000-10-19,6.545109748840332
2000-10-20,6.509781360626221
2000-10-23,6.647878170013428
2000-10-24,6.6189727783203125
2000-10-25,6.577226161956787
2000-10-26,6.554747104644775
2000-10-27,6.705684185028076
2000-10-30,6.965821743011475
2000-10-31,7.020416736602783
2000-11-01,6.978667736053467
2000-11-02,6.981879234313965
2000-11-03,6.949763298034668
2000-11-06,6.91764497756958
2000-11-07,6.9272847175598145
2000-11-08,6.962609767913818
2000-11-09,7.001147747039795
2000-11-10,7.013990879058838
2000-11-13,7.046104431152344
2000-11-14,6.924073219299316
2000-11-15,6.91764497756958
2000-11-16,6.997933387756348
2000-11-17,6.891958713531494
2000-11-20,6.959400177001953
2000-11-21,6.891958713531494
2000-11-22,6.943340301513672
2000-11-24,6.930492877960205
2000-11-27,6.882320880889893
2000-11-28,6.981879234313965
2000-11-29,7.026836395263672
2000-11-30,7.017205238342285
2000-12-01,6.882320880889893
2000-12-04,6.956186771392822
2000-12-05,7.001147747039795
2000-12-06,7.026836395263672
2000-12-07,7.023627281188965
2000-12-08,6.853416442871094
2000-12-11,6.872683525085449
2000-12-12,6.891958713531494
2000-12-13,7.062166213989258
2000-12-14,7.020416736602783
2000-12-15,6.959720611572266
2000-12-18,6.9475178718566895
2000-12-19,6.706375598907471
2000-12-20,6.644458293914795
2000-12-21,6.605356216430664
2000-12-22,6.709634304046631
2000-12-26,6.898635387420654
2000-12-27,6.898635387420654
2000-12-28,6.843240261077881
2000-12-29,6.921451568603516
2001-01-02,6.817171573638916
2001-01-03,6.673791885375977
2001-01-04,6.569511413574219
2001-01-05,6.504334926605225
2001-01-08,6.602095603942871
2001-01-09,6.631428241729736
2001-01-10,6.615132808685303
2001-01-11,6.461974143981934
2001-01-12,6.510854244232178
2001-01-16,6.406578063964844
2001-01-17,6.422871112823486
2001-01-18,6.536925315856934
2001-01-19,6.517372131347656
2001-01-22,6.504334926605225
2001-01-23,6.497818946838379
2001-01-24,6.507598876953125
2001-01-25,6.553220272064209
2001-01-26,6.491302967071533
2001-01-29,6.592453479766846
2001-01-30,6.592453479766846
2001-01-31,6.531970024108887
2001-02-01,6.611220359802246
2001-02-02,6.5382256507873535
2001-02-05,6.586196422576904
2001-02-06,6.625821113586426
2001-02-07,6.627908229827881
2001-02-08,6.68630313873291
2001-02-09,6.677959442138672
2001-02-12,6.6842169761657715
2001-02-13,6.740527629852295
2001-02-14,6.627908229827881
2001-02-15,6.638332843780518
2001-02-16,6.675877571105957
2001-02-20,6.707158088684082
2001-02-21,6.627908229827881
2001-02-22,6.698816299438477
2001-02-23,6.661276340484619
2001-02-26,6.736354351043701
2001-02-27,6.744696617126465
2001-02-28,6.667530536651611
2001-03-01,6.594537258148193
2001-03-02,6.611220359802246
2001-03-05,6.5987091064453125
2001-03-06,6.590364456176758
2001-03-07,6.55908203125
2001-03-08,6.682131290435791
2001-03-09,6.565340518951416
2001-03-12,6.6404194831848145
2001-03-13,6.486086845397949
2001-03-14,6.26293420791626
2001-03-15,6.373470306396484
2001-03-16,6.322009086608887
2001-03-19,6.401821613311768
2001-03-20,6.309406280517578
2001-03-21,6.1686859130859375
2001-03-22,6.090973854064941
2001-03-23,6.080472469329834
2001-03-26,6.2821044921875
2001-03-27,6.513138294219971
2001-03-28,6.374518394470215
2001-03-29,6.523642063140869
2001-03-30,6.571949005126953
2001-04-02,6.592951774597168
2001-04-03,6.561450481414795
2001-04-04,6.58665132522583
2001-04-05,6.542547702789307
2001-04-06,6.4207234382629395
2001-04-09,6.561450481414795
2001-04-10,6.697969436645508
2001-04-11,6.607658386230469
2001-04-12,6.60345458984375
2001-04-16,6.708475112915039
2001-04-17,6.86389684677124
2001-04-18,6.721073627471924
2001-04-19,6.733678340911865
2001-04-20,6.653862953186035
2001-04-23,6.668563365936279
2001-04-24,6.700069904327393
2001-04-25,6.817688465118408
2001-04-26,6.878596782684326
2001-04-27,6.8827972412109375
2001-04-30,6.889102935791016
2001-05-01,6.954211711883545
2001-05-02,6.865996837615967
2001-05-03,6.77778434753418
2001-05-04,6.847091197967529
2001-05-07,6.8827972412109375
2001-05-08,6.784084796905518
2001-05-09,6.794584274291992
2001-05-10,6.7987847328186035
2001-05-11,6.8029866218566895
2001-05-14,6.893299102783203
2001-05-15,6.847091197967529
2001-05-16,6.994117259979248
2001-05-17,6.952106952667236
2001-05-18,6.994117259979248
2001-05-21,7.019319534301758
2001-05-22,6.994117259979248
2001-05-23,6.992016792297363
2001-05-24,6.973114490509033
2001-05-25,6.86389684677124
2001-05-29,6.859694957733154
2001-05-30,6.830289363861084
2001-05-31,6.937410831451416
2001-06-01,6.878596782684326
2001-06-04,6.8827972412109375
2001-06-05,6.781981945037842
2001-06-06,6.72737455368042
2001-06-07,6.670661926269531
2001-06-08,6.695868968963623
2001-06-11,6.758881568908691
2001-06-12,6.817688465118408
2001-06-13,6.676962375640869
2001-06-14,6.479536056518555
2001-06-15,6.519515514373779
2001-06-18,6.527975559234619
2001-06-19,6.5533623695373535
2001-06-20,6.570283889770508
2001-06-21,6.398936748504639
2001-06-22,6.4708638191223145
2001-06-25,6.394710063934326
2001-06-26,6.489900588989258
2001-06-27,6.504708290100098
2001-06-28,6.519515514373779
2001-06-29,6.589323043823242
2001-07-02,6.60836124420166
2001-07-03,6.625283241271973
2001-07-05,6.680285930633545
2001-07-06,6.673936367034912
2001-07-09,6.7352824211120605
2001-07-10,6.745857238769531
2001-07-11,6.777585506439209
2001-07-12,6.707781791687012
2001-07-13,6.690857887268066
2001-07-16,6.73739767074585
2001-07-17,6.747971534729004
2001-07-18,6.678164958953857
2001-07-19,6.720472812652588
2001-07-20,6.578746795654297
2001-07-23,6.398936748504639
2001-07-24,6.21490478515625
2001-07-25,6.489900588989258
2001-07-26,6.513169288635254
2001-07-27,6.508937358856201
2001-07-30,6.582974433898926
2001-07-31,6.530093669891357
2001-08-01,6.606247425079346
2001-08-02,6.595670700073242
2001-08-03,6.57663106918335
2001-08-06,6.449708938598633
2001-08-07,6.50047492980957
2001-08-08,6.371438980102539
2001-08-09,6.38201904296875
2001-08-10,6.506824970245361
2001-08-13,6.434901237487793
2001-08-14,6.434901237487793
2001-08-15,6.35451602935791
2001-08-16,6.4243245124816895
2001-08-17,6.346057415008545
2001-08-20,6.396823406219482
2001-08-21,6.398936748504639
2001-08-22,6.388365268707275
2001-08-23,6.373556137084961
2001-08-24,6.417980670928955
2001-08-27,6.434901237487793
2001-08-28,6.405284404754639
2001-08-29,6.367209434509277
2001-08-30,6.293172359466553
2001-08-31,6.297402858734131
2001-09-04,6.362979412078857
2001-09-05,6.3249030113220215
2001-09-06,6.276251792907715
2001-09-07,6.267787933349609
2001-09-10,6.371438980102539
2001-09-17,6.31432580947876
2001-09-18,6.35874605178833
2001-09-19,6.310097694396973
2001-09-20,6.390479564666748
2001-09-21,6.209503650665283
2001-09-24,6.2308149337768555
2001-09-25,6.324612617492676
2001-09-26,6.173263072967529
2001-09-27,6.096524715423584
2001-09-28,6.237215042114258
2001-10-01,6.290501594543457
2001-10-02,6.358719348907471
2001-10-03,6.426928520202637
2001-10-04,6.362979888916016
2001-10-05,6.375772476196289
2001-10-08,6.435461521148682
2001-10-09,6.403481483459473
2001-10-10,6.416269779205322
2001-10-11,6.322475910186768
2001-10-12,6.279845714569092
2001-10-15,6.2691874504089355
2001-10-16,6.316084861755371
2001-10-17,6.309689998626709
2001-10-18,6.188185214996338
2001-10-19,6.294770240783691
2001-10-22,6.175397872924805
2001-10-23,6.017650604248047
2001-10-24,5.964363098144531
2001-10-25,6.004861354827881
2001-10-26,6.024049282073975
2001-10-29,6.0133891105651855
2001-10-30,5.923861026763916
2001-10-31,5.908937931060791
2001-11-01,5.957969665527344
2001-11-02,5.981415271759033
2001-11-05,6.038967609405518
2001-11-06,6.064549922943115
2001-11-07,5.9856767654418945
2001-11-08,6.066680431365967
2001-11-09,6.105053901672363
2001-11-12,6.08373498916626
2001-11-13,6.079472541809082
2001-11-14,6.015520095825195
2001-11-15,6.004861354827881
2001-11-16,6.0688090324401855
2001-11-19,6.053890705108643
2001-11-20,6.066680431365967
2001-11-21,6.02191686630249
2001-11-23,6.015520095825195
2001-11-26,6.02191686630249
2001-11-27,5.940915584564209
2001-11-28,5.862041473388672
2001-11-29,5.859912395477295
2001-11-30,5.834333896636963
2001-12-03,5.844989776611328
2001-12-04,5.911071300506592
2001-12-05,5.953701972961426
2001-12-06,5.898281097412109
2001-12-07,5.9046759605407715
2001-12-10,5.864172458648682
2001-12-11,5.770380020141602
2001-12-12,5.834333896636963
2001-12-13,5.82793664932251
2001-12-14,5.787435054779053
2001-12-17,5.813015460968018
2001-12-18,5.866306781768799
2001-12-19,5.992072582244873
2001-12-20,5.962228775024414
2001-12-21,5.920341968536377
2001-12-24,5.967600345611572
2001-12-26,5.961155891418457
2001-12-27,6.0406413078308105
2001-12-28,6.019155502319336
2001-12-31,6.021304607391357
2002-01-02,6.107231140136719
2002-01-03,6.139455318450928
2002-01-04,6.111527442932129
2002-01-07,6.117971420288086
2002-01-08,6.042785167694092
2002-01-09,5.989081859588623
2002-01-10,6.036341667175293
2002-01-11,5.978341579437256
2002-01-14,6.034194469451904
2002-01-15,6.036341667175293
2002-01-16,6.010563850402832
2002-01-17,5.9504170417785645
2002-01-18,5.939674377441406
2002-01-22,5.810783386230469
2002-01-23,5.896711349487305
2002-01-24,5.883822917938232
2002-01-25,5.847301006317139
2002-01-28,5.847301006317139
2002-01-29,5.77211856842041
2002-01-30,5.76567268371582
2002-01-31,5.804337978363037
2002-02-01,5.8172287940979
2002-02-04,5.757081508636475
2002-02-05,5.679746627807617
2002-02-06,5.565891265869141
2002-02-07,5.645376682281494
2002-02-08,5.675450801849365
2002-02-11,5.714118003845215
2002-02-12,5.714118003845215
2002-02-13,5.748490333557129
2002-02-14,5.761375904083252
2002-02-15,5.750634670257568
2002-02-19,5.651820659637451
2002-02-20,5.7227067947387695
2002-02-21,5.60885763168335
2002-02-22,5.686192035675049
2002-02-25,5.750634670257568
2002-02-26,5.744190216064453
2002-02-27,5.782858848571777
2002-02-28,5.793599605560303
2002-03-01,5.918192386627197
2002-03-04,5.989081859588623
2002-03-05,5.993380069732666
2002-03-06,6.111527442932129
2002-03-07,6.075010776519775
2002-03-08,6.057823657989502
2002-03-11,6.077157020568848
2002-03-12,6.014861106872559
2002-03-13,6.014861106872559
2002-03-14,5.993380069732666
2002-03-15,6.044051170349121
2002-03-18,6.072206020355225
2002-03-19,6.100358009338379
2002-03-20,6.0635457038879395
2002-03-21,6.128509521484375
2002-03-22,6.057046890258789
2002-03-25,6.065709114074707
2002-03-26,6.0332255363464355
2002-03-27,6.0483808517456055
2002-03-28,6.102518081665039
2002-04-01,6.039720058441162
2002-04-02,6.074371337890625
2002-04-03,6.074371337890625
2002-04-04,6.083032131195068
2002-04-05,6.050548076629639
2002-04-08,6.007238864898682
2002-04-09,5.879467964172363
2002-04-10,6.0029072761535645
2002-04-11,5.823164939880371
2002-04-12,5.86214542388916
2002-04-15,5.7711944580078125
2002-04-16,5.911950588226318
2002-04-17,5.942269802093506
2002-04-18,5.927113056182861
2002-04-19,5.875138282775879
2002-04-22,5.786352157592773
2002-04-23,5.8145012855529785
2002-04-24,5.829662799835205
2002-04-25,5.790682315826416
2002-04-26,5.697566032409668
2002-04-29,5.613107204437256
2002-04-30,5.732214450836182
2002-05-01,5.786352157592773
2002-05-02,5.74953556060791
2002-05-03,5.717052936553955
2002-05-06,5.686735153198242
2002-05-07,5.630431652069092
2002-05-08,5.710556983947754
2002-05-09,5.6629157066345215
2002-05-10,5.532981872558594
2002-05-13,5.6001152992248535
2002-05-14,5.684569358825684
2002-05-15,5.65425443649292
2002-05-16,5.675909042358398
2002-05-17,5.621769428253174
2002-05-20,5.652085304260254
2002-05-21,5.693235397338867
2002-05-22,5.795014381408691
2002-05-23,5.898961067199707
2002-05-24,5.838324546813965
2002-05-28,5.879467964172363
2002-05-29,5.782020092010498
2002-05-30,5.727880954742432
2002-05-31,5.684569358825684
2002-06-03,5.554636478424072
2002-06-04,5.574128150939941
2002-06-05,5.552473545074463
2002-06-06,5.390055179595947
2002-06-07,5.45285701751709
2002-06-10,5.472346305847168
2002-06-11,5.381392955780029
2002-06-12,5.4918365478515625
2002-06-13,5.4853410720825195
2002-06-14,5.416043758392334
2002-06-17,5.537313938140869
2002-06-18,5.578456401824951
2002-06-19,5.424705505371094
2002-06-20,5.359739303588867
2002-06-21,5.3787617683410645
2002-06-24,5.289113998413086
2002-06-25,5.254132270812988
2002-06-26,5.199469566345215
2002-06-27,5.195097923278809
2002-06-28,5.302234649658203
2002-07-01,5.19290828704834
2002-07-02,5.083583831787109
2002-07-03,5.052970886230469
2002-07-05,5.112009525299072
2002-07-08,5.046414375305176
2002-07-09,4.913039684295654
2002-07-10,4.635356903076172
2002-07-11,4.797154903411865
2002-07-12,4.617865562438965
2002-07-15,4.690014362335205
2002-07-16,4.552268028259277
2002-07-17,4.466993808746338
2002-07-18,4.362043380737305
2002-07-19,4.117157459259033
2002-07-22,4.016578197479248
2002-07-23,3.703911066055298
2002-07-24,4.034068584442139
2002-07-25,4.154327392578125
2002-07-26,4.099664688110352
2002-07-29,4.165258407592773
2002-07-30,4.504166603088379
2002-07-31,4.5216593742370605
2002-08-01,4.456063747406006
2002-08-02,4.368600845336914
2002-08-05,4.292077541351318
2002-08-06,4.469182968139648
2002-08-07,4.50197696685791
2002-08-08,4.5850677490234375
2002-08-09,4.595998764038086
2002-08-12,4.674713611602783
2002-08-13,4.545710563659668
2002-08-14,4.68345832824707
2002-08-15,4.692203998565674
2002-08-16,4.617865562438965
2002-08-19,4.690014362335205
2002-08-20,4.676898002624512
2002-08-21,4.821207046508789
2002-08-22,4.91959810256958
2002-08-23,4.843071937561035
2002-08-26,4.91959810256958
2002-08-27,4.871496677398682
2002-08-28,4.840884208679199
2002-08-29,4.773103713989258
2002-08-30,4.700949192047119
2002-09-03,4.5719451904296875
2002-09-04,4.543525218963623
2002-09-05,4.530403137207031
2002-09-06,4.530403137207031
2002-09-09,4.5216593742370605
2002-09-10,4.4188923835754395
2002-09-11,4.423264980316162
2002-09-12,4.30956506729126
2002-09-13,4.372974872589111
2002-09-16,4.322686672210693
2002-09-17,4.165258407592773
2002-09-18,4.303009033203125
2002-09-19,4.21336030960083
2002-09-20,4.1142144203186035
2002-09-23,4.005770683288574
2002-09-24,3.8751964569091797
2002-09-25,3.9902775287628174
2002-09-26,4.147410869598389
2002-09-27,4.0765910148620605
2002-09-30,4.131917953491211
2002-10-01,4.198314666748047
2002-10-02,4.072164058685303
2002-10-03,4.050034046173096
2002-10-04,3.8641300201416016
2002-10-07,3.828720808029175
2002-10-08,3.684866428375244
2002-10-09,3.3706002235412598
2002-10-10,3.5985543727874756
2002-10-11,3.647243022918701
2002-10-14,3.6406033039093018
2002-10-15,3.651669502258301
2002-10-16,3.5255215167999268
2002-10-17,3.585275888442993
2002-10-18,3.616259813308716
2002-10-21,3.828720808029175
2002-10-22,3.7800302505493164
2002-10-23,3.848637580871582
2002-10-24,3.85084867477417
2002-10-25,3.906179189682007
2002-10-28,3.9836392402648926
2002-10-29,3.9570813179016113
2002-10-30,4.045608997344971
2002-10-31,4.036754608154297
2002-11-01,4.056674480438232
2002-11-04,4.20274019241333
2002-11-05,4.20274019241333
2002-11-06,4.291265964508057
2002-11-07,4.092082500457764
2002-11-08,3.965933084487915
2002-11-11,3.9216723442077637
2002-11-12,3.848637580871582
2002-11-13,3.872981548309326
2002-11-14,3.959293842315674
2002-11-15,4.016836166381836
2002-11-18,4.005770683288574
2002-11-19,4.027902603149414
2002-11-20,4.025688171386719
2002-11-21,4.094296455383301
2002-11-22,4.209379196166992
2002-11-25,4.218231678009033
2002-11-26,4.112002849578857
2002-11-27,4.136345863342285
2002-11-29,4.154052257537842
2002-12-02,4.092082500457764
2002-12-03,4.136345863342285
2002-12-04,4.043395042419434
2002-12-05,4.03011417388916
2002-12-06,4.025688171386719
2002-12-09,4.081016540527344
2002-12-10,4.112002849578857
2002-12-11,4.149622917175293
2002-12-12,4.162903785705566
2002-12-13,4.204951286315918
2002-12-16,4.271345138549805
2002-12-17,4.275771141052246
2002-12-18,4.262495994567871
2002-12-19,4.266921043395996
2002-12-20,4.311039447784424
2002-12-23,4.293121814727783
2002-12-24,4.275205612182617
2002-12-26,4.3020806312561035
2002-12-27,4.286403179168701
2002-12-30,4.297603607177734
2002-12-31,4.2886433601379395
2003-01-02,4.389420509338379
2003-01-03,4.43420934677124
2003-01-06,4.633527755737305
2003-01-07,4.532748222351074
2003-01-08,4.56410551071167
2003-01-09,4.541706085205078
2003-01-10,4.541706085205078
2003-01-13,4.44541072845459
2003-01-14,4.454367160797119
2003-01-15,4.440929412841797
2003-01-16,4.43420934677124
2003-01-17,4.4140543937683105
2003-01-21,4.322235584259033
2003-01-22,4.284163475036621
2003-01-23,4.362547874450684
2003-01-24,4.2505717277526855
2003-01-27,4.087087631225586
2003-01-28,4.210261821746826
2003-01-29,4.2080230712890625
2003-01-30,4.140836238861084
2003-01-31,4.187865257263184
2003-02-03,4.201303482055664
2003-02-04,4.18114709854126
2003-02-05,4.118441581726074
2003-02-06,4.080370903015137
2003-02-07,4.008706092834473
2003-02-10,4.022143840789795
2003-02-11,3.9549572467803955
2003-02-12,3.8183481693267822
2003-02-13,3.8720967769622803
2003-02-14,3.9370431900024414
2003-02-18,3.9795947074890137
2003-02-19,3.981832981109619
2003-02-20,3.9795947074890137
2003-02-21,4.031100273132324
2003-02-24,4.004227161407471
2003-02-25,4.031100273132324
2003-02-26,3.9616785049438477
2003-02-27,3.968395709991455
2003-02-28,3.963916778564453
2003-03-03,3.9907898902893066
2003-03-04,3.966156005859375
2003-03-05,4.006465435028076
2003-03-06,4.006465435028076
2003-03-07,4.019904613494873
2003-03-10,3.925844192504883
2003-03-11,3.919126033782959
2003-03-12,3.925844192504883
2003-03-13,3.995270252227783
2003-03-14,4.010946273803711
2003-03-17,4.100525856018066
2003-03-18,4.147556304931641
2003-03-19,4.125160217285156
2003-03-20,4.172191143035889
2003-03-21,4.241677284240723
2003-03-24,4.13755989074707
2003-03-25,4.194144248962402
2003-03-26,4.157930374145508
2003-03-27,4.1783013343811035
2003-03-28,4.185090065002441
2003-03-31,4.16472053527832
2003-04-01,4.194144248962402
2003-04-02,4.196409702301025
2003-04-03,4.180563449859619
2003-04-04,4.232624530792236
2003-04-07,4.232624530792236
2003-04-08,4.205463409423828
2003-04-09,4.196409702301025
2003-04-10,4.232624530792236
2003-04-11,4.219041347503662
2003-04-14,4.273365020751953
2003-04-15,4.327685832977295
2003-04-16,4.323160171508789
2003-04-17,4.332213878631592
2003-04-21,4.3729567527771
2003-04-22,4.43406867980957
2003-04-23,4.43406867980957
2003-04-24,4.4748101234436035
2003-04-25,4.463494777679443
2003-04-28,4.524606704711914
2003-04-29,4.531397342681885
2003-04-30,4.524606704711914
2003-05-01,4.463494777679443
2003-05-02,4.49970817565918
2003-05-05,4.517815589904785
2003-05-06,4.511026859283447
2003-05-07,4.504235744476318
2003-05-08,4.497443675994873
2003-05-09,4.526871204376221
2003-05-12,4.560822010040283
2003-05-13,4.569873809814453
2003-05-14,4.590244293212891
2003-05-15,4.660411357879639
2003-05-16,4.757741451263428
2003-05-19,4.683045387268066
2003-05-20,4.703418731689453
2003-05-21,4.692101001739502
2003-05-22,4.775846004486084
2003-05-23,4.956921577453613
2003-05-27,5.029352188110352
2003-05-28,5.006719589233398
2003-05-29,4.932024955749512
2003-05-30,4.981819152832031
2003-06-02,5.02482795715332
2003-06-03,5.045196533203125
2003-06-04,5.115362167358398
2003-06-05,5.056515693664551
2003-06-06,5.002192497253418
2003-06-09,4.997663497924805
2003-06-10,5.020297527313232
2003-06-11,5.05877685546875
2003-06-12,5.119889736175537
2003-06-13,5.051985740661621
2003-06-16,5.149316310882568
2003-06-17,5.124416351318359
2003-06-18,5.149316310882568
2003-06-19,5.165158748626709
2003-06-20,5.140732288360596
2003-06-23,5.085947513580322
2003-06-24,5.053989887237549
2003-06-25,5.044857501983643
2003-06-26,5.092794895172119
2003-06-27,5.026597499847412
2003-06-30,5.049424171447754
2003-07-01,5.015181541442871
2003-07-02,5.051706790924072
2003-07-03,5.022030353546143
2003-07-07,5.031161308288574
2003-07-08,4.992353916168213
2003-07-09,4.955831527709961
2003-07-10,4.8668012619018555
2003-07-11,4.89647912979126
2003-07-14,4.889633655548096
2003-07-15,4.79375696182251
2003-07-16,4.7138590812683105
2003-07-17,4.702446937561035
2003-07-18,4.775494575500488
2003-07-21,4.707013130187988
2003-07-22,4.7869062423706055
2003-07-23,4.75723123550415
2003-07-24,4.754949569702148
2003-07-25,4.79375696182251
2003-07-28,4.759515285491943
2003-07-29,4.73897123336792
2003-07-30,4.70473051071167
2003-07-31,4.711576461791992
2003-08-01,4.691032409667969
2003-08-04,4.691032409667969
2003-08-05,4.617983818054199
2003-08-06,4.645379543304443
2003-08-07,4.688750743865967
2003-08-08,4.711576461791992
2003-08-11,4.711576461791992
2003-08-12,4.775494575500488
2003-08-13,4.72983980178833
2003-08-14,4.748103141784668
2003-08-15,4.73897123336792
2003-08-18,4.7275567054748535
2003-08-19,4.732122421264648
2003-08-20,4.777777671813965
2003-08-21,4.796040058135986
2003-08-22,4.72983980178833
2003-08-25,4.752666473388672
2003-08-26,4.766361713409424
2003-08-27,4.782344818115234
2003-08-28,4.79375696182251
2003-08-29,4.805168628692627
2003-09-02,4.894197463989258
2003-09-03,4.910175323486328
2003-09-04,4.912458896636963
2003-09-05,4.9033284187316895
2003-09-08,4.939853191375732
2003-09-09,4.928437232971191
