Date,SPY
2000-01-03,91.36759948730469
2000-01-04,87.79447937011719
2000-01-05,87.95157623291016
2000-01-06,86.5380630493164
2000-01-07,91.5638198852539
2000-01-10,91.87796783447266
2000-01-11,90.77854919433594
2000-01-12,89.87548065185547
2000-01-13,91.09265899658203
2000-01-14,92.32953643798828
2000-01-18,91.6031723022461
2000-01-19,92.34915161132812
2000-01-20,90.93566131591797
2000-01-21,90.73928833007812
2000-01-24,88.16747283935547
2000-01-25,89.16871643066406
2000-01-26,88.4620132446289
2000-01-27,88.10862731933594
2000-01-28,85.360107421875
2000-01-31,87.6766586303711
2000-02-01,88.54051971435547
2000-02-02,88.6190414428711
2000-02-03,89.95403289794922
2000-02-04,89.58101654052734
2000-02-07,89.44357299804688
2000-02-08,90.66080474853516
2000-02-09,88.75650024414062
2000-02-10,88.9331283569336
2000-02-11,87.12699890136719
2000-02-14,87.637451171875
2000-02-15,88.62887573242188
2000-02-16,87.32331848144531
2000-02-17,86.87183380126953
2000-02-18,85.00675964355469
2000-02-22,84.7907943725586
2000-02-23,85.79202270507812
2000-02-24,84.06441497802734
2000-02-25,83.76011657714844
2000-02-28,85.51717376708984
2000-02-29,86.34172058105469
2000-03-01,86.9699478149414
2000-03-02,87.02883911132812
2000-03-03,88.6583023071289
2000-03-06,87.79447937011719
2000-03-07,86.0963134765625
2000-03-08,85.98834228515625
2000-03-09,88.50122833251953
2000-03-10,88.03009796142578
2000-03-13,87.06812286376953
2000-03-14,85.831298828125
2000-03-15,87.83375549316406
2000-03-16,91.93684387207031
2000-03-17,92.54446411132812
2000-03-20,92.07207489013672
2000-03-21,93.96158599853516
2000-03-22,94.53236389160156
2000-03-23,96.14631652832031
2000-03-24,96.7170639038086
2000-03-27,95.69363403320312
2000-03-28,95.14249420166016
2000-03-29,95.24090576171875
2000-03-30,93.64663696289062
2000-03-31,94.7094955444336
2000-04-03,95.26061248779297
2000-04-04,94.55207824707031
2000-04-05,93.96158599853516
2000-04-06,94.7783432006836
2000-04-07,95.37867736816406
2000-04-10,95.00472259521484
2000-04-11,94.72915649414062
2000-04-12,92.13117218017578
2000-04-13,90.85183715820312
2000-04-14,85.65580749511719
2000-04-17,88.64747619628906
2000-04-18,90.98966217041016
2000-04-19,90.14330291748047
2000-04-20,90.5762939453125
2000-04-24,89.59217071533203
2000-04-25,93.31208038330078
2000-04-26,92.25916290283203
2000-04-27,91.95401763916016
2000-04-28,91.38321685791016
2000-05-01,92.62322998046875
2000-05-02,90.77310943603516
2000-05-03,88.64747619628906
2000-05-04,89.31661224365234
2000-05-05,90.39916229248047
2000-05-08,89.72010803222656
2000-05-09,89.00172424316406
2000-05-10,86.99415588378906
2000-05-11,88.98206329345703
2000-05-12,89.94644927978516
2000-05-15,91.50129699707031
2000-05-16,92.38703155517578
2000-05-17,91.4225845336914
2000-05-18,90.3007583618164
2000-05-19,88.8836441040039
2000-05-22,88.21443176269531
2000-05-23,86.91545867919922
2000-05-24,88.33253479003906
2000-05-25,86.8170394897461
2000-05-26,86.91545867919922
2000-05-30,89.74964904785156
2000-05-31,89.94644927978516
2000-06-01,91.5210189819336
2000-06-02,93.11522674560547
2000-06-05,92.66256713867188
2000-06-06,92.24927520751953
2000-06-07,92.88890075683594
2000-06-08,92.52482604980469
2000-06-09,92.3279800415039
2000-06-12,91.24549102783203
2000-06-13,92.95780181884766
2000-06-14,93.11522674560547
2000-06-15,93.31208038330078
2000-06-16,92.54534912109375
2000-06-19,93.72904205322266
2000-06-20,93.39366912841797
2000-06-21,93.35420227050781
2000-06-22,91.93378448486328
2000-06-23,91.14466094970703
2000-06-26,92.31851196289062
2000-06-27,91.6378402709961
2000-06-28,91.894287109375
2000-06-29,91.02630615234375
2000-06-30,91.71673583984375
2000-07-03,92.9793701171875
2000-07-05,91.302490234375
2000-07-06,92.01262664794922
2000-07-07,93.4922866821289
2000-07-10,93.33446502685547
2000-07-11,93.53177642822266
2000-07-12,94.14337158203125
2000-07-13,94.55766296386719
2000-07-14,95.48489379882812
2000-07-17,95.32704162597656
2000-07-18,94.54776763916016
2000-07-19,93.78824615478516
2000-07-20,95.09030151367188
2000-07-21,93.23584747314453
2000-07-24,92.70317077636719
2000-07-25,92.99909210205078
2000-07-26,92.09159088134766
2000-07-27,91.77597045898438
2000-07-28,89.7044677734375
2000-07-31,90.2765884399414
2000-08-01,90.82901000976562
2000-08-02,91.28276062011719
2000-08-03,91.91403198242188
2000-08-04,92.40727996826172
2000-08-07,93.51203918457031
2000-08-08,93.86712646484375
2000-08-09,93.07803344726562
2000-08-10,92.624267578125
2000-08-11,93.05827331542969
2000-08-14,94.24201965332031
2000-08-15,94.16304779052734
2000-08-16,93.82767486572266
2000-08-17,94.8140869140625
2000-08-18,94.49846649169922
2000-08-21,95.01142883300781
2000-08-22,94.85353088378906
2000-08-23,95.22840881347656
2000-08-24,95.52434539794922
2000-08-25,95.48489379882812
2000-08-28,95.81036376953125
2000-08-29,95.83009338378906
2000-08-30,94.91270446777344
2000-08-31,96.17535400390625
2000-09-01,96.2740478515625
2000-09-05,95.50458526611328
2000-09-06,94.41954803466797
2000-09-07,95.22840881347656
2000-09-08,94.5773696899414
2000-09-11,94.43928527832031
2000-09-12,93.748779296875
2000-09-13,93.99536895751953
2000-09-14,94.46884155273438
2000-09-15,92.4020767211914
2000-09-18,91.55159759521484
2000-09-19,92.38225555419922
2000-09-20,91.70000457763672
2000-09-21,90.30561828613281
2000-09-22,91.94715881347656
2000-09-25,91.29456329345703
2000-09-26,90.12764739990234
