Date,IBB
2001-02-12,33.03156661987305
2001-02-13,32.05915832519531
2001-02-14,31.500652313232422
2001-02-15,31.834754943847656
2001-02-16,30.877315521240234
2001-02-20,30.463428497314453
2001-02-21,30.144285202026367
2001-02-22,29.0422306060791
2001-02-23,30.268951416015625
2001-02-26,31.769920349121094
2001-02-27,30.957103729248047
2001-02-28,30.927183151245117
2001-03-01,30.383634567260742
2001-03-02,30.558177947998047
2001-03-05,30.268951416015625
2001-03-06,30.224071502685547
2001-03-07,29.37632942199707
2001-03-08,28.38898468017578
2001-03-09,27.6060791015625
2001-03-12,25.212486267089844
2001-03-13,26.1400089263916
2001-03-14,25.641340255737305
2001-03-15,25.70616912841797
2001-03-16,24.240089416503906
2001-03-19,25.292272567749023
2001-03-20,24.00074005126953
2001-03-21,22.10082244873047
2001-03-22,21.671972274780273
2001-03-23,22.788982391357422
2001-03-26,23.82619857788086
2001-03-27,24.55923843383789
2001-03-28,23.965829849243164
2001-03-29,23.940895080566406
2001-03-30,24.38470458984375
2001-04-02,22.81890106201172
2001-04-03,21.572227478027344
2001-04-04,21.572227478027344
2001-04-05,23.292633056640625
2001-04-06,23.04329490661621
2001-04-09,23.69654655456543
2001-04-10,24.957168579101562
2001-04-11,24.63803482055664
2001-04-12,25.93057632446289
2001-04-16,25.531633377075195
2001-04-17,26.20184326171875
2001-04-18,28.244367599487305
2001-04-19,28.244367599487305
2001-04-20,27.5422420501709
2001-04-23,26.792259216308594
2001-04-24,25.54758644104004
2001-04-25,26.66460418701172
2001-04-26,26.808210372924805
2001-04-27,27.8933162689209
2001-04-30,29.122024536132812
2001-05-01,29.342239379882812
2001-05-02,29.354997634887695
2001-05-03,28.068845748901367
2001-05-04,29.106060028076172
2001-05-07,29.313508987426758
2001-05-08,29.47307586669922
2001-05-09,29.5049991607666
2001-05-10,28.88266372680664
2001-05-11,28.72308921813965
2001-05-14,28.084800720214844
2001-05-15,28.62734603881836
2001-05-16,29.568819046020508
2001-05-17,31.244348526000977
2001-05-18,31.292207717895508
2001-05-21,32.91985321044922
2001-05-22,33.1560173034668
2001-05-23,31.499649047851562
2001-05-24,32.7762451171875
2001-05-25,32.57198715209961
2001-05-29,32.169864654541016
2001-05-30,30.9666805267334
2001-05-31,31.643268585205078
2001-06-01,32.2656135559082
2001-06-04,33.33473205566406
2001-06-05,34.723026275634766
2001-06-06,34.116641998291016
2001-06-07,34.084720611572266
2001-06-08,33.487918853759766
2001-06-11,32.48900604248047
2001-06-12,31.818803787231445
2001-06-13,31.94646644592285
2001-06-14,31.116674423217773
2001-06-15,31.719871520996094
2001-06-18,31.403907775878906
2001-06-19,30.941150665283203
2001-06-20,32.23368453979492
2001-06-21,32.32942581176758
2001-06-22,31.483701705932617
2001-06-25,30.621999740600586
2001-06-26,30.7017879486084
2001-06-27,30.669876098632812
2001-06-28,31.419870376586914
2001-06-29,31.85072135925293
2001-07-02,31.550724029541016
2001-07-03,31.716678619384766
2001-07-05,30.3251953125
2001-07-06,29.552865982055664
2001-07-09,30.06349754333496
2001-07-10,28.48372459411621
2001-07-11,27.92522621154785
2001-07-12,27.714590072631836
2001-07-13,28.403945922851562
2001-07-16,26.888004302978516
2001-07-17,27.478422164916992
2001-07-18,27.92522621154785
2001-07-19,27.653945922851562
2001-07-20,28.132671356201172
2001-07-23,27.478422164916992
2001-07-24,26.393327713012695
2001-07-25,27.031620025634766
2001-07-26,27.57416534423828
2001-07-27,28.145435333251953
2001-07-30,27.653945922851562
2001-07-31,27.76565170288086
2001-08-01,27.76565170288086
2001-08-02,27.57416534423828
2001-08-03,27.650760650634766
2001-08-06,27.43054962158203
2001-08-07,27.213533401489258
2001-08-08,26.29758644104004
2001-08-09,26.138004302978516
2001-08-10,26.36141014099121
2001-08-13,27.184812545776367
2001-08-14,26.999704360961914
2001-08-15,26.40928077697754
2001-08-16,26.632688522338867
2001-08-17,26.074188232421875
2001-08-20,25.91460609436035
2001-08-21,25.818864822387695
2001-08-22,26.916719436645508
2001-08-23,27.890117645263672
2001-08-24,28.72308921813965
2001-08-27,29.04861831665039
2001-08-28,28.403945922851562
2001-08-29,28.244367599487305
2001-08-30,28.324153900146484
2001-08-31,28.020965576171875
2001-09-04,28.12948226928711
2001-09-05,27.941186904907227
2001-09-06,27.57096290588379
2001-09-07,26.87204933166504
2001-09-10,26.568851470947266
2001-09-17,24.606115341186523
2001-09-18,23.138042449951172
2001-09-19,22.81890106201172
2001-09-20,22.882732391357422
2001-09-21,22.021038055419922
2001-09-24,22.08486557006836
2001-09-25,22.372089385986328
2001-09-26,22.34017562866211
2001-09-27,23.48910140991211
2001-09-28,23.72846221923828
2001-10-01,23.77632713317871
2001-10-02,24.51036834716797
2001-10-03,25.212486267089844
2001-10-04,24.574201583862305
2001-10-05,24.68590545654297
2001-10-08,24.159313201904297
2001-10-09,24.31569480895996
2001-10-10,25.403980255126953
2001-10-11,26.5880069732666
2001-10-12,26.600767135620117
2001-10-15,26.84012794494629
2001-10-16,27.23587417602539
2001-10-17,25.88269805908203
2001-10-18,26.10609245300293
2001-10-19,26.728431701660156
2001-10-22,27.49437713623047
2001-10-23,26.999704360961914
2001-10-24,27.302898406982422
2001-10-25,28.164581298828125
2001-10-26,28.834789276123047
2001-10-29,27.813522338867188
2001-10-30,27.191194534301758
2001-10-31,27.5422420501709
2001-11-01,27.86139488220215
2001-11-02,27.20714569091797
2001-11-05,28.244367599487305
2001-11-06,28.56352424621582
2001-11-07,28.403945922851562
2001-11-08,27.922042846679688
2001-11-09,27.286935806274414
2001-11-12,27.5390567779541
2001-11-13,28.372032165527344
2001-11-14,28.34011459350586
2001-11-15,28.196502685546875
2001-11-16,28.467771530151367
2001-11-19,29.5049991607666
2001-11-20,28.898618698120117
2001-11-21,29.185848236083984
2001-11-23,29.68690299987793
2001-11-26,30.590089797973633
2001-11-27,30.347537994384766
2001-11-28,29.42521095275879
2001-11-29,29.967754364013672
2001-11-30,30.175199508666992
2001-12-03,29.68052101135254
2001-12-04,30.12733268737793
2001-12-05,30.71774673461914
