Date,XLE
2000-01-03,6.655916213989258
2000-01-04,6.53062629699707
2000-01-05,6.7029008865356445
2000-01-06,6.961306571960449
2000-01-07,7.035696029663086
2000-01-10,6.976966857910156
2000-01-11,6.984794616699219
2000-01-12,6.953476428985596
2000-01-13,7.074848175048828
2000-01-14,7.031785011291504
2000-01-18,7.117918968200684
2000-01-19,7.094423770904541
2000-01-20,7.094423770904541
2000-01-21,7.290185928344727
2000-01-24,7.031785011291504
2000-01-25,7.016120910644531
2000-01-26,6.906493186950684
2000-01-27,6.765544414520264
2000-01-28,6.687236309051514
2000-01-31,6.843850612640381
2000-02-01,6.828187942504883
2000-02-02,6.8712544441223145
2000-02-03,6.789037704467773
2000-02-04,6.593274116516113
2000-02-07,6.667661666870117
2000-02-08,6.6089348793029785
2000-02-09,6.3896803855896
2000-02-10,6.522798538208008
2000-02-11,6.444492340087891
2000-02-14,6.546288967132568
2000-02-15,6.820359230041504
2000-02-16,6.85167932510376
2000-02-17,6.843850612640381
2000-02-18,6.64417028427124
2000-02-22,6.585440635681152
2000-02-23,6.4131693840026855
2000-02-24,6.342695713043213
2000-02-25,6.217409133911133
2000-02-28,6.4053425788879395
2000-02-29,6.554120063781738
2000-03-01,6.718559741973877
2000-03-02,6.843850612640381
2000-03-03,6.734222412109375
2000-03-06,6.695070743560791
2000-03-07,7.157069683074951
2000-03-08,7.039608001708984
2000-03-09,7.047441005706787
2000-03-10,6.953476428985596
2000-03-13,6.85167932510376
2000-03-14,6.937811851501465
2000-03-15,6.906493186950684
2000-03-16,7.2040510177612305
2000-03-17,6.984625816345215
2000-03-20,6.874635696411133
2000-03-21,7.0946221351623535
2000-03-22,7.039625644683838
2000-03-23,7.031770706176758
2000-03-24,7.047482967376709
2000-03-27,7.071049690246582
2000-03-28,7.039625644683838
2000-03-29,7.408891201019287
2000-03-30,7.408891201019287
2000-03-31,7.3696064949035645
2000-04-03,7.4953155517578125
2000-04-04,7.401034832000732
2000-04-05,7.18104362487793
2000-04-06,7.3696064949035645
2000-04-07,7.255684852600098
2000-04-10,7.1496171951293945
2000-04-11,7.275331497192383
2000-04-12,7.3381829261779785
2000-04-13,7.32246732711792
2000-04-14,7.1653337478637695
2000-04-17,6.992483139038086
2000-04-18,7.027839660644531
2000-04-19,7.18104362487793
2000-04-20,7.192829132080078
2000-04-24,7.27139949798584
2000-04-25,7.283182144165039
2000-04-26,7.377462863922119
2000-04-27,7.479602336883545
2000-04-28,7.259611129760742
2000-05-01,7.377462863922119
2000-05-02,7.483532905578613
2000-05-03,7.291043281555176
2000-05-04,7.479602336883545
2000-05-05,7.558167934417725
2000-05-08,7.652447700500488
2000-05-09,7.656381130218506
2000-05-10,7.6799492835998535
2000-05-11,7.91957950592041
2000-05-12,7.947075843811035
2000-05-15,8.112066268920898
2000-05-16,7.95493745803833
2000-05-17,7.994220733642578
2000-05-18,7.982435703277588
2000-05-19,7.998144626617432
2000-05-22,7.931365013122559
2000-05-23,7.899937629699707
2000-05-24,7.907789707183838
2000-05-25,7.762444972991943
2000-05-26,7.7663726806640625
2000-05-30,7.876368045806885
2000-05-31,8.112066268920898
2000-06-01,8.037431716918945
2000-06-02,7.762444972991943
2000-06-05,7.652447700500488
2000-06-06,7.9510040283203125
2000-06-07,7.848867893218994
2000-06-08,7.888152599334717
2000-06-09,7.837083339691162
2000-06-12,8.013863563537598
2000-06-13,8.013863563537598
2000-06-14,8.002077102661133
2000-06-15,7.888152599334717
2000-06-16,8.021038055419922
2000-06-19,7.95393180847168
2000-06-20,7.910506248474121
2000-06-21,8.052618980407715
2000-06-22,7.839458465576172
2000-06-23,7.9381422996521
2000-06-26,7.874983310699463
2000-06-27,7.819720268249512
2000-06-28,7.7526164054870605
2000-06-29,7.768405914306641
2000-06-30,7.665774345397949
2000-07-03,7.7131428718566895
2000-07-05,7.39340877532959
2000-07-06,7.468404769897461
2000-07-07,7.503931999206543
2000-07-10,7.539459705352783
2000-07-11,7.807877063751221
2000-07-12,7.705244064331055
2000-07-13,7.586827278137207
2000-07-14,7.578929901123047
2000-07-17,7.480247497558594
2000-07-18,7.54734992980957
2000-07-19,7.527615547180176
2000-07-20,7.452614784240723
2000-07-21,7.310515403747559
2000-07-24,7.235509872436523
2000-07-25,7.168402194976807
2000-07-26,7.227614402770996
2000-07-27,7.476304054260254
2000-07-28,7.421036720275879
2000-07-31,7.373671054840088
2000-08-01,7.511826038360596
2000-08-02,7.653933525085449
2000-08-03,7.54734992980957
2000-08-04,7.578929901123047
2000-08-07,7.6776123046875
2000-08-08,7.693408489227295
2000-08-09,7.8315653800964355
2000-08-10,7.902615070343018
2000-08-11,7.89471960067749
2000-08-14,8.0052490234375
2000-08-15,7.973666191101074
2000-08-16,8.084196090698242
2000-08-17,8.273667335510254
2000-08-18,8.178925514221191
2000-08-21,8.210511207580566
2000-08-22,8.186823844909668
2000-08-23,8.399980545043945
2000-08-24,8.218408584594727
2000-08-25,8.242084503173828
2000-08-28,8.273667335510254
2000-08-29,8.281559944152832
2000-08-30,8.210511207580566
2000-08-31,8.178925514221191
2000-09-01,8.261826515197754
2000-09-05,8.261826515197754
2000-09-06,8.443398475646973
2000-09-07,8.403931617736816
2000-09-08,8.305243492126465
2000-09-11,8.569721221923828
2000-09-12,8.557878494262695
2000-09-13,8.415772438049316
2000-09-14,8.392085075378418
2000-09-15,8.610732078552246
2000-09-18,8.626590728759766
2000-09-19,8.396655082702637
2000-09-20,8.230149269104004
2000-09-21,8.166716575622559
2000-09-22,8.115182876586914
2000-09-25,7.992284297943115
2000-09-26,8.182577133178711
2000-09-27,8.33719253540039
2000-09-28,8.305472373962402
2000-09-29,8.313398361206055
2000-10-02,8.483864784240723
2000-10-03,8.479907035827637
2000-10-04,8.230149269104004
2000-10-05,8.218253135681152
2000-10-06,8.182577133178711
2000-10-09,8.30943775177002
2000-10-10,8.495767593383789
2000-10-11,8.575054168701172
2000-10-12,8.70588207244873
2000-10-13,8.3728666305542
2000-10-16,8.2935791015625
2000-10-17,8.297542572021484
2000-10-18,8.186540603637695
2000-10-19,8.226184844970703
2000-10-20,8.38872241973877
2000-10-23,8.25394058227539
2000-10-24,8.115182876586914
2000-10-25,7.916958808898926
2000-10-26,7.95263671875
2000-10-27,7.89713191986084
2000-10-30,8.03193187713623
2000-10-31,8.087430953979492
2000-11-01,8.349082946777344
2000-11-02,8.055713653564453
2000-11-03,8.024001121520996
2000-11-06,8.055713653564453
2000-11-07,8.119145393371582
2000-11-08,8.198436737060547
2000-11-09,8.111215591430664
2000-11-10,8.135004043579102
2000-11-13,8.071572303771973
2000-11-14,8.119145393371582
2000-11-15,8.277722358703613
2000-11-16,8.30943775177002
2000-11-17,8.242046356201172
2000-11-20,8.20239543914795
2000-11-21,8.38872241973877
2000-11-22,8.25394058227539
2000-11-24,8.3728666305542
2000-11-27,8.305472373962402
2000-11-28,8.297542572021484
2000-11-29,7.932818412780762
2000-11-30,7.663238048553467
2000-12-01,7.8337082862854
2000-12-04,7.968498229980469
2000-12-05,7.801987648010254
2000-12-06,7.738557815551758
2000-12-07,7.865419864654541
2000-12-08,7.861461639404297
2000-12-11,7.885242938995361
2000-12-12,7.976424217224121
2000-12-13,7.992284297943115
2000-12-14,7.7464919090271
2000-12-15,7.837240219116211
2000-12-18,8.079797744750977
2000-12-19,8.218966484069824
2000-12-20,7.976411819458008
2000-12-21,8.03605842590332
2000-12-22,8.143416404724121
2000-12-26,8.485379219055176
2000-12-27,8.477422714233398
2000-12-28,8.616598129272461
2000-12-29,8.445613861083984
2001-01-02,8.465494155883789
2001-01-03,8.207036972045898
2001-01-04,7.952554702758789
2001-01-05,8.123538970947266
2001-01-08,8.09570026397705
2001-01-09,7.932676792144775
2001-01-10,7.984365940093994
2001-01-11,8.071845054626465
2001-01-12,8.020150184631348
2001-01-16,8.0161771774292
2001-01-17,7.976411819458008
2001-01-18,7.82531213760376
2001-01-19,7.789529800415039
2001-01-22,7.87302827835083
2001-01-23,7.9962944984436035
2001-01-24,7.988343238830566
2001-01-25,8.226917266845703
2001-01-26,8.087750434875488
2001-01-29,8.021268844604492
2001-01-30,8.08997631072998
2001-01-31,8.17650032043457
2001-02-01,8.072159767150879
2001-02-02,8.207036972045898
2001-02-05,8.372451782226562
2001-02-06,8.42589282989502
2001-02-07,8.448796272277832
2001-02-08,8.494600296020508
2001-02-09,8.632020950317383
2001-02-12,8.517505645751953
2001-02-13,8.499690055847168
2001-02-14,8.438613891601562
2001-02-15,8.329193115234375
2001-02-16,8.40298843383789
2001-02-20,8.354639053344727
2001-02-21,8.298650741577148
2001-02-22,8.25793170928955
2001-02-23,8.153594970703125
2001-02-26,8.242664337158203
2001-02-27,8.191770553588867
2001-02-28,8.077254295349121
2001-03-01,8.168861389160156
2001-03-02,8.354639053344727
2001-03-05,8.400442123413086
2001-03-06,8.443707466125488
2001-03-07,8.624388694763184
2001-03-08,8.710912704467773
2001-03-09,8.670197486877441
2001-03-12,8.38262939453125
2001-03-13,8.283384323120117
2001-03-14,8.158683776855469
2001-03-15,8.163777351379395
2001-03-16,8.027722358703613
2001-03-19,8.129828453063965
2001-03-20,8.201294898986816
2001-03-21,7.966461181640625
2001-03-22,7.73163366317749
2001-03-23,7.792890548706055
2001-03-26,7.894994258880615
2001-03-27,7.938381195068359
2001-03-28,7.823522090911865
2001-03-29,7.65760612487793
2001-03-30,7.836284637451172
2001-04-02,7.690791130065918
2001-04-03,7.47892951965332
2001-04-04,7.611657619476318
2001-04-05,7.810760021209717
2001-04-06,7.8209662437438965
2001-04-09,8.004752159118652
2001-04-10,8.142593383789062
2001-04-11,7.997098445892334
2001-04-12,8.081327438354492
2001-04-16,8.239583015441895
2001-04-17,8.282978057861328
2001-04-18,8.239583015441895
2001-04-19,8.096643447875977
2001-04-20,8.183425903320312
2001-04-23,8.40039348602295
2001-04-24,8.415709495544434
2001-04-25,8.53567886352539
2001-04-26,8.704144477844238
2001-04-27,8.645435333251953
2001-04-30,8.645435333251953
2001-05-01,8.589282989501953
2001-05-02,8.254899978637695
2001-05-03,8.21406078338623
2001-05-04,8.344242095947266
2001-05-07,8.367212295532227
2001-05-08,8.359553337097168
2001-05-09,8.507600784301758
2001-05-10,8.446338653564453
2001-05-11,8.364663124084473
2001-05-14,8.494840621948242
2001-05-15,8.571417808532715
2001-05-16,8.642887115478516
2001-05-17,8.670960426330566
2001-05-18,8.852194786071777
2001-05-21,8.831768989562988
2001-05-22,8.742436408996582
2001-05-23,8.609705924987793
2001-05-24,8.594386100769043
2001-05-25,8.520365715026855
2001-05-29,8.507600784301758
2001-05-30,8.474417686462402
2001-05-31,8.563758850097656
2001-06-01,8.525466918945312
2001-06-04,8.64033317565918
2001-06-05,8.665857315063477
2001-06-06,8.446338653564453
2001-06-07,8.346793174743652
2001-06-08,8.369765281677246
2001-06-11,8.392739295959473
2001-06-12,8.456550598144531
2001-06-13,8.415709495544434
2001-06-14,8.244691848754883
2001-06-15,8.306495666503906
2001-06-18,8.214168548583984
2001-06-19,8.206477165222168
2001-06-20,8.052610397338867
2001-06-21,7.9320759773254395
2001-06-22,8.085946083068848
2001-06-25,7.991059303283691
2001-06-26,8.039788246154785
2001-06-27,7.847448825836182
2001-06-28,7.6807541847229
2001-06-29,7.783334255218506
2001-07-02,7.762815952301025
2001-07-03,7.752559661865234
2001-07-05,7.821798801422119
2001-07-06,7.793591022491455
2001-07-09,7.683313369750977
2001-07-10,7.693573951721191
2001-07-11,7.590991973876953
2001-07-12,7.580734729766846
2001-07-13,7.60894250869751
2001-07-16,7.483284950256348
2001-07-17,7.449944972991943
2001-07-18,7.370444297790527
2001-07-19,7.4473795890808105
2001-07-20,7.606382846832275
2001-07-23,7.5191826820373535
2001-07-24,7.249913215637207
2001-07-25,7.585867404937744
2001-07-26,7.739734649658203
2001-07-27,7.775637149810791
2001-07-30,7.783334255218506
2001-07-31,7.693573951721191
2001-08-01,7.665367126464844
2001-08-02,7.660236835479736
2001-08-03,7.54482889175415
2001-08-06,7.534573078155518
2001-08-07,7.534573078155518
2001-08-08,7.380702972412109
2001-08-09,7.424297332763672
2001-08-10,7.431990623474121
2001-08-13,7.467897415161133
2001-08-14,7.508928298950195
2001-08-15,7.621767997741699
2001-08-16,7.5781707763671875
2001-08-17,7.521749019622803
2001-08-20,7.467897415161133
2001-08-21,7.462766647338867
2001-08-22,7.467897415161133
2001-08-23,7.534573078155518
2001-08-24,7.596121788024902
2001-08-27,7.585867404937744
