Date,XLV
2000-01-03,20.440746307373047
2000-01-04,19.976900100708008
2000-01-05,19.79769515991211
2000-01-06,19.86093521118164
2000-01-07,20.103410720825195
2000-01-10,22.15907859802246
2000-01-11,21.5687313079834
2000-01-12,21.210304260253906
2000-01-13,21.842811584472656
2000-01-14,21.653066635131836
2000-01-18,21.252458572387695
2000-01-19,21.75848388671875
2000-01-20,21.589813232421875
2000-01-21,21.54764175415039
2000-01-24,20.904592514038086
2000-01-25,21.052173614501953
2000-01-26,20.957290649414062
2000-01-27,20.830795288085938
2000-01-28,20.409130096435547
2000-01-31,20.31424903869629
2000-02-01,20.577791213989258
2000-02-02,21.08380889892578
2000-02-03,21.273561477661133
2000-02-04,21.347347259521484
2000-02-07,20.99947166442871
2000-02-08,21.231388092041016
2000-02-09,20.851884841918945
2000-02-10,20.672666549682617
2000-02-11,20.683216094970703
2000-02-14,20.3037052154541
2000-02-15,20.14557456970215
2000-02-16,19.576305389404297
2000-02-17,19.565765380859375
2000-02-18,19.02812957763672
2000-02-22,18.89109230041504
2000-02-23,19.18626594543457
2000-02-24,19.038679122924805
2000-02-25,18.44832992553711
2000-02-28,18.77512550354004
2000-02-29,18.985971450805664
2000-03-01,19.144088745117188
2000-03-02,19.05975914001465
2000-03-03,19.32329750061035
2000-03-06,18.94379997253418
2000-03-07,18.595911026000977
2000-03-08,18.501035690307617
2000-03-09,18.933258056640625
2000-03-10,18.77512550354004
2000-03-13,18.638080596923828
2000-03-14,18.690786361694336
2000-03-15,18.785667419433594
2000-03-16,19.75552749633789
2000-03-17,19.7766170501709
2000-03-20,20.156110763549805
2000-03-21,20.28261947631836
2000-03-22,20.79916763305664
2000-03-23,20.883499145507812
2000-03-24,21.062719345092773
2000-03-27,20.915130615234375
2000-03-28,20.93621826171875
2000-03-29,20.619956970214844
2000-03-30,20.32478141784668
2000-03-31,20.69375228881836
2000-04-03,20.683216094970703
2000-04-04,20.451292037963867
2000-04-05,20.31424903869629
2000-04-06,20.704301834106445
2000-04-07,20.757007598876953
2000-04-10,20.619956970214844
2000-04-11,20.79916763305664
2000-04-12,20.419658660888672
2000-04-13,19.903104782104492
2000-04-14,18.70133399963379
2000-04-17,18.859460830688477
2000-04-18,19.376012802124023
2000-04-19,19.88202476501465
2000-04-20,19.96636199951172
2000-04-24,19.681739807128906
2000-04-25,20.177196502685547
2000-04-26,20.388036727905273
2000-04-27,20.26152992248535
2000-04-28,20.451292037963867
2000-05-01,20.514543533325195
2000-05-02,20.103410720825195
2000-05-03,19.544679641723633
2000-05-04,19.4814453125
2000-05-05,19.460351943969727
2000-05-08,19.502511978149414
2000-05-09,19.3654727935791
2000-05-10,19.33385467529297
2000-05-11,19.312759399414062
2000-05-12,19.650104522705078
2000-05-15,19.976900100708008
2000-05-16,20.240453720092773
2000-05-17,20.008533477783203
2000-05-18,19.98744773864746
2000-05-19,19.460351943969727
2000-05-22,19.23897933959961
2000-05-23,19.080841064453125
2000-05-24,19.207340240478516
2000-05-25,19.05975914001465
2000-05-26,18.912166595458984
2000-05-30,19.692277908325195
2000-05-31,19.903104782104492
2000-06-01,19.7766170501709
2000-06-02,20.26152992248535
2000-06-05,20.198274612426758
2000-06-06,20.02961540222168
2000-06-07,19.976900100708008
2000-06-08,19.818769454956055
2000-06-09,20.11395263671875
2000-06-12,19.9241943359375
2000-06-13,19.650104522705078
2000-06-14,19.98744773864746
2000-06-15,20.55670928955078
2000-06-16,20.32478141784668
2000-06-19,20.451292037963867
2000-06-20,20.419658660888672
2000-06-21,20.32478141784668
2000-06-22,20.28261947631836
2000-06-23,19.903104782104492
2000-06-26,19.713350296020508
2000-06-27,19.671180725097656
2000-06-28,19.58683967590332
2000-06-29,19.88202476501465
2000-06-30,19.945281982421875
2000-07-03,19.903104782104492
2000-07-05,20.02961540222168
2000-07-06,19.98744773864746
2000-07-07,20.156110763549805
2000-07-10,19.98744773864746
2000-07-11,19.766063690185547
2000-07-12,20.135028839111328
2000-07-13,20.198274612426758
2000-07-14,20.514543533325195
2000-07-17,20.26152992248535
2000-07-18,19.945281982421875
2000-07-19,20.071779251098633
2000-07-20,20.388036727905273
2000-07-21,19.88202476501465
2000-07-24,19.692277908325195
2000-07-25,19.70279884338379
2000-07-26,19.544679641723633
2000-07-27,19.671180725097656
2000-07-28,19.460351943969727
2000-07-31,19.650104522705078
2000-08-01,19.818769454956055
2000-08-02,19.903104782104492
2000-08-03,20.008533477783203
2000-08-04,20.419658660888672
2000-08-07,20.26152992248535
2000-08-08,20.32478141784668
2000-08-09,20.135028839111328
2000-08-10,20.177196502685547
2000-08-11,20.3037052154541
2000-08-14,20.535629272460938
2000-08-15,20.430200576782227
2000-08-16,20.135028839111328
2000-08-17,20.32478141784668
2000-08-18,20.32478141784668
2000-08-21,20.388036727905273
2000-08-22,20.135028839111328
2000-08-23,20.156110763549805
2000-08-24,20.103410720825195
2000-08-25,20.440746307373047
2000-08-28,20.240453720092773
2000-08-29,20.33534049987793
2000-08-30,20.472370147705078
2000-08-31,20.345874786376953
2000-09-01,20.32478141784668
2000-09-05,19.9241943359375
2000-09-06,19.839862823486328
2000-09-07,19.681739807128906
2000-09-08,19.692277908325195
2000-09-11,19.766063690185547
2000-09-12,19.75552749633789
2000-09-13,19.96636199951172
2000-09-14,19.75552749633789
2000-09-15,19.671180725097656
2000-09-18,19.639564514160156
2000-09-19,19.513057708740234
2000-09-20,19.133546829223633
2000-09-21,19.312759399414062
2000-09-22,19.144088745117188
2000-09-25,19.428726196289062
2000-09-26,19.428726196289062
2000-09-27,19.101924896240234
2000-09-28,19.660648345947266
2000-09-29,19.607934951782227
2000-10-02,19.86093521118164
2000-10-03,19.934728622436523
2000-10-04,20.092866897583008
2000-10-05,20.27206802368164
2000-10-06,19.79769515991211
2000-10-09,19.671180725097656
2000-10-10,19.692277908325195
2000-10-11,19.196794509887695
2000-10-12,18.553741455078125
2000-10-13,18.90163230895996
2000-10-16,18.722410202026367
2000-10-17,17.79473114013672
2000-10-18,18.089902877807617
2000-10-19,18.300748825073242
2000-10-20,18.680248260498047
2000-10-23,18.954336166381836
2000-10-24,18.99650001525879
2000-10-25,18.659164428710938
2000-10-26,18.922712326049805
2000-10-27,19.091379165649414
2000-10-30,19.460351943969727
2000-10-31,19.903104782104492
2000-11-01,20.040151596069336
2000-11-02,20.21936798095703
2000-11-03,20.14557456970215
2000-11-06,20.28261947631836
2000-11-07,20.366945266723633
2000-11-08,20.198274612426758
2000-11-09,19.27059555053711
2000-11-10,19.196794509887695
2000-11-13,18.785667419433594
2000-11-14,19.23897933959961
2000-11-15,19.33385467529297
2000-11-16,19.101924896240234
2000-11-17,18.97542381286621
2000-11-20,18.869997024536133
2000-11-21,18.427244186401367
2000-11-22,18.248031616210938
2000-11-24,18.332359313964844
2000-11-27,18.44832992553711
2000-11-28,18.216402053833008
2000-11-29,18.258575439453125
2000-11-30,18.089902877807617
2000-12-01,18.216402053833008
2000-12-04,18.226947784423828
2000-12-05,18.70133399963379
2000-12-06,18.90163230895996
2000-12-07,18.58536720275879
2000-12-08,18.985971450805664
2000-12-11,19.18626594543457
2000-12-12,19.228424072265625
2000-12-13,19.33385467529297
2000-12-14,19.16518783569336
2000-12-15,18.680248260498047
2000-12-18,18.578184127807617
2000-12-19,18.599267959594727
2000-12-20,17.755762100219727
2000-12-21,17.882299423217773
2000-12-22,18.18806266784668
2000-12-26,18.219694137573242
2000-12-27,18.2829647064209
2000-12-28,18.599267959594727
2000-12-29,18.38838768005371
2001-01-02,17.63979721069336
2001-01-03,19.031566619873047
2001-01-04,19.590375900268555
2001-01-05,19.063201904296875
2001-01-08,18.78905487060547
2001-01-09,19.02101707458496
2001-01-10,19.16864585876465
2001-01-11,19.6009464263916
2001-01-12,19.86452293395996
2001-01-16,20.075403213500977
2001-01-17,20.223020553588867
2001-01-18,20.159751892089844
2001-01-19,19.66419219970703
2001-01-22,19.527124404907227
2001-01-23,19.980512619018555
2001-01-24,19.79072380065918
2001-01-25,19.759096145629883
2001-01-26,19.55875587463379
2001-01-29,19.879718780517578
2001-01-30,19.839221954345703
2001-01-31,19.717754364013672
2001-02-01,19.980926513671875
2001-02-02,19.7447509765625
2001-02-05,19.731246948242188
2001-02-06,19.751497268676758
2001-02-07,19.940452575683594
2001-02-08,20.061906814575195
2001-02-09,19.738000869750977
2001-02-12,19.899965286254883
2001-02-13,19.92020606994629
2001-02-14,19.70426368713379
2001-02-15,19.785242080688477
2001-02-16,19.697509765625
2001-02-20,19.677268981933594
2001-02-21,19.5760555267334
2001-02-22,19.20490264892578
2001-02-23,19.150924682617188
2001-02-26,19.252151489257812
2001-02-27,19.596296310424805
2001-02-28,19.339860916137695
2001-03-01,19.272388458251953
2001-03-02,19.30612564086914
2001-03-05,19.198162078857422
2001-03-06,19.265642166137695
2001-03-07,19.35336685180664
2001-03-08,19.46134376525879
2001-03-09,19.292631149291992
2001-03-12,18.327661514282227
2001-03-13,18.334413528442383
2001-03-14,17.983516693115234
2001-03-15,18.516611099243164
2001-03-16,18.270265579223633
2001-03-19,18.270265579223633
2001-03-20,17.88555145263672
2001-03-21,17.413097381591797
2001-03-22,17.02839469909668
2001-03-23,17.413097381591797
2001-03-26,17.716821670532227
2001-03-27,18.24326515197754
2001-03-28,17.865304946899414
2001-03-29,18.088016510009766
2001-03-30,18.101531982421875
2001-04-02,17.878807067871094
2001-04-03,17.48060417175293
2001-04-04,17.588581085205078
2001-04-05,18.027284622192383
2001-04-06,17.946298599243164
2001-04-09,18.16901969909668
2001-04-10,18.5267333984375
2001-04-11,18.30400276184082
2001-04-12,18.290510177612305
2001-04-16,18.418739318847656
2001-04-17,18.7359561920166
2001-04-18,19.485124588012695
2001-04-19,19.505367279052734
2001-04-20,19.559371948242188
2001-04-23,19.1071720123291
2001-04-24,19.16116714477539
2001-04-25,19.383893966674805
2001-04-26,19.626863479614258
2001-04-27,19.43788719177246
2001-04-30,19.43788719177246
2001-05-01,19.74159812927246
2001-05-02,19.802337646484375
2001-05-03,19.417640686035156
2001-05-04,19.478374481201172
2001-05-07,19.52562141418457
2001-05-08,19.201658248901367
2001-05-09,19.32314109802246
2001-05-10,19.451383590698242
2001-05-11,19.545867919921875
2001-05-14,19.4581241607666
2001-05-15,19.545867919921875
2001-05-16,20.085813522338867
2001-05-17,20.261287689208984
2001-05-18,20.315290451049805
2001-05-21,20.625751495361328
2001-05-22,20.652746200561523
2001-05-23,20.308542251586914
2001-05-24,20.558273315429688
2001-05-25,20.4097843170166
2001-05-29,20.25454330444336
2001-05-30,20.18704605102539
2001-05-31,20.180307388305664
2001-06-01,20.11955451965332
2001-06-04,20.146554946899414
