Date,WFC
2000-01-03,9.547082901000977
2000-01-04,9.074301719665527
2000-01-05,8.982796669006348
2000-01-06,9.37932014465332
2000-01-07,9.547082901000977
2000-01-10,9.242064476013184
2000-01-11,9.08955192565918
2000-01-12,9.348822593688965
2000-01-13,9.867351531982422
2000-01-14,10.172370910644531
2000-01-18,9.48608112335205
2000-01-19,8.967552185058594
2000-01-20,8.876044273376465
2000-01-21,8.93704891204834
2000-01-24,8.754036903381348
2000-01-25,9.181060791015625
2000-01-26,9.272566795349121
2000-01-27,9.516580581665039
2000-01-28,9.455578804016113
2000-01-31,9.76059627532959
2000-02-01,9.867351531982422
2000-02-02,9.568644523620605
2000-02-03,9.537969589233398
2000-02-04,9.461299896240234
2000-02-07,9.369293212890625
2000-02-08,9.553306579589844
2000-02-09,9.292623519897461
2000-02-10,9.016603469848633
2000-02-11,9.292623519897461
2000-02-14,9.277290344238281
2000-02-15,9.246617317199707
2000-02-16,8.832592964172363
2000-02-17,8.571906089782715
2000-02-18,8.219220161437988
2000-02-22,8.587242126464844
2000-02-23,8.341889381408691
2000-02-24,8.065873146057129
2000-02-25,8.019866943359375
2000-02-28,8.37255859375
2000-02-29,8.111873626708984
2000-03-01,8.51056957244873
2000-03-02,8.326557159423828
2000-03-03,8.51056957244873
2000-03-06,8.449231147766113
2000-03-07,8.111873626708984
2000-03-08,7.605840682983398
2000-03-09,8.050538063049316
2000-03-10,7.897191047668457
2000-03-13,8.004533767700195
2000-03-14,7.820527076721191
2000-03-15,8.832592964172363
2000-03-16,9.445962905883789
2000-03-17,9.445962905883789
2000-03-20,9.307955741882324
2000-03-21,9.706648826599121
2000-03-22,9.81399154663086
2000-03-23,10.166683197021484
2000-03-24,10.05933952331543
2000-03-27,10.036334991455078
2000-03-28,9.982666969299316
2000-03-29,9.675975799560547
2000-03-30,9.614644050598145
2000-03-31,9.998006820678711
2000-04-03,10.718720436096191
2000-04-04,10.611379623413086
2000-04-05,10.412028312683105
2000-04-06,9.936665534973145
2000-04-07,9.75265121459961
2000-04-10,9.691316604614258
2000-04-11,9.906002044677734
2000-04-12,10.30469036102295
2000-04-13,10.2433500289917
2000-04-14,9.81399154663086
2000-04-17,9.660650253295898
2000-04-18,10.013333320617676
2000-04-19,9.998006820678711
2000-04-20,10.258687973022461
2000-04-24,10.488701820373535
2000-04-25,10.565376281738281
2000-04-26,10.565376281738281
2000-04-27,10.320025444030762
2000-04-28,10.074679374694824
2000-05-01,10.090008735656738
2000-05-02,10.151344299316406
2000-05-03,10.005197525024414
2000-05-04,9.804787635803223
2000-05-05,9.835613250732422
2000-05-08,10.174781799316406
2000-05-09,10.236443519592285
2000-05-10,10.251862525939941
2000-05-11,10.48310661315918
2000-05-12,10.776017189025879
2000-05-15,11.068924903869629
2000-05-16,10.760597229003906
2000-05-17,10.59101676940918
2000-05-18,10.65268611907959
2000-05-19,10.6372709274292
2000-05-22,10.822260856628418
2000-05-23,10.806841850280762
2000-05-24,10.976428031921387
2000-05-25,10.822260856628418
2000-05-26,10.945592880249023
2000-05-30,11.068924903869629
2000-05-31,11.161423683166504
2000-06-01,11.331005096435547
2000-06-02,11.778084754943848
2000-06-05,11.130592346191406
2000-06-06,11.084342002868652
2000-06-07,11.223091125488281
2000-06-08,11.053512573242188
2000-06-09,10.65268611907959
2000-06-12,10.845389366149902
2000-06-13,10.791436195373535
2000-06-14,10.991840362548828
2000-06-15,10.375194549560547
2000-06-16,9.450211524963379
2000-06-19,9.928121566772461
2000-06-20,9.65062141418457
2000-06-21,9.450211524963379
2000-06-22,9.82020378112793
2000-06-23,9.727700233459473
2000-06-26,9.912700653076172
2000-06-27,10.11310863494873
2000-06-28,10.13624382019043
2000-06-29,10.051447868347168
2000-06-30,9.558126449584961
2000-07-03,10.036032676696777
2000-07-05,10.221031188964844
2000-07-06,10.48310661315918
2000-07-07,10.529356956481934
2000-07-10,10.513938903808594
2000-07-11,10.59101676940918
2000-07-12,10.6372709274292
2000-07-13,10.560182571411133
2000-07-14,10.776017189025879
2000-07-17,10.698933601379395
2000-07-18,10.375194549560547
2000-07-19,10.40601921081543
2000-07-20,10.683513641357422
2000-07-21,10.452274322509766
2000-07-24,10.313528060913086
2000-07-25,10.313528060913086
2000-07-26,10.097700119018555
2000-07-27,10.35977840423584
2000-07-28,10.328937530517578
2000-07-31,10.236443519592285
2000-08-01,10.159358978271484
2000-08-02,10.275910377502441
2000-08-03,10.895879745483398
2000-08-04,10.942378044128418
2000-08-07,11.03537368774414
2000-08-08,10.988871574401855
2000-08-09,10.973371505737305
2000-08-10,11.128369331359863
2000-08-11,11.159360885620117
2000-08-14,11.221360206604004
2000-08-15,11.019875526428223
2000-08-16,10.942378044128418
2000-08-17,11.066370010375977
2000-08-18,10.973371505737305
2000-08-21,11.004380226135254
2000-08-22,11.29886245727539
2000-08-23,11.205862998962402
2000-08-24,11.097368240356445
2000-08-25,11.05086898803711
2000-08-28,10.926878929138184
2000-08-29,10.725384712219238
2000-08-30,10.78738784790039
2000-08-31,10.713763236999512
2000-09-01,10.6478910446167
2000-09-05,10.833880424499512
2000-09-06,11.019875526428223
2000-09-07,11.159360885620117
2000-09-08,11.380227088928223
2000-09-11,11.469343185424805
2000-09-12,11.484845161437988
2000-09-13,11.593340873718262
2000-09-14,11.267866134643555
2000-09-15,11.368603706359863
2000-09-18,11.081871032714844
2000-09-19,11.531349182128906
2000-09-20,11.221360206604004
2000-09-21,11.066370010375977
2000-09-22,11.221360206604004
2000-09-25,11.469343185424805
2000-09-26,11.438350677490234
2000-09-27,11.484845161437988
2000-09-28,11.593340873718262
2000-09-29,11.391853332519531
2000-10-02,11.670833587646484
2000-10-03,11.841329574584961
2000-10-04,11.686333656311035
2000-10-05,11.825830459594727
2000-10-06,11.546845436096191
2000-10-09,11.438350677490234
2000-10-10,11.112866401672363
2000-10-11,10.880376815795898
2000-10-12,10.601394653320312
2000-10-13,10.756391525268555
2000-10-16,10.80288314819336
2000-10-17,10.337912559509277
2000-10-18,10.477404594421387
2000-10-19,10.585902214050293
2000-10-20,10.492901802062988
2000-10-23,10.461899757385254
2000-10-24,10.740891456604004
2000-10-25,10.539398193359375
2000-10-26,10.663399696350098
2000-10-27,10.833880424499512
2000-10-30,11.360857963562012
2000-10-31,11.484845161437988
2000-11-01,11.560250282287598
2000-11-02,11.591414451599121
2000-11-03,11.591414451599121
2000-11-06,11.669318199157715
2000-11-07,11.591414451599121
2000-11-08,11.700471878051758
2000-11-09,11.918594360351562
2000-11-10,11.747214317321777
2000-11-13,11.466773986816406
2000-11-14,11.622572898864746
2000-11-15,11.155177116394043
2000-11-16,11.09285831451416
2000-11-17,11.155177116394043
2000-11-20,10.968219757080078
2000-11-21,11.217488288879395
2000-11-22,10.781259536743164
2000-11-24,10.812421798706055
2000-11-27,11.046114921569824
2000-11-28,11.388869285583496
2000-11-29,11.700471878051758
2000-11-30,11.825106620788574
2000-12-01,11.809534072875977
2000-12-04,11.65373420715332
2000-12-05,11.98090934753418
2000-12-06,12.089970588684082
2000-12-07,12.354823112487793
2000-12-08,12.323667526245117
2000-12-11,12.401565551757812
2000-12-12,12.448304176330566
2000-12-13,12.463888168334961
2000-12-14,12.432723999023438
2000-12-15,12.572941780090332
2000-12-18,13.133819580078125
2000-12-19,13.16497802734375
2000-12-20,13.196139335632324
2000-12-21,13.196139335632324
2000-12-22,13.445409774780273
2000-12-26,13.694693565368652
2000-12-27,13.788176536560059
2000-12-28,13.897234916687012
2000-12-29,13.881647109985352
2001-01-02,13.445409774780273
2001-01-03,13.242877006530762
2001-01-04,12.96243953704834
2001-01-05,13.055925369262695
2001-01-08,12.931282997131348
2001-01-09,12.323667526245117
2001-01-10,12.136711120605469
2001-01-11,12.276930809020996
2001-01-12,12.136711120605469
2001-01-16,12.448304176330566
2001-01-17,12.308090209960938
2001-01-18,12.074389457702637
2001-01-19,12.230188369750977
2001-01-22,12.370403289794922
2001-01-23,12.370403289794922
2001-01-24,12.510625839233398
2001-01-25,12.619684219360352
2001-01-26,12.837800025939941
2001-01-29,12.745563507080078
2001-01-30,12.940007209777832
2001-01-31,12.899933815002441
2001-02-01,12.621955871582031
2001-02-02,12.581887245178223
2001-02-05,12.862373352050781
2001-02-06,12.744673728942871
2001-02-07,12.707099914550781
2001-02-08,12.797261238098145
2001-02-09,12.689565658569336
2001-02-12,12.722129821777344
2001-02-13,12.519275665283203
2001-02-14,12.591901779174805
2001-02-15,12.449162483215332
2001-02-16,12.549328804016113
2001-02-20,12.191205024719238
2001-02-21,12.025917053222656
2001-02-22,12.058472633361816
2001-02-23,12.138614654541016
2001-02-26,12.416596412658691
2001-02-27,12.539306640625
2001-02-28,12.431620597839355
2001-03-01,12.41158676147461
2001-03-02,12.564349174499512
2001-03-05,12.47921085357666
2001-03-06,12.389041900634766
2001-03-07,12.832321166992188
2001-03-08,12.950018882751465
2001-03-09,12.64448356628418
2001-03-12,11.970820426940918
2001-03-13,12.384038925170898
2001-03-14,11.660282135009766
2001-03-15,12.201224327087402
2001-03-16,11.993356704711914
2001-03-19,12.02841854095459
2001-03-20,11.732906341552734
2001-03-21,11.374780654907227
2001-03-22,11.01916790008545
2001-03-23,11.377286911010742
2001-03-26,11.5701265335083
2001-03-27,12.168663024902344
2001-03-28,12.186201095581055
2001-03-29,12.02841854095459
2001-03-30,12.389041900634766
2001-04-02,12.444141387939453
2001-04-03,12.258824348449707
2001-04-04,11.517532348632812
2001-04-05,11.928242683410645
2001-04-06,11.5826416015625
2001-04-09,11.51001262664795
2001-04-10,11.83057975769043
2001-04-11,11.745426177978516
2001-04-12,11.963305473327637
2001-04-16,11.808034896850586
2001-04-17,11.444903373718262
2001-04-18,11.920729637145996
