Date,SPG
2004-02-02,19.326263427734375
2004-02-03,19.169906616210938
2004-02-04,18.90810203552246
2004-02-05,19.03900909423828
2004-02-06,19.56989097595215
2004-02-09,19.526248931884766
2004-02-10,19.92622947692871
2004-02-11,20.18077278137207
2004-02-12,19.809152603149414
2004-02-13,19.654626846313477
2004-02-17,19.790761947631836
2004-02-18,19.610477447509766
2004-02-19,19.709815979003906
2004-02-20,19.66566276550293
2004-02-23,19.658300399780273
2004-02-24,19.558961868286133
2004-02-25,19.776044845581055
2004-02-26,19.879066467285156
2004-02-27,20.048309326171875
2004-03-01,20.143970489501953
2004-03-02,20.35736656188965
2004-03-03,20.383113861083984
2004-03-04,20.438312530517578
2004-03-05,20.710588455200195
2004-03-08,20.677467346191406
2004-03-09,20.758398056030273
2004-03-10,20.346328735351562
2004-03-11,20.14764976501465
2004-03-12,20.364727020263672
2004-03-15,20.35736656188965
2004-03-16,20.511890411376953
2004-03-17,20.780481338500977
2004-03-18,20.9718017578125
2004-03-19,20.9460506439209
2004-03-22,21.026994705200195
2004-03-23,21.210947036743164
2004-03-24,21.008596420288086
2004-03-25,21.251432418823242
2004-03-26,21.008596420288086
2004-03-29,21.1263370513916
2004-03-30,21.431716918945312
2004-03-31,21.501615524291992
2004-04-01,21.64510726928711
2004-04-02,21.266145706176758
2004-04-05,20.53765106201172
2004-04-06,19.628873825073242
2004-04-07,19.86803436279297
2004-04-08,19.463302612304688
2004-04-12,18.263866424560547
2004-04-13,18.0394344329834
2004-04-14,18.043113708496094
2004-04-15,18.488306045532227
2004-04-16,18.738483428955078
2004-04-19,18.745849609375
2004-04-20,18.028396606445312
2004-04-21,18.05782127380371
2004-04-22,18.208675384521484
2004-04-23,18.190284729003906
2004-04-26,18.304336547851562
2004-04-27,18.53612518310547
2004-04-28,18.377918243408203
2004-04-29,17.866498947143555
2004-04-30,17.737720489501953
2004-05-03,18.028396606445312
2004-05-04,17.851789474487305
2004-05-05,17.402915954589844
2004-05-06,17.594240188598633
2004-05-07,16.843673706054688
2004-05-10,16.869430541992188
2004-05-11,16.931968688964844
2004-05-12,16.806880950927734
2004-05-13,16.836734771728516
2004-05-14,17.295820236206055
2004-05-17,17.590675354003906
2004-05-18,17.848209381103516
2004-05-19,17.25103187561035
2004-05-20,17.72503662109375
2004-05-21,17.695178985595703
2004-05-24,17.99749755859375
2004-05-25,18.576021194458008
2004-05-26,18.743972778320312
2004-05-27,19.023908615112305
2004-05-28,19.24785041809082
2004-06-01,18.736520767211914
2004-06-02,19.221729278564453
2004-06-03,19.057497024536133
2004-06-04,19.18440055847168
2004-06-07,19.35235023498535
2004-06-08,19.128419876098633
2004-06-09,18.99777603149414
2004-06-10,18.919395446777344
2004-06-14,18.613344192504883
2004-06-15,19.087352752685547
2004-06-16,19.128419876098633
2004-06-17,19.344886779785156
2004-06-18,19.520307540893555
2004-06-21,19.400876998901367
2004-06-22,19.344886779785156
2004-06-23,19.38968276977539
2004-06-24,19.259050369262695
2004-06-25,19.44566535949707
2004-06-28,19.56511116027832
2004-06-29,19.005237579345703
2004-06-30,19.191865921020508
2004-07-01,19.091087341308594
2004-07-02,19.486713409423828
2004-07-06,19.4270076751709
2004-07-07,19.56511116027832
2004-07-08,19.221729278564453
2004-07-09,19.21426010131836
2004-07-12,19.456865310668945
2004-07-13,19.259050369262695
2004-07-14,19.46059799194336
2004-07-15,19.613615036010742
2004-07-16,19.673330307006836
2004-07-19,19.904743194580078
2004-07-20,19.762916564941406
2004-07-21,19.438209533691406
2004-07-22,18.84475326538086
2004-07-23,18.643199920654297
2004-07-26,18.35582160949707
2004-07-27,18.419254302978516
2004-07-28,18.654401779174805
2004-07-29,18.94179344177246
2004-07-30,19.26277732849121
2004-08-02,19.781583786010742
2004-08-03,20.117488861083984
2004-08-04,20.218273162841797
2004-08-05,19.80023956298828
2004-08-06,19.781583786010742
2004-08-09,19.882343292236328
2004-08-10,19.938335418701172
2004-08-11,19.889816284179688
2004-08-12,19.833833694458008
2004-08-13,19.886734008789062
2004-08-16,20.120994567871094
2004-08-17,20.143674850463867
2004-08-18,20.38550567626953
2004-08-19,19.992534637451172
2004-08-20,20.53287124633789
2004-08-23,20.733142852783203
2004-08-24,21.099655151367188
2004-08-25,21.065654754638672
2004-08-26,21.065654754638672
2004-08-27,20.918283462524414
2004-08-30,21.0543155670166
2004-08-31,21.141218185424805
2004-09-01,20.952301025390625
2004-09-02,21.039201736450195
2004-09-03,21.216787338256836
2004-09-07,21.38683319091797
2004-09-08,21.36794090270996
2004-09-09,20.668907165527344
2004-09-10,20.570650100708008
2004-09-13,20.491308212280273
2004-09-14,20.381731033325195
2004-09-15,20.3099365234375
2004-09-16,20.57821273803711
2004-09-17,20.60088539123535
2004-09-20,20.370393753051758
2004-09-21,20.389286041259766
2004-09-22,20.41951560974121
2004-09-23,20.207908630371094
2004-09-24,20.253244400024414
2004-09-27,20.253244400024414
2004-09-28,20.317501068115234
2004-09-29,20.120994567871094
2004-09-30,20.26458168029785
2004-10-01,20.69535255432129
2004-10-04,20.744474411010742
2004-10-05,20.842714309692383
2004-10-06,21.08832359313965
2004-10-07,20.884281158447266
2004-10-08,21.046764373779297
2004-10-11,21.099655151367188
2004-10-12,21.213014602661133
2004-10-13,21.24702262878418
2004-10-14,21.3792724609375
2004-10-15,21.565780639648438
2004-10-18,21.82459259033203
2004-10-19,21.714221954345703
2004-10-20,21.73705291748047
2004-10-21,22.007295608520508
2004-10-22,21.912141799926758
2004-10-25,21.759883880615234
2004-10-26,22.14811897277832
2004-10-27,22.13670539855957
2004-10-28,22.209016799926758
2004-10-29,22.197612762451172
2004-11-01,22.692405700683594
2004-11-02,22.566808700561523
2004-11-03,22.779943466186523
2004-11-04,22.94361686706543
