Date,IBM
2000-01-03,56.671016693115234
2000-01-04,54.74739456176758
2000-01-05,56.671016693115234
2000-01-06,55.69393539428711
2000-01-07,55.449668884277344
2000-01-10,57.64809036254883
2000-01-11,58.13664245605469
2000-01-12,58.38090896606445
2000-01-13,57.77021789550781
2000-01-14,58.44199752807617
2000-01-18,56.54887008666992
2000-01-19,58.38090896606445
2000-01-20,58.13664245605469
2000-01-21,59.35799026489258
2000-01-24,59.35799026489258
2000-01-25,58.197715759277344
2000-01-26,57.03744888305664
2000-01-27,55.449668884277344
2000-01-28,54.50310516357422
2000-01-31,54.838993072509766
2000-02-01,53.739768981933594
2000-02-02,55.449668884277344
2000-02-03,57.22064971923828
2000-02-04,56.487815856933594
2000-02-07,55.75498580932617
2000-02-08,58.10613250732422
2000-02-09,57.403099060058594
2000-02-10,58.25896072387695
2000-02-11,56.42498779296875
2000-02-14,56.761226654052734
2000-02-15,57.28084945678711
2000-02-16,56.6084098815918
2000-02-17,57.09746170043945
2000-02-18,55.01896286010742
2000-02-22,54.28538131713867
2000-02-23,53.18500518798828
2000-02-24,54.040828704833984
2000-02-25,52.818199157714844
2000-02-28,51.10651397705078
2000-02-29,50.25065612792969
2000-03-01,49.02803039550781
2000-03-02,50.43400573730469
2000-03-03,52.818199157714844
2000-03-06,50.40349197387695
2000-03-07,50.3729133605957
2000-03-08,51.96235656738281
2000-03-09,52.818199157714844
2000-03-10,51.47330856323242
2000-03-13,52.66536331176758
2000-03-14,53.123863220214844
2000-03-15,52.32913589477539
2000-03-16,53.30724334716797
2000-03-17,53.796329498291016
2000-03-20,55.1412353515625
2000-03-21,55.5080451965332
2000-03-22,55.874839782714844
2000-03-23,56.36387634277344
2000-03-24,58.992591857910156
2000-03-27,62.04917526245117
2000-03-28,59.90952682495117
2000-03-29,58.197818756103516
2000-03-30,60.031803131103516
2000-03-31,57.892181396484375
2000-04-03,59.665016174316406
2000-04-04,59.26765441894531
2000-04-05,61.13218307495117
2000-04-06,60.031803131103516
2000-04-07,60.21519470214844
2000-04-10,59.72615432739258
2000-04-11,58.381229400634766
2000-04-12,55.63026809692383
2000-04-13,54.10200500488281
2000-04-14,51.35102081298828
2000-04-17,54.71330642700195
2000-04-18,54.529911041259766
2000-04-19,51.35102081298828
2000-04-20,50.86198043823242
2000-04-24,52.084625244140625
2000-04-25,55.01896286010742
2000-04-26,54.040828704833984
2000-04-27,54.10200500488281
2000-04-28,54.529911041259766
2000-05-01,54.774452209472656
2000-05-02,54.4687614440918
2000-05-03,52.87934494018555
2000-05-04,52.634796142578125
2000-05-05,52.757076263427734
2000-05-08,53.73883056640625
2000-05-09,53.37157440185547
2000-05-10,50.4337043762207
2000-05-11,51.13755416870117
2000-05-12,51.13755416870117
2000-05-15,51.015140533447266
2000-05-16,53.37157440185547
2000-05-17,52.82072830200195
2000-05-18,51.933250427246094
2000-05-19,52.11686325073242
2000-05-22,53.493980407714844
2000-05-23,52.57591247558594
2000-05-24,53.677616119384766
2000-05-25,52.14745330810547
2000-05-26,52.3617057800293
2000-05-30,54.320274353027344
2000-05-31,52.54530715942383
2000-06-01,51.90262222290039
2000-06-02,53.27975845336914
2000-06-05,55.238338470458984
2000-06-06,55.024131774902344
2000-06-07,59.247344970703125
2000-06-08,58.63530731201172
2000-06-09,58.60471725463867
2000-06-12,58.191532135009766
2000-06-13,58.421051025390625
2000-06-14,56.79912185668945
2000-06-15,57.196937561035156
2000-06-16,55.45256805419922
2000-06-19,58.94132995605469
2000-06-20,56.98272705078125
2000-06-21,56.06465148925781
2000-06-22,54.74872589111328
2000-06-23,54.77931213378906
2000-06-26,56.01872253417969
2000-06-27,53.73883056640625
2000-06-28,55.712703704833984
2000-06-29,55.8198127746582
2000-06-30,53.647010803222656
2000-07-03,53.61640548706055
2000-07-05,51.412986755371094
2000-07-06,49.57680130004883
2000-07-07,51.44358444213867
2000-07-10,50.58671188354492
2000-07-11,49.94403839111328
2000-07-12,51.229366302490234
2000-07-13,50.9233283996582
2000-07-14,50.89274215698242
2000-07-17,51.6578369140625
2000-07-18,50.58671188354492
2000-07-19,53.24919128417969
2000-07-20,57.41117858886719
2000-07-21,56.187034606933594
2000-07-24,55.08534240722656
2000-07-25,54.84052658081055
2000-07-26,53.8000373840332
2000-07-27,54.014259338378906
2000-07-28,54.74872589111328
2000-07-31,54.962947845458984
2000-08-01,54.10606384277344
2000-08-02,55.942237854003906
2000-08-03,56.79912185668945
2000-08-04,56.737918853759766
2000-08-07,56.9521369934082
2000-08-08,58.2719841003418
2000-08-09,58.21070861816406
2000-08-10,58.70090103149414
2000-08-11,59.12982940673828
2000-08-14,60.416622161865234
2000-08-15,59.80386734008789
2000-08-16,59.987709045410156
2000-08-17,60.048946380615234
2000-08-18,59.03790283203125
2000-08-21,59.52811813354492
2000-08-22,59.497459411621094
2000-08-23,60.416622161865234
2000-08-24,61.18251037597656
2000-08-25,63.235198974609375
2000-08-28,64.460693359375
2000-08-29,65.13470458984375
2000-08-30,63.87857437133789
2000-08-31,64.71347045898438
2000-09-01,65.50236511230469
2000-09-05,64.30751037597656
2000-09-06,64.43004608154297
2000-09-07,65.37980651855469
2000-09-08,63.48029327392578
2000-09-11,61.02935028076172
2000-09-12,61.27442932128906
2000-09-13,62.59185028076172
2000-09-14,62.19356155395508
2000-09-15,61.27442932128906
2000-09-18,60.416622161865234
2000-09-19,61.24380111694336
2000-09-20,61.151885986328125
2000-09-21,59.558738708496094
2000-09-22,60.72294998168945
2000-09-25,60.294029235839844
2000-09-26,58.394527435302734
2000-09-27,57.843074798583984
2000-09-28,56.495025634765625
2000-09-29,55.20827865600586
2000-10-02,57.75114822387695
2000-10-03,54.19723129272461
2000-10-04,56.06610107421875
2000-10-05,55.483985900878906
2000-10-06,56.8626708984375
2000-10-09,57.812408447265625
2000-10-10,56.31120681762695
2000-10-11,54.901885986328125
2000-10-12,50.551414489746094
2000-10-13,53.461936950683594
2000-10-16,54.47294235229492
2000-10-17,55.39210891723633
2000-10-18,46.783023834228516
2000-10-19,47.27322006225586
2000-10-20,46.446014404296875
2000-10-23,45.52690505981445
2000-10-24,44.82224655151367
2000-10-25,42.92274475097656
2000-10-26,45.465606689453125
2000-10-27,45.925193786621094
2000-10-30,45.74137496948242
2000-10-31,48.28424835205078
2000-11-01,48.31487274169922
2000-11-02,49.96928787231445
2000-11-03,49.08081817626953
2000-11-06,49.1727294921875
2000-11-07,50.15311050415039
2000-11-08,49.081905364990234
2000-11-09,48.805816650390625
2000-11-10,45.64615249633789
2000-11-13,47.82417297363281
2000-11-14,48.83649444580078
2000-11-15,48.775150299072266
2000-11-16,48.222957611083984
2000-11-17,50.032867431640625
2000-11-20,50.67707443237305
2000-11-21,48.34567642211914
2000-11-22,48.34567642211914
2000-11-24,49.05122375488281
2000-11-27,48.31499481201172
2000-11-28,48.03890609741211
2000-11-29,48.989871978759766
2000-11-30,45.89158248901367
2000-12-01,46.934574127197266
2000-12-04,48.284339904785156
2000-12-05,50.7384033203125
2000-12-06,47.486732482910156
2000-12-07,45.7075309753418
2000-12-08,47.609432220458984
2000-12-11,46.62778091430664
2000-12-12,46.07563018798828
2000-12-13,44.78723907470703
2000-12-14,45.37006759643555
2000-12-15,43.10004806518555
2000-12-18,44.419124603271484
2000-12-19,44.23506546020508
2000-12-20,42.21042251586914
2000-12-21,40.03242874145508
2000-12-22,43.68288040161133
2000-12-26,41.627586364746094
2000-12-27,41.566246032714844
2000-12-28,41.84231948852539
2000-12-29,41.7196159362793
2001-01-02,41.627586364746094
2001-01-03,46.443763732910156
2001-01-04,45.73820495605469
2001-01-05,46.136959075927734
2001-01-08,45.9222412109375
2001-01-09,45.43143844604492
2001-01-10,45.860897064208984
2001-01-11,45.98362731933594
2001-01-12,46.04498291015625
2001-01-16,45.52344512939453
2001-01-17,47.456050872802734
2001-01-18,53.16183853149414
2001-01-19,54.603614807128906
2001-01-22,53.2845344543457
2001-01-23,53.52994918823242
2001-01-24,54.2048454284668
2001-01-25,54.35821533203125
2001-01-26,56.045406341552734
2001-01-29,56.434364318847656
2001-01-30,57.234405517578125
2001-01-31,54.97173309326172
2001-02-01,55.977935791015625
2001-02-02,54.122615814208984
2001-02-05,55.079708099365234
2001-02-06,56.046661376953125
2001-02-07,57.44706344604492
2001-02-08,56.066261291503906
2001-02-09,55.034385681152344
2001-02-12,56.459415435791016
2001-02-13,55.89430236816406
2001-02-14,56.55763244628906
2001-02-15,57.38319778442383
2001-02-16,56.50852966308594
2001-02-20,54.78871536254883
2001-02-21,52.82809829711914
2001-02-22,53.51111602783203
2001-02-23,51.103355407714844
2001-02-26,51.74215316772461
2001-02-27,50.410518646240234
2001-02-28,49.088680267333984
2001-03-01,52.11067199707031
2001-03-02,50.26803970336914
2001-03-05,51.55051803588867
2001-03-06,52.086090087890625
2001-03-07,52.84774398803711
2001-03-08,52.31707763671875
2001-03-09,48.78895950317383
2001-03-12,46.92173767089844
2001-03-13,48.34672927856445
2001-03-14,46.66129684448242
2001-03-15,46.95613098144531
2001-03-16,44.273216247558594
2001-03-19,45.50162887573242
2001-03-20,43.388729095458984
2001-03-21,43.77199935913086
2001-03-22,43.78182601928711
2001-03-23,45.94880676269531
2001-03-26,46.877498626708984
2001-03-27,48.89215087890625
2001-03-28,46.39104461669922
2001-03-29,46.70063781738281
2001-03-30,47.26078796386719
2001-04-02,46.513877868652344
2001-04-03,44.41568374633789
2001-04-04,45.20683288574219
2001-04-05,48.25825881958008
2001-04-06,48.13053512573242
2001-04-09,47.17233657836914
2001-04-10,48.671043395996094
2001-04-11,47.875
2001-04-12,47.27059555053711
2001-04-16,47.540855407714844
2001-04-17,48.99043273925781
2001-04-18,52.331809997558594
2001-04-19,56.248069763183594
2001-04-20,56.42498016357422
2001-04-23,55.034385681152344
2001-04-24,55.363609313964844
2001-04-25,56.43480682373047
2001-04-26,55.88938903808594
2001-04-27,57.098167419433594
2001-04-30,56.57733154296875
2001-05-01,58.23324966430664
2001-05-02,56.70506286621094
2001-05-03,55.86974334716797
2001-05-04,56.93109893798828
2001-05-07,56.950748443603516
2001-05-08,57.90518569946289
2001-05-09,57.55098342895508
2001-05-10,56.675254821777344
2001-05-11,55.007469177246094
2001-05-14,55.37644958496094
2001-05-15,55.878273010253906
2001-05-16,56.970458984375
2001-05-17,56.61131286621094
2001-05-18,57.77727127075195
2001-05-21,58.56439208984375
2001-05-22,58.057701110839844
2001-05-23,57.757598876953125
2001-05-24,58.83995819091797
2001-05-25,57.95438766479492
2001-05-29,56.709678649902344
2001-05-30,55.42072296142578
2001-05-31,55.0025634765625
2001-06-01,55.5388298034668
2001-06-04,55.90778350830078
2001-06-05,57.54607391357422
2001-06-06,57.80678939819336
2001-06-07,57.683815002441406
2001-06-08,57.11803436279297
2001-06-11,57.73789596557617
2001-06-12,57.683815002441406
2001-06-13,57.33448028564453
2001-06-14,56.945838928222656
2001-06-15,55.88811111450195
2001-06-18,56.21773147583008
2001-06-19,56.49813461303711
2001-06-20,55.63721466064453
2001-06-21,55.396141052246094
2001-06-22,55.52894592285156
2001-06-25,55.42072296142578
2001-06-26,55.61259460449219
2001-06-27,55.848758697509766
2001-06-28,56.62607955932617
