Date,SNA
2000-01-03,13.646815299987793
2000-01-04,13.488123893737793
2000-01-05,12.980331420898438
2000-01-06,13.012064933776855
2000-01-07,13.32944107055664
2000-01-10,13.075540542602539
2000-01-11,13.265960693359375
2000-01-12,13.678540229797363
2000-01-13,13.837220191955566
2000-01-14,13.773754119873047
2000-01-18,13.964179992675781
2000-01-19,13.900699615478516
2000-01-20,13.805485725402832
2000-01-21,13.551599502563477
2000-01-24,13.361176490783691
2000-01-25,13.075540542602539
2000-01-26,13.012064933776855
2000-01-27,13.45638370513916
2000-01-28,13.392915725708008
2000-01-31,13.646815299987793
2000-02-01,13.424646377563477
2000-02-02,13.519859313964844
2000-02-03,13.805485725402832
2000-02-04,13.678540229797363
2000-02-07,13.392915725708008
2000-02-08,13.107281684875488
2000-02-09,12.631232261657715
2000-02-10,12.345595359802246
2000-02-11,12.123446464538574
2000-02-14,12.059966087341309
2000-02-15,12.313860893249512
2000-02-16,12.14340877532959
2000-02-17,12.14340877532959
2000-02-18,11.56667709350586
2000-02-22,11.758916854858398
2000-02-23,11.534637451171875
2000-02-24,11.342388153076172
2000-02-25,11.43851375579834
2000-02-28,11.502594947814941
2000-02-29,11.1821870803833
2000-03-01,11.43851375579834
2000-03-02,11.470548629760742
2000-03-03,11.758916854858398
2000-03-06,11.534637451171875
2000-03-07,10.893818855285645
2000-03-08,11.342388153076172
2000-03-09,11.951156616210938
2000-03-10,12.463809967041016
2000-03-13,12.335651397705078
2000-03-14,11.983201026916504
2000-03-15,12.5599365234375
2000-03-16,13.457069396972656
2000-03-17,13.296869277954102
2000-03-20,13.68136215209961
2000-03-21,13.232787132263184
2000-03-22,13.168706893920898
2000-03-23,13.392988204956055
2000-03-24,13.360955238342285
2000-03-27,12.880338668823242
2000-03-28,12.880338668823242
2000-03-29,12.944422721862793
2000-03-30,13.200745582580566
2000-03-31,13.425028800964355
2000-04-03,13.264829635620117
2000-04-04,13.392988204956055
2000-04-05,13.072583198547363
2000-04-06,13.232787132263184
2000-04-07,13.264829635620117
2000-04-10,12.912379264831543
2000-04-11,13.168706893920898
2000-04-12,13.649314880371094
2000-04-13,13.521159172058105
2000-04-14,12.75218391418457
2000-04-17,13.392988204956055
2000-04-18,13.489115715026855
2000-04-19,13.264829635620117
2000-04-20,13.296869277954102
2000-04-24,13.296869277954102
2000-04-25,14.161972999572754
2000-04-26,13.969717979431152
2000-04-27,13.777484893798828
2000-04-28,13.553194046020508
2000-05-01,13.777484893798828
2000-05-02,13.585237503051758
2000-05-03,13.264829635620117
2000-05-04,12.816258430480957
2000-05-05,12.912379264831543
2000-05-08,12.912379264831543
2000-05-09,12.976462364196777
2000-05-10,12.5599365234375
2000-05-11,13.841562271118164
2000-05-12,13.392988204956055
2000-05-15,13.585237503051758
2000-05-16,13.841562271118164
2000-05-17,13.572694778442383
2000-05-18,13.572694778442383
2000-05-19,13.572694778442383
2000-05-22,13.508061408996582
2000-05-23,13.605010032653809
2000-05-24,13.701963424682617
2000-05-25,13.766582489013672
2000-05-26,13.443434715270996
2000-05-30,13.572694778442383
2000-05-31,13.281843185424805
2000-06-01,13.443434715270996
2000-06-02,13.895854949951172
2000-06-05,13.863533020019531
2000-06-06,14.057438850402832
2000-06-07,13.831217765808105
2000-06-08,13.766582489013672
2000-06-09,13.766582489013672
2000-06-12,13.79889965057373
2000-06-13,14.736068725585938
2000-06-14,14.89764404296875
2000-06-15,14.962278366088867
2000-06-16,14.606801986694336
2000-06-19,14.736068725585938
2000-06-20,14.509849548339844
2000-06-21,14.41290283203125
2000-06-22,13.960490226745605
2000-06-23,14.025121688842773
2000-06-26,14.251321792602539
2000-06-27,14.509849548339844
2000-06-28,14.622958183288574
2000-06-29,15.22079849243164
2000-06-30,13.758513450622559
2000-07-03,14.703753471374512
2000-07-05,14.57448673248291
2000-07-06,14.639117240905762
2000-07-07,14.380592346191406
2000-07-10,14.57448673248291
2000-07-11,14.929963111877441
2000-07-12,15.091538429260254
2000-07-13,15.22079849243164
2000-07-14,15.624748229980469
2000-07-17,15.527801513671875
2000-07-18,15.091538429260254
2000-07-19,15.188497543334961
2000-07-20,15.479330062866211
2000-07-21,15.350068092346191
2000-07-24,15.479330062866211
2000-07-25,15.317750930786133
2000-07-26,15.156167030334473
2000-07-27,15.02690601348877
2000-07-28,15.317750930786133
2000-07-31,15.608593940734863
2000-08-01,15.414702415466309
2000-08-02,15.576277732849121
2000-08-03,15.447020530700684
2000-08-04,15.83480453491211
2000-08-07,16.028696060180664
2000-08-08,15.931748390197754
2000-08-09,15.996389389038086
2000-08-10,15.770172119140625
2000-08-11,16.061019897460938
2000-08-14,15.996389389038086
2000-08-15,15.96407413482666
2000-08-16,16.22260093688965
2000-08-17,16.575593948364258
2000-08-18,16.412782669067383
2000-08-21,16.640735626220703
2000-08-22,16.575593948364258
