Date,D
2000-06-12,7.7648468017578125
2000-06-13,7.7648468017578125
2000-06-14,7.656700134277344
2000-06-15,7.721586227416992
2000-06-16,7.7107720375061035
2000-06-19,7.537739276885986
2000-06-20,7.689141750335693
2000-06-21,7.689141750335693
2000-06-22,7.667513847351074
2000-06-23,7.667513847351074
2000-06-26,7.689141750335693
2000-06-27,7.559369087219238
2000-06-28,7.629666328430176
2000-06-29,7.602628231048584
2000-06-30,7.418782711029053
2000-07-03,7.548555374145508
2000-07-05,7.440410614013672
2000-07-06,7.645884990692139
2000-07-07,7.808102130889893
2000-07-10,7.916250228881836
2000-07-11,7.991949558258057
2000-07-12,7.98114013671875
2000-07-13,8.08928108215332
2000-07-14,8.143351554870605
2000-07-17,8.148761749267578
2000-07-18,8.208245277404785
2000-07-19,8.316390037536621
2000-07-20,8.283944129943848
2000-07-21,8.240683555603027
2000-07-24,8.154170036315918
2000-07-25,8.251500129699707
2000-07-26,8.132537841796875
2000-07-27,8.132537841796875
2000-07-28,7.991949558258057
2000-07-31,7.862174987792969
2000-08-01,8.100098609924316
2000-08-02,8.262313842773438
2000-08-03,8.448863983154297
2000-08-04,8.586748123168945
2000-08-07,8.76248836517334
2000-08-08,8.803041458129883
2000-08-09,8.735450744628906
2000-08-10,8.665156364440918
2000-08-11,8.803041458129883
2000-08-14,8.976078987121582
2000-08-15,9.01933479309082
2000-08-16,8.957149505615234
2000-08-17,9.073408126831055
2000-08-18,8.965258598327637
2000-08-21,8.92199993133545
2000-08-22,8.986889839172363
2000-08-23,9.176553726196289
2000-08-24,9.056095123291016
2000-08-25,8.848034858703613
2000-08-28,8.913737297058105
2000-08-29,8.88088321685791
2000-08-30,9.0013427734375
2000-08-31,9.266892433166504
2000-09-01,9.288802146911621
2000-09-05,9.45031452178955
2000-09-06,9.570769309997559
2000-09-07,9.713130950927734
2000-09-08,10.014270782470703
2000-09-11,10.293509483337402
2000-09-12,10.140195846557617
2000-09-13,10.227800369262695
2000-09-14,10.205904006958008
2000-09-15,10.31815242767334
2000-09-18,10.356471061706543
2000-09-19,9.778828620910645
2000-09-20,9.581719398498535
2000-09-21,9.559821128845215
2000-09-22,9.636474609375
2000-09-25,9.636474609375
2000-09-26,9.910236358642578
2000-09-27,10.0115327835083
2000-09-28,10.08544635772705
2000-09-29,10.175786972045898
2000-10-02,10.019744873046875
2000-10-03,9.691231727600098
2000-10-04,9.275103569030762
2000-10-05,8.935638427734375
2000-10-06,9.406515121459961
2000-10-09,9.472219467163086
2000-10-10,9.745985984802246
2000-10-11,9.800735473632812
2000-10-12,9.811685562133789
2000-10-13,10.019744873046875
2000-10-16,10.205904006958008
2000-10-17,10.238755226135254
2000-10-18,9.997847557067871
2000-10-19,10.16209888458252
2000-10-20,10.348262786865234
2000-10-23,10.40301513671875
2000-10-24,10.348262786865234
2000-10-25,10.227800369262695
2000-10-26,9.986893653869629
2000-10-27,10.205904006958008
2000-10-30,10.490617752075195
2000-10-31,10.435871124267578
2000-11-01,10.611074447631836
2000-11-02,10.381113052368164
2000-11-03,10.16209888458252
2000-11-06,10.16209888458252
2000-11-07,10.173049926757812
2000-11-08,10.11829948425293
2000-11-09,10.173049926757812
2000-11-10,10.337313652038574
2000-11-13,10.457765579223633
2000-11-14,10.249709129333496
2000-11-15,10.392065048217773
2000-11-16,10.643928527832031
2000-11-17,10.983393669128418
2000-11-20,11.016244888305664
2000-11-21,10.532966613769531
2000-11-22,10.621481895446777
2000-11-24,10.676806449890137
2000-11-27,10.588285446166992
2000-11-28,10.599349975585938
2000-11-29,10.69892692565918
2000-11-30,10.621481895446777
2000-12-01,10.488712310791016
2000-12-04,10.643603324890137
2000-12-05,10.367011070251465
2000-12-06,10.400197982788086
2000-12-07,10.610413551330566
2000-12-08,10.654672622680664
2000-12-11,10.63254165649414
2000-12-12,10.654672622680664
2000-12-13,10.90914535522461
2000-12-14,10.798504829406738
2000-12-15,10.88701343536377
2000-12-18,10.986587524414062
2000-12-19,10.986587524414062
2000-12-20,11.285322189331055
2000-12-21,11.451288223266602
2000-12-22,11.572986602783203
2000-12-26,11.904905319213867
2000-12-27,11.882781982421875
2000-12-28,11.849586486816406
2000-12-29,11.860655784606934
2001-01-02,11.606181144714355
2001-01-03,10.69892692565918
2001-01-04,9.913382530212402
2001-01-05,9.990826606750488
2001-01-08,10.38913631439209
2001-01-09,10.378066062927246
2001-01-10,10.400197982788086
2001-01-11,9.990826606750488
2001-01-12,10.311685562133789
2001-01-16,9.990826606750488
2001-01-17,10.278493881225586
2001-01-18,10.444454193115234
2001-01-19,10.721055030822754
2001-01-22,10.798504829406738
2001-01-23,10.975529670715332
2001-01-24,11.097233772277832
2001-01-25,11.26319694519043
2001-01-26,11.130425453186035
2001-01-29,11.16140365600586
2001-01-30,10.975529670715332
2001-01-31,10.940126419067383
2001-02-01,10.798504829406738
2001-02-02,10.908258438110352
2001-02-05,10.998540878295898
2001-02-06,11.01801586151123
2001-02-07,11.195037841796875
2001-02-08,11.380912780761719
2001-02-09,11.64822006225586
2001-02-12,11.572099685668945
2001-02-13,11.460577964782715
2001-02-14,11.449955940246582
2001-02-15,11.44464111328125
2001-02-16,11.536691665649414
2001-02-20,11.756207466125488
2001-02-21,11.676546096801758
2001-02-22,11.75443172454834
2001-02-23,11.563252449035645
2001-02-26,11.667696952819824
2001-02-27,11.719032287597656
2001-02-28,11.719922065734863
2001-03-01,11.646627426147461
2001-03-02,11.653783798217773
2001-03-05,11.700260162353516
2001-03-06,11.727072715759277
2001-03-07,11.871878623962402
2001-03-08,12.061368942260742
2001-03-09,11.957686424255371
2001-03-12,11.655566215515137
2001-03-13,11.441054344177246
2001-03-14,11.137146949768066
2001-03-15,11.487523078918457
2001-03-16,11.458929061889648
2001-03-19,11.423175811767578
2001-03-20,11.1925630569458
2001-03-21,10.93692684173584
2001-03-22,10.779609680175781
2001-03-23,10.663415908813477
2001-03-26,10.860060691833496
2001-03-27,11.25334644317627
2001-03-28,11.247980117797852
2001-03-29,11.30340576171875
2001-03-30,11.525070190429688
2001-04-02,11.753889083862305
2001-04-03,11.95589828491211
2001-04-04,12.029194831848145
2001-04-05,12.039920806884766
2001-04-06,11.780710220336914
2001-04-09,12.038125991821289
2001-04-10,12.227622985839844
2001-04-11,12.16862964630127
2001-04-12,12.066734313964844
2001-04-16,11.977352142333984
2001-04-17,12.245497703552246
2001-04-18,12.08818244934082
2001-04-19,11.762834548950195
2001-04-20,11.816459655761719
2001-04-23,12.313429832458496
2001-04-24,12.434990882873535
2001-04-25,12.33487606048584
2001-04-26,12.424266815185547
2001-04-27,12.199020385742188
2001-04-30,12.2437162399292
2001-05-01,12.064947128295898
2001-05-02,11.811097145080566
2001-05-03,11.709200859069824
2001-05-04,11.879027366638184
2001-05-07,11.816459655761719
2001-05-08,11.669872283935547
2001-05-09,11.666297912597656
2001-05-10,11.75031852722168
2001-05-11,11.762834548950195
2001-05-14,11.945169448852539
2001-05-15,11.879027366638184
2001-05-16,11.98449993133545
2001-05-17,11.932660102844238
2001-05-18,11.812883377075195
2001-05-21,11.975560188293457
2001-05-22,11.904056549072266
2001-05-23,12.045282363891602
2001-05-24,12.03098201751709
2001-05-25,11.755680084228516
2001-05-29,11.709200859069824
2001-05-30,11.910505294799805
2001-05-31,11.970088958740234
2001-06-01,11.879812240600586
2001-06-04,11.841897010803223
2001-06-05,11.621634483337402
2001-06-06,11.186521530151367
2001-06-07,11.191943168640137
2001-06-08,11.284015655517578
2001-06-11,11.538588523864746
2001-06-12,11.61441707611084
2001-06-13,11.202778816223145
2001-06-14,11.051119804382324
2001-06-15,11.211801528930664
2001-06-18,11.318323135375977
2001-06-19,11.383317947387695
2001-06-20,11.318323135375977
2001-06-21,10.87779712677002
2001-06-22,11.058335304260254
2001-06-25,10.991538047790527
2001-06-26,10.93195629119873
2001-06-27,11.038475036621094
2001-06-28,10.899457931518555
2001-06-29,10.85612678527832
2001-07-02,10.810993194580078
2001-07-03,10.787520408630371
2001-07-05,11.119722366333008
2001-07-06,11.231660842895508
2001-07-09,11.287626266479492
2001-07-10,11.273185729980469
2001-07-11,10.957231521606445
2001-07-12,11.135972023010254
2001-07-13,11.155832290649414
2001-07-16,11.148612976074219
2001-07-17,11.101663589477539
2001-07-18,11.10346794128418
2001-07-19,11.03486442565918
2001-07-20,10.8290433883667
2001-07-23,10.661139488220215
2001-07-24,10.336162567138672
2001-07-25,10.787520408630371
2001-07-26,10.868769645690918
2001-07-27,10.740579605102539
2001-07-30,10.912101745605469
2001-07-31,10.921123504638672
2001-08-01,11.007783889770508
2001-08-02,11.235270500183105
2001-08-03,11.209991455078125
2001-08-06,10.96445369720459
2001-08-07,11.065561294555664
2001-08-08,10.857938766479492
2001-08-09,10.940983772277832
2001-08-10,11.10346794128418
2001-08-13,11.049308776855469
2001-08-14,11.033061027526855
2001-08-15,11.03486442565918
2001-08-16,11.148612976074219
2001-08-17,11.193747520446777
2001-08-20,11.327348709106445
2001-08-21,11.200967788696289
2001-08-22,11.284015655517578
2001-08-23,11.374296188354492
2001-08-24,11.44650936126709
2001-08-27,11.511504173278809
2001-08-28,11.469978332519531
2001-08-29,11.481837272644043
2001-08-30,11.447178840637207
2001-08-31,11.481837272644043
2001-09-04,11.531078338623047
2001-09-05,11.39975643157959
2001-09-06,11.438057899475098
2001-09-07,11.423469543457031
2001-09-10,10.991190910339355
2001-09-17,10.98753547668457
2001-09-18,11.21735668182373
2001-09-19,11.162636756896973
2001-09-20,10.899995803833008
2001-09-21,10.757721900939941
2001-09-24,10.759546279907227
2001-09-25,10.471363067626953
2001-09-26,10.360101699829102
2001-09-27,10.378334045410156
2001-09-28,10.82520580291748
2001-10-01,10.889053344726562
2001-10-02,10.943765640258789
2001-10-03,11.204593658447266
2001-10-04,11.31767749786377
2001-10-05,11.397933959960938
2001-10-08,11.221007347106934
2001-10-09,11.095155715942383
2001-10-10,11.144402503967285
2001-10-11,11.02584457397461
2001-10-12,10.920053482055664
2001-10-15,10.832505226135254
2001-10-16,11.117046356201172
2001-10-17,11.053203582763672
2001-10-18,10.903642654418945
2001-10-19,11.15169906616211
2001-10-22,11.148052215576172
2001-10-23,11.056854248046875
2001-10-24,10.998479843139648
2001-10-25,11.180882453918457
2001-10-26,11.144402503967285
2001-10-29,11.17723560333252
2001-10-30,11.171760559082031
2001-10-31,11.148052215576172
2001-11-01,11.262958526611328
2001-11-02,11.096976280212402
2001-11-05,11.290321350097656
2001-11-06,11.284844398498535
2001-11-07,11.071444511413574
2001-11-08,11.377866744995117
2001-11-09,11.438057899475098
2001-11-12,11.407054901123047
2001-11-13,11.45447826385498
2001-11-14,11.042257308959961
2001-11-15,10.916407585144043
2001-11-16,10.920053482055664
2001-11-19,10.797850608825684
2001-11-20,11.00760555267334
2001-11-21,10.95875072479248
2001-11-23,11.054616928100586
2001-11-26,11.021431922912598
2001-11-27,11.04724407196045
2001-11-28,10.794662475585938
2001-11-29,10.849979400634766
2001-11-30,10.776227951049805
2001-12-03,10.708012580871582
2001-12-04,10.731974601745605
2001-12-05,10.735668182373047
2001-12-06,10.545766830444336
2001-12-07,10.785444259643555
2001-12-10,10.639787673950195
2001-12-11,10.36140251159668
2001-12-12,10.545766830444336
2001-12-13,10.554983139038086
2001-12-14,10.508890151977539
2001-12-17,10.342963218688965
2001-12-18,10.545766830444336
2001-12-19,10.868410110473633
2001-12-20,10.739352226257324
2001-12-21,10.702479362487793
2001-12-24,10.748568534851074
2001-12-26,10.8425931930542
2001-12-27,10.796501159667969
2001-12-28,10.988245964050293
2001-12-31,11.080429077148438
2002-01-02,11.200267791748047
2002-01-03,11.154176712036133
2002-01-04,11.0914945602417
2002-01-07,11.220544815063477
2002-01-08,10.943999290466309
2002-01-09,10.971651077270508
2002-01-10,11.061990737915039
2002-01-11,10.88499927520752
2002-01-14,10.927406311035156
2002-01-15,10.969816207885742
2002-01-16,11.030646324157715
2002-01-17,10.851814270019531
2002-01-18,10.739352226257324
2002-01-22,10.60291862487793
2002-01-23,10.674822807312012
2002-01-24,10.656383514404297
2002-01-25,10.767008781433105
2002-01-28,10.80203914642334
2002-01-29,10.571579933166504
2002-01-30,10.649008750915527
2002-01-31,10.853656768798828
2002-02-01,10.848124504089355
2002-02-04,10.785444259643555
2002-02-05,10.671136856079102
2002-02-06,10.610286712646484
2002-02-07,10.590010643005371
2002-02-08,10.60291862487793
2002-02-11,10.70063304901123
2002-02-12,10.72644329071045
2002-02-13,10.840757369995117
2002-02-14,10.81678295135498
2002-02-15,10.794662475585938
2002-02-19,10.658230781555176
2002-02-20,10.658230781555176
2002-02-21,10.672978401184082
2002-02-22,10.85550308227539
2002-02-25,10.822319030761719
2002-02-26,10.748568534851074
2002-02-27,10.814753532409668
2002-02-28,10.865083694458008
2002-03-01,11.025412559509277
2002-03-04,11.193201065063477
2002-03-05,11.224899291992188
2002-03-06,11.553008079528809
2002-03-07,11.663007736206055
2002-03-08,11.595891952514648
2002-03-11,11.614532470703125
2002-03-12,11.437427520751953
2002-03-13,11.29760456085205
2002-03-14,11.43369197845459
2002-03-15,11.55859661102295
2002-03-18,11.705883026123047
2002-03-19,11.700287818908691
2002-03-20,11.633176803588867
2002-03-21,11.987391471862793
2002-03-22,11.987391471862793
2002-03-25,11.959429740905762
2002-03-26,11.959429740905762
2002-03-27,12.147721290588379
2002-03-28,12.147721290588379
2002-04-01,12.108569145202637
2002-04-02,12.155174255371094
2002-04-03,12.112298011779785
2002-04-04,12.339743614196777
2002-04-05,12.280082702636719
2002-04-08,12.304322242736816
2002-04-09,12.313634872436523
2002-04-10,12.416176795959473
2002-04-11,12.285677909851074
2002-04-12,12.253986358642578
2002-04-15,12.043314933776855
2002-04-16,12.155174255371094
2002-04-17,12.218561172485352
2002-04-18,12.43481731414795
2002-04-19,12.462784767150879
2002-04-22,12.350929260253906
2002-04-23,12.285677909851074
2002-04-24,12.384483337402344
2002-04-25,12.32296371459961
2002-04-26,12.194327354431152
2002-04-29,12.378885269165039
2002-04-30,12.382616996765137
2002-05-01,12.257711410522461
2002-05-02,12.360251426696777
2002-05-03,12.421772003173828
2002-05-06,12.34533977508545
2002-05-07,12.15890884399414
2002-05-08,12.257711410522461
2002-05-09,12.108569145202637
2002-05-10,12.073147773742676
2002-05-13,12.157045364379883
2002-05-14,12.248388290405273
2002-05-15,12.075014114379883
2002-05-16,11.491491317749023
2002-05-17,11.642496109008789
2002-05-20,11.745038986206055
2002-05-21,11.950106620788574
2002-05-22,12.246527671813965
2002-05-23,12.354650497436523
2002-05-24,12.330421447753906
2002-05-28,12.36211109161377
2002-05-29,12.39694595336914
2002-05-30,12.251982688903809
2002-05-31,12.195504188537598
2002-06-03,11.960175514221191
2002-06-04,12.067487716674805
2002-06-05,11.95452880859375
2002-06-06,11.632604598999023
2002-06-07,11.771918296813965
2002-06-10,12.031716346740723
2002-06-11,12.02983283996582
2002-06-12,12.146553039550781
2002-06-13,12.246333122253418
2002-06-14,12.155965805053711
2002-06-17,12.225624084472656
2002-06-18,12.347996711730957
2002-06-19,12.22938346862793
2002-06-20,12.163496971130371
2002-06-21,12.236920356750488
2002-06-24,12.105135917663574
2002-06-25,12.142786026000977
2002-06-26,12.118316650390625
2002-06-27,12.231271743774414
2002-06-28,12.462835311889648
2002-07-01,12.272686958312988
2002-07-02,12.095730781555176
2002-07-03,12.04865837097168
2002-07-05,12.095730781555176
2002-07-08,12.105135917663574
2002-07-09,11.886761665344238
2002-07-10,11.24102783203125
2002-07-11,11.59683609008789
2002-07-12,11.273032188415527
2002-07-15,11.478227615356445
2002-07-16,11.08476448059082
2002-07-17,10.934159278869629
2002-07-18,11.109243392944336
2002-07-19,10.617877960205078
2002-07-22,10.375027656555176
2002-07-23,9.407370567321777
2002-07-24,10.230069160461426
2002-07-25,10.602819442749023
2002-07-26,10.312898635864258
2002-07-29,10.845678329467773
2002-07-30,11.370920181274414
2002-07-31,11.190197944641113
2002-08-01,10.988755226135254
2002-08-02,10.934159278869629
2002-08-05,10.896504402160645
2002-08-06,11.21090316772461
2002-08-07,11.305027961730957
2002-08-08,11.399165153503418
2002-08-09,11.519648551940918
2002-08-12,11.728619575500488
2002-08-13,11.521529197692871
2002-08-14,11.898048400878906
2002-08-15,11.980889320373535
2002-08-16,11.945117950439453
2002-08-19,12.003475189208984
2002-08-20,11.956413269042969
2002-08-21,12.278337478637695
2002-08-22,12.25574779510498
2002-08-23,12.201152801513672
2002-08-26,12.39694595336914
2002-08-27,12.142786026000977
2002-08-28,12.06957721710205
2002-08-29,11.82807445526123
2002-08-30,11.925053596496582
2002-09-03,11.700667381286621
2002-09-04,11.771023750305176
2002-09-05,11.704473495483398
2002-09-06,11.753910064697266
2002-09-09,11.655030250549316
2002-09-10,11.177718162536621
2002-09-11,11.151097297668457
2002-09-12,10.662383079528809
2002-09-13,11.029399871826172
2002-09-16,9.951170921325684
2002-09-17,9.460555076599121
2002-09-18,9.715374946594238
2002-09-19,9.603177070617676
2002-09-20,9.508096694946289
2002-09-23,9.348360061645508
2002-09-24,9.258984565734863
2002-09-25,9.380687713623047
2002-09-26,9.679242134094238
2002-09-27,9.591766357421875
2002-09-30,9.646912574768066
2002-10-01,9.888422966003418
2002-10-02,9.766716003417969
2002-10-03,9.565143585205078
2002-10-04,9.16960620880127
2002-10-07,9.080231666564941
2002-10-08,7.956375598907471
2002-10-09,6.939008712768555
2002-10-10,7.391592979431152
2002-10-11,7.545624732971191
2002-10-14,7.482873439788818
2002-10-15,7.825159549713135
2002-10-16,7.606478214263916
2002-10-17,7.692052364349365
2002-10-18,7.830867290496826
2002-10-21,8.053360939025879
2002-10-22,7.996309757232666
2002-10-23,8.519257545471191
2002-10-24,8.59151840209961
2002-10-25,8.684697151184082
2002-10-28,8.871053695678711
2002-10-29,8.838726997375488
2002-10-30,9.00226879119873
2002-10-31,9.12777328491211
2002-11-01,9.272296905517578
2002-11-04,9.510000228881836
2002-11-05,9.696361541748047
2002-11-06,9.542323112487793
2002-11-07,9.123964309692383
2002-11-08,9.11255931854248
2002-11-11,9.101149559020996
2002-11-12,8.878661155700684
2002-11-13,8.874857902526855
2002-11-14,9.188623428344727
2002-11-15,9.407308578491211
2002-11-18,9.357866287231445
2002-11-19,9.44914436340332
2002-11-20,9.414916038513184
2002-11-21,9.52711009979248
2002-11-22,9.907437324523926
2002-11-25,9.818061828613281
2002-11-26,9.513801574707031
2002-11-27,9.759421348571777
2002-11-29,9.815288543701172
2002-12-02,9.670804023742676
2002-12-03,9.653470039367676
2002-12-04,9.651537895202637
2002-12-05,9.66502857208252
2002-12-06,9.676586151123047
2002-12-09,9.636133193969727
2002-12-10,9.898128509521484
2002-12-11,10.138936996459961
2002-12-12,10.2063627243042
2002-12-13,10.404786109924316
2002-12-16,10.402861595153809
2002-12-17,10.337364196777344
2002-12-18,10.399012565612793
2002-12-19,10.393228530883789
2002-12-20,10.653300285339355
2002-12-23,10.481843948364258
2002-12-24,10.52037525177002
2002-12-26,10.610920906066895
2002-12-27,10.391300201416016
2002-12-30,10.62825870513916
2002-12-31,10.57624340057373
2003-01-02,10.743844985961914
2003-01-03,10.730356216430664
2003-01-06,11.292888641357422
2003-01-07,11.019325256347656
2003-01-08,10.874846458435059
2003-01-09,10.949978828430176
2003-01-10,10.87869930267334
2003-01-13,10.828608512878418
2003-01-14,10.815118789672852
2003-01-15,10.72843074798584
2003-01-16,10.672565460205078
2003-01-17,10.49918270111084
2003-01-21,10.3566255569458
2003-01-22,10.210213661193848
2003-01-23,10.485700607299805
2003-01-24,10.341219902038574
2003-01-27,9.986746788024902
2003-01-28,10.412493705749512
2003-01-29,10.458728790283203
2003-01-30,10.258376121520996
2003-01-31,10.439459800720215
2003-02-03,10.603209495544434
2003-02-04,10.503036499023438
2003-02-05,10.528082847595215
2003-02-06,10.412493705749512
2003-02-07,10.399012565612793
2003-02-10,10.57239055633545
2003-02-11,10.354697227478027
2003-02-12,10.163979530334473
2003-02-13,10.362408638000488
2003-02-14,10.49918270111084
2003-02-18,10.599360466003418
2003-02-19,10.607067108154297
2003-02-20,10.678349494934082
2003-02-21,10.732283592224121
2003-02-24,10.743844985961914
2003-02-25,10.815118789672852
2003-02-26,10.599771499633789
2003-02-27,10.590031623840332
2003-02-28,10.504279136657715
2003-03-03,10.568593978881836
2003-03-04,10.504279136657715
2003-03-05,10.677728652954102
2003-03-06,10.745938301086426
2003-03-07,10.864821434020996
2003-03-10,10.623163223266602
2003-03-11,10.627058982849121
2003-03-12,10.547150611877441
2003-03-13,10.541311264038086
2003-03-14,10.572491645812988
2003-03-17,10.714755058288574
2003-03-18,10.835587501525879
2003-03-19,10.896002769470215
2003-03-20,10.977851867675781
2003-03-21,11.057754516601562
2003-03-24,10.855070114135742
2003-03-25,10.917435646057129
2003-03-26,10.866767883300781
2003-03-27,10.919384956359863
2003-03-28,10.915487289428711
2003-03-31,10.790763854980469
2003-04-01,10.851176261901855
2003-04-02,10.833638191223145
2003-04-03,10.773222923278809
2003-04-04,10.964204788208008
2003-04-07,10.942770957946777
2003-04-08,10.97005844116211
2003-04-09,10.938871383666992
2003-04-10,11.071391105651855
2003-04-11,11.038269996643066
2003-04-14,11.147400856018066
2003-04-15,11.295515060424805
2003-04-16,11.38321304321289
2003-04-17,11.43193531036377
2003-04-21,11.412446975708008
2003-04-22,11.400752067565918
2003-04-23,11.474803924560547
2003-04-24,11.603432655334473
2003-04-25,11.465063095092773
2003-04-28,11.581997871398926
2003-04-29,11.552757263183594
2003-04-30,11.533269882202148
2003-05-01,11.498189926147461
2003-05-02,11.560553550720215
2003-05-05,11.583938598632812
2003-05-06,11.580045700073242
2003-05-07,11.513784408569336
2003-05-08,11.490398406982422
2003-05-09,11.564451217651367
2003-05-12,11.673588752746582
2003-05-13,11.634610176086426
2003-05-14,11.687230110168457
2003-05-15,11.811958312988281
2003-05-16,12.061410903930664
2003-05-19,12.06336498260498
2003-05-20,12.219270706176758
2003-05-21,12.00294303894043
2003-05-22,12.13936710357666
2003-05-23,12.47066879272461
2003-05-27,12.59929084777832
2003-05-28,12.49988079071045
2003-05-29,12.255786895751953
2003-05-30,12.401453971862793
2003-06-02,12.464449882507324
2003-06-03,12.509719848632812
2003-06-04,12.519569396972656
2003-06-05,12.391616821289062
2003-06-06,12.283353805541992
2003-06-09,12.303033828735352
2003-06-10,12.3424072265625
2003-06-11,12.385708808898926
2003-06-12,12.730191230773926
2003-06-13,12.59043025970459
2003-06-16,12.925080299377441
2003-06-17,12.804996490478516
2003-06-18,12.810908317565918
2003-06-19,12.838460922241211
2003-06-20,12.814840316772461
2003-06-23,12.720354080200195
2003-06-24,12.677046775817871
2003-06-25,12.608149528503418
2003-06-26,12.637669563293457
2003-06-27,12.600272178649902
2003-06-30,12.651453971862793
2003-07-01,12.572714805603027
2003-07-02,12.653426170349121
2003-07-03,12.523505210876465
2003-07-07,12.486103057861328
2003-07-08,12.442801475524902
2003-07-09,12.34437370300293
2003-07-10,12.025479316711426
2003-07-11,12.056976318359375
2003-07-14,12.125872611999512
2003-07-15,11.962489128112793
2003-07-16,11.73610782623291
2003-07-17,11.822721481323242
2003-07-18,12.017601013183594
2003-07-21,11.84437370300293
2003-07-22,11.919179916381836
2003-07-23,11.806976318359375
2003-07-24,11.7715425491333
2003-07-25,11.834534645080566
2003-07-28,11.79122543334961
2003-07-29,11.816819190979004
2003-07-30,11.866024017333984
2003-07-31,11.830596923828125
2003-08-01,11.677050590515137
2003-08-04,11.57666015625
2003-08-05,11.474300384521484
2003-08-06,11.578627586364746
2003-08-07,11.755800247192383
2003-08-08,11.87587833404541
2003-08-11,11.866024017333984
2003-08-12,12.01366901397705
2003-08-13,12.047133445739746
2003-08-14,12.003828048706055
2003-08-15,11.962489128112793
2003-08-18,11.930989265441895
2003-08-19,11.850286483764648
2003-08-20,11.997920989990234
2003-08-21,12.058941841125488
2003-08-22,11.840442657470703
2003-08-25,11.992012977600098
2003-08-26,12.03925609588623
2003-08-27,12.038262367248535
2003-08-28,12.046217918395996
2003-08-29,12.0521879196167
2003-09-02,12.175533294677734
2003-09-03,12.185484886169434
2003-09-04,12.125797271728516
2003-09-05,12.091980934143066
2003-09-08,12.185484886169434
2003-09-09,12.006425857543945
2003-09-10,12.078056335449219
2003-09-11,12.036271095275879
2003-09-12,12.16757583618164
2003-09-15,12.091980934143066
2003-09-16,12.147686004638672
2003-09-17,12.135747909545898
