Date,PPL
2000-01-03,3.4221503734588623
2000-01-04,3.508908271789551
2000-01-05,3.5860280990600586
2000-01-06,3.5378284454345703
2000-01-07,3.6053075790405273
2000-01-10,3.566749095916748
2000-01-11,3.5378284454345703
2000-01-12,3.5571072101593018
2000-01-13,3.576388359069824
2000-01-14,3.5571072101593018
2000-01-18,3.5281879901885986
2000-01-19,3.547468662261963
2000-01-20,3.566749095916748
2000-01-21,3.643866539001465
2000-01-24,3.624586343765259
2000-01-25,3.518549919128418
2000-01-26,3.4896295070648193
2000-01-27,3.576388359069824
2000-01-28,3.4221503734588623
2000-01-31,3.576388359069824
2000-02-01,3.5571072101593018
2000-02-02,3.5571072101593018
2000-02-03,3.624586343765259
2000-02-04,3.4607090950012207
2000-02-07,3.4317891597747803
2000-02-08,3.4414315223693848
2000-02-09,3.4125101566314697
2000-02-10,3.4028704166412354
2000-02-11,3.364311456680298
2000-02-14,3.4125101566314697
2000-02-15,3.4703497886657715
2000-02-16,3.4125101566314697
2000-02-17,3.354670524597168
2000-02-18,3.2486321926116943
2000-02-22,3.2389938831329346
2000-02-23,3.18115496635437
2000-02-24,3.1329541206359863
2000-02-25,3.07511568069458
2000-02-28,3.1329541206359863
2000-02-29,3.1040360927581787
2000-03-01,3.113675594329834
2000-03-02,3.1329541206359863
2000-03-03,3.171513795852661
2000-03-06,3.017275094985962
2000-03-07,2.9787161350250244
2000-03-08,2.9126460552215576
2000-03-09,3.0006113052368164
2000-03-10,3.0103845596313477
2000-03-13,2.922420024871826
2000-03-14,2.8930976390838623
2000-03-15,3.1178982257843018
2000-03-16,3.323153018951416
2000-03-17,3.1863155364990234
2000-03-20,3.2351877689361572
2000-03-21,3.1960906982421875
2000-03-22,3.0983502864837646
2000-03-23,3.2351877689361572
2000-03-24,3.2840569019317627
2000-03-27,3.2547340393066406
2000-03-28,3.147221565246582
2000-03-29,3.1960906982421875
2000-03-30,3.2547340393066406
2000-03-31,3.274282932281494
2000-04-03,3.2547340393066406
2000-04-04,3.3036048412323
2000-04-05,3.3133769035339355
2000-04-06,3.33292555809021
2000-04-07,3.323153018951416
2000-04-10,3.352473497390747
2000-04-11,3.4111180305480957
2000-04-12,3.469761610031128
2000-04-13,3.5577263832092285
2000-04-14,3.469761610031128
2000-04-17,3.499084949493408
2000-04-18,3.401343584060669
2000-04-19,3.391570806503296
2000-04-20,3.499084949493408
2000-04-24,3.723883628845215
2000-04-25,3.7923026084899902
2000-04-26,3.8998169898986816
2000-04-27,3.802076578140259
2000-04-28,3.733661651611328
2000-05-01,3.714110851287842
2000-05-02,3.547954559326172
2000-05-03,3.587049722671509
2000-05-04,3.6554675102233887
2000-05-05,3.499084949493408
2000-05-08,3.6163723468780518
2000-05-09,3.6750144958496094
2000-05-10,3.7043373584747314
2000-05-11,3.7629799842834473
2000-05-12,3.6554675102233887
2000-05-15,3.782529592514038
2000-05-16,3.714110851287842
2000-05-17,3.645693302154541
2000-05-18,3.6847896575927734
2000-05-19,3.6847896575927734
2000-05-22,3.772754669189453
2000-05-23,3.6945621967315674
2000-05-24,3.772754669189453
2000-05-25,3.6750144958496094
2000-05-26,3.733661651611328
2000-05-30,3.645693302154541
2000-05-31,3.6945621967315674
2000-06-01,3.6847896575927734
2000-06-02,3.6652426719665527
2000-06-05,3.547954559326172
2000-06-06,3.645693302154541
2000-06-07,3.6777262687683105
2000-06-08,3.5887491703033447
2000-06-09,3.6381795406341553
2000-06-12,3.697498083114624
2000-06-13,3.7568156719207764
2000-06-14,3.6480634212493896
2000-06-15,3.7469301223754883
2000-06-16,3.6727840900421143
2000-06-19,3.628293752670288
2000-06-20,3.6085214614868164
2000-06-21,3.6085214614868164
2000-06-22,3.5393176078796387
2000-06-23,3.5689761638641357
2000-06-26,3.6678388118743896
2000-06-27,3.5689761638641357
2000-06-28,3.68019700050354
2000-06-29,3.628293752670288
2000-06-30,3.470111608505249
2000-07-03,3.5887491703033447
2000-07-05,3.519542932510376
2000-07-06,3.519542932510376
2000-07-07,3.559089183807373
2000-07-10,3.578860282897949
2000-07-11,3.6184065341949463
2000-07-12,3.559089183807373
2000-07-13,3.578860282897949
2000-07-14,3.559089183807373
2000-07-17,3.598633050918579
2000-07-18,3.6085214614868164
2000-07-19,3.6480634212493896
2000-07-20,3.6678388118743896
2000-07-21,3.6480634212493896
2000-07-24,3.6678388118743896
2000-07-25,3.707385540008545
2000-07-26,3.9149985313415527
2000-07-27,3.9940874576568604
2000-07-28,4.073180198669434
2000-07-31,4.270908355712891
2000-08-01,4.261019229888916
2000-08-02,4.310451507568359
2000-08-03,4.39201545715332
2000-08-04,4.448861122131348
2000-08-07,4.579855442047119
2000-08-08,4.705906391143799
2000-08-09,4.696022033691406
2000-08-10,4.599628448486328
2000-08-11,4.6688337326049805
2000-08-14,4.656475067138672
2000-08-15,4.705906391143799
2000-08-16,4.745452880859375
2000-08-17,4.78499698638916
2000-08-18,4.7553391456604
2000-08-21,4.745452880859375
2000-08-22,4.775111675262451
2000-08-23,4.93329381942749
2000-08-24,4.913518905639648
2000-08-25,5.081587791442871
2000-08-28,5.210111618041992
2000-08-29,5.239767551422119
2000-08-30,5.269430160522461
2000-08-31,5.301558971405029
2000-09-01,5.368295192718506
2000-09-05,5.53636360168457
2000-09-06,5.797759056091309
2000-09-07,5.877453327178955
2000-09-08,6.201210021972656
2000-09-11,6.524967193603516
2000-09-12,6.375545024871826
2000-09-13,6.256000518798828
2000-09-14,6.186269760131836
2000-09-15,6.298338413238525
2000-09-18,6.285889148712158
2000-09-19,6.046806335449219
2000-09-20,5.7877960205078125
2000-09-21,5.737985610961914
2000-09-22,6.016917705535889
2000-09-25,6.216150283813477
2000-09-26,6.495082855224609
2000-09-27,6.627078056335449
2000-09-28,6.614625930786133
2000-09-29,6.656961917877197
2000-10-02,6.9732465744018555
2000-10-03,6.774012565612793
2000-10-04,6.534934997558594
2000-10-05,6.415388584136963
2000-10-06,6.505044460296631
2000-10-09,6.385499477386475
2000-10-10,6.594702243804932
2000-10-11,6.704281330108643
2000-10-12,6.654470443725586
2000-10-13,6.664435863494873
2000-10-16,6.843748569488525
2000-10-17,6.853708267211914
2000-10-18,6.734166145324707
2000-10-19,6.604662895202637
2000-10-20,6.3655805587768555
2000-10-23,6.614625930786133
2000-10-24,6.584739685058594
2000-10-25,6.415388584136963
2000-10-26,6.246038913726807
2000-10-27,6.415388584136963
2000-10-30,6.714242935180664
2000-10-31,6.564816951751709
2000-11-01,6.783975124359131
2000-11-02,6.634548187255859
2000-11-03,6.455235004425049
2000-11-06,6.415388584136963
2000-11-07,6.3257341384887695
2000-11-08,6.335693359375
2000-11-09,6.265962600708008
2000-11-10,6.176307678222656
2000-11-13,6.166346549987793
2000-11-14,6.046806335449219
2000-11-15,6.0667243003845215
2000-11-16,6.186269760131836
2000-11-17,6.495082855224609
2000-11-20,6.584739685058594
2000-11-21,6.564816951751709
2000-11-22,6.624587059020996
2000-11-24,6.544891357421875
2000-11-27,6.375545024871826
2000-11-28,6.415388584136963
2000-11-29,6.624587059020996
2000-11-30,6.654470443725586
2000-12-01,6.704281330108643
2000-12-04,6.76405143737793
2000-12-05,6.724200248718262
2000-12-06,6.736635684967041
2000-12-07,6.786761283874512
2000-12-08,6.756686210632324
2000-12-11,6.736635684967041
2000-12-12,6.80681037902832
2000-12-13,6.9170756340026855
2000-12-14,6.666460990905762
2000-12-15,6.616338729858398
2000-12-18,6.696534156799316
2000-12-19,6.726612091064453
2000-12-20,6.997278213500977
2000-12-21,7.167697906494141
2000-12-22,7.207798957824707
2000-12-26,7.348147392272949
2000-12-27,7.328096866607666
2000-12-28,7.237871170043945
2000-12-29,7.247896194458008
2001-01-02,6.94715690612793
2001-01-03,6.5762410163879395
2001-01-04,5.774257183074951
2001-01-05,5.964726448059082
2001-01-08,6.155200004577637
2001-01-09,6.11509895324707
2001-01-10,6.054950714111328
2001-01-11,5.653961181640625
2001-01-12,5.764235019683838
2001-01-16,5.583789348602295
2001-01-17,5.653961181640625
2001-01-18,5.774257183074951
2001-01-19,5.78428316116333
2001-01-22,5.934656620025635
2001-01-23,6.1752471923828125
2001-01-24,6.696534156799316
2001-01-25,6.907055377960205
2001-01-26,6.9170756340026855
2001-01-29,6.800790786743164
2001-01-30,6.690120697021484
2001-01-31,6.728614330291748
2001-02-01,6.624358177185059
2001-02-02,6.813622951507568
2001-02-05,6.800790786743164
2001-02-06,6.895430088043213
2001-02-07,7.071863174438477
2001-02-08,7.108752727508545
2001-02-09,7.249901294708252
2001-02-12,7.10715389251709
2001-02-13,7.153663158416748
2001-02-14,7.129604339599609
2001-02-15,7.063843727111816
2001-02-16,7.073464393615723
2001-02-20,7.237071514129639
2001-02-21,7.355764865875244
2001-02-22,7.333311080932617
2001-02-23,7.2017822265625
2001-02-26,7.310851573944092
2001-02-27,7.3301005363464355
2001-02-28,7.328495502471924
2001-03-01,7.362179756164551
2001-03-02,7.362179756164551
2001-03-05,7.358973979949951
2001-03-06,7.346141338348389
2001-03-07,7.466331958770752
2001-03-08,7.517952919006348
2001-03-09,7.442132949829102
2001-03-12,7.414702415466309
2001-03-13,7.313066005706787
2001-03-14,7.095274448394775
2001-03-15,6.893612861633301
2001-03-16,7.048490047454834
2001-03-19,7.004929065704346
2001-03-20,7.001701831817627
2001-03-21,6.953304290771484
2001-03-22,6.8516645431518555
2001-03-23,6.856504917144775
2001-03-26,7.090435981750488
2001-03-27,6.937172889709473
2001-03-28,6.953304290771484
2001-03-29,6.95652961730957
2001-03-30,7.092047691345215
2001-04-02,7.343718528747559
2001-04-03,7.461492538452148
2001-04-04,7.421156406402588
2001-04-05,7.477620601654053
2001-04-06,7.463099002838135
2001-04-09,7.7922163009643555
2001-04-10,8.098739624023438
2001-04-11,8.171339988708496
2001-04-12,8.11648941040039
2001-04-16,8.155206680297852
2001-04-17,8.413333892822266
2001-04-18,8.38106918334961
2001-04-19,8.269752502441406
2001-04-20,8.350414276123047
2001-04-23,8.623062133789062
2001-04-24,8.77633285522461
2001-04-25,8.832789421081543
2001-04-26,9.026388168334961
2001-04-27,8.976372718811035
2001-04-30,8.873123168945312
2001-05-01,8.777939796447754
2001-05-02,8.55046558380127
2001-05-03,8.598859786987305
2001-05-04,8.665010452270508
2001-05-07,8.653715133666992
2001-05-08,8.616608619689941
2001-05-09,8.690823554992676
2001-05-10,8.731156349182129
2001-05-11,8.782782554626465
2001-05-14,9.034455299377441
2001-05-15,9.13124942779541
2001-05-16,9.447456359863281
2001-05-17,9.432937622070312
2001-05-18,9.662023544311523
2001-05-21,9.815288543701172
2001-05-22,9.99759292602539
2001-05-23,10.037922859191895
2001-05-24,9.837876319885254
2001-05-25,9.637823104858398
2001-05-29,9.470044136047363
2001-05-30,9.534577369689941
2001-05-31,9.632987022399902
2001-06-01,9.663639068603516
2001-06-04,9.610397338867188
2001-06-05,9.276447296142578
2001-06-06,9.205940246582031
2001-06-07,9.173527717590332
2001-06-08,9.252949714660645
2001-06-11,9.408535957336426
2001-06-12,9.590065956115723
2001-06-13,9.358296394348145
2001-06-14,8.922310829162598
2001-06-15,9.115180969238281
2001-06-18,9.205940246582031
2001-06-19,9.481476783752441
2001-06-20,9.55440902709961
2001-06-21,8.590051651000977
2001-06-22,8.7521333694458
2001-06-25,8.573845863342285
2001-06-26,8.60626220703125
2001-06-27,8.517121315002441
2001-06-28,8.633813858032227
2001-06-29,8.91420841217041
2001-07-02,8.970931053161621
2001-07-03,8.930418014526367
2001-07-05,9.0681791305542
2001-07-06,9.058454513549805
2001-07-09,9.043866157531738
2001-07-10,9.027661323547363
2001-07-11,8.740787506103516
2001-07-12,8.538186073303223
2001-07-13,8.509015083312988
2001-07-16,8.436083793640137
2001-07-17,8.492809295654297
2001-07-18,8.581952095031738
2001-07-19,8.573845863342285
2001-07-20,7.982264041900635
2001-07-23,7.473344326019287
2001-07-24,7.131364345550537
2001-07-25,7.233473300933838
2001-07-26,7.342066287994385
2001-07-27,7.309650897979736
2001-07-30,7.376106262207031
2001-07-31,7.290201187133789
2001-08-01,7.400412082672119
2001-08-02,7.432826042175293
2001-08-03,7.358273029327393
2001-08-06,7.051948547363281
2001-08-07,7.150814533233643
2001-08-08,6.98549747467041
2001-08-09,6.969290256500244
2001-08-10,6.967670440673828
2001-08-13,6.933631896972656
2001-08-14,6.928772449493408
2001-08-15,6.8655595779418945
2001-08-16,6.928772449493408
2001-08-17,6.876903057098389
2001-08-20,6.912564277648926
2001-08-21,6.899594306945801
2001-08-22,6.936874866485596
2001-08-23,7.01304817199707
2001-08-24,7.115158557891846
2001-08-27,7.118401527404785
2001-08-28,7.149193286895752
2001-08-29,7.0697760581970215
2001-08-30,7.029256343841553
2001-08-31,7.026017665863037
2001-09-04,6.969290256500244
2001-09-05,6.98549747467041
2001-09-06,6.914555072784424
2001-09-07,6.9716362953186035
2001-09-10,6.865631580352783
2001-09-17,6.539473056793213
2001-09-18,6.311164855957031
2001-09-19,6.156239032745361
2001-09-20,6.149717807769775
2001-09-21,6.033931255340576
2001-09-24,5.90346622467041
2001-09-25,5.702879905700684
2001-09-26,5.430537223815918
2001-09-27,5.086437225341797
2001-09-28,5.316381931304932
2001-10-01,5.290289878845215
2001-10-02,5.410966396331787
2001-10-03,5.696354389190674
2001-10-04,5.773002624511719
