Date,DD
2000-01-03,11.700239181518555
2000-01-04,11.380439758300781
2000-01-05,11.749868392944336
2000-01-06,12.080693244934082
2000-01-07,12.35086441040039
2000-01-10,12.036588668823242
2000-01-11,11.920793533325195
2000-01-12,12.15237045288086
2000-01-13,12.17442798614502
2000-01-14,12.26264476776123
2000-01-18,11.496225357055664
2000-01-19,11.396984100341797
2000-01-20,11.097864151000977
2000-01-21,10.773929595947266
2000-01-24,11.143351554870605
2000-01-25,10.768418312072754
2000-01-26,10.696733474731445
2000-01-27,10.503754615783691
2000-01-28,10.123299598693848
2000-01-31,10.27768325805664
2000-02-01,10.575435638427734
2000-02-02,10.156386375427246
2000-02-03,10.145355224609375
2000-02-04,9.89724063873291
2000-02-07,9.836585998535156
2000-02-08,9.842100143432617
2000-02-09,9.555377960205078
2000-02-10,9.345858573913574
2000-02-11,9.329312324523926
2000-02-14,9.33482837677002
2000-02-15,9.610518455505371
2000-02-16,9.461648941040039
2000-02-17,9.500246047973633
2000-02-18,9.241095542907715
2000-02-22,10.068164825439453
2000-02-23,9.77042293548584
2000-02-24,9.500246047973633
2000-02-25,9.33482837677002
2000-02-28,9.489217758178711
2000-02-29,9.571924209594727
2000-03-01,9.119789123535156
2000-03-02,8.777936935424805
2000-03-03,9.682198524475098
2000-03-06,9.191473960876465
2000-03-07,8.46916675567627
2000-03-08,8.656637191772461
2000-03-09,8.458137512207031
2000-03-10,8.64560604095459
2000-03-13,8.79998779296875
2000-03-14,8.579444885253906
2000-03-15,9.39548110961914
2000-03-16,9.875178337097168
2000-03-17,9.39548110961914
2000-03-20,9.527812004089355
2000-03-21,9.654622077941895
2000-03-22,9.235581398010254
2000-03-23,9.351371765136719
2000-03-24,9.560898780822754
2000-03-27,9.621548652648926
2000-03-28,9.571924209594727
2000-03-29,9.727109909057617
2000-03-30,10.360763549804688
2000-03-31,10.138429641723633
2000-04-03,10.66091537475586
2000-04-04,10.566420555114746
2000-04-05,10.288501739501953
2000-04-06,10.494168281555176
2000-04-07,10.27183723449707
2000-04-10,10.2996244430542
2000-04-11,10.466375350952148
2000-04-12,10.655363082885742
2000-04-13,10.255156517028809
2000-04-14,9.52701187133789
2000-04-17,9.577035903930664
2000-04-18,9.249094009399414
2000-04-19,9.071227073669434
2000-04-20,9.371376991271973
2000-04-24,9.693761825561523
2000-04-25,9.604825973510742
2000-04-26,9.388051986694336
2000-04-27,9.693761825561523
2000-04-28,10.049498558044434
2000-05-01,10.31629753112793
2000-05-02,10.655363082885742
2000-05-03,10.160665512084961
2000-05-04,10.33436107635498
2000-05-05,10.513626098632812
2000-05-08,10.277392387390137
2000-05-09,10.389942169189453
2000-05-10,10.18845272064209
2000-05-11,10.444137573242188
2000-05-12,10.246816635131836
2000-05-15,10.555306434631348
2000-05-16,10.194014549255371
2000-05-17,9.971678733825684
2000-05-18,10.038379669189453
2000-05-19,10.032815933227539
2000-05-22,10.1439847946167
2000-05-23,10.210686683654785
2000-05-24,9.98279857635498
2000-05-25,9.36026382446289
2000-05-26,9.165717124938965
2000-05-30,9.488103866577148
2000-05-31,9.52145004272461
2000-06-01,9.443642616271973
2000-06-02,9.599273681640625
2000-06-05,9.615949630737305
2000-06-06,9.410287857055664
2000-06-07,9.304678916931152
2000-06-08,9.204627990722656
2000-06-09,9.221302032470703
2000-06-12,9.35469913482666
2000-06-13,9.23241901397705
2000-06-14,9.560367584228516
2000-06-15,9.649297714233398
2000-06-16,9.610384941101074
2000-06-19,9.071227073669434
2000-06-20,8.871129989624023
2000-06-21,9.004525184631348
2000-06-22,8.8211030960083
2000-06-23,8.654349327087402
2000-06-26,8.204124450683594
2000-06-27,8.604329109191895
2000-06-28,8.488896369934082
2000-06-29,8.43000316619873
2000-06-30,8.127129554748535
2000-07-03,8.615099906921387
2000-07-05,8.850663185119629
2000-07-06,8.34587287902832
2000-07-07,8.076651573181152
2000-07-10,8.337457656860352
2000-07-11,8.993690490722656
2000-07-12,8.808601379394531
2000-07-13,9.010515213012695
2000-07-14,8.547784805297852
2000-07-17,8.337457656860352
2000-07-18,8.303810119628906
2000-07-19,8.286981582641602
2000-07-20,8.00934886932373
2000-07-21,8.076651573181152
2000-07-24,7.95045280456543
2000-07-25,7.942040920257568
2000-07-26,7.571866989135742
2000-07-27,7.571866989135742
2000-07-28,7.689647197723389
2000-07-31,7.740126609802246
2000-08-01,7.605513095855713
2000-08-02,7.555030822753906
2000-08-03,7.504555702209473
2000-08-04,7.487725734710693
2000-08-07,7.706472873687744
2000-08-08,7.740126609802246
2000-08-09,7.891563892364502
2000-08-10,7.672817707061768
2000-08-11,7.857909202575684
2000-08-14,7.689647197723389
2000-08-15,7.706472873687744
2000-08-16,7.538206577301025
2000-08-17,7.605513095855713
2000-08-18,7.470902919769287
2000-08-21,7.302638530731201
2000-08-22,7.302638530731201
2000-08-23,7.134377479553223
2000-08-24,7.134377479553223
2000-08-25,7.134377479553223
2000-08-28,7.218505859375
2000-08-29,7.134377479553223
2000-08-30,7.050240993499756
2000-08-31,7.054446220397949
2000-09-01,7.033418655395508
2000-09-05,7.319459438323975
2000-09-06,7.386771202087402
2000-09-07,6.881981372833252
2000-09-08,6.797848224639893
2000-09-11,6.915628910064697
2000-09-12,6.831502437591553
2000-09-13,6.797848224639893
2000-09-14,6.764195919036865
2000-09-15,6.595929145812988
2000-09-18,6.579105377197266
2000-09-19,6.494971752166748
2000-09-20,6.461320400238037
2000-09-21,6.62958288192749
2000-09-22,6.713715553283691
2000-09-25,6.663236618041992
2000-09-26,6.654824733734131
2000-09-27,6.6231560707092285
2000-09-28,6.606130123138428
2000-09-29,6.793418884277344
2000-10-02,6.793418884277344
2000-10-03,7.33825159072876
2000-10-04,7.423382759094238
2000-10-05,7.304198741912842
2000-10-06,7.185015678405762
2000-10-09,7.219070911407471
2000-10-10,7.065833568572998
2000-10-11,6.878550052642822
2000-10-12,6.691259384155273
2000-10-13,6.555049896240234
2000-10-16,6.452897071838379
2000-10-17,6.367763519287109
2000-10-18,6.367763519287109
2000-10-19,6.401813507080078
2000-10-20,6.555049896240234
2000-10-23,6.657207489013672
2000-10-24,7.253119945526123
2000-10-25,7.065833568572998
2000-10-26,7.27014684677124
2000-10-27,7.474458694458008
2000-10-30,8.325766563415527
2000-10-31,8.342792510986328
2000-11-01,8.325766563415527
2000-11-02,8.308740615844727
2000-11-03,8.564135551452637
2000-11-06,8.513049125671387
2000-11-07,8.581157684326172
2000-11-08,8.785472869873047
2000-11-09,8.530082702636719
2000-11-10,8.410894393920898
2000-11-13,8.530082702636719
2000-11-14,8.54710578918457
2000-11-15,8.683314323425293
2000-11-16,8.4449462890625
2000-11-17,8.615205764770508
2000-11-20,8.564135551452637
2000-11-21,8.4449462890625
2000-11-22,8.427926063537598
2000-11-24,8.427926063537598
2000-11-27,8.22360897064209
2000-11-28,8.104427337646484
2000-11-29,8.513049125671387
2000-11-30,8.325766563415527
2000-12-01,8.904656410217285
2000-12-04,9.755963325500488
2000-12-05,9.94324779510498
2000-12-06,9.534614562988281
2000-12-07,9.023836135864258
2000-12-08,9.2111234664917
2000-12-11,9.091941833496094
2000-12-12,9.091941833496094
2000-12-13,8.887624740600586
2000-12-14,8.785472869873047
2000-12-15,8.342792510986328
2000-12-18,8.666288375854492
2000-12-19,9.228147506713867
2000-12-20,9.023836135864258
2000-12-21,9.551641464233398
2000-12-22,10.147562980651855
2000-12-26,10.096482276916504
2000-12-27,10.484994888305664
2000-12-28,10.382030487060547
2000-12-29,10.055981636047363
2001-01-02,9.558330535888672
2001-01-03,9.661296844482422
2001-01-04,10.107464790344238
2001-01-05,9.541167259216309
2001-01-08,9.64413070678711
2001-01-09,9.026352882385254
2001-01-10,8.82043170928955
2001-01-11,8.61451244354248
2001-01-12,8.563030242919922
2001-01-16,8.83759593963623
2001-01-17,8.768959045410156
2001-01-18,8.803276062011719
2001-01-19,8.563030242919922
2001-01-22,8.494390487670898
2001-01-23,8.683150291442871
2001-01-24,8.786114692687988
2001-01-25,8.889080047607422
2001-01-26,8.940556526184082
2001-01-29,8.824556350708008
2001-01-30,9.143044471740723
2001-01-31,9.417617797851562
2001-02-01,9.365447998046875
2001-02-02,9.277587890625
2001-02-05,9.167762756347656
2001-02-06,8.95085334777832
2001-02-07,9.273568153381348
2001-02-08,8.849160194396973
2001-02-09,8.87671947479248
2001-02-12,8.681051254272461
2001-02-13,8.664514541625977
2001-02-14,8.653491973876953
2001-02-15,8.967666625976562
2001-02-16,8.683806419372559
2001-02-20,8.54050064086914
2001-02-21,8.523967742919922
2001-02-22,8.369635581970215
2001-02-23,8.116095542907715
2001-02-26,8.664514541625977
2001-02-27,8.887747764587402
2001-02-28,9.04207706451416
2001-03-01,9.171595573425293
2001-03-02,9.403097152709961
2001-03-05,9.356243133544922
2001-03-06,9.232230186462402
2001-03-07,9.535380363464355
2001-03-08,9.893643379211426
2001-03-09,9.824745178222656
2001-03-12,9.331439971923828
2001-03-13,8.997976303100586
2001-03-14,8.777508735656738
2001-03-15,8.625937461853027
2001-03-16,8.747190475463867
2001-03-19,9.028295516967773
2001-03-20,8.664514541625977
2001-03-21,8.474361419677734
2001-03-22,8.297983169555664
2001-03-23,8.56255054473877
2001-03-26,8.694830894470215
2001-03-27,8.86018180847168
2001-03-28,8.934713363647461
2001-03-29,8.762944221496582
2001-03-30,8.746318817138672
2001-04-02,8.88206958770752
2001-04-03,8.677058219909668
2001-04-04,8.857138633728027
2001-04-05,9.300409317016602
2001-04-06,9.114790916442871
2001-04-09,9.156347274780273
2001-04-10,9.483261108398438
2001-04-11,9.231147766113281
2001-04-12,9.26162052154541
2001-04-16,9.319804191589355
2001-04-17,9.394606590270996
2001-04-18,9.88220500946045
2001-04-19,9.6273193359375
2001-04-20,9.558065414428711
2001-04-23,9.46663761138916
2001-04-24,9.361360549926758
2001-04-25,9.161888122558594
2001-04-26,9.474945068359375
2001-04-27,9.497112274169922
2001-04-30,9.26716423034668
2001-05-01,9.419536590576172
2001-05-02,9.776927947998047
2001-05-03,9.807403564453125
2001-05-04,10.142627716064453
2001-05-07,10.029045104980469
2001-05-08,10.319936752319336
2001-05-09,10.33932876586914
2001-05-10,10.477850914001465
2001-05-11,10.347640037536621
2001-05-14,10.400283813476562
2001-05-15,10.383655548095703
2001-05-16,10.965450286865234
2001-05-17,10.876799583435059
2001-05-18,10.69394588470459
2001-05-21,10.696720123291016
2001-05-22,10.522181510925293
2001-05-23,10.355950355529785
2001-05-24,10.029045104980469
2001-05-25,9.957005500793457
2001-05-29,10.03458023071289
2001-05-30,9.804636001586914
2001-05-31,9.920990943908691
2001-06-01,9.876664161682129
2001-06-04,10.103840827941895
2001-06-05,10.029045104980469
2001-06-06,10.031810760498047
2001-06-07,10.198033332824707
2001-06-08,10.048434257507324
2001-06-11,9.879430770874023
2001-06-12,9.835105895996094
2001-06-13,9.89328670501709
2001-06-14,9.519274711608887
2001-06-15,9.45555591583252
2001-06-18,9.458327293395996
2001-06-19,9.558065414428711
2001-06-20,9.66057014465332
2001-06-21,9.430623054504395
2001-06-22,9.148035049438477
2001-06-25,9.092625617980957
2001-06-26,9.281014442443848
2001-06-27,9.511887550354004
2001-06-28,9.525875091552734
2001-06-29,9.304800987243652
2001-07-02,9.615434646606445
2001-07-03,9.514681816101074
2001-07-05,9.618231773376465
2001-07-06,9.478306770324707
2001-07-09,9.5426664352417
2001-07-10,9.500693321228027
2001-07-11,9.439126014709473
2001-07-12,9.646220207214355
2001-07-13,9.646220207214355
2001-07-16,9.553869247436523
2001-07-17,9.464313507080078
2001-07-18,9.788931846618652
2001-07-19,10.105156898498535
2001-07-20,10.015607833862305
2001-07-23,9.699382781982422
2001-07-24,9.481103897094727
2001-07-25,9.707780838012695
2001-07-26,9.889683723449707
2001-07-27,9.738558769226074
2001-07-30,9.906469345092773
2001-07-31,10.186311721801758
2001-08-01,10.057583808898926
2001-08-02,10.245079040527344
2001-08-03,10.242278099060059
2001-08-06,10.032397270202637
2001-08-07,9.802925109863281
2001-08-08,9.66020679473877
2001-08-09,9.688186645507812
2001-08-10,9.892473220825195
2001-08-13,9.931659698486328
2001-08-14,9.833706855773926
2001-08-15,9.93445110321045
2001-08-16,9.724567413330078
2001-08-17,9.671396255493164
2001-08-20,9.637819290161133
2001-08-21,9.744157791137695
2001-08-22,9.623826026916504
2001-08-23,9.724567413330078
2001-08-24,10.091166496276855
2001-08-27,10.077171325683594
2001-08-28,9.906469345092773
2001-08-29,9.825312614440918
2001-08-30,9.749756813049316
2001-08-31,9.811320304870605
2001-09-04,10.085572242736816
2001-09-05,9.920454978942871
2001-09-06,9.797330856323242
2001-09-07,9.7301664352417
2001-09-10,9.548267364501953
2001-09-17,8.563217163085938
2001-09-18,8.630378723144531
2001-09-19,8.546422958374023
2001-09-20,8.277779579162598
2001-09-21,8.328153610229492
2001-09-24,8.954998970031738
2001-09-25,8.98298168182373
2001-09-26,8.806241989135742
2001-09-27,8.956114768981934
2001-09-28,9.264363288879395
2001-10-01,9.216290473937988
2001-10-02,9.340717315673828
2001-10-03,9.318094253540039
2001-10-04,9.332231521606445
2001-10-05,9.4227294921875
2001-10-08,9.318094253540039
2001-10-09,9.337892532348633
2001-10-10,9.527366638183594
2001-10-11,9.86388874053955
2001-10-12,9.756424903869629
2001-10-15,9.705527305603027
2001-10-16,9.70834732055664
2001-10-17,9.578269958496094
2001-10-18,9.665936470031738
2001-10-19,9.586749076843262
2001-10-22,9.812982559204102
2001-10-23,9.844093322753906
2001-10-24,9.897821426391602
2001-10-25,9.855406761169434
2001-10-26,9.903481483459473
2001-10-29,9.747943878173828
2001-10-30,9.634827613830566
2001-10-31,9.40293025970459
2001-11-01,9.739460945129395
2001-11-02,9.909138679504395
2001-11-05,9.855406761169434
2001-11-06,10.095784187316895
2001-11-07,10.160821914672852
2001-11-08,10.09012508392334
2001-11-09,10.126887321472168
2001-11-12,9.979833602905273
2001-11-13,10.191930770874023
2001-11-14,10.336156845092773
2001-11-15,10.604811668395996
2001-11-16,10.551078796386719
2001-11-19,10.802763938903809
2001-11-20,10.698132514953613
2001-11-21,10.613299369812012
2001-11-23,10.73206901550293
2001-11-26,10.669855117797852
2001-11-27,10.61612319946289
2001-11-28,10.519974708557129
2001-11-29,10.426648139953613
2001-11-30,10.604811668395996
2001-12-03,10.454931259155273
2001-12-04,10.491692543029785
2001-12-05,10.828219413757324
2001-12-06,10.715102195739746
2001-12-07,10.522801399230957
2001-12-10,10.336156845092773
2001-12-11,10.406856536865234
2001-12-12,10.290908813476562
2001-12-13,9.968521118164062
2001-12-14,9.841264724731445
2001-12-17,9.869547843933105
2001-12-18,10.460587501525879
2001-12-19,10.245662689208984
2001-12-20,10.152338981628418
2001-12-21,9.756424903869629
2001-12-24,9.714010238647461
2001-12-26,9.665936470031738
2001-12-27,9.710198402404785
2001-12-28,9.63880443572998
2001-12-31,9.647370338439941
2002-01-02,9.7644624710083
2002-01-03,10.121455192565918
2002-01-04,10.495584487915039
2002-01-07,10.175718307495117
2002-01-08,9.901549339294434
2002-01-09,9.710198402404785
2002-01-10,8.870553016662598
2002-01-11,8.63922119140625
2002-01-14,7.7253193855285645
2002-01-15,7.553964614868164
2002-01-16,7.1798319816589355
2002-01-17,7.493988990783691
2002-01-18,7.662487983703613
2002-01-22,7.539684295654297
2002-01-23,7.571099281311035
2002-01-24,7.996635437011719
