Date,JBHT
2000-01-03,2.6485238075256348
2000-01-04,2.5130181312561035
2000-01-05,2.537656545639038
2000-01-06,2.611567258834839
2000-01-07,2.611567258834839
2000-01-10,2.537656545639038
2000-01-11,2.5746116638183594
2000-01-12,2.549973726272583
2000-01-13,2.5622925758361816
2000-01-14,2.5622925758361816
2000-01-18,2.537656545639038
2000-01-19,2.4514243602752686
2000-01-20,2.537656545639038
2000-01-21,2.4267866611480713
2000-01-24,2.3898301124572754
2000-01-25,2.365192174911499
2000-01-26,2.537656545639038
2000-01-27,2.4452648162841797
2000-01-28,2.500699996948242
2000-01-31,2.488379955291748
2000-02-01,2.4611706733703613
2000-02-02,2.5106430053710938
2000-02-03,2.4859070777893066
2000-02-04,2.473539113998413
2000-02-07,2.4364359378814697
2000-02-08,2.4364359378814697
2000-02-09,2.4240682125091553
2000-02-10,2.3869643211364746
2000-02-11,2.4116997718811035
2000-02-14,2.4364359378814697
2000-02-15,2.306575059890747
2000-02-16,2.2694733142852783
2000-02-17,2.1519787311553955
2000-02-18,2.1519787311553955
2000-02-22,2.164346218109131
2000-02-23,2.2138173580169678
2000-02-24,2.1890811920166016
2000-02-25,2.2323696613311768
2000-02-28,2.1519787311553955
2000-02-29,2.2756567001342773
2000-03-01,2.3251256942749023
2000-03-02,2.238553285598755
2000-03-03,2.2756567001342773
2000-03-06,2.2632882595062256
2000-03-07,2.238553285598755
2000-03-08,2.2756567001342773
2000-03-09,2.4240682125091553
2000-03-10,2.547745704650879
2000-03-13,2.689974546432495
2000-03-14,2.8445687294006348
2000-03-15,2.9682464599609375
2000-03-16,3.0671892166137695
2000-03-17,3.0177173614501953
2000-03-20,3.030085325241089
2000-03-21,3.0671892166137695
2000-03-22,3.0671892166137695
2000-03-23,3.141394853591919
2000-03-24,3.0177173614501953
2000-03-27,3.0177173614501953
2000-03-28,2.832202434539795
2000-03-29,3.0548200607299805
2000-03-30,3.0424530506134033
2000-03-31,2.7085254192352295
2000-04-03,2.869305372238159
2000-04-04,2.7456278800964355
2000-04-05,2.894040584564209
2000-04-06,2.8445687294006348
2000-04-07,2.8074660301208496
2000-04-10,2.671422004699707
2000-04-11,2.7950990200042725
2000-04-12,2.782731056213379
2000-04-13,2.8198349475860596
2000-04-14,2.8074660301208496
2000-04-17,3.0177173614501953
2000-04-18,3.141394853591919
2000-04-19,3.1908645629882812
2000-04-20,3.289807081222534
2000-04-24,3.166130304336548
2000-04-25,3.351646900177002
2000-04-26,3.364013433456421
2000-04-27,3.1908645629882812
2000-04-28,3.2650718688964844
2000-05-01,3.2743468284606934
2000-05-02,3.2156007289886475
2000-05-03,3.2156007289886475
2000-05-04,3.3763811588287354
2000-05-05,3.289807081222534
2000-05-08,3.2156007289886475
2000-05-09,3.339277505874634
2000-05-10,3.3021750450134277
2000-05-11,3.1784985065460205
2000-05-12,3.1908645629882812
2000-05-15,3.1290268898010254
2000-05-16,3.2156007289886475
2000-05-17,3.2156007289886475
2000-05-18,3.1908645629882812
2000-05-19,3.1042912006378174
2000-05-22,3.0424530506134033
2000-05-23,3.030085325241089
2000-05-24,3.0177173614501953
2000-05-25,3.1042912006378174
2000-05-26,3.203232526779175
2000-05-30,3.1784985065460205
2000-05-31,3.166130304336548
2000-06-01,3.2403366565704346
2000-06-02,3.166130304336548
2000-06-05,3.2156007289886475
2000-06-06,3.166130304336548
2000-06-07,3.166130304336548
2000-06-08,3.1290268898010254
2000-06-09,3.141394853591919
2000-06-12,3.166130304336548
2000-06-13,3.166130304336548
2000-06-14,3.1784985065460205
2000-06-15,3.1784985065460205
2000-06-16,3.0548200607299805
2000-06-19,3.1042912006378174
2000-06-20,3.153761386871338
2000-06-21,3.141394853591919
2000-06-22,3.0177173614501953
2000-06-23,2.943512201309204
2000-06-26,2.9682464599609375
2000-06-27,2.869305372238159
2000-06-28,2.8198349475860596
2000-06-29,2.757995843887329
2000-06-30,3.0548200607299805
2000-07-03,2.832202434539795
2000-07-05,3.030085325241089
2000-07-06,3.0671892166137695
2000-07-07,2.9682464599609375
2000-07-10,3.005349636077881
2000-07-11,3.0177173614501953
2000-07-12,3.0424530506134033
2000-07-13,3.091923713684082
2000-07-14,3.0548200607299805
2000-07-17,3.0424530506134033
2000-07-18,3.141394853591919
2000-07-19,2.980614185333252
2000-07-20,3.091923713684082
2000-07-21,3.0177173614501953
2000-07-24,2.9682464599609375
2000-07-25,2.894040584564209
2000-07-26,3.0548200607299805
2000-07-27,2.869305372238159
2000-07-28,2.918776035308838
2000-07-31,2.931144952774048
2000-08-01,2.9682464599609375
2000-08-02,3.030085325241089
2000-08-03,3.0177173614501953
2000-08-04,3.0424530506134033
2000-08-07,2.8445687294006348
2000-08-08,2.931144952774048
2000-08-09,2.918776035308838
2000-08-10,2.9064087867736816
2000-08-11,2.931144952774048
2000-08-14,2.894040584564209
2000-08-15,2.8445687294006348
2000-08-16,2.8847639560699463
2000-08-17,2.9064087867736816
2000-08-18,2.9064087867736816
2000-08-21,2.8445687294006348
2000-08-22,2.7950990200042725
2000-08-23,2.832202434539795
2000-08-24,2.7703628540039062
2000-08-25,2.8198349475860596
2000-08-28,2.733259916305542
2000-08-29,2.7950990200042725
2000-08-30,2.696157217025757
2000-08-31,2.671422004699707
2000-09-01,2.671422004699707
2000-09-05,2.5724806785583496
2000-09-06,2.535377025604248
2000-09-07,2.5724806785583496
2000-09-08,2.5848491191864014
2000-09-11,2.5941245555877686
2000-09-12,2.5724806785583496
2000-09-13,2.566296100616455
2000-09-14,2.5724806785583496
2000-09-15,2.498274087905884
2000-09-18,2.4859070777893066
2000-09-19,2.473539113998413
2000-09-20,2.535377025604248
2000-09-21,2.535377025604248
2000-09-22,2.535377025604248
2000-09-25,2.4364359378814697
2000-09-26,2.399332046508789
2000-09-27,2.3003909587860107
2000-09-28,2.547745704650879
2000-09-29,2.5230093002319336
2000-10-02,2.4240682125091553
2000-10-03,2.4611706733703613
2000-10-04,2.547745704650879
2000-10-05,2.5106430053710938
2000-10-06,2.4116997718811035
2000-10-09,2.2756567001342773
2000-10-10,2.2632882595062256
2000-10-11,2.1519787311553955
2000-10-12,2.1025068759918213
2000-10-13,2.37459659576416
2000-10-16,2.399332046508789
2000-10-17,2.4488039016723633
2000-10-18,2.6343204975128174
2000-10-19,2.7085254192352295
2000-10-20,2.621951103210449
2000-10-23,2.5724806785583496
2000-10-24,2.535377025604248
2000-10-25,2.5106430053710938
2000-10-26,2.621951103210449
2000-10-27,2.5724806785583496
2000-10-30,2.6095850467681885
2000-10-31,2.5848491191864014
2000-11-01,2.6343204975128174
2000-11-02,2.621951103210449
2000-11-03,2.560114622116089
2000-11-06,2.5106430053710938
2000-11-07,2.5230093002319336
2000-11-08,2.547745704650879
2000-11-09,2.498274087905884
2000-11-10,2.399332046508789
2000-11-13,2.547745704650879
2000-11-14,2.5724806785583496
2000-11-15,2.5848491191864014
2000-11-16,2.535377025604248
2000-11-17,2.547745704650879
2000-11-20,2.5106430053710938
2000-11-21,2.6095850467681885
2000-11-22,2.6466867923736572
2000-11-24,2.6466867923736572
2000-11-27,2.6466867923736572
2000-11-28,2.621951103210449
2000-11-29,2.5972163677215576
2000-11-30,2.5972163677215576
2000-12-01,2.6466867923736572
2000-12-04,2.5848491191864014
2000-12-05,2.621951103210449
2000-12-06,2.7085254192352295
2000-12-07,2.8569388389587402
2000-12-08,3.1784985065460205
2000-12-11,3.4011173248291016
2000-12-12,3.153761386871338
2000-12-13,3.141394853591919
2000-12-14,3.116659164428711
2000-12-15,2.869305372238159
2000-12-18,2.9929826259613037
2000-12-19,3.091923713684082
2000-12-20,3.141394853591919
2000-12-21,3.116659164428711
2000-12-22,3.2156007289886475
2000-12-26,3.203232526779175
2000-12-27,3.153761386871338
2000-12-28,3.314541816711426
2000-12-29,3.3269107341766357
2001-01-02,3.0671892166137695
2001-01-03,3.425851583480835
2001-01-04,3.5247926712036133
2001-01-05,3.5000572204589844
2001-01-08,3.561896562576294
2001-01-09,3.4753215312957764
2001-01-10,3.611365556716919
2001-01-11,3.574263572692871
2001-01-12,3.874178647994995
2001-01-16,3.8958230018615723
2001-01-17,3.9947657585144043
2001-01-18,4.007133960723877
2001-01-19,4.019501686096191
2001-01-22,3.7845146656036377
2001-01-23,3.9205591678619385
2001-01-24,3.7597780227661133
2001-01-25,3.8587210178375244
2001-01-26,3.8618123531341553
2001-01-29,3.5866310596466064
2001-01-30,3.747410535812378
2001-01-31,3.7721455097198486
2001-02-01,3.8216145038604736
