Date,GM
2011-06-24,22.259021759033203
2011-06-27,22.511960983276367
2011-06-28,22.690509796142578
2011-06-29,22.541717529296875
2011-06-30,22.586355209350586
2011-07-01,22.750030517578125
2011-07-05,22.958330154418945
2011-07-06,23.203834533691406
2011-07-07,23.657644271850586
2011-07-08,23.493976593017578
2011-07-11,22.87650489807129
2011-07-12,22.824417114257812
2011-07-13,22.87650489807129
2011-07-14,22.392934799194336
2011-07-15,22.13998794555664
2011-07-18,21.64898109436035
2011-07-19,21.82008934020996
2011-07-20,21.753131866455078
2011-07-21,22.288772583007812
2011-07-22,22.392934799194336
2011-07-25,21.94655990600586
2011-07-26,21.64154052734375
2011-07-27,20.93478775024414
2011-07-28,20.905025482177734
2011-07-29,20.59256362915039
2011-08-01,20.882707595825195
2011-08-02,20.123876571655273
2011-08-03,20.213151931762695
2011-08-04,19.335289001464844
2011-08-05,19.573354721069336
2011-08-08,18.278881072998047
2011-08-09,19.000518798828125
2011-08-10,17.795310974121094
2011-08-11,19.20137596130371
2011-08-12,19.156740188598633
2011-08-15,19.655189514160156
2011-08-16,19.21626091003418
2011-08-17,18.554140090942383
2011-08-18,17.5572452545166
2011-08-19,16.4859561920166
2011-08-22,16.151180267333984
2011-08-23,16.41156005859375
2011-08-24,16.642189025878906
2011-08-25,16.590106964111328
2011-08-26,17.014158248901367
2011-08-29,17.698604583740234
2011-08-30,17.542369842529297
2011-08-31,17.87714958190918
2011-09-01,17.13319206237793
2011-09-02,16.41900062561035
2011-09-06,15.950312614440918
2011-09-07,17.00672149658203
2011-09-08,16.724018096923828
2011-09-09,16.18838119506836
2011-09-12,16.270212173461914
2011-09-13,16.366926193237305
2011-09-14,16.500835418701172
2011-09-15,16.887685775756836
2011-09-16,16.820735931396484
2011-09-19,17.148069381713867
2011-09-20,16.686824798583984
2011-09-21,15.831277847290039
2011-09-22,15.05756950378418
2011-09-23,15.622973442077637
2011-09-26,15.682496070861816
2011-09-27,15.764328956604004
2011-09-28,15.184039115905762
2011-09-29,15.444421768188477
2011-09-30,15.012938499450684
2011-10-03,14.678154945373535
2011-10-04,15.935430526733398
2011-10-05,16.567790985107422
2011-10-06,16.627309799194336
2011-10-07,16.374366760253906
2011-10-10,16.82817840576172
2011-10-11,16.73889923095703
2011-10-12,17.415897369384766
2011-10-13,17.222471237182617
2011-10-14,17.97385597229004
2011-10-17,17.244787216186523
2011-10-18,17.51260757446289
2011-10-19,17.177833557128906
2011-10-20,17.08111572265625
2011-10-21,18.11520767211914
2011-10-24,18.583898544311523
2011-10-25,18.494626998901367
2011-10-26,18.59133529663086
2011-10-27,19.580795288085938
2011-10-28,19.677509307861328
2011-10-31,19.23114013671875
2011-11-01,17.356380462646484
2011-11-02,17.25967025756836
2011-11-03,17.87714958190918
2011-11-04,17.564687728881836
2011-11-07,17.86227035522461
2011-11-08,18.628538131713867
2011-11-09,16.597549438476562
2011-11-10,16.887685775756836
2011-11-11,16.746341705322266
2011-11-14,17.103437423706055
2011-11-15,17.371257781982422
2011-11-16,16.850494384765625
2011-11-17,16.210697174072266
2011-11-18,16.12885856628418
2011-11-21,15.66016674041748
2011-11-22,15.422103881835938
2011-11-23,15.05756950378418
2011-11-25,15.131967544555664
2011-11-28,15.429546356201172
2011-11-29,15.109643936157227
2011-11-30,15.838717460632324
2011-12-01,15.593218803405762
2011-12-02,15.831277847290039
2011-12-05,16.061899185180664
2011-12-06,16.12885856628418
2011-12-07,16.322288513183594
2011-12-08,15.608095169067383
2011-12-09,15.734563827514648
2011-12-12,15.474184036254883
2011-12-13,14.96086311340332
2011-12-14,14.48472785949707
2011-12-15,14.953417778015137
2011-12-16,14.990612983703613
2011-12-19,14.172272682189941
2011-12-20,14.648401260375977
2011-12-21,15.11709213256836
2011-12-22,15.39979076385498
2011-12-23,15.251004219055176
2011-12-27,14.945982933044434
2011-12-28,14.774869918823242
2011-12-29,15.03525447845459
2011-12-30,15.079893112182617
2012-01-03,15.66016674041748
2012-01-04,15.734563827514648
2012-01-05,16.49340057373047
2012-01-06,17.051366806030273
2012-01-09,16.991838455200195
2012-01-10,17.289426803588867
2012-01-11,18.204486846923828
2012-01-12,18.353275299072266
2012-01-13,18.07056999206543
2012-01-17,18.003620147705078
2012-01-18,18.234243392944336
2012-01-19,18.464866638183594
2012-01-20,18.598783493041992
2012-01-23,18.539262771606445
2012-01-24,18.44255256652832
2012-01-25,18.539262771606445
2012-01-26,18.390464782714844
2012-01-27,18.130090713500977
2012-01-30,18.02593421936035
2012-01-31,17.869705200195312
2012-02-01,18.130090713500977
2012-02-02,18.085451126098633
2012-02-03,19.476640701293945
2012-02-06,19.863502502441406
2012-02-07,19.506399154663086
2012-02-08,19.156740188598633
2012-02-09,19.14930534362793
2012-02-10,18.970754623413086
2012-02-13,18.85172462463379
2012-02-14,18.8963565826416
2012-02-15,18.546703338623047
2012-02-16,20.213151931762695
2012-02-17,20.339622497558594
2012-02-21,20.131315231323242
2012-02-22,19.751907348632812
2012-02-23,19.930458068847656
2012-02-24,19.394807815551758
2012-02-27,19.684947967529297
2012-02-28,19.446882247924805
2012-02-29,19.35760498046875
2012-03-01,19.692386627197266
2012-03-02,19.677509307861328
2012-03-05,19.342729568481445
2012-03-06,18.286317825317383
2012-03-07,18.509498596191406
2012-03-08,18.93355369567871
2012-03-09,19.060029983520508
2012-03-12,18.888917922973633
2012-03-13,19.394807815551758
2012-03-14,19.580795288085938
2012-03-15,19.379928588867188
2012-03-16,19.022829055786133
2012-03-19,18.888917922973633
2012-03-20,18.665733337402344
2012-03-21,18.814531326293945
2012-03-22,18.635974884033203
2012-03-23,18.725250244140625
2012-03-26,19.0302677154541
2012-03-27,18.85916519165039
2012-03-28,18.71037483215332
2012-03-29,18.829404830932617
2012-03-30,19.082347869873047
2012-04-02,19.908132553100586
2012-04-03,19.000518798828125
2012-04-04,18.673175811767578
2012-04-05,18.457429885864258
2012-04-09,18.003620147705078
2012-04-10,17.639081954956055
2012-04-11,17.87714958190918
2012-04-12,18.078012466430664
2012-04-13,17.706039428710938
2012-04-16,17.423330307006836
2012-04-17,17.88458251953125
2012-04-18,17.966421127319336
2012-04-19,17.86227035522461
2012-04-20,17.5572452545166
2012-04-23,17.073680877685547
2012-04-24,17.029037475585938
2012-04-25,17.341503143310547
2012-04-26,17.646520614624023
2012-04-27,17.505168914794922
2012-04-30,17.110876083374023
2012-05-01,17.341503143310547
2012-05-02,17.058799743652344
2012-05-03,16.642189025878906
2012-05-04,16.634746551513672
2012-05-07,16.67194175720215
2012-05-08,16.53803062438965
2012-05-09,16.69426155090332
2012-05-10,16.642189025878906
2012-05-11,16.366926193237305
2012-05-14,16.09166145324707
2012-05-15,15.935430526733398
2012-05-16,16.299972534179688
2012-05-17,16.0767879486084
2012-05-18,15.756885528564453
2012-05-21,16.024707794189453
2012-05-22,15.994953155517578
2012-05-23,16.46363639831543
2012-05-24,16.396684646606445
2012-05-25,16.69426155090332
2012-05-29,16.999284744262695
2012-05-30,16.642189025878906
2012-05-31,16.515716552734375
2012-06-01,16.374366760253906
2012-06-04,15.704802513122559
2012-06-05,15.808965682983398
2012-06-06,16.240459442138672
2012-06-07,16.25533103942871
2012-06-08,16.404123306274414
2012-06-11,16.307401657104492
2012-06-12,16.49340057373047
2012-06-13,16.270212173461914
2012-06-14,16.2181396484375
2012-06-15,16.173500061035156
2012-06-18,15.94287395477295
2012-06-19,16.173500061035156
2012-06-20,15.980070114135742
2012-06-21,15.35515022277832
2012-06-22,15.325394630432129
2012-06-25,14.812065124511719
2012-06-26,14.767431259155273
2012-06-27,14.626083374023438
2012-06-28,14.745112419128418
2012-06-29,14.67071533203125
2012-07-02,14.559122085571289
2012-07-03,15.377472877502441
2012-07-05,15.280756950378418
2012-07-06,15.109643936157227
2012-07-09,15.042692184448242
2012-07-10,14.730229377746582
2012-07-11,14.80462646484375
2012-07-12,14.380574226379395
2012-07-13,14.596318244934082
2012-07-16,14.41777229309082
2012-07-17,14.581440925598145
2012-07-18,14.9310941696167
2012-07-19,14.983171463012695
2012-07-20,14.402894973754883
2012-07-23,14.358258247375488
2012-07-24,14.149950981140137
2012-07-25,13.986279487609863
2012-07-26,14.216899871826172
2012-07-27,14.633520126342773
2012-07-30,14.402894973754883
2012-07-31,14.663273811340332
2012-08-01,14.626083374023438
2012-08-02,14.239225387573242
2012-08-03,14.908782005310059
2012-08-06,14.767431259155273
2012-08-07,15.191484451293945
2012-08-08,15.161722183227539
2012-08-09,15.362589836120605
2012-08-10,15.280756950378418
2012-08-13,15.228678703308105
2012-08-14,15.03525447845459
2012-08-15,14.983171463012695
2012-08-16,15.868476867675781
2012-08-17,16.374366760253906
2012-08-20,16.270212173461914
2012-08-21,16.09166145324707
2012-08-22,16.166059494018555
2012-08-23,15.875916481018066
2012-08-24,15.756885528564453
2012-08-27,15.786639213562012
2012-08-28,15.578336715698242
2012-08-29,15.84615707397461
2012-08-30,15.704802513122559
2012-08-31,15.883357048034668
2012-09-04,15.853599548339844
2012-09-05,16.18838119506836
2012-09-06,16.701704025268555
2012-09-07,17.386138916015625
2012-09-10,17.095996856689453
2012-09-11,17.088560104370117
2012-09-12,17.207590103149414
2012-09-13,17.505168914794922
2012-09-14,17.9589786529541
2012-09-17,17.706039428710938
2012-09-18,18.174724578857422
2012-09-19,18.41279411315918
2012-09-20,18.167287826538086
2012-09-21,18.44999122619629
2012-09-24,18.12265968322754
2012-09-25,17.49773406982422
2012-09-26,17.401018142700195
2012-09-27,17.244787216186523
2012-09-28,16.924882888793945
2012-10-01,17.177833557128906
2012-10-02,17.616769790649414
2012-10-03,18.144968032836914
2012-10-04,18.33839988708496
2012-10-05,18.44999122619629
2012-10-08,18.278881072998047
2012-10-09,18.130090713500977
2012-10-10,18.02593421936035
2012-10-11,18.345834732055664
2012-10-12,18.182167053222656
2012-10-15,18.211925506591797
2012-10-16,18.44255256652832
2012-10-17,18.643415451049805
2012-10-18,19.015392303466797
2012-10-19,18.293760299682617
2012-10-22,18.316082000732422
2012-10-23,17.75811004638672
2012-10-24,17.62420082092285
2012-10-25,17.57956314086914
2012-10-26,17.319181442260742
2012-10-31,18.970754623413086
2012-11-01,19.104665756225586
2012-11-02,19.18650245666504
2012-11-05,19.022829055786133
2012-11-06,19.484081268310547
2012-11-07,18.62109375
2012-11-08,18.390464782714844
2012-11-09,18.628538131713867
2012-11-12,18.79220962524414
2012-11-13,18.464866638183594
2012-11-14,17.98129653930664
2012-11-15,17.76555633544922
2012-11-16,17.74323272705078
2012-11-19,18.546703338623047
2012-11-20,18.301197052001953
2012-11-21,18.301197052001953
2012-11-23,18.755006790161133
2012-11-26,18.76988410949707
2012-11-27,18.606218338012695
2012-11-28,18.807086944580078
2012-11-29,19.409683227539062
2012-11-30,19.25345802307129
2012-12-03,18.978193283081055
2012-12-04,18.90379524230957
2012-12-05,18.598783493041992
2012-12-06,18.278881072998047
2012-12-07,18.740131378173828
2012-12-10,18.807086944580078
2012-12-11,18.93355369567871
2012-12-12,19.067462921142578
2012-12-13,18.688051223754883
2012-12-14,18.308637619018555
2012-12-17,18.487186431884766
2012-12-18,18.96331787109375
2012-12-19,20.220590591430664
2012-12-20,20.339622497558594
2012-12-21,20.324743270874023
2012-12-24,20.577688217163086
2012-12-26,20.54793357849121
2012-12-27,20.80086898803711
2012-12-28,20.71904182434082
2012-12-31,21.44810676574707
2013-01-02,21.671293258666992
2013-01-03,22.184619903564453
2013-01-04,22.21438217163086
2013-01-07,22.06559181213379
2013-01-08,21.849842071533203
2013-01-09,22.296215057373047
2013-01-10,22.6458683013916
2013-01-11,22.586355209350586
2013-01-14,22.56403923034668
2013-01-15,22.764904022216797
2013-01-16,21.805204391479492
2013-01-17,21.939115524291992
2013-01-18,21.782888412475586
2013-01-22,21.29932403564453
2013-01-23,21.254680633544922
2013-01-24,21.410917282104492
2013-01-25,21.626657485961914
2013-01-28,21.44810676574707
2013-01-29,21.165416717529297
2013-01-30,20.785999298095703
2013-01-31,20.897586822509766
2013-02-01,20.95709991455078
2013-02-04,20.80086898803711
2013-02-05,21.269556045532227
2013-02-06,21.21748924255371
2013-02-07,21.180286407470703
2013-02-08,21.254680633544922
2013-02-11,21.22492790222168
2013-02-12,21.239803314208984
2013-02-13,21.329078674316406
2013-02-14,20.644643783569336
2013-02-15,20.652084350585938
2013-02-19,20.59256362915039
2013-02-20,20.161073684692383
2013-02-21,19.72214126586914
2013-02-22,20.168514251708984
2013-02-25,19.58823013305664
2013-02-26,19.960205078125
2013-02-27,20.384258270263672
2013-02-28,20.198270797729492
2013-03-01,20.24290657043457
2013-03-04,20.15363311767578
2013-03-05,20.518177032470703
2013-03-06,20.763681411743164
2013-03-07,20.74135971069336
2013-03-08,20.83063507080078
2013-03-11,21.061254501342773
2013-03-12,21.10589599609375
2013-03-13,20.882707595825195
2013-03-14,20.949663162231445
2013-03-15,20.986860275268555
2013-03-18,20.860389709472656
2013-03-19,20.905025482177734
2013-03-20,21.723379135131836
2013-03-21,21.29932403564453
2013-03-22,20.994298934936523
2013-03-25,20.949663162231445
2013-03-26,20.942218780517578
2013-03-27,20.875272750854492
2013-03-28,20.696718215942383
2013-04-01,20.681842803955078
2013-04-02,20.7785587310791
2013-04-03,20.681842803955078
2013-04-04,20.63720703125
2013-04-05,20.473539352416992
2013-04-08,20.52561378479004
2013-04-09,20.480974197387695
2013-04-10,21.10589599609375
2013-04-11,22.1102237701416
2013-04-12,22.03583526611328
2013-04-15,21.50762939453125
2013-04-16,21.92424201965332
2013-04-17,21.775453567504883
2013-04-18,21.55970573425293
2013-04-19,21.686174392700195
2013-04-22,21.760574340820312
2013-04-23,22.206937789916992
2013-04-24,22.653316497802734
2013-04-25,22.846736907958984
2013-04-26,22.690509796142578
2013-04-29,22.906259536743164
2013-04-30,22.943452835083008
2013-05-01,22.452449798583984
2013-05-02,23.181516647338867
2013-05-03,23.880830764770508
2013-05-06,23.672527313232422
2013-05-07,23.54604721069336
2013-05-08,23.865957260131836
2013-05-09,23.54604721069336
2013-05-10,23.374940872192383
2013-05-13,23.062484741210938
2013-05-14,23.47165870666504
2013-05-15,24.037063598632812
2013-05-16,24.096580505371094
2013-05-17,24.86284828186035
2013-05-20,25.071151733398438
2013-05-21,24.84796905517578
2013-05-22,24.721494674682617
2013-05-23,24.438796997070312
2013-05-24,24.45367431640625
2013-05-28,25.26458168029785
2013-05-29,25.331531524658203
2013-05-30,25.77046775817871
2013-05-31,25.212501525878906
2013-06-03,25.606792449951172
2013-06-04,26.008520126342773
2013-06-05,25.30921745300293
2013-06-06,25.62167739868164
2013-06-07,26.06060791015625
2013-06-10,25.844867706298828
2013-06-11,25.242265701293945
2013-06-12,24.885169982910156
2013-06-13,25.66632080078125
2013-06-14,25.51008415222168
2013-06-17,25.093467712402344
2013-06-18,25.301780700683594
2013-06-19,25.041397094726562
2013-06-20,24.223054885864258
2013-06-21,23.962665557861328
2013-06-24,23.374940872192383
2013-06-25,23.672527313232422
2013-06-26,24.215612411499023
2013-06-27,24.624780654907227
2013-06-28,24.7810115814209
2013-07-01,25.29433250427246
2013-07-02,25.368738174438477
2013-07-03,25.398494720458984
2013-07-05,25.79277801513672
2013-07-08,25.77046775817871
2013-07-09,25.97876739501953
2013-07-10,26.28379249572754
2013-07-11,26.88639259338379
2013-07-12,27.07982635498047
2013-07-15,27.154218673706055
2013-07-16,26.91615104675293
2013-07-17,27.050071716308594
2013-07-18,27.407163619995117
2013-07-19,27.23604965209961
2013-07-22,27.3476505279541
2013-07-23,27.23604965209961
2013-07-24,27.630338668823242
2013-07-25,27.58570671081543
2013-07-26,27.280689239501953
2013-07-29,27.064945220947266
2013-07-30,27.154218673706055
2013-07-31,26.68552589416504
2013-08-01,27.13189697265625
2013-08-02,27.489002227783203
2013-08-05,27.340208053588867
2013-08-06,26.752479553222656
2013-08-07,26.3953914642334
2013-08-08,26.7896785736084
2013-08-09,26.797115325927734
2013-08-12,26.767364501953125
2013-08-13,26.663209915161133
2013-08-14,26.46234893798828
2013-08-15,25.703514099121094
2013-08-16,25.57703971862793
2013-08-19,25.658876419067383
2013-08-20,25.882064819335938
2013-08-21,25.688634872436523
2013-08-22,26.030855178833008
2013-08-23,26.082929611206055
2013-08-26,25.97876739501953
2013-08-27,25.063705444335938
2013-08-28,25.234825134277344
2013-08-29,25.629112243652344
2013-08-30,25.35385513305664
2013-09-03,25.398494720458984
2013-09-04,26.67064094543457
2013-09-05,27.02774429321289
2013-09-06,26.893835067749023
2013-09-09,27.139339447021484
2013-09-10,27.526195526123047
2013-09-11,27.042619705200195
2013-09-12,27.057498931884766
2013-09-13,26.826873779296875
2013-09-16,26.945905685424805
2013-09-17,27.31044578552246
2013-09-18,27.957679748535156
2013-09-19,27.697301864624023
2013-09-20,27.39972496032715
2013-09-23,27.622907638549805
2013-09-24,27.853527069091797
2013-09-25,27.660110473632812
2013-09-26,27.489002227783203
2013-09-27,27.057498931884766
2013-09-30,26.759923934936523
2013-10-01,26.71529197692871
2013-10-02,26.737598419189453
2013-10-03,26.2540340423584
2013-10-04,26.559064865112305
2013-10-07,26.17220115661621
2013-10-08,25.4505672454834
2013-10-09,25.413373947143555
2013-10-10,25.92670249938965
2013-10-11,26.298667907714844
2013-10-14,26.28379249572754
2013-10-15,25.815105438232422
2013-10-16,26.135005950927734
2013-10-17,26.529298782348633
2013-10-18,26.700407028198242
2013-10-21,26.410261154174805
2013-10-22,26.343307495117188
2013-10-23,26.075485229492188
2013-10-24,26.506982803344727
2013-10-25,26.47722625732422
2013-10-28,26.633453369140625
2013-10-29,26.826873779296875
2013-10-30,27.697301864624023
2013-10-31,27.489002227783203
2013-11-01,27.816322326660156
2013-11-04,27.875843048095703
2013-11-05,27.593149185180664
2013-11-06,27.22117042541504
2013-11-07,26.722721099853516
2013-11-08,27.27324676513672
2013-11-11,27.288127899169922
2013-11-12,27.27324676513672
2013-11-13,28.597484588623047
2013-11-14,28.642112731933594
2013-11-15,28.842987060546875
2013-11-18,28.694194793701172
2013-11-19,28.2775821685791
2013-11-20,28.039518356323242
2013-11-21,28.35942840576172
2013-11-22,27.994892120361328
2013-11-25,27.935373306274414
2013-11-26,28.024642944335938
2013-11-27,28.902498245239258
2013-11-29,28.813220977783203
2013-12-02,29.09592628479004
2013-12-03,28.374300003051758
2013-12-04,28.79835319519043
2013-12-05,29.081037521362305
2013-12-06,29.8845157623291
2013-12-09,30.427602767944336
2013-12-10,30.055625915527344
2013-12-11,29.877071380615234
2013-12-12,29.79524803161621
2013-12-13,29.787811279296875
2013-12-16,30.829330444335938
2013-12-17,30.896289825439453
2013-12-18,30.702856063842773
2013-12-19,29.981225967407227
2013-12-20,30.494564056396484
2013-12-23,30.717744827270508
2013-12-24,30.4127254486084
2013-12-26,30.888843536376953
2013-12-27,30.45735740661621
2013-12-30,30.271373748779297
2013-12-31,30.405282974243164
2014-01-02,30.46479606628418
2014-01-03,29.43815040588379
2014-01-06,30.055625915527344
2014-01-07,29.906835556030273
2014-01-08,30.07050895690918
2014-01-09,30.122583389282227
2014-01-10,29.780357360839844
2014-01-13,29.445589065551758
2014-01-14,29.772920608520508
2014-01-15,29.296802520751953
2014-01-16,29.01409912109375
2014-01-17,28.716516494750977
2014-01-21,28.52309226989746
2014-01-22,28.865297317504883
2014-01-23,28.58260154724121
2014-01-24,27.39972496032715
2014-01-27,27.3476505279541
2014-01-28,27.38483428955078
2014-01-29,27.042619705200195
2014-01-30,27.407163619995117
2014-01-31,26.841760635375977
2014-02-03,26.224275588989258
2014-02-04,26.648330688476562
2014-02-05,26.216835021972656
2014-02-06,26.209392547607422
2014-02-07,26.864070892333984
2014-02-10,25.963895797729492
2014-02-11,26.224275588989258
2014-02-12,26.45489501953125
2014-02-13,26.18707847595215
2014-02-14,26.745044708251953
2014-02-18,27.01286506652832
2014-02-19,26.804550170898438
2014-02-20,27.161653518676758
2014-02-21,27.295555114746094
2014-02-24,27.191410064697266
2014-02-25,26.856630325317383
2014-02-26,27.39972496032715
2014-02-27,27.355083465576172
2014-02-28,26.931032180786133
2014-03-03,26.93846893310547
2014-03-04,27.47411346435547
2014-03-05,27.913042068481445
2014-03-06,27.927927017211914
2014-03-07,28.039518356323242
2014-03-10,27.593149185180664
2014-03-11,26.17220115661621
2014-03-12,25.93413543701172
2014-03-13,25.361291885375977
2014-03-14,25.586458206176758
2014-03-17,25.991764068603516
2014-03-18,26.39706039428711
2014-03-19,26.201921463012695
2014-03-20,26.464609146118164
2014-03-21,26.276966094970703
2014-03-24,26.374540328979492
2014-03-25,25.901695251464844
2014-03-26,25.684032440185547
2014-03-27,25.901695251464844
2014-03-28,26.066818237304688
2014-03-31,25.834136962890625
2014-04-01,25.774097442626953
2014-04-02,26.179397583007812
2014-04-03,26.59971046447754
2014-04-04,26.126863479614258
2014-04-07,25.601465225219727
2014-04-08,25.916704177856445
2014-04-09,25.233694076538086
2014-04-10,24.993515014648438
2014-04-11,23.965261459350586
2014-04-14,24.430604934692383
2014-04-15,25.03855323791504
2014-04-16,25.496395111083984
2014-04-17,25.503896713256836
2014-04-21,25.503896713256836
2014-04-22,25.6915340423584
2014-04-23,25.81162452697754
2014-04-24,25.646509170532227
2014-04-25,25.308752059936523
2014-04-28,25.338777542114258
2014-04-29,25.51140594482422
2014-04-30,25.879179000854492
2014-05-01,26.194416046142578
2014-05-02,26.24695587158203
2014-05-05,26.08182716369629
2014-05-06,26.08182716369629
2014-05-07,26.32200050354004
2014-05-08,26.15688133239746
2014-05-09,25.6915340423584
2014-05-12,26.134374618530273
2014-05-13,26.382049560546875
2014-05-14,26.22443199157715
2014-05-15,25.78911018371582
2014-05-16,25.518903732299805
2014-05-19,25.7065486907959
2014-05-20,24.820890426635742
2014-05-21,25.113615036010742
2014-05-22,25.08359146118164
2014-05-23,25.2412052154541
2014-05-27,25.473875045776367
2014-05-28,25.961740493774414
2014-05-29,25.856660842895508
2014-05-30,25.954233169555664
2014-06-02,26.164384841918945
2014-06-03,26.464609146118164
2014-06-04,27.410316467285156
2014-06-05,27.222671508789062
2014-06-06,27.661623001098633
2014-06-09,27.623779296875
2014-06-10,27.548105239868164
2014-06-11,27.33618927001953
2014-06-12,26.88210678100586
2014-06-13,26.965356826782227
2014-06-16,27.29078483581543
2014-06-17,27.51783561706543
2014-06-18,27.472423553466797
2014-06-19,27.525394439697266
2014-06-20,27.411874771118164
2014-06-23,27.752443313598633
2014-06-24,27.684335708618164
2014-06-25,28.070301055908203
2014-06-26,27.926502227783203
2014-06-27,27.714611053466797
2014-06-30,27.472423553466797
2014-07-01,28.448728561401367
2014-07-02,28.56224250793457
2014-07-03,28.56224250793457
2014-07-07,28.33519172668457
2014-07-08,28.441139221191406
2014-07-09,28.73629379272461
2014-07-10,28.56980323791504
2014-07-11,28.721174240112305
2014-07-14,28.53195571899414
2014-07-15,28.441139221191406
2014-07-16,28.365459442138672
2014-07-17,28.077871322631836
2014-07-18,28.312496185302734
2014-07-21,28.327625274658203
2014-07-22,28.57737159729004
2014-07-23,28.312496185302734
2014-07-24,27.048603057861328
2014-07-25,26.54154396057129
2014-07-28,26.412879943847656
2014-07-29,26.072309494018555
2014-07-30,25.96636390686035
2014-07-31,25.595518112182617
2014-08-01,25.30792808532715
2014-08-04,25.43658447265625
