Date,CB
2000-04-25,15.032596588134766
2000-04-26,14.288402557373047
2000-04-27,14.548872947692871
2000-04-28,14.251202583312988
2000-05-01,15.36747932434082
2000-05-02,14.88375473022461
2000-05-03,14.846548080444336
2000-05-04,15.107013702392578
2000-05-05,14.772128105163574
2000-05-08,14.548872947692871
2000-05-09,15.479107856750488
2000-05-10,15.293057441711426
2000-05-11,15.479107856750488
2000-05-12,15.516315460205078
2000-05-15,15.888407707214355
2000-05-16,15.888407707214355
2000-05-17,15.702366828918457
2000-05-18,16.446548461914062
2000-05-19,16.18609046936035
2000-05-22,16.000045776367188
2000-05-23,16.18609046936035
2000-05-24,16.669811248779297
2000-05-25,16.03724479675293
2000-05-26,15.590734481811523
2000-05-30,16.632604598999023
2000-05-31,16.03724479675293
2000-06-01,16.855867385864258
2000-06-02,18.120975494384766
2000-06-05,17.302371978759766
2000-06-06,17.78609275817871
2000-06-07,17.972143173217773
2000-06-08,17.227951049804688
2000-06-09,16.93028450012207
2000-06-12,16.893064498901367
2000-06-13,16.93028450012207
2000-06-14,17.265161514282227
2000-06-15,16.78143882751465
2000-06-16,16.818641662597656
2000-06-19,17.265161514282227
2000-06-20,16.818641662597656
2000-06-21,16.223304748535156
2000-06-22,15.813995361328125
2000-06-23,16.000045776367188
2000-06-26,15.665170669555664
2000-06-27,15.85120964050293
2000-06-28,16.37769317626953
2000-06-29,16.751604080200195
2000-06-30,16.751604080200195
2000-07-03,16.751604080200195
2000-07-05,16.489856719970703
2000-07-06,16.863779067993164
2000-07-07,17.424665451049805
2000-07-10,17.648998260498047
2000-07-11,17.98553466796875
2000-07-12,18.695987701416016
2000-07-13,18.621196746826172
2000-07-14,18.882944107055664
2000-07-17,18.770774841308594
2000-07-18,18.209888458251953
2000-07-19,17.948150634765625
2000-07-20,18.509023666381836
2000-07-21,18.621196746826172
2000-07-24,17.948150634765625
2000-07-25,18.65859031677246
2000-07-26,19.929916381835938
2000-07-27,21.949085235595703
2000-07-28,21.238636016845703
2000-07-31,21.500391006469727
2000-08-01,20.490800857543945
2000-08-02,19.51860809326172
2000-08-03,20.04210090637207
2000-08-04,20.266448974609375
2000-08-07,20.602981567382812
2000-08-08,20.752540588378906
2000-08-09,19.742961883544922
2000-08-10,20.11688232421875
2000-08-11,20.416017532348633
2000-08-14,21.05168914794922
2000-08-15,21.05168914794922
2000-08-16,21.01428985595703
2000-08-17,21.38821029663086
2000-08-18,21.201242446899414
2000-08-21,20.93950080871582
2000-08-22,20.602981567382812
2000-08-23,20.453413009643555
2000-08-24,20.378623962402344
2000-08-25,20.22905158996582
2000-08-28,19.89253044128418
2000-08-29,19.929916381835938
2000-08-30,20.19166374206543
2000-08-31,21.01428985595703
2000-09-01,20.78993797302246
2000-09-05,20.864715576171875
2000-09-06,19.967313766479492
2000-09-07,20.11688232421875
2000-09-08,20.902109146118164
2000-09-11,20.93950080871582
2000-09-12,21.16385841369629
2000-09-13,21.425607681274414
2000-09-14,21.425607681274414
2000-09-15,21.57516098022461
2000-09-18,21.687341690063477
2000-09-19,22.136051177978516
2000-09-20,21.836910247802734
2000-09-21,22.88388442993164
2000-09-22,23.183021545410156
2000-09-25,22.360395431518555
2000-09-26,23.1456241607666
2000-09-27,23.673887252807617
2000-09-28,23.86148452758789
2000-09-29,23.56132698059082
2000-10-02,23.411258697509766
2000-10-03,22.510818481445312
2000-10-04,22.473312377929688
2000-10-05,22.210678100585938
2000-10-06,21.385290145874023
2000-10-09,21.272722244262695
2000-10-10,20.67245101928711
2000-10-11,21.235210418701172
2000-10-12,20.147192001342773
2000-10-13,20.634916305541992
2000-10-16,20.897554397583008
2000-10-17,20.8225040435791
2000-10-18,21.64791488647461
2000-10-19,22.698415756225586
2000-10-20,22.773456573486328
2000-10-23,23.111125946044922
2000-10-24,22.998552322387695
2000-10-25,23.26119041442871
2000-10-26,22.998552322387695
2000-10-27,23.56132698059082
2000-10-30,24.386737823486328
2000-10-31,23.56132698059082
2000-11-01,23.89899444580078
2000-11-02,24.2741756439209
2000-11-03,23.448780059814453
2000-11-06,22.998552322387695
2000-11-07,23.411258697509766
2000-11-08,23.52381706237793
2000-11-09,23.298715591430664
2000-11-10,24.086585998535156
2000-11-13,23.56132698059082
2000-11-14,23.97403335571289
2000-11-15,24.049055099487305
2000-11-16,23.89899444580078
2000-11-17,24.01154899597168
2000-11-20,23.486291885375977
2000-11-21,23.411258697509766
2000-11-22,23.03606605529785
2000-11-24,23.298715591430664
2000-11-27,22.961034774780273
2000-11-28,23.26119041442871
2000-11-29,23.89899444580078
2000-11-30,23.711402893066406
2000-12-01,23.56132698059082
2000-12-04,23.78643798828125
2000-12-05,24.611833572387695
2000-12-06,24.649343490600586
2000-12-07,24.9119815826416
2000-12-08,26.15006446838379
2000-12-11,25.849929809570312
2000-12-12,25.212125778198242
2000-12-13,24.01154899597168
2000-12-14,23.411258697509766
2000-12-15,22.848493576049805
2000-12-18,23.711402893066406
2000-12-19,22.585859298706055
2000-12-20,22.210678100585938
2000-12-21,24.311687469482422
2000-12-22,24.2741756439209
2000-12-26,25.174589157104492
2000-12-27,25.666868209838867
2000-12-28,25.77977752685547
2000-12-29,25.553970336914062
2001-01-02,24.838899612426758
2001-01-03,23.709854125976562
2001-01-04,22.430286407470703
2001-01-05,22.844268798828125
2001-01-08,22.994813919067383
2001-01-09,21.978668212890625
2001-01-10,21.903400421142578
2001-01-11,21.67759132385254
2001-01-12,20.962522506713867
2001-01-16,21.903400421142578
2001-01-17,21.150712966918945
2001-01-18,21.978668212890625
2001-01-19,21.41414451599121
2001-01-22,22.50555419921875
2001-01-23,23.182985305786133
2001-01-24,23.220619201660156
2001-01-25,23.446414947509766
2001-01-26,23.145341873168945
2001-01-29,23.2371768951416
2001-01-30,22.695240020751953
2001-01-31,22.279735565185547
2001-02-01,21.930496215820312
2001-02-02,22.851789474487305
2001-02-05,23.351573944091797
2001-02-06,22.80963897705078
2001-02-07,23.303415298461914
2001-02-08,22.598888397216797
2001-02-09,22.707279205322266
2001-02-12,22.942108154296875
2001-02-13,23.110727310180664
2001-02-14,23.6044921875
2001-02-15,22.821699142456055
2001-02-16,22.731355667114258
2001-02-20,21.978668212890625
2001-02-21,21.286197662353516
2001-02-22,21.858243942260742
2001-02-23,22.038883209228516
2001-02-26,22.279735565185547
2001-02-27,22.635013580322266
2001-02-28,22.038883209228516
2001-03-01,22.261688232421875
2001-03-02,22.64103889465332
2001-03-05,22.255651473999023
2001-03-06,22.068992614746094
2001-03-07,22.339962005615234
2001-03-08,22.707279205322266
2001-03-09,22.857812881469727
2001-03-12,22.60490608215332
2001-03-13,22.671152114868164
2001-03-14,22.207487106323242
2001-03-15,22.881906509399414
2001-03-16,22.58683967590332
2001-03-19,21.22597312927246
2001-03-20,20.840595245361328
2001-03-21,20.53349494934082
2001-03-22,19.931339263916016
2001-03-23,20.051769256591797
2001-03-26,20.563602447509766
2001-03-27,20.41306495666504
2001-03-28,20.61254119873047
2001-03-29,20.84828758239746
2001-03-30,22.220441818237305
2001-04-02,21.68244171142578
2001-04-03,20.672988891601562
2001-04-04,20.24985694885254
2001-04-05,20.491649627685547
2001-04-06,19.32500648498535
2001-04-09,19.222251892089844
2001-04-10,19.881134033203125
2001-04-11,19.439861297607422
2001-04-12,19.36127471923828
2001-04-16,19.173891067504883
2001-04-17,20.038293838500977
2001-04-18,21.51924705505371
2001-04-19,22.06932830810547
2001-04-20,21.307687759399414
2001-04-23,21.70059585571289
2001-04-24,20.491649627685547
2001-04-25,20.370750427246094
2001-04-26,21.035669326782227
2001-04-27,21.283510208129883
2001-04-30,21.57969856262207
2001-05-01,21.863805770874023
2001-05-02,21.63410186767578
2001-05-03,21.1505126953125
2001-05-04,21.09006690979004
2001-05-07,20.739479064941406
2001-05-08,21.307687759399414
2001-05-09,21.31373405456543
2001-05-10,21.005447387695312
2001-05-11,21.307687759399414
2001-05-14,21.730817794799805
2001-05-15,22.12372589111328
2001-05-16,22.21439552307129
2001-05-17,22.202299118041992
2001-05-18,22.546857833862305
2001-05-21,22.879316329956055
2001-05-22,22.38364601135254
2001-05-23,22.577072143554688
2001-05-24,22.951852798461914
2001-05-25,22.571041107177734
2001-05-29,23.181554794311523
2001-05-30,23.42938804626465
2001-05-31,23.42334747314453
2001-06-01,23.030433654785156
2001-06-04,23.42334747314453
2001-06-05,23.713481903076172
2001-06-06,23.725576400756836
2001-06-07,24.112445831298828
2001-06-08,23.97340965270996
2001-06-11,23.65304183959961
2001-06-12,23.604671478271484
2001-06-13,23.65304183959961
2001-06-14,23.659072875976562
2001-06-15,23.302452087402344
2001-06-18,22.752370834350586
2001-06-19,21.97260284423828
2001-06-20,22.274837493896484
2001-06-21,22.3050594329834
2001-06-22,22.661706924438477
2001-06-25,22.21439552307129
2001-06-26,22.70401382446289
2001-06-27,23.30484390258789
2001-06-28,24.0816650390625
2001-06-29,23.72360610961914
2001-07-02,23.492996215820312
2001-07-03,23.468708038330078
2001-07-05,22.880020141601562
2001-07-06,22.940711975097656
2001-07-09,22.473398208618164
2001-07-10,21.945392608642578
2001-07-11,21.648014068603516
2001-07-12,21.66622543334961
2001-07-13,21.75118637084961
2001-07-16,21.830080032348633
2001-07-17,21.544845581054688
2001-07-18,21.150362014770508
2001-07-19,20.52526092529297
2001-07-20,20.488842010498047
2001-07-23,20.391735076904297
2001-07-24,20.270370483398438
2001-07-25,20.0943660736084
2001-07-26,20.2218074798584
2001-07-27,20.124698638916016
2001-07-30,20.42208480834961
2001-07-31,21.186777114868164
2001-08-01,20.99864387512207
2001-08-02,20.555599212646484
2001-08-03,21.150362014770508
2001-08-06,21.156431198120117
2001-08-07,21.848289489746094
2001-08-08,21.544845581054688
2001-08-09,21.544845581054688
2001-08-10,21.5509090423584
2001-08-13,21.939329147338867
2001-08-14,22.206356048583984
2001-08-15,22.169940948486328
2001-08-16,22.218505859375
2001-08-17,21.781539916992188
2001-08-20,21.4234676361084
2001-08-21,21.241395950317383
2001-08-22,20.816560745239258
2001-08-23,21.083608627319336
2001-08-24,20.82870864868164
2001-08-27,20.482776641845703
2001-08-28,20.31890869140625
2001-08-29,20.19146728515625
2001-08-30,19.96691131591797
2001-08-31,20.130769729614258
2001-09-04,20.215734481811523
2001-09-05,20.61021614074707
2001-09-06,20.500974655151367
2001-09-07,20.06402587890625
2001-09-10,20.027603149414062
2001-09-17,17.302637100219727
2001-09-18,15.7732572555542
2001-09-19,14.565526008605957
2001-09-20,12.714489936828613
2001-09-21,12.441387176513672
2001-09-24,14.419877052307129
2001-09-25,15.172429084777832
2001-09-26,15.380014419555664
2001-09-27,16.81483268737793
2001-09-28,17.62687873840332
2001-10-01,17.706253051757812
2001-10-02,17.645193099975586
2001-10-03,20.948331832885742
2001-10-04,20.826221466064453
2001-10-05,20.337766647338867
2001-10-08,20.276704788208008
2001-10-09,22.041221618652344
2001-10-10,21.980165481567383
2001-10-11,22.377042770385742
2001-10-12,22.615156173706055
2001-10-15,22.63958740234375
2001-10-16,23.567630767822266
2001-10-17,23.31730079650879
2001-10-18,22.50525665283203
2001-10-19,22.285457611083984
2001-10-22,22.657886505126953
2001-10-23,22.431982040405273
2001-10-24,22.75558853149414
2001-10-25,21.613842010498047
2001-10-26,22.438093185424805
2001-10-29,22.34650993347168
2001-10-30,22.4747257232666
2001-10-31,21.522253036499023
2001-11-01,22.877704620361328
2001-11-02,23.40277671813965
2001-11-05,24.42852210998535
2001-11-06,24.39800262451172
2001-11-07,24.367469787597656
2001-11-08,23.41498374938965
2001-11-09,22.4747257232666
2001-11-12,22.529674530029297
2001-11-13,22.468624114990234
2001-11-14,22.22439956665039
2001-11-15,22.22439956665039
2001-11-16,22.74337387084961
2001-11-19,23.44551658630371
2001-11-20,23.34783363342285
2001-11-21,23.750808715820312
2001-11-23,23.34172248840332
2001-11-26,23.292871475219727
2001-11-27,23.561519622802734
2001-11-28,22.957069396972656
2001-11-29,23.677526473999023
2001-11-30,23.262348175048828
2001-12-03,23.476045608520508
2001-12-04,24.019447326660156
2001-12-05,23.811851501464844
2001-12-06,23.799644470214844
2001-12-07,23.811851501464844
2001-12-10,23.323402404785156
2001-12-11,23.079174041748047
2001-12-12,22.8960018157959
2001-12-13,22.66399383544922
2001-12-14,22.8960018157959
2001-12-17,23.140243530273438
2001-12-18,23.384462356567383
2001-12-19,23.59815788269043
2001-12-20,23.476045608520508
2001-12-21,23.695852279663086
2001-12-24,23.70806121826172
2001-12-26,24.391891479492188
2001-12-27,24.489946365356445
2001-12-28,24.679922103881836
2001-12-31,24.60637664794922
2002-01-02,24.18964195251465
2002-01-03,23.90772247314453
2002-01-04,23.59516716003418
2002-01-07,23.35002326965332
2002-01-08,23.117128372192383
2002-01-09,23.564523696899414
2002-01-10,23.276487350463867
2002-01-11,23.288732528686523
2002-01-14,22.216230392456055
2002-01-15,22.773927688598633
2002-01-16,22.461380004882812
2002-01-17,21.63401985168457
2002-01-18,21.983339309692383
2002-01-22,21.79947853088379
2002-01-23,21.57272720336914
2002-01-24,22.64522361755371
2002-01-25,23.227455139160156
2002-01-28,23.380666732788086
2002-01-29,23.564523696899414
2002-01-30,23.429697036743164
2002-01-31,23.809667587280273
2002-02-01,23.9383602142334
2002-02-04,23.674833297729492
2002-02-05,23.60129737854004
2002-02-06,23.472583770751953
2002-02-07,23.877090454101562
2002-02-08,23.74838638305664
2002-02-11,24.177392959594727
2002-02-12,24.61251449584961
2002-02-13,26.965896606445312
2002-02-14,26.959781646728516
2002-02-15,26.47560691833496
2002-02-19,25.727922439575195
2002-02-20,26.046611785888672
2002-02-21,25.629865646362305
2002-02-22,25.71565818786621
2002-02-25,26.05887222290039
2002-02-26,26.57366943359375
2002-02-27,27.119117736816406
2002-02-28,26.90461540222168
2002-03-01,26.353042602539062
2002-03-04,26.451099395751953
2002-03-05,26.90461540222168
2002-03-06,27.20492172241211
2002-03-07,26.420455932617188
2002-03-08,25.85049819946289
2002-03-11,25.924043655395508
2002-03-12,25.80147933959961
2002-03-13,25.783079147338867
2002-03-14,26.65947914123535
2002-03-15,26.65947914123535
2002-03-18,25.832101821899414
2002-03-19,25.249889373779297
2002-03-20,24.66766929626465
2002-03-21,25.68502426147461
2002-03-22,25.91792106628418
2002-03-25,24.79637908935547
2002-03-26,24.784074783325195
2002-03-27,25.17160415649414
2002-03-28,25.651424407958984
2002-04-01,25.706789016723633
2002-04-02,25.99590301513672
2002-04-03,26.020511627197266
2002-04-04,26.45111083984375
2002-04-05,26.531078338623047
2002-04-08,26.887866973876953
2002-04-09,27.189287185668945
2002-04-10,27.57066535949707
2002-04-11,27.33076286315918
2002-04-12,27.31231689453125
2002-04-15,26.537235260009766
2002-04-16,26.45111083984375
2002-04-17,26.69715118408203
2002-04-18,26.691015243530273
2002-04-19,26.94937515258789
2002-04-22,26.955541610717773
2002-04-23,26.543386459350586
2002-04-24,26.531078338623047
2002-04-25,25.98974609375
2002-04-26,26.082035064697266
2002-04-29,25.62065315246582
2002-04-30,26.770980834960938
2002-05-01,24.414981842041016
2002-05-02,22.38501739501953
2002-05-03,22.754106521606445
2002-05-06,22.151260375976562
2002-05-07,21.9298152923584
2002-05-08,21.83753776550293
2002-05-09,21.628393173217773
2002-05-10,21.037853240966797
2002-05-13,21.49921989440918
2002-05-14,21.222389221191406
2002-05-15,21.000947952270508
2002-05-16,20.53959083557129
2002-05-17,20.52113151550293
2002-05-20,20.176658630371094
2002-05-21,20.730287551879883
2002-05-22,20.115140914916992
2002-05-23,21.154733657836914
2002-05-24,21.68375587463379
2002-05-28,21.363887786865234
2002-05-29,21.622243881225586
2002-05-30,20.994796752929688
2002-05-31,21.290069580078125
2002-06-03,20.87177276611328
2002-06-04,20.2689208984375
2002-06-05,20.78564453125
2002-06-06,20.207406997680664
2002-06-07,19.807571411132812
2002-06-10,20.053630828857422
2002-06-11,19.610729217529297
2002-06-12,19.844472885131836
2002-06-13,19.776811599731445
2002-06-14,19.979812622070312
2002-06-17,20.650312423706055
2002-06-18,20.82871437072754
2002-06-19,20.35504722595215
2002-06-20,20.41655921936035
2002-06-21,20.484230041503906
2002-06-24,20.23817253112793
2002-06-25,19.99211311340332
2002-06-26,19.417024612426758
2002-06-27,18.551292419433594
2002-06-28,19.540706634521484
2002-07-01,18.705896377563477
2002-07-02,18.025676727294922
2002-07-03,18.328685760498047
2002-07-05,18.934690475463867
2002-07-08,18.58222007751465
2002-07-09,18.396696090698242
2002-07-10,17.19087028503418
2002-07-11,18.10606575012207
2002-07-12,18.242115020751953
2002-07-15,18.05660057067871
2002-07-16,17.710302352905273
2002-07-17,17.326919555664062
2002-07-18,15.706772804260254
2002-07-19,15.954113960266113
2002-07-22,15.30481243133545
2002-07-23,14.420543670654297
2002-07-24,14.995634078979492
2002-07-25,15.212061882019043
2002-07-26,16.566314697265625
2002-07-29,17.957651138305664
2002-07-30,18.736806869506836
2002-07-31,19.583988189697266
2002-08-01,19.652008056640625
2002-08-02,19.231510162353516
2002-08-05,17.963838577270508
2002-08-06,18.73063087463379
2002-08-07,18.223554611206055
2002-08-08,19.676742553710938
2002-08-09,19.627275466918945
2002-08-12,19.967378616333008
2002-08-13,19.63963508605957
2002-08-14,20.146711349487305
2002-08-15,20.499197006225586
2002-08-16,20.313669204711914
2002-08-19,20.59193992614746
2002-08-20,20.37550926208496
2002-08-21,20.214725494384766
2002-08-22,21.02481460571289
2002-08-23,20.493005752563477
2002-08-26,20.925872802734375
2002-08-27,20.196186065673828
2002-08-28,20.00448226928711
2002-08-29,19.60872459411621
2002-08-30,19.67055892944336
2002-09-03,18.87903594970703
2002-09-04,18.947057723999023
2002-09-05,19.027442932128906
2002-09-06,19.225332260131836
2002-09-09,19.596359252929688
2002-09-10,19.39229393005371
2002-09-11,19.429399490356445
2002-09-12,20.319852828979492
2002-09-13,20.72797966003418
2002-09-16,20.635225296020508
2002-09-17,20.18999481201172
2002-09-18,20.17144203186035
2002-09-19,19.540706634521484
2002-09-20,19.794239044189453
2002-09-23,19.163496017456055
2002-09-24,18.514196395874023
2002-09-25,18.48931121826172
2002-09-26,19.40352439880371
2002-09-27,18.626134872436523
2002-09-30,18.414697647094727
2002-10-01,19.03038215637207
2002-10-02,17.631074905395508
2002-10-03,17.886066436767578
2002-10-04,17.929595947265625
2002-10-07,17.058931350708008
2002-10-08,18.458219528198242
2002-10-09,17.506702423095703
2002-10-10,18.968183517456055
2002-10-11,20.156034469604492
2002-10-14,18.961977005004883
2002-10-15,20.678434371948242
2002-10-16,20.49186897277832
2002-10-17,21.580202102661133
2002-10-18,21.611291885375977
2002-10-21,22.6374454498291
2002-10-22,22.052854537963867
2002-10-23,21.306570053100586
2002-10-24,20.7592830657959
2002-10-25,21.213268280029297
2002-10-28,21.13865089416504
2002-10-29,20.771726608276367
2002-10-30,20.11250114440918
2002-10-31,19.123668670654297
2002-11-01,19.204505920410156
2002-11-04,19.776674270629883
2002-11-05,19.471935272216797
2002-11-06,19.80154037475586
2002-11-07,19.3662109375
2002-11-08,19.111225128173828
2002-11-11,19.216955184936523
2002-11-12,19.17341423034668
2002-11-13,19.098783493041992
2002-11-14,19.434614181518555
2002-11-15,19.565217971801758
2002-11-18,19.782888412475586
2002-11-19,20.04408836364746
2002-11-20,20.5229549407959
2002-11-21,20.367481231689453
2002-11-22,21.15108299255371
2002-11-25,20.30529022216797
2002-11-26,20.34259796142578
2002-11-27,20.7779483795166
2002-11-29,21.20704460144043
2002-12-02,20.771726608276367
2002-12-03,20.952072143554688
2002-12-04,20.690879821777344
2002-12-05,20.44210433959961
2002-12-06,20.006763458251953
2002-12-09,19.453283309936523
2002-12-10,19.932147979736328
2002-12-11,20.100059509277344
2002-12-12,20.00055694580078
2002-12-13,19.484375
2002-12-16,19.80154037475586
2002-12-17,19.509252548217773
2002-12-18,19.260488510131836
2002-12-19,18.532854080200195
2002-12-20,18.65723991394043
2002-12-23,18.228116989135742
2002-12-24,18.278165817260742
2002-12-26,18.45956802368164
2002-12-27,18.109275817871094
2002-12-30,18.30318832397461
2002-12-31,18.353225708007812
2003-01-02,19.085102081298828
2003-01-03,19.19769859313965
2003-01-06,19.99838638305664
2003-01-07,19.879533767700195
2003-01-08,19.497955322265625
2003-01-09,19.935829162597656
2003-01-10,19.766937255859375
2003-01-13,19.391613006591797
2003-01-14,19.09135627746582
2003-01-15,18.934980392456055
2003-01-16,18.165557861328125
2003-01-17,18.146793365478516
2003-01-21,17.896581649780273
2003-01-22,17.565052032470703
2003-01-23,17.64636993408203
2003-01-24,17.333593368530273
2003-01-27,18.309444427490234
2003-01-28,18.75982093811035
2003-01-29,18.828632354736328
2003-01-30,18.178077697753906
2003-01-31,18.422039031982422
2003-02-03,18.60968780517578
2003-02-04,17.67139434814453
2003-02-05,17.358631134033203
2003-02-06,17.327346801757812
2003-02-07,17.308584213256836
2003-02-10,17.90909194946289
2003-02-11,17.452455520629883
2003-02-12,17.321090698242188
2003-02-13,17.07712745666504
2003-02-14,17.458702087402344
2003-02-18,17.665130615234375
2003-02-19,17.677642822265625
2003-02-20,17.383644104003906
2003-02-21,17.721426010131836
2003-02-24,17.339859008789062
2003-02-25,17.37738609313965
2003-02-26,16.783130645751953
2003-02-27,17.24602699279785
2003-02-28,17.333593368530273
2003-03-03,17.339859008789062
2003-03-04,17.07712745666504
2003-03-05,17.01457977294922
2003-03-06,16.858192443847656
2003-03-07,16.864450454711914
2003-03-10,16.220142364501953
2003-03-11,15.281844139099121
2003-03-12,14.856478691101074
2003-03-13,15.700952529907227
2003-03-14,16.63926124572754
2003-03-17,17.220996856689453
2003-03-18,17.321090698242188
2003-03-19,17.765226364135742
2003-03-20,17.809003829956055
2003-03-21,18.978769302368164
2003-03-24,18.246883392333984
2003-03-25,18.422039031982422
2003-03-26,18.440807342529297
2003-03-27,18.497432708740234
2003-03-28,18.560333251953125
2003-03-31,18.21430778503418
2003-04-01,18.465967178344727
2003-04-02,19.246126174926758
2003-04-03,19.22096061706543
2003-04-04,19.950794219970703
2003-04-07,19.447460174560547
2003-04-08,19.434877395629883
2003-04-09,19.246126174926758
2003-04-10,18.90638542175293
2003-04-11,18.736509323120117
2003-04-14,19.252418518066406
2003-04-15,19.629919052124023
2003-04-16,19.309045791625977
2003-04-17,19.837549209594727
2003-04-21,19.931915283203125
2003-04-22,21.353824615478516
2003-04-23,21.750205993652344
2003-04-24,21.14620018005371
2003-04-25,20.573665618896484
2003-04-28,21.076997756958008
2003-04-29,20.881954193115234
2003-04-30,20.812744140625
2003-05-01,21.095874786376953
2003-05-02,21.76906967163086
2003-05-05,21.240564346313477
2003-05-06,21.215412139892578
2003-05-07,20.668041229248047
2003-05-08,20.296831130981445
2003-05-09,20.869375228881836
2003-05-12,21.567758560180664
2003-05-13,21.17136573791504
2003-05-14,21.605493545532227
2003-05-15,21.67470932006836
2003-05-16,21.73762321472168
2003-05-19,21.29091453552246
2003-05-20,21.127330780029297
2003-05-21,21.007787704467773
2003-05-22,21.0329532623291
2003-05-23,21.1021671295166
2003-05-27,21.668413162231445
2003-05-28,21.95783805847168
2003-05-29,21.8949031829834
2003-05-30,22.964492797851562
2003-06-02,23.279071807861328
2003-06-03,22.429702758789062
2003-06-04,22.17804527282715
2003-06-05,22.832365036010742
2003-06-06,22.404537200927734
2003-06-09,21.74390983581543
2003-06-10,22.077360153198242
2003-06-11,22.51778221130371
2003-06-12,22.60587501525879
2003-06-13,22.505197525024414
2003-06-16,23.128070831298828
2003-06-17,22.8701114654541
2003-06-18,22.782032012939453
2003-06-19,21.964120864868164
2003-06-20,21.825706481933594
2003-06-23,21.680997848510742
2003-06-24,22.586986541748047
2003-06-25,22.272418975830078
2003-06-26,22.74050521850586
2003-06-27,22.03837013244629
2003-06-30,21.69045066833496
2003-07-01,21.816972732543945
2003-07-02,21.8043212890625
2003-07-03,21.69677734375
2003-07-07,22.00672149658203
2003-07-08,22.126920700073242
2003-07-09,21.975112915039062
2003-07-10,21.443758010864258
2003-07-11,21.3488712310791
2003-07-14,21.8043212890625
2003-07-15,21.89286994934082
2003-07-16,21.247657775878906
2003-07-17,20.969337463378906
2003-07-18,21.09585189819336
2003-07-21,20.90607261657715
2003-07-22,20.709991455078125
2003-07-23,20.052127838134766
2003-07-24,19.92561912536621
2003-07-25,20.292503356933594
2003-07-28,20.621429443359375
2003-07-29,20.811201095581055
2003-07-30,21.235013961791992
2003-07-31,20.86812973022461
2003-08-01,20.343107223510742
2003-08-04,20.520221710205078
2003-08-05,20.336776733398438
2003-08-06,20.608776092529297
2003-08-07,20.165987014770508
2003-08-08,20.672035217285156
2003-08-11,20.73529052734375
2003-08-12,20.975662231445312
2003-08-13,20.7163143157959
2003-08-14,20.880765914916992
2003-08-15,20.956693649291992
2003-08-18,20.89975357055664
2003-08-19,20.760589599609375
2003-08-20,21.27295684814453
2003-08-21,21.27295684814453
2003-08-22,20.981996536254883
2003-08-25,20.90607261657715
2003-08-26,20.792221069335938
2003-08-27,20.621429443359375
2003-08-28,20.248212814331055
2003-08-29,20.368406295776367
2003-09-02,20.431659698486328
2003-09-03,20.431659698486328
2003-09-04,20.368406295776367
2003-09-05,20.55185317993164
2003-09-08,20.91240119934082
2003-09-09,20.728971481323242
2003-09-10,20.82384490966797
2003-09-11,20.419017791748047
2003-09-12,20.147014617919922
2003-09-15,20.24189567565918
2003-09-16,21.076871871948242
2003-09-17,21.159103393554688
2003-09-18,21.39315414428711
2003-09-19,21.203386306762695
