Date,BLK
2000-01-03,9.894073486328125
2000-01-04,9.447720527648926
2000-01-05,9.373331069946289
2000-01-06,9.522112846374512
2000-01-07,9.447720527648926
2000-01-10,9.522112846374512
2000-01-11,9.78248405456543
2000-01-12,10.191636085510254
2000-01-13,10.080050468444824
2000-01-14,10.414811134338379
2000-01-18,10.712377548217773
2000-01-19,10.861160278320312
2000-01-20,10.414811134338379
2000-01-21,10.34041976928711
2000-01-24,10.191636085510254
2000-01-25,10.266029357910156
2000-01-26,10.37761402130127
2000-01-27,10.414811134338379
2000-01-28,10.34041976928711
2000-01-31,10.414811134338379
2000-02-01,10.563596725463867
2000-02-02,10.67518138885498
2000-02-03,10.712377548217773
2000-02-04,10.972746849060059
2000-02-07,11.0099458694458
2000-02-08,11.047137260437012
2000-02-09,10.935553550720215
2000-02-10,10.637986183166504
2000-02-11,10.67518138885498
2000-02-14,10.712377548217773
2000-02-15,10.637986183166504
2000-02-16,11.0099458694458
2000-02-17,10.935553550720215
2000-02-18,11.0099458694458
2000-02-22,11.047137260437012
2000-02-23,11.195921897888184
2000-02-24,11.307503700256348
2000-02-25,11.456286430358887
2000-02-28,11.97703742980957
2000-02-29,13.018511772155762
2000-03-01,12.944121360778809
2000-03-02,13.130097389221191
2000-03-03,13.167296409606934
2000-03-06,13.130097389221191
2000-03-07,13.092907905578613
2000-03-08,13.092907905578613
2000-03-09,13.092907905578613
2000-03-10,13.167296409606934
2000-03-13,13.61364459991455
2000-03-14,13.61364459991455
2000-03-15,14.357560157775879
2000-03-16,14.506345748901367
2000-03-17,14.729513168334961
2000-03-20,14.283170700073242
2000-03-21,14.283170700073242
2000-03-22,13.464864730834961
2000-03-23,13.390474319458008
2000-03-24,13.353275299072266
2000-03-27,13.130097389221191
2000-03-28,11.902642250061035
2000-03-29,11.75385856628418
2000-03-30,12.163016319274902
2000-03-31,12.051419258117676
2000-04-03,12.2746000289917
2000-04-04,12.348992347717285
2000-04-05,12.758142471313477
2000-04-06,13.316079139709473
2000-04-07,14.431946754455566
2000-04-10,14.283170700073242
2000-04-11,14.320368766784668
2000-04-12,14.208783149719238
2000-04-13,13.911208152770996
2000-04-14,13.688034057617188
2000-04-17,13.353275299072266
2000-04-18,13.055706024169922
2000-04-19,12.497770309448242
2000-04-20,12.572158813476562
2000-04-24,12.869731903076172
2000-04-25,14.283170700073242
2000-04-26,14.357560157775879
2000-04-27,14.46914291381836
2000-04-28,15.473434448242188
2000-05-01,14.283170700073242
2000-05-02,14.171577453613281
2000-05-03,14.431946754455566
2000-05-04,14.059990882873535
2000-05-05,14.097193717956543
2000-05-08,14.283170700073242
2000-05-09,14.506345748901367
2000-05-10,14.915494918823242
2000-05-11,15.02708911895752
2000-05-12,15.32465648651123
2000-05-15,15.32465648651123
2000-05-16,15.622212409973145
2000-05-17,15.696615219116211
2000-05-18,15.585012435913086
2000-05-19,15.547826766967773
2000-05-22,15.361845970153809
2000-05-23,14.134385108947754
2000-05-24,13.836822509765625
2000-05-25,13.911208152770996
2000-05-26,13.836822509765625
2000-05-30,13.836822509765625
2000-05-31,14.320368766784668
2000-06-01,14.506345748901367
2000-06-02,15.32465648651123
2000-06-05,15.994176864624023
2000-06-06,15.733808517456055
2000-06-07,15.436238288879395
2000-06-08,15.13867473602295
2000-06-09,15.13867473602295
2000-06-12,15.02708911895752
2000-06-13,15.473434448242188
2000-06-14,15.956981658935547
2000-06-15,16.366132736206055
2000-06-16,17.258834838867188
2000-06-19,17.147241592407227
2000-06-20,16.9240665435791
2000-06-21,17.407611846923828
2000-06-22,18.37470054626465
2000-06-23,17.965545654296875
2000-06-26,18.449087142944336
2000-06-27,19.26740074157715
2000-06-28,20.829622268676758
2000-06-29,19.416183471679688
2000-06-30,17.258834838867188
2000-07-03,17.407611846923828
2000-07-05,17.482006072998047
2000-07-06,17.18444061279297
2000-07-07,17.705183029174805
2000-07-10,19.044225692749023
2000-07-11,19.862525939941406
2000-07-12,20.383272171020508
2000-07-13,20.04852294921875
2000-07-14,20.16010093688965
2000-07-17,19.676551818847656
2000-07-18,19.230207443237305
2000-07-19,19.11861801147461
2000-07-20,19.378992080688477
2000-07-21,20.122915267944336
2000-07-24,20.271684646606445
2000-07-25,20.085704803466797
2000-07-26,20.271684646606445
2000-07-27,20.271684646606445
2000-07-28,20.2345027923584
2000-07-31,20.085704803466797
2000-08-01,20.011310577392578
2000-08-02,19.974117279052734
2000-08-03,20.011310577392578
2000-08-04,20.085704803466797
2000-08-07,19.26740074157715
2000-08-08,19.56496810913086
2000-08-09,20.16010093688965
2000-08-10,20.011310577392578
2000-08-11,19.825342178344727
2000-08-14,19.936922073364258
2000-08-15,19.862525939941406
2000-08-16,20.04852294921875
2000-08-17,20.68083953857422
2000-08-18,20.606449127197266
2000-08-21,20.75522804260254
2000-08-22,21.052791595458984
2000-08-23,20.68083953857422
2000-08-24,20.829622268676758
2000-08-25,21.015596389770508
2000-08-28,21.015596389770508
2000-08-29,22.68941879272461
2000-08-30,22.615007400512695
2000-08-31,24.400407791137695
2000-09-01,24.809568405151367
2000-09-05,24.69798469543457
2000-09-06,24.06565284729004
2000-09-07,21.796710968017578
2000-09-08,22.0198917388916
2000-09-11,22.986974716186523
2000-09-12,23.135759353637695
2000-09-13,23.172956466674805
2000-09-14,22.986974716186523
2000-09-15,22.615007400512695
2000-09-18,22.615007400512695
2000-09-19,22.83818817138672
2000-09-20,22.76380729675293
2000-09-21,21.722320556640625
2000-09-22,20.606449127197266
2000-09-25,21.20158576965332
2000-09-26,21.015596389770508
2000-09-27,20.68083953857422
2000-09-28,19.974117279052734
2000-09-29,19.044225692749023
2000-10-02,19.639362335205078
2000-10-03,20.829622268676758
2000-10-04,20.904014587402344
2000-10-05,21.90829849243164
2000-10-06,22.0198917388916
2000-10-09,22.243061065673828
2000-10-10,22.466224670410156
2000-10-11,21.461944580078125
2000-10-12,21.35036277770996
2000-10-13,22.986974716186523
2000-10-16,23.73088836669922
2000-10-17,23.061365127563477
2000-10-18,24.772369384765625
2000-10-19,24.251632690429688
2000-10-20,25.032747268676758
2000-10-23,24.623579025268555
2000-10-24,23.50771713256836
2000-10-25,24.10283851623535
2000-10-26,24.288818359375
2000-10-27,25.255924224853516
2000-10-30,25.293113708496094
2000-10-31,25.36750602722168
2000-11-01,25.218704223632812
2000-11-02,26.334592819213867
2000-11-03,25.999834060668945
2000-11-06,25.962635040283203
2000-11-07,25.999834060668945
2000-11-08,25.888242721557617
2000-11-09,26.334592819213867
2000-11-10,26.260194778442383
2000-11-13,25.293113708496094
2000-11-14,25.81385040283203
2000-11-15,26.8553466796875
2000-11-16,27.376068115234375
2000-11-17,27.71084213256836
2000-11-20,26.70655059814453
2000-11-21,24.84676170349121
2000-11-22,24.69798469543457
2000-11-24,25.293113708496094
2000-11-27,25.665058135986328
2000-11-28,26.111412048339844
2000-11-29,26.185815811157227
2000-11-30,25.962635040283203
2000-12-01,26.074216842651367
2000-12-04,25.4418888092041
2000-12-05,26.185815811157227
2000-12-06,26.780948638916016
2000-12-07,27.041316986083984
2000-12-08,28.268770217895508
2000-12-11,28.04560661315918
2000-12-12,26.780948638916016
2000-12-13,26.632158279418945
2000-12-14,26.334592819213867
2000-12-15,25.702268600463867
2000-12-18,26.929729461669922
2000-12-19,25.851043701171875
2000-12-20,24.84676170349121
2000-12-21,23.879667282104492
2000-12-22,22.912572860717773
2000-12-26,23.39612579345703
2000-12-27,24.474803924560547
2000-12-28,25.81385040283203
2000-12-29,24.995540618896484
2001-01-02,23.80528450012207
2001-01-03,23.693687438964844
2001-01-04,23.433319091796875
2001-01-05,21.275972366333008
2001-01-08,21.722320556640625
2001-01-09,21.61073112487793
2001-01-10,22.540624618530273
2001-01-11,21.796710968017578
2001-01-12,22.0198917388916
2001-01-16,22.615007400512695
2001-01-17,23.95407485961914
2001-01-18,24.02846336364746
2001-01-19,23.693687438964844
2001-01-22,23.768091201782227
2001-01-23,23.99125862121582
2001-01-24,23.32173728942871
2001-01-25,23.50771713256836
