Date,APH
2001-03-14,0.9077452421188354
2001-03-15,0.9009712338447571
2001-03-16,0.8223903179168701
2001-03-19,0.8630356192588806
2001-03-20,0.8581582903862
2001-03-21,0.8508416414260864
2001-03-22,0.8424423336982727
2001-03-23,0.9185843467712402
2001-03-26,0.8993457555770874
2001-03-27,0.9104548692703247
2001-03-28,0.839190661907196
2001-03-29,0.8183254599571228
2001-03-30,0.8535515069961548
2001-04-02,0.8400030732154846
2001-04-03,0.8047770261764526
2001-04-04,0.8112802505493164
2001-04-05,0.8670996427536011
2001-04-06,0.8345836400985718
2001-04-09,0.8703513741493225
2001-04-10,0.945952296257019
2001-04-11,1.001230239868164
2001-04-12,1.0432294607162476
2001-04-16,0.9985207319259644
2001-04-17,1.0039393901824951
2001-04-18,1.087939739227295
2001-04-19,1.1922624111175537
2001-04-20,1.1410502195358276
2001-04-23,1.098507046699524
2001-04-24,1.0657199621200562
2001-04-25,1.0974234342575073
2001-04-26,1.1448431015014648
2001-04-27,1.1611018180847168
2001-04-30,1.1407780647277832
2001-05-01,1.1662492752075195
2001-05-02,1.2315531969070435
2001-05-03,1.2410367727279663
2001-05-04,1.2735528945922852
2001-05-07,1.2643400430679321
2001-05-08,1.2735528945922852
2001-05-09,1.2922505140304565
2001-05-10,1.2833081483840942
2001-05-11,1.2757209539413452
2001-05-14,1.2789720296859741
2001-05-15,1.2721983194351196
2001-05-16,1.2778887748718262
2001-05-17,1.4036176204681396
2001-05-18,1.4307142496109009
2001-05-21,1.5309733152389526
2001-05-22,1.5282635688781738
2001-05-23,1.4672963619232178
2001-05-24,1.4361345767974854
2001-05-25,1.4293606281280518
2001-05-29,1.372727632522583
2001-05-30,1.3169076442718506
2001-05-31,1.371915578842163
2001-06-01,1.3656824827194214
2001-06-04,1.3277466297149658
2001-06-05,1.3751665353775024
2001-06-06,1.3876310586929321
2001-06-07,1.3854632377624512
2001-06-08,1.2965856790542603
2001-06-11,1.257294774055481
2001-06-12,1.2242364883422852
2001-06-13,1.2144815921783447
2001-06-14,1.152972936630249
2001-06-15,1.0922750234603882
2001-06-18,1.045939326286316
2001-06-19,0.9890357851982117
2001-06-20,0.9638358950614929
2001-06-21,1.006649374961853
2001-06-22,1.006649374961853
2001-06-25,1.0229068994522095
2001-06-26,1.005293607711792
2001-06-27,1.0134233236312866
2001-06-28,1.0608431100845337
2001-06-29,1.0852303504943848
2001-07-02,1.0838745832443237
2001-07-03,1.0852303504943848
2001-07-05,1.0757447481155396
2001-07-06,1.0432294607162476
2001-07-09,1.0716816186904907
2001-07-10,1.0939013957977295
2001-07-11,1.08929443359375
2001-07-12,1.100404143333435
2001-07-13,1.1006748676300049
2001-07-16,1.1085338592529297
2001-07-17,1.1204556226730347
2001-07-18,1.1223523616790771
2001-07-19,1.1551402807235718
2001-07-20,1.1369848251342773
2001-07-23,1.1548689603805542
2001-07-24,1.1513460874557495
2001-07-25,1.1380690336227417
2001-07-26,1.1209977865219116
2001-07-27,1.1082618236541748
2001-07-30,1.1340045928955078
2001-07-31,1.1239784955978394
2001-08-01,1.1386102437973022
2001-08-02,1.2296561002731323
2001-08-03,1.2315531969070435
2001-08-06,1.2185472249984741
2001-08-07,1.202288031578064
2001-08-08,1.186842679977417
2001-08-09,1.1887407302856445
2001-08-10,1.2033723592758179
2001-08-13,1.1800694465637207
2001-08-14,1.166520118713379
2001-08-15,1.1377977132797241
2001-08-16,1.127229928970337
2001-08-17,1.1136815547943115
2001-08-20,1.1177464723587036
2001-08-21,1.06761634349823
2001-08-22,1.0716816186904907
2001-08-23,1.054610252380371
2001-08-24,1.1256039142608643
2001-08-27,1.1155787706375122
2001-08-28,1.0974234342575073
2001-08-29,1.1047406196594238
2001-08-30,1.0627392530441284
2001-08-31,1.095526933670044
2001-09-04,1.046480655670166
2001-09-05,0.9622103571891785
2001-09-06,0.9578749537467957
2001-09-07,0.9714234471321106
2001-09-10,0.962480902671814
2001-09-17,0.9307780265808105
2001-09-18,0.9131646156311035
2001-09-19,0.9223771095275879
2001-09-20,0.9321324229240417
2001-09-21,0.9483904242515564
2001-09-24,1.0039393901824951
2001-09-25,0.9917454123497009
2001-09-26,0.9595008492469788
2001-09-27,0.9348419308662415
2001-09-28,0.9416165947914124
2001-10-01,0.9275263547897339
2001-10-02,0.8985322117805481
2001-10-03,0.9497453570365906
2001-10-04,0.9841581583023071
2001-10-05,0.9768422842025757
2001-10-08,1.031036138534546
2001-10-09,1.0229068994522095
2001-10-10,1.062469244003296
2001-10-11,1.1001331806182861
2001-10-12,1.1101595163345337
2001-10-15,1.091733455657959
2001-10-16,1.1191009283065796
2001-10-17,1.128584861755371
2001-10-18,1.1193721294403076
2001-10-19,1.1437594890594482
2001-10-22,1.139694333076477
2001-10-23,1.1407780647277832
2001-10-24,1.1375268697738647
2001-10-25,1.154327154159546
2001-10-26,1.2012044191360474
2001-10-29,1.166520118713379
2001-10-30,1.1583918333053589
2001-10-31,1.207166075706482
2001-11-01,1.2602756023406982
2001-11-02,1.2830373048782349
2001-11-05,1.2873730659484863
2001-11-06,1.2735528945922852
2001-11-07,1.3006500005722046
2001-11-08,1.3041726350784302
2001-11-09,1.2811402082443237
2001-11-12,1.3006500005722046
2001-11-13,1.3147400617599487
2001-11-14,1.3152822256088257
2001-11-15,1.3196172714233398
2001-11-16,1.3074243068695068
2001-11-19,1.2944175004959106
2001-11-20,1.2586504220962524
2001-11-21,1.2459144592285156
2001-11-23,1.2681331634521484
2001-11-26,1.2800557613372803
2001-11-27,1.283850073814392
2001-11-28,1.2738239765167236
2001-11-29,1.2854753732681274
2001-11-30,1.2843915224075317
2001-12-03,1.2735528945922852
2001-12-04,1.306882619857788
2001-12-05,1.3751665353775024
2001-12-06,1.4009085893630981
2001-12-07,1.3862760066986084
2001-12-10,1.3632436990737915
2001-12-11,1.3822118043899536
2001-12-12,1.379772424697876
2001-12-13,1.311488389968872
2001-12-14,1.3291015625
2001-12-17,1.3532179594039917
2001-12-18,1.3564693927764893
2001-12-19,1.337501049041748
2001-12-20,1.2976696491241455
2001-12-21,1.2992956638336182
2001-12-24,1.287101149559021
2001-12-26,1.2919788360595703
2001-12-27,1.3006500005722046
2001-12-28,1.3123012781143188
2001-12-31,1.3020049333572388
2002-01-02,1.3006500005722046
2002-01-03,1.3575536012649536
2002-01-04,1.362972617149353
2002-01-07,1.3480695486068726
2002-01-08,1.368391990661621
2002-01-09,1.3811280727386475
2002-01-10,1.3212426900863647
2002-01-11,1.326392650604248
2002-01-14,1.2979403734207153
2002-01-15,1.2193586826324463
2002-01-16,1.2098761796951294
2002-01-17,1.2220686674118042
2002-01-18,1.2220686674118042
2002-01-22,1.2261334657669067
2002-01-23,1.2329075336456299
2002-01-24,1.2220686674118042
2002-01-25,1.2315531969070435
2002-01-28,1.238869071006775
2002-01-29,1.2193586826324463
2002-01-30,1.2180043458938599
2002-01-31,1.2464560270309448
2002-02-01,1.2353469133377075
2002-02-04,1.2112305164337158
2002-02-05,1.1792560815811157
2002-02-06,1.1499910354614258
2002-02-07,1.1361727714538574
2002-02-08,1.1597458124160767
2002-02-11,1.1800694465637207
2002-02-12,1.1678754091262817
2002-02-13,1.161643385887146
2002-02-14,1.165165662765503
2002-02-15,1.1548689603805542
2002-02-19,1.1440300941467285
2002-02-20,1.1264179944992065
2002-02-21,1.106907844543457
2002-02-22,1.1001331806182861
2002-02-25,1.1150368452072144
2002-02-26,1.1443016529083252
2002-02-27,1.152701497077942
2002-02-28,1.1429461240768433
2002-03-01,1.18277907371521
2002-03-04,1.2434759140014648
2002-03-05,1.280327558517456
2002-03-06,1.2892695665359497
2002-03-07,1.2857469320297241
2002-03-08,1.3141980171203613
2002-03-11,1.297398567199707
2002-03-12,1.3025470972061157
2002-03-13,1.282765507698059
2002-03-14,1.2562105655670166
2002-03-15,1.270572543144226
2002-03-18,1.2654240131378174
2002-03-19,1.2735528945922852
2002-03-20,1.270843744277954
2002-03-21,1.2735528945922852
2002-03-22,1.2721983194351196
2002-03-25,1.2600040435791016
2002-03-26,1.2591923475265503
2002-03-27,1.2464560270309448
2002-03-28,1.2681331634521484
2002-04-01,1.261359453201294
2002-04-02,1.2491658926010132
2002-04-03,1.2301985025405884
2002-04-04,1.2299271821975708
2002-04-05,1.2193586826324463
2002-04-08,1.2329075336456299
2002-04-09,1.2144815921783447
2002-04-10,1.2261334657669067
2002-04-11,1.1814229488372803
2002-04-12,1.166520118713379
2002-04-15,1.165165662765503
2002-04-16,1.206352710723877
2002-04-17,1.2651535272598267
2002-04-18,1.280327558517456
2002-04-19,1.2719271183013916
2002-04-22,1.236972451210022
2002-04-23,1.2415789365768433
2002-04-24,1.235617756843567
2002-04-25,1.2266757488250732
2002-04-26,1.2193586826324463
2002-04-29,1.1806108951568604
2002-04-30,1.188198447227478
2002-05-01,1.1895524263381958
2002-05-02,1.1871145963668823
2002-05-03,1.1816946268081665
2002-05-06,1.166520118713379
2002-05-07,1.153243064880371
2002-05-08,1.2207143306732178
2002-05-09,1.2193586826324463
2002-05-10,1.1787141561508179
2002-05-13,1.2361598014831543
2002-05-14,1.2927920818328857
2002-05-15,1.3093208074569702
2002-05-16,1.3030883073806763
2002-05-17,1.3047147989273071
2002-05-20,1.2721983194351196
2002-05-21,1.2505213022232056
2002-05-22,1.2410367727279663
2002-05-23,1.2437463998794556
2002-05-24,1.2304702997207642
2002-05-28,1.235617756843567
2002-05-29,1.2193586826324463
2002-05-30,1.2207143306732178
2002-05-31,1.2180043458938599
2002-06-03,1.186842679977417
2002-06-04,1.1814229488372803
2002-06-05,1.2066245079040527
2002-06-06,1.1925337314605713
2002-06-07,1.2028307914733887
2002-06-10,1.1971397399902344
2002-06-11,1.1570367813110352
2002-06-12,1.1383402347564697
2002-06-13,1.1150368452072144
2002-06-14,1.0949853658676147
2002-06-17,1.1380690336227417
2002-06-18,1.152972936630249
2002-06-19,1.1348170042037964
2002-06-20,1.1163910627365112
2002-06-21,1.0871264934539795
2002-06-24,1.0825200080871582
2002-06-25,0.9890357851982117
2002-06-26,0.9833458065986633
2002-06-27,1.017758846282959
2002-06-28,0.9754869341850281
2002-07-01,0.9416165947914124
2002-07-02,0.9091001749038696
2002-07-03,0.9134360551834106
2002-07-05,0.9524555802345276
2002-07-08,0.940261721611023
2002-07-09,0.9226487278938293
2002-07-10,0.8931128978729248
2002-07-11,0.8860676288604736
2002-07-12,0.9294224381446838
2002-07-15,0.921293318271637
2002-07-16,0.9348419308662415
2002-07-17,1.0296818017959595
2002-07-18,1.0229068994522095
2002-07-19,1.045939326286316
2002-07-22,1.005293607711792
2002-07-23,0.9895777106285095
2002-07-24,0.9825322031974792
2002-07-25,0.9890357851982117
2002-07-26,0.9700682163238525
2002-07-29,1.0426875352859497
2002-07-30,1.0771011114120483
2002-07-31,1.0201963186264038
2002-08-01,1.0283265113830566
2002-08-02,0.9936426877975464
2002-08-05,0.9584164619445801
2002-08-06,1.0174882411956787
2002-08-07,1.0215518474578857
2002-08-08,1.0594875812530518
2002-08-09,1.0754753351211548
2002-08-12,1.0730358362197876
2002-08-13,1.0421453714370728
2002-08-14,1.0437713861465454
2002-08-15,1.087939739227295
2002-08-16,1.131294846534729
2002-08-19,1.1191009283065796
2002-08-20,1.0711396932601929
2002-08-21,1.1331912279129028
2002-08-22,1.1451137065887451
2002-08-23,1.1150368452072144
2002-08-26,1.0882103443145752
2002-08-27,1.0581331253051758
2002-08-28,1.040520191192627
2002-08-29,1.0332043170928955
2002-08-30,1.0519003868103027
2002-09-03,0.9998745918273926
2002-09-04,1.0120688676834106
2002-09-05,1.0080033540725708
2002-09-06,1.0391651391983032
2002-09-09,1.0635528564453125
2002-09-10,1.0806235074996948
2002-09-11,1.0947134494781494
2002-09-12,1.0502742528915405
2002-09-13,1.018842101097107
2002-09-16,1.005293607711792
2002-09-17,0.9795523881912231
2002-09-18,0.9535397887229919
2002-09-19,0.9267128705978394
2002-09-20,0.8939260840415955
2002-09-23,0.8630356192588806
2002-09-24,0.8400030732154846
2002-09-25,0.8657454252243042
2002-09-26,0.864661693572998
2002-09-27,0.8465062379837036
2002-09-30,0.8400030732154846
2002-10-01,0.8616805672645569
2002-10-02,0.8494874238967896
2002-10-03,0.8223903179168701
2002-10-04,0.7871644496917725
2002-10-07,0.783099353313446
2002-10-08,0.7709064483642578
2002-10-09,0.7492289543151855
2002-10-10,0.7736161351203918
2002-10-11,0.8034225702285767
2002-10-14,0.8110101819038391
2002-10-15,0.8248288631439209
2002-10-16,0.8874228596687317
2002-10-17,0.9497453570365906
2002-10-18,0.9673587083816528
2002-10-21,1.0161328315734863
2002-10-22,0.9538098573684692
2002-10-23,0.9960808753967285
2002-10-24,1.0242619514465332
2002-10-25,0.9795523881912231
2002-10-28,1.0183002948760986
2002-10-29,0.9958101511001587
2002-10-30,1.0318490266799927
2002-10-31,1.0432294607162476
2002-11-01,1.069784164428711
2002-11-04,1.1123268604278564
2002-11-05,1.0952556133270264
2002-11-06,1.1177464723587036
2002-11-07,1.1044690608978271
2002-11-08,1.1014883518218994
2002-11-11,1.0513582229614258
2002-11-12,1.0920034646987915
2002-11-13,1.0944428443908691
2002-11-14,1.131023645401001
2002-11-15,1.1535142660140991
2002-11-18,1.1643531322479248
2002-11-19,1.1380690336227417
2002-11-20,1.1337330341339111
2002-11-21,1.1949723958969116
2002-11-22,1.2098761796951294
2002-11-25,1.233178734779358
2002-11-26,1.173294186592102
2002-11-27,1.1841330528259277
2002-11-29,1.2017464637756348
2002-12-02,1.2060824632644653
2002-12-03,1.1871145963668823
2002-12-04,1.1559523344039917
2002-12-05,1.1583918333053589
2002-12-06,1.1760047674179077
2002-12-09,1.127229928970337
2002-12-10,1.1150368452072144
2002-12-11,1.1088041067123413
2002-12-12,1.1163910627365112
2002-12-13,1.0868557691574097
2002-12-16,1.0914618968963623
2002-12-17,1.0654488801956177
2002-12-18,1.0784558057785034
2002-12-19,1.0825200080871582
2002-12-20,1.0838745832443237
2002-12-23,1.0730358362197876
2002-12-24,1.062469244003296
2002-12-26,1.055694341659546
2002-12-27,1.0391651391983032
2002-12-30,1.0145066976547241
2002-12-31,1.0296818017959595
2003-01-02,1.0911914110183716
2003-01-03,1.0784558057785034
2003-01-06,1.0947134494781494
2003-01-07,1.1204556226730347
2003-01-08,1.1028425693511963
2003-01-09,1.118288278579712
2003-01-10,1.152701497077942
2003-01-13,1.1494492292404175
2003-01-14,1.1459269523620605
2003-01-15,1.1730239391326904
2003-01-16,1.1816946268081665
2003-01-17,1.164623498916626
2003-01-21,1.1556819677352905
2003-01-22,1.1497207880020142
2003-01-23,1.1516170501708984
2003-01-24,1.1226238012313843
2003-01-27,1.1066358089447021
2003-01-28,1.1318371295928955
2003-01-29,1.1518878936767578
2003-01-30,1.1191009283065796
2003-01-31,1.1041977405548096
2003-02-03,1.0987789630889893
2003-02-04,1.0920034646987915
2003-02-05,1.1047406196594238
2003-02-06,1.0898364782333374
2003-02-07,1.0616554021835327
2003-02-10,1.0800820589065552
2003-02-11,1.0689719915390015
2003-02-12,1.052713394165039
2003-02-13,1.0283265113830566
2003-02-14,1.0378100872039795
2003-02-18,1.0727657079696655
2003-02-19,1.0695139169692993
2003-02-20,1.0960687398910522
2003-02-21,1.1123268604278564
2003-02-24,1.0768299102783203
2003-02-25,1.0741198062896729
2003-02-26,1.0586755275726318
2003-02-27,1.091733455657959
2003-02-28,1.1052817106246948
2003-03-03,1.0771011114120483
2003-03-04,1.1001331806182861
2003-03-05,1.1163910627365112
2003-03-06,1.117474913597107
2003-03-07,1.1085338592529297
2003-03-10,1.0876684188842773
2003-03-11,1.07439124584198
2003-03-12,1.0410619974136353
2003-03-13,1.0865846872329712
2003-03-14,1.0730358362197876
2003-03-17,1.1150368452072144
2003-03-18,1.107720136642456
2003-03-19,1.0957980155944824
2003-03-20,1.0909199714660645
2003-03-21,1.1380690336227417
2003-03-24,1.1139533519744873
2003-03-25,1.1275010108947754
2003-03-26,1.11476469039917
2003-03-27,1.1079920530319214
2003-03-28,1.1107012033462524
2003-03-31,1.1041977405548096
2003-04-01,1.106907844543457
2003-04-02,1.131023645401001
2003-04-03,1.1461982727050781
2003-04-04,1.1017590761184692
2003-04-07,1.1071785688400269
2003-04-08,1.0776433944702148
2003-04-09,1.0603008270263672
2003-04-10,1.068430781364441
2003-04-11,1.055694341659546
2003-04-14,1.087939739227295
2003-04-15,1.088752269744873
2003-04-16,1.1586627960205078
2003-04-17,1.1814229488372803
2003-04-21,1.1903661489486694
2003-04-22,1.2152942419052124
2003-04-23,1.2491658926010132
2003-04-24,1.2234240770339966
2003-04-25,1.1974117755889893
2003-04-28,1.232095718383789
2003-04-29,1.1925337314605713
2003-04-30,1.2001211643218994
2003-05-01,1.165165662765503
2003-05-02,1.223152756690979
2003-05-05,1.2301985025405884
2003-05-06,1.238869071006775
2003-05-07,1.2112305164337158
2003-05-08,1.2180043458938599
2003-05-09,1.2272179126739502
2003-05-12,1.249436855316162
2003-05-13,1.2505213022232056
2003-05-14,1.2486239671707153
2003-05-15,1.262714147567749
2003-05-16,1.3006500005722046
2003-05-19,1.2342627048492432
2003-05-20,1.2207143306732178
2003-05-21,1.2315531969070435
2003-05-22,1.2464560270309448
2003-05-23,1.235617756843567
2003-05-27,1.2667790651321411
2003-05-28,1.2811402082443237
2003-05-29,1.2684048414230347
2003-05-30,1.280327558517456
2003-06-02,1.2713854312896729
2003-06-03,1.2735528945922852
2003-06-04,1.3074243068695068
2003-06-05,1.309592366218567
2003-06-06,1.2976696491241455
2003-06-09,1.2963147163391113
2003-06-10,1.283578872680664
2003-06-11,1.2927920818328857
2003-06-12,1.3209729194641113
2003-06-13,1.2692171335220337
2003-06-16,1.264069676399231
2003-06-17,1.2789720296859741
2003-06-18,1.287101149559021
2003-06-19,1.283850073814392
2003-06-20,1.26705002784729
2003-06-23,1.2299271821975708
2003-06-24,1.208520531654358
2003-06-25,1.231282353401184
2003-06-26,1.2608182430267334
2003-06-27,1.2749083042144775
2003-06-30,1.2686760425567627
2003-07-01,1.280327558517456
2003-07-02,1.2830373048782349
2003-07-03,1.2792435884475708
2003-07-07,1.3085083961486816
2003-07-08,1.4063273668289185
2003-07-09,1.4171665906906128
2003-07-10,1.4036176204681396
2003-07-11,1.442366361618042
2003-07-14,1.4605211019515991
2003-07-15,1.4496822357177734
