Date,FAST
2000-01-03,0.8013194799423218
2000-01-04,0.7552936673164368
2000-01-05,0.7871575355529785
2000-01-06,0.7871575355529785
2000-01-07,0.7859777808189392
2000-01-10,0.7659148573875427
2000-01-11,0.7718157768249512
2000-01-12,0.7570641040802002
2000-01-13,0.8733086585998535
2000-01-14,0.8485251665115356
2000-01-18,0.8390843272209167
2000-01-19,0.9039925932884216
2000-01-20,0.9216944575309753
2000-01-21,0.9246441721916199
2000-01-24,0.8697683215141296
2000-01-25,0.888650119304657
2000-01-26,0.9275947213172913
2000-01-27,0.9299554228782654
2000-01-28,0.8856998682022095
2000-01-31,0.8261029720306396
2000-02-01,0.8532460927963257
2000-02-02,0.9034020900726318
2000-02-03,0.9157938957214355
2000-02-04,0.9287751317024231
2000-02-07,0.9264147877693176
2000-02-08,0.9264147877693176
2000-02-09,0.9039925932884216
2000-02-10,0.888650119304657
2000-02-11,0.8780290484428406
2000-02-14,0.8874700665473938
2000-02-15,0.8674081563949585
2000-02-16,0.8449850082397461
2000-02-17,0.8473451733589172
2000-02-18,0.8343629837036133
2000-02-22,0.8001396656036377
2000-02-23,0.8223441243171692
2000-02-24,0.7969231009483337
2000-02-25,0.7945587038993835
2000-02-28,0.7921940088272095
2000-02-29,0.8359412550926208
2000-03-01,0.859589695930481
2000-03-02,0.8040172457695007
2000-03-03,0.8394891619682312
2000-03-06,0.819388747215271
2000-03-07,0.7768222093582153
2000-03-08,0.7780052423477173
2000-03-09,0.7768222093582153
2000-03-10,0.7188861966133118
2000-03-13,0.7141573429107666
2000-03-14,0.6751382350921631
2000-03-15,0.7448988556861877
2000-03-16,0.8335766196250916
2000-03-17,0.8264825940132141
2000-03-20,0.8134765028953552
2000-03-21,0.8678659796714783
2000-03-22,0.8915135264396667
2000-03-23,0.8678659796714783
2000-03-24,0.8915135264396667
2000-03-27,0.851312518119812
2000-03-28,0.8820542097091675
2000-03-29,0.8856021761894226
2000-03-30,0.8867842555046082
2000-03-31,0.9057023525238037
2000-04-03,0.8548599481582642
2000-04-04,0.860771656036377
2000-04-05,0.8489481210708618
2000-04-06,0.8773252964019775
2000-04-07,0.9139793515205383
2000-04-10,0.9553617835044861
2000-04-11,0.9642297029495239
2000-04-12,1.0688705444335938
2000-04-13,1.099611759185791
2000-04-14,1.099611759185791
2000-04-17,1.093700647354126
2000-04-18,1.0641412734985352
2000-04-19,1.0263049602508545
2000-04-20,1.0168460607528687
2000-04-24,1.097247838973999
2000-04-25,1.0901533365249634
2000-04-26,1.0440399646759033
2000-04-27,1.0854239463806152
2000-04-28,1.1055243015289307
2000-05-01,1.181196689605713
2000-05-02,1.1871083974838257
2000-05-03,1.1977492570877075
2000-05-04,1.2320388555526733
2000-05-05,1.2462272644042969
2000-05-08,1.2497739791870117
2000-05-09,1.273422360420227
2000-05-10,1.2320388555526733
2000-05-11,1.268692135810852
2000-05-12,1.312440037727356
2000-05-15,1.3396356105804443
2000-05-16,1.3455466032028198
2000-05-17,1.331358551979065
2000-05-18,1.3148051500320435
2000-05-19,1.2651454210281372
2000-05-22,1.2391328811645508
2000-05-23,1.1752842664718628
2000-05-24,1.2083908319473267
2000-05-25,1.1942024230957031
2000-05-26,1.1232601404190063
2000-05-30,1.1906554698944092
2000-05-31,1.1942024230957031
2000-06-01,1.2367687225341797
2000-06-02,1.2391328811645508
2000-06-05,1.2095733880996704
2000-06-06,1.1646431684494019
2000-06-07,1.1303542852401733
2000-06-08,1.1019772291183472
2000-06-09,1.0546821355819702
2000-06-12,0.9009730219841003
2000-06-13,1.0440399646759033
2000-06-14,1.0014744997024536
2000-06-15,1.0215753316879272
2000-06-16,0.9920159578323364
2000-06-19,0.968367874622345
2000-06-20,0.9600920081138611
2000-06-21,0.944720447063446
2000-06-22,0.9269852638244629
2000-06-23,0.9340792894363403
2000-06-26,0.9671858549118042
2000-06-27,1.0144811868667603
2000-06-28,1.0393108129501343
2000-06-29,1.0322164297103882
2000-06-30,0.9577268362045288
2000-07-03,1.0026569366455078
2000-07-05,0.9742804169654846
2000-07-06,1.0050218105316162
2000-07-07,1.0771470069885254
2000-07-10,1.1102533340454102
2000-07-11,1.1303542852401733
2000-07-12,1.1942024230957031
2000-07-13,1.2048436403274536
2000-07-14,1.2024787664413452
2000-07-17,1.2462272644042969
2000-07-18,1.2213971614837646
2000-07-19,1.2202144861221313
2000-07-20,1.228492021560669
2000-07-21,1.2391328811645508
2000-07-24,1.1670074462890625
2000-07-25,1.1729192733764648
2000-07-26,1.1729192733764648
2000-07-27,1.1764665842056274
2000-07-28,1.1516369581222534
2000-07-31,1.168190836906433
2000-08-01,1.158731460571289
2000-08-02,1.183561086654663
2000-08-03,1.2012969255447388
2000-08-04,1.2503658533096313
2000-08-07,1.2580512762069702
2000-08-08,1.273422360420227
2000-08-09,1.2462272644042969
2000-08-10,1.2261271476745605
2000-08-11,1.2438626289367676
2000-08-14,1.2438626289367676
2000-08-15,1.2261271476745605
2000-08-16,1.2391328811645508
2000-08-17,1.268692135810852
2000-08-18,1.2757868766784668
2000-08-21,1.2497739791870117
2000-08-22,1.2485921382904053
2000-08-23,1.2391328811645508
2000-08-24,1.2521388530731201
2000-08-25,1.2592322826385498
2000-08-28,1.2604156732559204
2000-08-29,1.2651454210281372
2000-08-30,1.2899751663208008
2000-08-31,1.2083908319473267
2000-09-01,1.2332208156585693
2000-09-05,1.2048436403274536
2000-09-06,1.1741024255752563
2000-09-07,1.1563661098480225
2000-09-08,1.1421781778335571
2000-09-11,1.153114676475525
2000-09-12,1.1693729162216187
2000-09-13,1.1362661123275757
2000-09-14,1.1315362453460693
2000-09-15,1.0913351774215698
2000-09-18,1.075965166091919
2000-09-19,1.0700522661209106
2000-09-20,1.0499523878097534
2000-09-21,1.036946415901184
2000-09-22,1.0688705444335938
2000-09-25,1.0712347030639648
2000-09-26,1.109070897102356
2000-09-27,1.1019772291183472
2000-09-28,1.1161657571792603
2000-09-29,1.0901533365249634
2000-10-02,1.0700522661209106
2000-10-03,1.0156629085540771
2000-10-04,1.0440399646759033
2000-10-05,1.060298204421997
2000-10-06,1.0499523878097534
2000-10-09,1.061776041984558
2000-10-10,1.0913351774215698
2000-10-11,0.9861037731170654
2000-10-12,0.8773252964019775
2000-10-13,0.9009730219841003
2000-10-16,0.9352615475654602
2000-10-17,0.9281671047210693
2000-10-18,0.9423561692237854
2000-10-19,0.9506324529647827
2000-10-20,0.954179584980011
2000-10-23,0.9648207426071167
2000-10-24,0.9340792894363403
