Date,TPR
2000-10-06,1.573005199432373
2000-10-09,1.4620881080627441
2000-10-10,1.4822548627853394
2000-10-11,1.431838035583496
2000-10-12,1.3612545728683472
2000-10-13,1.3915046453475952
2000-10-16,1.3965462446212769
2000-10-17,1.4822548627853394
2000-10-18,1.4066299200057983
2000-10-19,1.3763797283172607
2000-10-20,1.371337652206421
2000-10-23,1.3511708974838257
2000-10-24,1.4116714000701904
2000-10-25,1.472171664237976
2000-10-26,1.4620881080627441
2000-10-27,1.573005199432373
2000-10-30,1.7343389987945557
2000-10-31,1.885589361190796
2000-11-01,1.8704644441604614
2000-11-02,1.9259227514266968
2000-11-03,2.0368399620056152
2000-11-06,1.9410477876663208
2000-11-07,1.9158397912979126
2000-11-08,1.9360058307647705
2000-11-09,1.9309642314910889
2000-11-10,1.996506690979004
2000-11-13,1.7847561836242676
2000-11-14,1.8351727724075317
2000-11-15,1.8553392887115479
2000-11-16,1.8502975702285767
2000-11-17,1.885589361190796
2000-11-20,1.8351727724075317
2000-11-21,1.8250890970230103
2000-11-22,1.8553392887115479
2000-11-24,1.8553392887115479
2000-11-27,1.9158397912979126
2000-11-28,1.8956729173660278
2000-11-29,1.794838786125183
2000-11-30,1.7847561836242676
2000-12-01,1.7746728658676147
2000-12-04,1.8654214143753052
2000-12-05,1.794838786125183
2000-12-06,1.8603814840316772
2000-12-07,1.9360058307647705
2000-12-08,2.0469236373901367
2000-12-11,2.08221435546875
2000-12-12,2.011631965637207
2000-12-13,1.9360058307647705
2000-12-14,1.6990470886230469
2000-12-15,1.6990470886230469
2000-12-18,1.6637550592422485
2000-12-19,1.6738383769989014
2000-12-20,1.6335052251815796
2000-12-21,1.6940053701400757
2000-12-22,1.804923176765442
2000-12-26,1.8956729173660278
2000-12-27,2.0166730880737305
2000-12-28,2.278841018676758
2000-12-29,2.3191750049591064
2001-01-02,2.1074225902557373
2001-01-03,2.1023812294006348
2001-01-04,2.0166730880737305
2001-01-05,1.966255784034729
2001-01-08,1.809964656829834
2001-01-09,1.8755064010620117
2001-01-10,2.026756763458252
2001-01-11,2.1981735229492188
2001-01-12,2.1477572917938232
2001-01-16,2.293966770172119
2001-01-17,2.339341402053833
2001-01-18,2.4200074672698975
2001-01-19,2.4502575397491455
2001-01-22,2.5006754398345947
2001-01-23,2.5006754398345947
2001-01-24,2.4805080890655518
2001-01-25,2.440174102783203
2001-01-26,2.460341453552246
2001-01-29,2.499060869216919
2001-01-30,2.5289080142974854
2001-01-31,2.7225091457366943
2001-02-01,2.8741626739501953
2001-02-02,2.904010534286499
2001-02-05,2.837862491607666
2001-02-06,2.7523555755615234
2001-02-07,2.762843132019043
2001-02-08,2.7265419960021973
2001-02-09,2.7225091457366943
2001-02-12,2.6458754539489746
2001-02-13,2.6458754539489746
2001-02-14,2.7386415004730225
2001-02-15,2.762843132019043
2001-02-16,2.746709108352661
2001-02-20,2.7305757999420166
2001-02-21,2.790268659591675
2001-02-22,2.742675304412842
2001-02-23,2.66200852394104
2001-02-26,2.6579747200012207
2001-02-27,2.6176416873931885
2001-02-28,2.431302309036255
2001-03-01,2.299008369445801
2001-03-02,2.252220630645752
2001-03-05,2.261094331741333
2001-03-06,2.1296072006225586
2001-03-07,2.153000831604004
2001-03-08,2.266740083694458
2001-03-09,2.27561354637146
2001-03-12,2.271580934524536
2001-03-13,2.242540121078491
2001-03-14,2.202207088470459
2001-03-15,2.194140672683716
2001-03-16,2.199786424636841
2001-03-19,2.2538342475891113
2001-03-20,2.2594809532165527
2001-03-21,2.2183403968811035
2001-03-22,2.1634879112243652
2001-03-23,2.2102744579315186
2001-03-26,2.178006887435913
2001-03-27,2.178006887435913
2001-03-28,2.228827714920044
2001-03-29,2.278841018676758
2001-03-30,2.332080602645874
2001-04-02,2.258673906326294
2001-04-03,2.222374200820923
2001-04-04,2.298201560974121
2001-04-05,2.3191750049591064
2001-04-06,2.262706995010376
2001-04-09,2.278841018676758
2001-04-10,2.258673906326294
2001-04-11,2.0207064151763916
2001-04-12,2.0529730319976807
2001-04-16,2.057006597518921
2001-04-17,1.9198733568191528
2001-04-18,2.0368399620056152
2001-04-19,1.9166464805603027
2001-04-20,1.9029326438903809
2001-04-23,1.9360058307647705
2001-04-24,2.1473541259765625
2001-04-25,2.3812878131866455
2001-04-26,2.339341402053833
2001-04-27,2.4442079067230225
2001-04-30,2.616834878921509
2001-05-01,2.7668750286102295
2001-05-02,2.803175449371338
2001-05-03,2.5652077198028564
2001-05-04,2.5732743740081787
2001-05-07,2.5393946170806885
2001-05-08,2.5329408645629883
2001-05-09,2.5652077198028564
2001-05-10,2.5869877338409424
2001-05-11,2.590214490890503
2001-05-14,2.7386415004730225
2001-05-15,2.824955701828003
2001-05-16,2.944343328475952
2001-05-17,2.912075996398926
2001-05-18,2.823342800140381
2001-05-21,2.9524085521698
2001-05-22,2.9709644317626953
2001-05-23,2.9241762161254883
2001-05-24,2.9403107166290283
2001-05-25,2.9645097255706787
2001-05-29,2.9056222438812256
2001-05-30,2.9056222438812256
2001-05-31,2.8273754119873047
2001-06-01,2.863676071166992
2001-06-04,2.847543478012085
2001-06-05,2.8959434032440186
2001-06-06,2.824955701828003
2001-06-07,2.836249351501465
2001-06-08,2.8951358795166016
2001-06-11,2.8846492767333984
2001-06-12,2.9023962020874023
2001-06-13,2.9887092113494873
2001-06-14,2.879002332687378
2001-06-15,2.820115566253662
2001-06-18,2.8241491317749023
2001-06-19,2.843508005142212
2001-06-20,2.843508005142212
2001-06-21,3.00484299659729
2001-06-22,2.9524085521698
2001-06-25,2.937082290649414
2001-06-26,3.062922716140747
2001-06-27,3.1048707962036133
2001-06-28,3.0976109504699707
2001-06-29,3.069376230239868
2001-07-02,3.037109613418579
2001-07-03,3.1097092628479004
2001-07-05,2.8781957626342773
2001-07-06,2.824955701828003
2001-07-09,2.9588632583618164
2001-07-10,3.057276487350464
2001-07-11,3.267010450363159
2001-07-12,3.3476767539978027
2001-07-13,3.2266769409179688
2001-07-16,3.304924964904785
2001-07-17,3.404144525527954
2001-07-18,3.327510118484497
2001-07-19,3.3008909225463867
2001-07-20,3.2750775814056396
2001-07-23,3.1629507541656494
2001-07-24,3.0637292861938477
2001-07-25,3.206509828567505
2001-07-26,3.3154115676879883
2001-07-27,3.1298766136169434
2001-07-30,3.1621432304382324
2001-07-31,3.046788454055786
2001-08-01,2.936276435852051
2001-08-02,3.0451765060424805
2001-08-03,2.9967763423919678
2001-08-06,2.875774621963501
2001-08-07,2.908848524093628
2001-08-08,2.9241762161254883
2001-08-09,2.970155954360962
2001-08-10,2.8717429637908936
2001-08-13,2.823342800140381
2001-08-14,2.8999767303466797
2001-08-15,2.823342800140381
2001-08-16,2.835442543029785
2001-08-17,2.714442729949951
2001-08-20,2.6716883182525635
2001-08-21,2.7459022998809814
2001-08-22,2.823342800140381
2001-08-23,2.8394758701324463
2001-08-24,2.8515753746032715
2001-08-27,2.968543291091919
2001-08-28,2.904815435409546
2001-08-29,2.904815435409546
2001-08-30,2.8959434032440186
2001-08-31,2.928209066390991
2001-09-04,2.9112699031829834
2001-09-05,2.9846761226654053
2001-09-06,2.849155902862549
2001-09-07,2.7547762393951416
2001-09-10,2.6781420707702637
2001-09-17,2.0449070930480957
2001-09-18,1.8553392887115479
2001-09-19,1.85695219039917
2001-09-20,1.8150057792663574
2001-09-21,1.8553392887115479
2001-09-24,2.0650742053985596
2001-09-25,2.015866994857788
2001-09-26,1.7666057348251343
2001-09-27,1.9126132726669312
2001-09-28,2.1384806632995605
2001-10-01,1.9360058307647705
2001-10-02,1.8416259288787842
2001-10-03,2.0037667751312256
2001-10-04,1.9182592630386353
2001-10-05,2.0126404762268066
2001-10-08,1.980373740196228
2001-10-09,1.9360058307647705
2001-10-10,2.0553927421569824
2001-10-11,2.2764201164245605
2001-10-12,2.1659064292907715
2001-10-15,2.0771732330322266
2001-10-16,2.097339630126953
2001-10-17,2.0086069107055664
2001-10-18,2.097339630126953
2001-10-19,2.194140672683716
2001-10-22,2.254640579223633
2001-10-23,2.428074836730957
2001-10-24,2.362734794616699
2001-10-25,2.299008369445801
2001-10-26,2.4345273971557617
2001-10-29,2.261094331741333
2001-10-30,2.178006887435913
2001-10-31,2.250607967376709
2001-11-01,2.1755869388580322
2001-11-02,2.2852942943573
2001-11-05,2.4183950424194336
2001-11-06,2.574082612991333
2001-11-07,2.6337757110595703
2001-11-08,2.597475528717041
2001-11-09,2.5635952949523926
2001-11-12,2.4966413974761963
2001-11-13,2.5813424587249756
2001-11-14,2.6458754539489746
2001-11-15,2.742675304412842
2001-11-16,2.66200852394104
2001-11-19,2.6337757110595703
2001-11-20,2.6636219024658203
2001-11-21,2.6781420707702637
2001-11-23,2.6991147994995117
2001-11-26,2.6579747200012207
2001-11-27,2.6708831787109375
2001-11-28,2.6281275749206543
2001-11-29,2.6781420707702637
2001-11-30,2.66200852394104
2001-12-03,2.619255304336548
2001-12-04,2.6337757110595703
2001-12-05,2.8386693000793457
2001-12-06,2.8991689682006836
2001-12-07,2.823342800140381
2001-12-10,2.724928855895996
2001-12-11,2.682175397872925
2001-12-12,2.6700758934020996
2001-12-13,2.6781420707702637
2001-12-14,2.73541522026062
2001-12-17,2.828989267349243
2001-12-18,3.0637292861938477
2001-12-19,3.053243637084961
2001-12-20,2.9588632583618164
2001-12-21,3.0855093002319336
2001-12-24,3.0242037773132324
2001-12-26,3.1169698238372803
2001-12-27,3.0024235248565674
2001-12-28,3.095996379852295
2001-12-31,3.1443960666656494
2002-01-02,3.061310052871704
2002-01-03,3.0685696601867676
2002-01-04,3.138749837875366
2002-01-07,3.2468435764312744
2002-01-08,3.3960769176483154
2002-01-09,3.2791104316711426
2002-01-10,3.348484754562378
2002-01-11,3.3025035858154297
2002-01-14,3.2508773803710938
2002-01-15,3.341223955154419
2002-01-16,3.3154115676879883
2002-01-17,3.3968849182128906
2002-01-18,3.4081757068634033
2002-01-22,3.406564712524414
2002-01-23,3.4686779975891113
2002-01-24,3.584030866622925
2002-01-25,3.5727381706237793
2002-01-28,3.76391863822937
2002-01-29,3.723585605621338
2002-01-30,3.783280372619629
2002-01-31,3.722778797149658
2002-02-01,3.704225540161133
2002-02-04,3.542891263961792
2002-02-05,3.5332114696502686
2002-02-06,3.452544927597046
2002-02-07,3.39849591255188
2002-02-08,3.5170774459838867
2002-02-11,3.6574389934539795
2002-02-12,3.5493457317352295
2002-02-13,3.592905282974243
2002-02-14,3.5711252689361572
2002-02-15,3.5557987689971924
2002-02-19,3.511430501937866
2002-02-20,3.616297721862793
2002-02-21,3.609039306640625
2002-02-22,3.609846353530884
2002-02-25,3.5654783248901367
2002-02-26,3.6582462787628174
2002-02-27,4.0236663818359375
2002-02-28,4.022052764892578
2002-03-01,4.025280952453613
2002-03-04,4.18500280380249
2002-03-05,3.872011661529541
2002-03-06,3.849425792694092
2002-03-07,4.031733989715576
2002-03-08,3.882500410079956
2002-03-11,3.872011661529541
2002-03-12,3.948645830154419
2002-03-13,4.019632816314697
2002-03-14,4.089814186096191
2002-03-15,4.2011332511901855
2002-03-18,4.134986400604248
2002-03-19,4.2390456199646
2002-03-20,4.196293354034424
2002-03-21,3.995431900024414
2002-03-22,4.106753826141357
2002-03-25,4.051093101501465
2002-03-26,4.12127161026001
2002-03-27,4.155153274536133
2002-03-28,4.090620994567871
2002-04-01,4.044641017913818
2002-04-02,3.943805694580078
2002-04-03,3.880885601043701
2002-04-04,4.009146690368652
2002-04-05,4.162413597106934
2002-04-08,4.274540901184082
2002-04-09,4.404414176940918
2002-04-10,4.361659526824951
2002-04-11,4.2551798820495605
2002-04-12,4.310033321380615
2002-04-15,4.233400821685791
2002-04-16,4.393120288848877
2002-04-17,4.456847190856934
2002-04-18,4.508474826812744
2002-04-19,4.470560550689697
2002-04-22,4.343914031982422
2002-04-23,4.5657477378845215
2002-04-24,4.5189619064331055
2002-04-25,4.583493232727051
2002-04-26,4.436680793762207
2002-04-29,4.382633686065674
2002-04-30,4.517347812652588
2002-05-01,4.484273910522461
2002-05-02,4.606081008911133
2002-05-03,4.501215934753418
2002-05-06,4.41490364074707
2002-05-07,4.362468719482422
2002-05-08,4.464915752410889
2002-05-09,4.573815822601318
2002-05-10,4.517347812652588
2002-05-13,4.509281158447266
2002-05-14,4.686747074127197
2002-05-15,4.757737159729004
2002-05-16,4.706912994384766
2002-05-17,4.83033561706543
2002-05-20,4.763382434844971
2002-05-21,4.589950084686279
2002-05-22,4.38747501373291
2002-05-23,4.352787017822266
2002-05-24,4.445555210113525
2002-05-28,4.26566743850708
2002-05-29,4.1220808029174805
2002-05-30,4.0736799240112305
2002-05-31,4.215653896331787
2002-06-03,4.044641017913818
2002-06-04,3.8607194423675537
2002-06-05,4.194679260253906
2002-06-06,4.261632442474365
2002-06-07,4.420548915863037
2002-06-10,4.543161869049072
2002-06-11,4.391507148742676
2002-06-12,4.371339797973633
2002-06-13,4.231785297393799
2002-06-14,4.231785297393799
2002-06-17,4.41490364074707
2002-06-18,4.456040382385254
2002-06-19,4.458460807800293
2002-06-20,4.376987934112549
2002-06-21,4.436680793762207
2002-06-24,4.285835266113281
2002-06-25,4.12369441986084
2002-06-26,4.291480541229248
2002-06-27,4.444748401641846
2002-06-28,4.428613185882568
2002-07-01,4.2511467933654785
2002-07-02,4.126918792724609
2002-07-03,4.068033695220947
2002-07-05,4.164026737213135
2002-07-08,4.152734756469727
2002-07-09,3.9736521244049072
2002-07-10,3.7429449558258057
2002-07-11,3.7445590496063232
2002-07-12,3.662278652191162
2002-07-15,3.509011745452881
2002-07-16,3.3880107402801514
2002-07-17,3.339611291885376
2002-07-18,3.2879838943481445
2002-07-19,3.1492373943328857
2002-07-22,3.1008377075195312
2002-07-23,2.924982786178589
2002-07-24,3.3896238803863525
2002-07-25,3.3573567867279053
2002-07-26,3.5332114696502686
2002-07-29,3.9881718158721924
2002-07-30,3.794572114944458
2002-07-31,3.678412437438965
2002-08-01,3.600971221923828
2002-08-02,3.600971221923828
2002-08-05,3.500946044921875
2002-08-06,3.7913458347320557
2002-08-07,3.7429449558258057
2002-08-08,3.786506175994873
2002-08-09,3.960747480392456
2002-08-12,3.8332929611206055
2002-08-13,4.009146690368652
2002-08-14,4.114013195037842
2002-08-15,4.352787017822266
2002-08-16,4.397961139678955
2002-08-19,4.3963470458984375
2002-08-20,4.404414176940918
2002-08-21,4.352787017822266
2002-08-22,4.356013774871826
2002-08-23,4.278573989868164
2002-08-26,4.341493129730225
2002-08-27,4.278573989868164
2002-08-28,4.149506092071533
2002-08-29,4.034959316253662
2002-08-30,3.9736521244049072
2002-09-03,4.214041709899902
2002-09-04,4.662548542022705
2002-09-05,4.472174167633057
2002-09-06,4.707723140716553
2002-09-09,4.736763000488281
2002-09-10,4.7351484298706055
2002-09-11,4.719013690948486
2002-09-12,4.525413990020752
2002-09-13,4.675454616546631
2002-09-16,4.683521270751953
2002-09-17,4.5867204666137695
2002-09-18,4.688361167907715
2002-09-19,4.602854251861572
2002-09-20,4.5399346351623535
2002-09-23,4.436680793762207
2002-09-24,4.317294597625732
2002-09-25,4.462494373321533
2002-09-26,4.531867504119873
2002-09-27,4.37376070022583
2002-09-30,4.130148410797119
2002-10-01,4.099493503570557
2002-10-02,4.002691268920898
2002-10-03,4.04786491394043
2002-10-04,4.031733989715576
2002-10-07,3.8268401622772217
2002-10-08,3.9849462509155273
2002-10-09,3.8058652877807617
2002-10-10,3.9171857833862305
2002-10-11,4.114013195037842
2002-10-14,4.223720073699951
2002-10-15,4.675454616546631
2002-10-16,4.491534233093262
2002-10-17,4.780322074890137
2002-10-18,4.704493999481201
2002-10-21,4.74644136428833
2002-10-22,4.743216037750244
2002-10-23,5.1288042068481445
2002-10-24,5.1449360847473145
2002-10-25,5.141711711883545
2002-10-28,4.9529500007629395
2002-10-29,4.948109149932861
2002-10-30,4.785160064697266
2002-10-31,4.799681663513184
2002-11-01,5.065881729125977
2002-11-04,4.9610161781311035
2002-11-05,4.917457580566406
2002-11-06,5.090083122253418
2002-11-07,4.93681526184082
2002-11-08,4.798069953918457
2002-11-11,4.599628448486328
2002-11-12,4.920682907104492
2002-11-13,4.9868292808532715
2002-11-14,5.014256477355957
2002-11-15,5.08201789855957
2002-11-18,5.132030010223389
2002-11-19,5.08201789855957
2002-11-20,5.249804496765137
2002-11-21,5.445018291473389
2002-11-22,5.269162654876709
2002-11-25,5.35951042175293
2002-11-26,5.228828430175781
2002-11-27,5.4676032066345215
2002-11-29,5.4885759353637695
2002-12-02,5.561178207397461
2002-12-03,5.47083044052124
2002-12-04,5.50148344039917
2002-12-05,5.328856945037842
2002-12-06,5.47083044052124
2002-12-09,4.993282794952393
2002-12-10,5.196562767028809
2002-12-11,5.212696552276611
2002-12-12,5.362737655639648
2002-12-13,5.243350505828857
2002-12-16,5.367578983306885
2002-12-17,5.332082271575928
2002-12-18,5.111056804656982
2002-12-19,5.186882972717285
2002-12-20,5.3885498046875
2002-12-23,5.2175374031066895
2002-12-24,5.17236328125
2002-12-26,5.257871150970459
2002-12-27,5.083630561828613
2002-12-30,5.317563056945801
2002-12-31,5.311110496520996
2003-01-02,5.441790580749512
2003-01-03,5.365963935852051
2003-01-06,5.45147180557251
2003-01-07,5.58053731918335
2003-01-08,5.427270412445068
2003-01-09,5.385324954986572
2003-01-10,5.3885498046875
2003-01-13,5.156229496002197
2003-01-14,4.896482944488525
2003-01-15,4.9610161781311035
2003-01-16,5.022321701049805
2003-01-17,4.881962299346924
2003-01-21,4.7061076164245605
2003-01-22,5.240123748779297
2003-01-23,5.267551422119141
2003-01-24,5.178816795349121
2003-01-27,5.062655448913574
2003-01-28,5.117508888244629
2003-01-29,5.153004169464111
2003-01-30,5.198177337646484
2003-01-31,5.154616355895996
2003-02-03,5.194951057434082
2003-02-04,5.1449360847473145
2003-02-05,5.2627105712890625
2003-02-06,5.209471225738525
2003-02-07,5.028776168823242
2003-02-10,5.0674967765808105
2003-02-11,5.054588794708252
2003-02-12,4.969083309173584
2003-02-13,4.89809513092041
2003-02-14,5.127190589904785
2003-02-18,5.291750907897949
2003-02-19,5.230441570281982
2003-02-20,5.246576309204102
2003-02-21,5.36435079574585
2003-02-24,5.114282608032227
2003-02-25,5.4805121421813965
2003-02-26,5.47567081451416
2003-02-27,5.564405918121338
2003-02-28,5.764458179473877
2003-03-03,5.716059684753418
2003-03-04,5.6144185066223145
2003-03-05,5.703150749206543
2003-03-06,5.788660049438477
2003-03-07,5.896751880645752
2003-03-10,5.778977870941162
2003-03-11,5.833831787109375
2003-03-12,5.9467668533325195
2003-03-13,6.022593975067139
2003-03-14,5.966126441955566
2003-03-17,6.259753227233887
2003-03-18,6.21135139465332
2003-03-19,6.2339396476745605
2003-03-20,6.292020797729492
2003-03-21,6.4420599937438965
2003-03-24,6.108096599578857
2003-03-25,6.4049553871154785
2003-03-26,6.21135139465332
2003-03-27,6.216193199157715
2003-03-28,6.179086685180664
2003-03-31,6.183927536010742
2003-04-01,6.100032806396484
2003-04-02,6.216193199157715
2003-04-03,6.264594554901123
2003-04-04,6.217806339263916
2003-04-07,6.388819217681885
2003-04-08,6.292020797729492
2003-04-09,6.182312965393066
2003-04-10,6.287182331085205
2003-04-11,6.21135139465332
2003-04-14,6.198448181152344
2003-04-15,6.175862789154053
2003-04-16,5.982260704040527
2003-04-17,6.151660442352295
2003-04-21,6.21135139465332
2003-04-22,6.8631415367126465
2003-04-23,6.8873395919799805
2003-04-24,6.808289051055908
2003-04-25,6.642115592956543
2003-04-28,6.937355995178223
2003-04-29,7.003502368927002
2003-04-30,7.019637584686279
2003-05-01,6.940585136413574
2003-05-02,7.114821434020996
2003-05-05,7.1632232666015625
2003-05-06,7.298738956451416
2003-05-07,7.292289733886719
2003-05-08,7.201942443847656
2003-05-09,7.340691089630127
2003-05-12,7.532678604125977
2003-05-13,7.5359039306640625
2003-05-14,7.563332557678223
2003-05-15,7.377798080444336
2003-05-16,7.300356388092041
2003-05-19,6.953488349914551
2003-05-20,6.9728498458862305
2003-05-21,7.219692707061768
