Date,FICO
2000-01-03,15.066590309143066
2000-01-04,14.423943519592285
2000-01-05,14.281126976013184
2000-01-06,13.888399124145508
2000-01-07,14.17402172088623
2000-01-10,14.727417945861816
2000-01-11,15.030885696411133
2000-01-12,14.673863410949707
2000-01-13,14.709564208984375
2000-01-14,14.995187759399414
2000-01-18,15.209397315979004
2000-01-19,15.619985580444336
2000-01-20,15.45932674407959
2000-01-21,14.691710472106934
2000-01-24,14.83452033996582
2000-01-25,14.352534294128418
2000-01-26,13.97765827178955
2000-01-27,13.97765827178955
2000-01-28,13.674180030822754
2000-01-31,13.067235946655273
2000-02-01,13.388562202453613
2000-02-02,13.406407356262207
2000-02-03,13.370709419250488
2000-02-04,12.995826721191406
2000-02-07,13.067235946655273
2000-02-08,13.299300193786621
2000-02-09,13.03152847290039
2000-02-10,13.120787620544434
2000-02-11,13.138636589050293
2000-02-14,13.156489372253418
2000-02-15,12.977972030639648
2000-02-16,13.001546859741211
2000-02-17,13.001546859741211
2000-02-18,12.769378662109375
2000-02-22,13.001546859741211
2000-02-23,13.10870361328125
2000-02-24,13.305157661437988
2000-02-25,13.305157661437988
2000-02-28,13.323015213012695
2000-02-29,13.948090553283691
2000-03-01,14.448147773742676
2000-03-02,14.394574165344238
2000-03-03,14.75175952911377
2000-03-06,14.894632339477539
2000-03-07,14.769618034362793
2000-03-08,14.662463188171387
2000-03-09,14.269556999206543
2000-03-10,13.35873794555664
2000-03-13,11.287060737609863
2000-03-14,11.912137031555176
2000-03-15,11.519230842590332
2000-03-16,12.072874069213867
2000-03-17,11.912137031555176
2000-03-20,11.80497932434082
2000-03-21,11.82283878326416
2000-03-22,11.697827339172363
2000-03-23,11.554949760437012
2000-03-24,11.82283878326416
2000-03-27,11.662104606628418
2000-03-28,11.322781562805176
2000-03-29,11.197762489318848
2000-03-30,11.287060737609863
2000-03-31,11.108467102050781
2000-04-03,10.894157409667969
2000-04-04,10.501254081726074
2000-04-05,10.5726900100708
2000-04-06,11.090606689453125
2000-04-07,10.697707176208496
2000-04-10,10.590548515319824
2000-04-11,10.769144058227539
2000-04-12,10.78700065612793
2000-04-13,11.019170761108398
2000-04-14,10.78700065612793
2000-04-17,10.858439445495605
2000-04-18,10.876299858093262
2000-04-19,10.929875373840332
2000-04-20,11.126330375671387
2000-04-24,10.929875373840332
2000-04-25,11.358497619628906
2000-04-26,12.287182807922363
2000-04-27,12.572929382324219
2000-04-28,12.090730667114258
2000-05-01,12.322896003723145
2000-05-02,12.090730667114258
2000-05-03,12.197883605957031
2000-05-04,12.072874069213867
2000-05-05,12.287182807922363
2000-05-08,12.144303321838379
2000-05-09,11.769266128540039
2000-05-10,12.001431465148926
2000-05-11,12.144303321838379
2000-05-12,12.090730667114258
2000-05-15,12.144303321838379
2000-05-16,12.037148475646973
2000-05-17,11.983573913574219
2000-05-18,11.89427375793457
2000-05-19,12.090730667114258
2000-05-22,11.899898529052734
2000-05-23,12.078582763671875
2000-05-24,12.132180213928223
2000-05-25,12.06070613861084
2000-05-26,11.864165306091309
2000-05-30,11.989242553710938
2000-05-31,12.042840003967285
2000-06-01,12.114313125610352
2000-06-02,11.935633659362793
2000-06-05,12.221518516540527
2000-06-06,12.185784339904785
2000-06-07,12.382329940795898
2000-06-08,12.400196075439453
2000-06-09,12.382329940795898
2000-06-12,12.185784339904785
2000-06-13,12.167912483215332
2000-06-14,12.132180213928223
2000-06-15,12.042840003967285
2000-06-16,12.203651428222656
2000-06-19,12.221518516540527
2000-06-20,12.239385604858398
2000-06-21,12.221518516540527
2000-06-22,12.132180213928223
2000-06-23,12.185784339904785
2000-06-26,12.364461898803711
2000-06-27,12.346590042114258
2000-06-28,12.82901668548584
2000-06-29,12.93622875213623
2000-06-30,12.578875541687012
2000-07-03,12.54314136505127
2000-07-05,12.882627487182617
2000-07-06,12.954097747802734
2000-07-07,12.971962928771973
2000-07-10,13.150640487670898
2000-07-11,12.971962928771973
2000-07-12,13.579465866088867
2000-07-13,13.686671257019043
2000-07-14,13.47225284576416
2000-07-17,13.668807029724121
2000-07-18,13.954687118530273
2000-07-19,13.793874740600586
2000-07-20,13.865347862243652
2000-07-21,13.990423202514648
2000-07-24,13.38292121887207
2000-07-25,13.525866508483887
2000-07-26,14.276305198669434
2000-07-27,14.06189250946045
2000-07-28,13.365055084228516
2000-07-31,14.240571022033691
2000-08-01,14.186967849731445
2000-08-02,13.954687118530273
2000-08-03,13.829609870910645
2000-08-04,14.008293151855469
2000-08-07,14.240571022033691
2000-08-08,14.02615737915039
2000-08-09,13.972554206848145
2000-08-10,13.847481727600098
2000-08-11,13.901086807250977
2000-08-14,13.865347862243652
2000-08-15,13.740274429321289
2000-08-16,13.918953895568848
2000-08-17,13.996172904968262
2000-08-18,13.942550659179688
2000-08-21,13.871048927307129
2000-08-22,13.871048927307129
2000-08-23,13.549297332763672
2000-08-24,13.799546241760254
2000-08-25,13.817419052124023
2000-08-28,13.138171195983887
2000-08-29,12.941546440124512
2000-08-30,13.138171195983887
2000-08-31,13.138171195983887
2000-09-01,13.102420806884766
2000-09-05,12.905794143676758
2000-09-06,13.138171195983887
2000-09-07,13.138171195983887
2000-09-08,12.58404541015625
2000-09-11,12.262292861938477
2000-09-12,11.976288795471191
2000-09-13,11.440042495727539
2000-09-14,11.922666549682617
2000-09-15,12.06566333770752
2000-09-18,12.047789573669434
2000-09-19,12.101417541503906
