Date,PEP
2000-01-03,18.81439781188965
2000-01-04,18.336057662963867
2000-01-05,17.88962173461914
2000-01-06,18.686843872070312
2000-01-07,19.197065353393555
2000-01-10,18.81439781188965
2000-01-11,18.75061798095703
2000-01-12,18.52739715576172
2000-01-13,18.336057662963867
2000-01-14,18.463613510131836
2000-01-18,18.49550437927246
2000-01-19,18.591169357299805
2000-01-20,18.431734085083008
2000-01-21,18.431734085083008
2000-01-24,18.017166137695312
2000-01-25,17.506954193115234
2000-01-26,17.31562614440918
2000-01-27,17.25184440612793
2000-01-28,16.964845657348633
2000-01-31,17.411283493041992
2000-02-01,17.347503662109375
2000-02-02,16.83729362487793
2000-02-03,16.869176864624023
2000-02-04,16.70973777770996
2000-02-07,16.51840591430664
2000-02-08,16.996732711791992
2000-02-09,17.347503662109375
2000-02-10,17.666399002075195
2000-02-11,17.538837432861328
2000-02-14,17.3794002532959
2000-02-15,17.44316864013672
2000-02-16,17.347503662109375
2000-02-17,17.506954193115234
2000-02-18,17.47505760192871
2000-02-22,17.698287963867188
2000-02-23,17.44316864013672
2000-02-24,17.347503662109375
2000-02-25,16.70973777770996
2000-02-28,16.964845657348633
2000-02-29,16.39084815979004
2000-03-01,16.61406898498535
2000-03-02,16.10384750366211
2000-03-03,16.135732650756836
2000-03-06,15.816847801208496
2000-03-07,15.625519752502441
2000-03-08,15.630640029907227
2000-03-09,16.079063415527344
2000-03-10,15.75875473022461
2000-03-13,15.950942039489746
2000-03-14,15.72672176361084
2000-03-15,17.007930755615234
2000-03-16,17.456335067749023
2000-03-17,16.911836624145508
2000-03-20,17.03995704650879
2000-03-21,17.584468841552734
2000-03-22,17.168075561523438
2000-03-23,17.168075561523438
2000-03-24,16.87980079650879
2000-03-27,16.583538055419922
2000-03-28,16.655601501464844
2000-03-29,17.03995704650879
2000-03-30,18.417253494262695
2000-03-31,17.872739791870117
2000-04-03,18.513341903686523
2000-04-04,18.67348861694336
2000-04-05,18.83363914489746
2000-04-06,18.865671157836914
2000-04-07,18.449283599853516
2000-04-10,18.577402114868164
2000-04-11,18.993783950805664
2000-04-12,19.089872360229492
2000-04-13,18.67348861694336
2000-04-14,18.67348861694336
2000-04-17,18.76957893371582
2000-04-18,18.417253494262695
2000-04-19,18.096948623657227
2000-04-20,19.057851791381836
2000-04-24,19.410175323486328
2000-04-25,19.185972213745117
2000-04-26,19.346115112304688
2000-04-27,19.185972213745117
2000-04-28,18.80161476135254
2000-05-01,18.961753845214844
2000-05-02,19.218000411987305
2000-05-03,19.25002098083496
2000-05-04,18.80161476135254
2000-05-05,19.218000411987305
2000-05-08,19.44219970703125
2000-05-09,19.314096450805664
2000-05-10,20.082820892333984
2000-05-11,20.49920082092285
2000-05-12,20.242961883544922
2000-05-15,20.17890739440918
2000-05-16,20.050785064697266
2000-05-17,19.986711502075195
2000-05-18,20.250961303710938
2000-05-19,20.114835739135742
2000-05-22,20.371078491210938
2000-05-23,20.210927963256836
2000-05-24,20.88355827331543
2000-05-25,20.467180252075195
2000-05-26,21.01167106628418
2000-05-30,21.01167106628418
2000-05-31,20.851524353027344
2000-06-01,20.531225204467773
2000-06-02,20.659343719482422
2000-06-05,20.242961883544922
2000-06-06,21.01167106628418
2000-06-07,21.244367599487305
2000-06-08,21.82288360595703
2000-06-09,21.21224021911621
2000-06-12,21.581836700439453
2000-06-13,22.015729904174805
2000-06-14,22.36925506591797
2000-06-15,22.304983139038086
2000-06-16,22.497814178466797
2000-06-19,22.465673446655273
2000-06-20,21.14795684814453
2000-06-21,21.726463317871094
2000-06-22,21.56575584411621
2000-06-23,21.630041122436523
2000-06-26,22.40138816833496
2000-06-27,22.33711814880371
2000-06-28,22.3210506439209
2000-06-29,21.98358917236328
2000-06-30,22.851360321044922
2000-07-03,22.112140655517578
2000-07-05,22.304983139038086
2000-07-06,22.56209945678711
2000-07-07,21.82288360595703
2000-07-10,21.051528930664062
2000-07-11,20.890830993652344
2000-07-12,20.44087028503418
2000-07-13,20.76227569580078
2000-07-14,21.437196731567383
2000-07-17,22.047863006591797
2000-07-18,22.112140655517578
2000-07-19,22.304983139038086
2000-07-20,22.497814178466797
2000-07-21,22.75493049621582
2000-07-24,22.43354606628418
2000-07-25,22.690656661987305
2000-07-26,22.529953002929688
2000-07-27,22.787078857421875
2000-07-28,23.01205825805664
2000-07-31,23.558425903320312
2000-08-01,23.590551376342773
2000-08-02,23.46200942993164
2000-08-03,23.204896926879883
2000-08-04,23.172748565673828
2000-08-07,22.947776794433594
2000-08-08,22.851360321044922
2000-08-09,22.626373291015625
2000-08-10,23.172748565673828
2000-08-11,23.558425903320312
2000-08-14,24.169084548950195
2000-08-15,23.62272071838379
2000-08-16,22.626373291015625
2000-08-17,22.361225128173828
2000-08-18,22.56209945678711
2000-08-21,22.787078857421875
2000-08-22,22.24070167541504
2000-08-23,22.28891372680664
2000-08-24,22.36925506591797
2000-08-25,21.98358917236328
2000-08-28,22.2728328704834
2000-08-29,21.85501480102539
2000-08-30,21.56575584411621
2000-08-31,21.927343368530273
2000-09-01,21.758602142333984
2000-09-05,21.98358917236328
2000-09-06,21.636613845825195
2000-09-07,22.281536102294922
2000-09-08,21.959081649780273
2000-09-11,22.05582046508789
2000-09-12,22.63623046875
2000-09-13,23.0554141998291
2000-09-14,22.765214920043945
2000-09-15,22.57174301147461
2000-09-18,22.70071792602539
2000-09-19,22.644285202026367
2000-09-20,21.47539710998535
2000-09-21,22.37826919555664
2000-09-22,23.410110473632812
2000-09-25,23.11990737915039
2000-09-26,22.926429748535156
2000-09-27,23.474609375
2000-09-28,23.345632553100586
2000-09-29,23.732568740844727
2000-10-02,24.44196128845215
2000-10-03,23.732568740844727
2000-10-04,23.281137466430664
2000-10-05,23.63582420349121
2000-10-06,23.926036834716797
2000-10-09,24.280742645263672
2000-10-10,24.44196128845215
2000-10-11,24.15176010131836
2000-10-12,24.699934005737305
2000-10-13,23.474609375
2000-10-16,24.055028915405273
2000-10-17,24.312984466552734
2000-10-18,24.732173919677734
2000-10-19,24.667688369750977
2000-10-20,24.022781372070312
2000-10-23,24.119508743286133
2000-10-24,23.797054290771484
2000-10-25,25.022380828857422
2000-10-26,24.248498916625977
2000-10-27,24.82890510559082
2000-10-30,25.34483528137207
2000-10-31,24.990135192871094
2000-11-01,24.764427185058594
2000-11-02,24.280742645263672
2000-11-03,23.63582420349121
2000-11-06,24.506444931030273
2000-11-07,24.312984466552734
2000-11-08,24.44196128845215
2000-11-09,25.28034782409668
2000-11-10,25.18360137939453
2000-11-13,24.861164093017578
2000-11-14,24.667688369750977
2000-11-15,24.022781372070312
2000-11-16,22.861940383911133
2000-11-17,22.668472290039062
2000-11-20,23.216651916503906
2000-11-21,23.990528106689453
2000-11-22,23.087663650512695
2000-11-24,22.95867919921875
2000-11-27,22.894184112548828
2000-11-28,23.281137466430664
2000-11-29,23.410110473632812
2000-11-30,23.410110473632812
2000-12-01,21.86233901977539
2000-12-04,22.60398292541504
2000-12-05,22.797447204589844
2000-12-06,23.452177047729492
2000-12-07,24.293222427368164
2000-12-08,24.552011489868164
2000-12-11,24.357912063598633
2000-12-12,24.5196475982666
2000-12-13,25.069562911987305
2000-12-14,25.748868942260742
2000-12-15,25.26365089416504
2000-12-18,25.522430419921875
2000-12-19,25.457733154296875
2000-12-20,25.296009063720703
2000-12-21,25.231292724609375
2000-12-22,25.166610717773438
2000-12-26,25.296009063720703
2000-12-27,25.296009063720703
2000-12-28,25.231292724609375
2000-12-29,25.651845932006836
2001-01-02,25.554784774780273
2001-01-03,24.066787719726562
2001-01-04,22.966941833496094
2001-01-05,23.452177047729492
2001-01-08,23.840360641479492
2001-01-09,24.1961727142334
2001-01-10,23.808002471923828
2001-01-11,23.840360641479492
2001-01-12,23.646255493164062
2001-01-16,23.775659561157227
2001-01-17,23.484521865844727
2001-01-18,23.290435791015625
2001-01-19,22.675827026367188
2001-01-22,22.675827026367188
2001-01-23,22.35235595703125
2001-01-24,22.12592124938965
2001-01-25,22.64348793029785
2001-01-26,22.80522346496582
2001-01-29,22.591716766357422
2001-01-30,23.042009353637695
2001-01-31,22.809097290039062
2001-02-01,22.60207176208496
2001-02-02,23.28526496887207
2001-02-05,23.274913787841797
2001-02-06,23.42500114440918
2001-02-07,24.320392608642578
2001-02-08,24.2479248046875
2001-02-09,23.91151237487793
2001-02-12,24.2996883392334
2001-02-13,24.40319061279297
2001-02-14,24.170305252075195
2001-02-15,24.2479248046875
2001-02-16,24.491172790527344
2001-02-20,25.101917266845703
2001-02-21,24.454959869384766
2001-02-22,24.092660903930664
2001-02-23,24.00468635559082
2001-02-26,23.952911376953125
2001-02-27,23.839054107666016
2001-02-28,23.849416732788086
2001-03-01,23.709678649902344
2001-03-02,23.21279525756836
2001-03-05,23.6113224029541
2001-03-06,23.709678649902344
2001-03-07,23.89136505126953
2001-03-08,24.348220825195312
2001-03-09,24.088642120361328
2001-03-12,23.647380828857422
2001-03-13,23.28395652770996
2001-03-14,22.982845306396484
2001-03-15,22.858261108398438
2001-03-16,22.318328857421875
2001-03-19,22.157398223876953
2001-03-20,21.607101440429688
2001-03-21,21.809568405151367
2001-03-22,22.115863800048828
2001-03-23,22.76480484008789
2001-03-26,22.738855361938477
2001-03-27,22.863454818725586
2001-03-28,22.36505889892578
2001-03-29,22.453311920166016
2001-03-30,22.81671142578125
2001-04-02,22.868635177612305
2001-04-03,22.36505889892578
2001-04-04,22.79075050354004
2001-04-05,22.894594192504883
2001-04-06,21.80438232421875
2001-04-09,21.5447998046875
2001-04-10,21.882246017456055
2001-04-11,21.487693786621094
2001-04-12,21.757646560668945
2001-04-16,21.90821075439453
2001-04-17,21.944543838500977
2001-04-18,21.835533142089844
2001-04-19,22.048376083374023
2001-04-20,21.420196533203125
2001-04-23,21.944543838500977
2001-04-24,22.401403427124023
2001-04-25,22.87901496887207
2001-04-26,23.30991554260254
2001-04-27,22.894594192504883
2001-04-30,22.744035720825195
2001-05-01,23.180126190185547
2001-05-02,23.003620147705078
2001-05-03,22.967281341552734
2001-05-04,23.195709228515625
2001-05-07,23.3306884765625
2001-05-08,23.356643676757812
2001-05-09,23.64217758178711
2001-05-10,24.124998092651367
2001-05-11,23.9692325592041
2001-05-14,23.958871841430664
2001-05-15,23.361833572387695
2001-05-16,23.49681282043457
2001-05-17,23.32549285888672
2001-05-18,23.35144805908203
2001-05-21,23.32549285888672
2001-05-22,22.832298278808594
2001-05-23,23.23204231262207
2001-05-24,23.346261978149414
2001-05-25,23.26320457458496
2001-05-29,23.32029914855957
2001-05-30,23.66813087463379
2001-05-31,23.237234115600586
2001-06-01,23.26320457458496
2001-06-04,23.32029914855957
2001-06-05,23.673328399658203
2001-06-06,23.22802734375
2001-06-07,23.077001571655273
2001-06-08,23.175945281982422
2001-06-11,22.925962448120117
2001-06-12,23.030132293701172
2001-06-13,23.082199096679688
2001-06-14,22.800960540771484
2001-06-15,22.530155181884766
2001-06-18,22.582231521606445
2001-06-19,22.76451873779297
2001-06-20,22.94679069519043
2001-06-21,23.5248966217041
