Date,MTB
2000-01-03,20.415956497192383
2000-01-04,19.76000213623047
2000-01-05,19.847877502441406
2000-01-06,20.08013916015625
2000-01-07,20.437923431396484
2000-01-10,20.450481414794922
2000-01-11,19.847877502441406
2000-01-12,20.08013916015625
2000-01-13,20.601123809814453
2000-01-14,21.103288650512695
2000-01-18,21.09073257446289
2000-01-19,20.689008712768555
2000-01-20,20.525806427001953
2000-01-21,20.67958641052246
2000-01-24,20.337493896484375
2000-01-25,20.337493896484375
2000-01-26,21.065631866455078
2000-01-27,21.09073257446289
2000-01-28,20.41281509399414
2000-01-31,20.63878631591797
2000-02-01,20.16173553466797
2000-02-02,20.287281036376953
2000-02-03,20.095827102661133
2000-02-04,20.350040435791016
2000-02-07,20.199411392211914
2000-02-08,20.262163162231445
2000-02-09,20.142898559570312
2000-02-10,20.13662338256836
2000-02-11,20.08640480041504
2000-02-14,20.08640480041504
2000-02-15,19.684688568115234
2000-02-16,19.508926391601562
2000-02-17,19.320613861083984
2000-02-18,18.8812255859375
2000-02-22,18.680360794067383
2000-02-23,18.479496002197266
2000-02-24,18.554811477661133
2000-02-25,18.545408248901367
2000-02-28,18.513917922973633
2000-02-29,18.592649459838867
2000-03-01,18.639881134033203
2000-03-02,18.643030166625977
2000-03-03,18.643030166625977
2000-03-06,18.894973754882812
2000-03-07,18.542253494262695
2000-03-08,18.340715408325195
2000-03-09,18.567447662353516
2000-03-10,18.831979751586914
2000-03-13,19.216175079345703
2000-03-14,19.329544067382812
2000-03-15,19.827110290527344
2000-03-16,21.389101028442383
2000-03-17,22.651912689208984
2000-03-20,22.0661678314209
2000-03-21,22.018936157226562
2000-03-22,22.34645652770996
2000-03-23,22.08192253112793
2000-03-24,22.610977172851562
2000-03-27,22.422021865844727
2000-03-28,22.28346824645996
2000-03-29,22.66765594482422
2000-03-30,22.34645652770996
2000-03-31,22.497608184814453
2000-04-03,23.480134963989258
2000-04-04,23.284896850585938
2000-04-05,22.925899505615234
2000-04-06,22.976274490356445
2000-04-07,22.497608184814453
2000-04-10,22.148042678833008
2000-04-11,23.077045440673828
2000-04-12,23.177806854248047
2000-04-13,23.565166473388672
2000-04-14,22.62356948852539
2000-04-17,21.918161392211914
2000-04-18,22.522798538208008
2000-04-19,21.996889114379883
2000-04-20,22.425188064575195
2000-04-24,22.49129867553711
2000-04-25,22.752687454223633
2000-04-26,21.918161392211914
2000-04-27,21.96854591369629
2000-04-28,22.132293701171875
2000-05-01,22.069311141967773
2000-05-02,21.993738174438477
2000-05-03,21.50877571105957
2000-05-04,21.46783447265625
2000-05-05,22.163789749145508
2000-05-08,21.581199645996094
2000-05-09,21.259977340698242
2000-05-10,20.438047409057617
2000-05-11,20.58292007446289
2000-05-12,20.815956115722656
2000-05-15,21.01120376586914
2000-05-16,20.910425186157227
2000-05-17,20.20185661315918
2000-05-18,20.422300338745117
2000-05-19,20.167221069335938
2000-05-22,20.66164207458496
2000-05-23,21.263134002685547
2000-05-24,21.981143951416016
2000-05-25,22.19843864440918
2000-05-26,22.2708683013916
2000-05-30,22.801422119140625
2000-05-31,21.854000091552734
2000-06-01,22.96564292907715
2000-06-02,24.00149154663086
2000-06-05,23.74884796142578
2000-06-06,23.294090270996094
2000-06-07,23.243553161621094
2000-06-08,23.066701889038086
2000-06-09,22.435081481933594
2000-06-12,22.690887451171875
2000-06-13,22.766685485839844
2000-06-14,22.801422119140625
2000-06-15,22.738262176513672
2000-06-16,22.14137840270996
2000-06-19,22.327713012695312
2000-06-20,22.07820701599121
2000-06-21,21.793989181518555
2000-06-22,21.917158126831055
2000-06-23,22.33402442932129
2000-06-26,22.435081481933594
2000-06-27,22.30243682861328
2000-06-28,22.48561668395996
2000-06-29,22.760372161865234
2000-06-30,22.738262176513672
2000-07-03,22.738262176513672
2000-07-05,22.78877830505371
2000-07-06,22.744571685791016
2000-07-07,23.193035125732422
2000-07-10,23.028806686401367
2000-07-11,23.777267456054688
2000-07-12,23.903600692749023
2000-07-13,24.557313919067383
2000-07-14,24.153085708618164
2000-07-17,24.633115768432617
2000-07-18,24.749969482421875
2000-07-19,23.887805938720703
2000-07-20,24.430999755859375
2000-07-21,24.007816314697266
2000-07-24,24.077301025390625
2000-07-25,24.102563858032227
2000-07-26,23.988859176635742
2000-07-27,23.597259521484375
2000-07-28,23.75517463684082
2000-07-31,23.872024536132812
2000-08-01,24.058338165283203
2000-08-02,23.900436401367188
2000-08-03,24.6962833404541
2000-08-04,25.0626163482666
2000-08-07,24.907873153686523
2000-08-08,24.67732810974121
2000-08-09,24.541526794433594
2000-08-10,25.48579216003418
2000-08-11,25.353164672851562
2000-08-14,25.495281219482422
2000-08-15,25.41633415222168
2000-08-16,24.88576316833496
2000-08-17,24.525732040405273
2000-08-18,24.49100112915039
2000-08-21,24.292037963867188
2000-08-22,24.36783218383789
2000-08-23,24.216251373291016
2000-08-24,23.992015838623047
2000-08-25,24.153085708618164
2000-08-28,24.342565536499023
2000-08-29,24.652055740356445
2000-08-30,24.4304256439209
2000-08-31,24.553909301757812
2000-09-01,24.633066177368164
2000-09-05,24.683713912963867
2000-09-06,24.775545120239258
2000-09-07,26.165515899658203
2000-09-08,25.98820686340332
2000-09-11,25.779239654541016
2000-09-12,25.823558807373047
2000-09-13,25.98187255859375
2000-09-14,26.342811584472656
2000-09-15,26.469467163085938
2000-09-18,25.278974533081055
2000-09-19,25.58292007446289
2000-09-20,25.836219787597656
2000-09-21,25.076335906982422
2000-09-22,24.93067741394043
2000-09-25,25.05100440979004
2000-09-26,25.330142974853516
2000-09-27,25.436527252197266
2000-09-28,26.342811584472656
2000-09-29,25.836219787597656
2000-10-02,26.139673233032227
2000-10-03,26.596113204956055
2000-10-04,26.261749267578125
2000-10-05,26.393476486206055
2000-10-06,25.98820686340332
2000-10-09,25.91221046447754
2000-10-10,25.71463966369629
2000-10-11,24.265790939331055
2000-10-12,24.11381721496582
2000-10-13,24.721710205078125
2000-10-16,24.564682006835938
2000-10-17,24.443092346191406
2000-10-18,24.159387588500977
2000-10-19,24.265790939331055
2000-10-20,24.39750099182129
2000-10-23,24.265790939331055
2000-10-24,24.595073699951172
2000-10-25,25.506935119628906
2000-10-26,25.076335906982422
2000-10-27,25.40561866760254
2000-10-30,25.329631805419922
2000-10-31,25.430946350097656
2000-11-01,26.469467163085938
2000-11-02,26.44919204711914
2000-11-03,26.393476486206055
2000-11-06,26.342811584472656
2000-11-07,26.342811584472656
2000-11-08,26.418807983398438
2000-11-09,26.342811584472656
2000-11-10,26.317480087280273
2000-11-13,25.73491096496582
2000-11-14,25.709575653076172
2000-11-15,25.63357925415039
2000-11-16,25.63357925415039
2000-11-17,24.949682235717773
2000-11-20,25.15233039855957
2000-11-21,25.278974533081055
2000-11-22,25.12699317932129
2000-11-24,25.0814151763916
2000-11-27,25.010480880737305
2000-11-28,27.609294891357422
2000-11-29,27.741622924804688
2000-11-30,27.868846893310547
2000-12-01,28.296354293823242
2000-12-04,28.4744815826416
2000-12-05,29.268394470214844
2000-12-06,29.797698974609375
2000-12-07,30.48473358154297
2000-12-08,31.909730911254883
2000-12-11,31.70107078552246
2000-12-12,30.79009246826172
2000-12-13,30.459304809570312
2000-12-14,30.51528549194336
2000-12-15,30.555980682373047
2000-12-18,31.197237014770508
2000-12-19,32.265987396240234
2000-12-20,32.46955108642578
2000-12-21,32.57135009765625
2000-12-22,32.82579040527344
2000-12-26,32.98356246948242
2000-12-27,33.69096374511719
2000-12-28,34.60703659057617
2000-12-29,34.60703659057617
2001-01-02,32.99882507324219
2001-01-03,33.33473205566406
2001-01-04,33.13118362426758
2001-01-05,32.16417694091797
2001-01-08,33.385623931884766
2001-01-09,32.72402572631836
2001-01-10,33.0548210144043
2001-01-11,33.58917999267578
2001-01-12,33.512840270996094
2001-01-16,33.48741149902344
2001-01-17,33.126068115234375
2001-01-18,33.20747375488281
2001-01-19,32.876705169677734
2001-01-22,32.876705169677734
2001-01-23,32.876705169677734
2001-01-24,33.02427291870117
2001-01-25,33.19732666015625
2001-01-26,34.23044967651367
2001-01-29,34.60703659057617
2001-01-30,34.663028717041016
