Date,GS
2016-02-01,129.4277801513672
2016-02-02,122.98274993896484
2016-02-03,123.77725219726562
2016-02-04,126.8659896850586
2016-02-05,126.84979248046875
2016-02-08,120.9965591430664
2016-02-09,120.18588256835938
2016-02-10,119.35896301269531
2016-02-11,114.05702209472656
2016-02-12,118.46719360351562
2016-02-16,120.8100814819336
2016-02-17,122.36663818359375
2016-02-18,119.76429748535156
2016-02-19,119.09952545166016
2016-02-22,120.62361907958984
2016-02-23,117.47811126708984
2016-02-24,118.00507354736328
2016-02-25,120.18588256835938
2016-02-26,121.8072738647461
2016-02-29,121.75027465820312
2016-03-01,125.9190673828125
2016-03-02,125.55265045166016
2016-03-03,126.47270965576172
2016-03-04,127.70220947265625
2016-03-07,126.4889907836914
2016-03-08,123.4356918334961
2016-03-09,122.05970001220703
2016-03-10,122.96344757080078
2016-03-11,125.3409652709961
2016-03-14,124.97456359863281
2016-03-15,123.78583526611328
2016-03-16,122.57267761230469
2016-03-17,124.50237274169922
2016-03-18,128.3209991455078
2016-03-21,127.2544174194336
2016-03-22,125.55265045166016
2016-03-23,125.4549560546875
2016-03-24,124.5755844116211
2016-03-28,125.2595443725586
2016-03-29,126.22845458984375
2016-03-30,127.42536926269531
2016-03-31,127.81617736816406
2016-04-01,130.1285858154297
2016-04-04,128.45941162109375
2016-04-05,126.4889907836914
2016-04-06,126.35871124267578
2016-04-07,122.46676635742188
2016-04-08,122.36091613769531
2016-04-11,123.92426300048828
2016-04-12,125.64220428466797
2016-04-13,130.1529998779297
2016-04-14,131.01605224609375
2016-04-15,129.07008361816406
2016-04-18,129.47718811035156
2016-04-19,132.43280029296875
2016-04-20,135.9583740234375
2016-04-21,134.6067657470703
2016-04-22,135.77110290527344
2016-04-25,134.41954040527344
2016-04-26,135.0302276611328
2016-04-27,135.90957641601562
2016-04-28,133.76815795898438
2016-04-29,133.62155151367188
2016-05-02,135.30699157714844
2016-05-03,132.83180236816406
2016-05-04,130.3321533203125
2016-05-05,129.89247131347656
2016-05-06,129.3387908935547
2016-05-09,128.2477264404297
2016-05-10,131.4313201904297
2016-05-11,129.80291748046875
2016-05-12,128.7036895751953
2016-05-13,126.48088836669922
2016-05-16,126.51346588134766
2016-05-17,125.9190673828125
2016-05-18,130.2262725830078
2016-05-19,125.95974731445312
2016-05-20,125.80508422851562
2016-05-23,126.5704116821289
2016-05-24,128.31283569335938
2016-05-25,131.29287719726562
2016-05-26,129.64004516601562
2016-05-27,130.4248809814453
2016-05-31,130.384033203125
2016-06-01,130.78457641601562
2016-06-02,130.22047424316406
2016-06-03,127.26911926269531
2016-06-06,128.40550231933594
2016-06-07,126.86030578613281
2016-06-08,126.4270248413086
2016-06-09,125.2252426147461
2016-06-10,122.54363250732422
2016-06-13,121.51351165771484
2016-06-14,119.51868438720703
2016-06-15,119.49413299560547
2016-06-16,119.87841033935547
2016-06-17,119.06904602050781
2016-06-20,120.79405212402344
2016-06-21,121.28460693359375
2016-06-22,121.11292266845703
2016-06-23,124.80829620361328
2016-06-24,115.9786376953125
2016-06-27,114.057373046875
2016-06-28,116.42835235595703
2016-06-29,118.9545669555664
2016-06-30,121.47264862060547
2016-07-01,121.20287322998047
2016-07-05,118.09611511230469
2016-07-06,119.01998901367188
2016-07-07,120.18087005615234
2016-07-08,122.94422912597656
2016-07-11,124.42403411865234
2016-07-12,128.29110717773438
2016-07-13,129.10861206054688
2016-07-14,132.8856964111328
2016-07-15,132.1499481201172
2016-07-18,133.53164672851562
2016-07-19,131.96192932128906
2016-07-20,132.25619506835938
2016-07-21,130.8500213623047
2016-07-22,131.14437866210938
2016-07-25,131.2261199951172
2016-07-26,131.75750732421875
2016-07-27,131.61854553222656
2016-07-28,131.2424774169922
2016-07-29,129.83627319335938
2016-08-01,129.32118225097656
2016-08-02,127.58798217773438
2016-08-03,129.4520263671875
2016-08-04,129.21490478515625
2016-08-05,132.51783752441406
2016-08-08,133.12283325195312
2016-08-09,133.62152099609375
2016-08-10,132.59957885742188
2016-08-11,133.9649200439453
2016-08-12,133.4662322998047
2016-08-15,135.34658813476562
2016-08-16,135.42835998535156
2016-08-17,135.4446563720703
2016-08-18,135.7634735107422
2016-08-19,135.9025115966797
2016-08-22,135.9270782470703
2016-08-23,135.7799530029297
2016-08-24,135.14219665527344
2016-08-25,135.63278198242188
2016-08-26,135.68991088867188
2016-08-29,136.42579650878906
2016-08-30,139.0111541748047
2016-08-31,139.08499145507812
2016-09-01,138.30526733398438
2016-09-02,138.85519409179688
2016-09-06,138.978271484375
2016-09-07,139.25738525390625
2016-09-08,140.89060974121094
2016-09-09,138.35450744628906
2016-09-12,140.3982391357422
2016-09-13,137.06593322753906
2016-09-14,136.37657165527344
2016-09-15,137.95233154296875
2016-09-16,136.24517822265625
2016-09-19,136.41758728027344
2016-09-20,136.63092041015625
2016-09-21,137.09059143066406
2016-09-22,137.90313720703125
2016-09-23,135.53114318847656
2016-09-26,132.53538513183594
2016-09-27,133.692626953125
2016-09-28,134.1522674560547
2016-09-29,130.4589080810547
2016-09-30,132.363037109375
2016-10-03,132.19886779785156
2016-10-04,133.18377685546875
2016-10-05,136.57350158691406
2016-10-06,137.1890411376953
2016-10-07,139.3886260986328
2016-10-10,140.3817901611328
2016-10-11,138.7402801513672
2016-10-12,138.95372009277344
2016-10-13,137.41065979003906
2016-10-14,139.95498657226562
2016-10-17,138.7074737548828
2016-10-18,141.68678283691406
2016-10-19,143.22979736328125
2016-10-20,143.22979736328125
2016-10-21,143.3611297607422
2016-10-24,143.73043823242188
2016-10-25,144.0834197998047
2016-10-26,145.33091735839844
2016-10-27,145.8890380859375
2016-10-28,145.38841247558594
2016-10-31,146.29124450683594
2016-11-01,146.14346313476562
2016-11-02,144.9287872314453
2016-11-03,144.62513732910156
2016-11-04,144.3870391845703
2016-11-07,148.95045471191406
2016-11-08,149.3115692138672
2016-11-09,158.1018829345703
2016-11-10,164.8649139404297
2016-11-11,167.38462829589844
2016-11-14,171.6853790283203
2016-11-15,173.33506774902344
2016-11-16,169.28872680664062
2016-11-17,172.05470275878906
2016-11-18,172.64566040039062
2016-11-21,173.2447967529297
2016-11-22,173.26939392089844
2016-11-23,174.25430297851562
2016-11-25,173.4910430908203
2016-11-28,172.64566040039062
2016-11-29,174.33338928222656
2016-11-30,180.54107666015625
2016-12-01,186.58409118652344
2016-12-02,183.8918914794922
2016-12-05,188.164794921875
2016-12-06,190.49476623535156
2016-12-07,193.93612670898438
2016-12-08,198.78536987304688
2016-12-09,199.11471557617188
2016-12-12,195.26165771484375
2016-12-13,196.39781188964844
2016-12-14,197.5339813232422
2016-12-15,200.0614776611328
2016-12-16,196.6859893798828
2016-12-19,196.825927734375
2016-12-20,200.1355743408203
2016-12-21,198.77711486816406
2016-12-22,197.69036865234375
2016-12-23,198.39016723632812
2016-12-27,198.87591552734375
2016-12-28,198.126708984375
2016-12-29,196.09315490722656
2016-12-30,197.13877868652344
2017-01-03,198.88414001464844
2017-01-04,200.1685028076172
2017-01-05,198.67832946777344
2017-01-06,201.62570190429688
2017-01-09,199.970947265625
2017-01-10,199.7074432373047
2017-01-11,202.33375549316406
2017-01-12,200.75303649902344
2017-01-13,201.1317596435547
2017-01-17,194.0843505859375
2017-01-18,192.8905487060547
2017-01-19,190.51942443847656
2017-01-20,191.16983032226562
2017-01-23,191.5568389892578
2017-01-24,192.38832092285156
2017-01-25,195.32749938964844
2017-01-26,197.24575805664062
2017-01-27,195.08053588867188
2017-01-30,192.5695037841797
2017-01-31,188.7987518310547
2017-02-01,189.9102020263672
2017-02-02,189.6961669921875
2017-02-03,198.37371826171875
2017-02-06,197.57510375976562
2017-02-07,197.27870178222656
2017-02-08,195.72268676757812
2017-02-09,198.86769104003906
2017-02-10,199.83091735839844
2017-02-13,202.75363159179688
2017-02-14,205.37997436523438
2017-02-15,206.26919555664062
2017-02-16,205.36351013183594
2017-02-17,206.13739013671875
2017-02-21,207.2735595703125
2017-02-22,207.24884033203125
2017-02-23,206.8042755126953
2017-02-24,203.64280700683594
2017-02-27,205.27291870117188
2017-02-28,204.76116943359375
2017-03-01,208.59950256347656
2017-03-02,207.23756408691406
2017-03-03,208.74807739257812
2017-03-06,208.02171325683594
2017-03-07,207.10545349121094
2017-03-08,206.56060791015625
2017-03-09,206.5111083984375
2017-03-10,205.0253143310547
2017-03-13,204.84373474121094
2017-03-14,204.48049926757812
2017-03-15,203.70458984375
2017-03-16,204.8932647705078
2017-03-17,201.36032104492188
2017-03-20,199.87445068359375
2017-03-21,192.3299102783203
2017-03-22,190.7367706298828
2017-03-23,191.42184448242188
2017-03-24,188.54104614257812
2017-03-27,186.1225128173828
2017-03-28,189.30043029785156
2017-03-29,188.57411193847656
2017-03-30,190.86058044433594
2017-03-31,189.62242126464844
2017-04-03,188.99510192871094
2017-04-04,189.24267578125
2017-04-05,187.9219970703125
2017-04-06,188.73095703125
2017-04-07,188.1036376953125
2017-04-10,188.93722534179688
2017-04-11,187.988037109375
2017-04-12,186.34535217285156
2017-04-13,184.3395538330078
2017-04-17,186.76637268066406
2017-04-18,177.9587860107422
2017-04-19,176.7206268310547
2017-04-20,179.9976348876953
2017-04-21,179.00717163085938
2017-04-24,184.2569580078125
2017-04-25,187.07177734375
2017-04-26,186.7168426513672
2017-04-27,186.3948516845703
2017-04-28,184.73574829101562
2017-05-01,185.60247802734375
2017-05-02,185.82537841796875
2017-05-03,186.80760192871094
2017-05-04,187.0387420654297
2017-05-05,187.26991271972656
2017-05-08,185.7510528564453
2017-05-09,184.70274353027344
2017-05-10,185.6272430419922
2017-05-11,185.52813720703125
2017-05-12,183.92681884765625
2017-05-15,185.82537841796875
2017-05-16,186.2215576171875
2017-05-17,176.41519165039062
2017-05-18,177.60382080078125
2017-05-19,177.79371643066406
2017-05-22,178.31375122070312
2017-05-23,181.30191040039062
2017-05-24,184.76052856445312
2017-05-25,183.6378631591797
2017-05-26,184.5128631591797
2017-05-30,180.9017791748047
2017-05-31,174.9716796875
2017-06-01,178.0775146484375
2017-06-02,176.6695098876953
2017-06-05,177.2327880859375
2017-06-06,177.6799774169922
2017-06-07,178.71522521972656
2017-06-08,181.1834259033203
2017-06-09,184.23130798339844
2017-06-12,183.79232788085938
2017-06-13,185.6890106201172
2017-06-14,187.60214233398438
2017-06-15,184.88552856445312
2017-06-16,183.70948791503906
2017-06-19,187.28746032714844
2017-06-20,186.43435668945312
2017-06-21,184.27272033691406
2017-06-22,182.01991271972656
2017-06-23,179.8831024169922
2017-06-26,182.57484436035156
2017-06-27,182.44232177734375
2017-06-28,184.87725830078125
2017-06-29,185.86293029785156
2017-06-30,183.78404235839844
2017-07-03,188.23989868164062
2017-07-05,188.86935424804688
2017-07-06,187.75123596191406
2017-07-07,186.58346557617188
2017-07-10,187.0472869873047
2017-07-11,187.96658325195312
2017-07-12,188.3310546875
2017-07-13,190.823974609375
2017-07-14,189.3331756591797
2017-07-17,189.87979125976562
2017-07-18,184.95179748535156
2017-07-19,184.58743286132812
2017-07-20,184.1153564453125
2017-07-21,182.35946655273438
2017-07-24,180.70301818847656
2017-07-25,183.51904296875
2017-07-26,184.07391357421875
2017-07-27,183.43617248535156
2017-07-28,185.2002410888672
2017-07-31,186.6248779296875
2017-08-01,188.00804138183594
2017-08-02,187.4034423828125
2017-08-03,185.51502990722656
2017-08-04,190.31874084472656
2017-08-07,192.91110229492188
2017-08-08,192.19058227539062
2017-08-09,191.32920837402344
2017-08-10,186.76564025878906
2017-08-11,185.6475830078125
2017-08-14,188.30615234375
2017-08-15,188.49664306640625
2017-08-16,186.85679626464844
2017-08-17,183.38648986816406
2017-08-18,183.99105834960938
2017-08-21,182.8646697998047
2017-08-22,185.17543029785156
2017-08-23,184.47979736328125
2017-08-24,184.6868438720703
2017-08-25,184.256103515625
2017-08-28,182.5002899169922
2017-08-29,182.79949951171875
2017-08-30,184.84384155273438
2017-08-31,185.9408416748047
2017-09-01,187.71932983398438
2017-09-05,180.98777770996094
2017-09-06,181.86041259765625
2017-09-07,179.37554931640625
2017-09-08,180.51402282714844
2017-09-11,183.713623046875
2017-09-12,187.77749633789062
2017-09-13,188.28443908691406
2017-09-14,188.5254669189453
2017-09-15,187.1708221435547
2017-09-18,189.0905303955078
2017-09-19,190.23744201660156
2017-09-20,190.96875
2017-09-21,192.21533203125
2017-09-22,191.99928283691406
2017-09-25,191.359375
2017-09-26,191.0933837890625
2017-09-27,195.09910583496094
2017-09-28,195.689208984375
2017-09-29,197.11862182617188
2017-10-02,199.9940643310547
2017-10-03,200.8001708984375
2017-10-04,199.71145629882812
2017-10-05,204.49008178710938
2017-10-06,204.45681762695312
2017-10-09,201.78082275390625
2017-10-10,201.61465454101562
2017-10-11,201.44842529296875
2017-10-12,199.28762817382812
2017-10-13,198.23219299316406
2017-10-16,201.45669555664062
2017-10-17,196.20443725585938
2017-10-18,201.14088439941406
2017-10-19,199.44554138183594
2017-10-20,203.38475036621094
2017-10-23,201.2239990234375
2017-10-24,203.47618103027344
2017-10-25,200.87493896484375
2017-10-26,200.88328552246094
2017-10-27,200.87493896484375
2017-10-30,200.1934814453125
2017-10-31,201.51483154296875
2017-11-01,202.9941864013672
2017-11-02,205.1715545654297
2017-11-03,203.1104736328125
2017-11-06,202.35426330566406
2017-11-07,199.2959442138672
2017-11-08,200.49269104003906
2017-11-09,200.11036682128906
2017-11-10,199.57852172851562
2017-11-13,199.6782684326172
2017-11-14,197.16017150878906
2017-11-15,197.4676513671875
