Date,WY
2000-12-18,7.474970817565918
2000-12-19,7.654849529266357
2000-12-20,7.28510046005249
2000-12-21,7.834728717803955
2000-12-22,8.29442024230957
2000-12-26,8.144518852233887
2000-12-27,8.204479217529297
2000-12-28,8.314406394958496
2000-12-29,8.114538192749023
2001-01-02,8.014606475830078
2001-01-03,8.21447467803955
2001-01-04,8.464305877685547
2001-01-05,8.43432903289795
2001-01-08,8.264436721801758
2001-01-09,7.994623184204102
2001-01-10,8.064577102661133
2001-01-11,7.964646339416504
2001-01-12,7.794755458831787
2001-01-16,8.054579734802246
2001-01-17,7.954651832580566
2001-01-18,7.864706993103027
2001-01-19,7.624873638153076
2001-01-22,7.754784107208252
2001-01-23,7.724806785583496
2001-01-24,7.664841175079346
2001-01-25,8.004616737365723
2001-01-26,7.904685020446777
2001-01-29,8.023399353027344
2001-01-30,8.319204330444336
2001-01-31,8.459386825561523
2001-02-01,8.570568084716797
2001-02-02,8.449719429016113
2001-02-05,8.522226333618164
2001-02-06,8.486781120300293
2001-02-07,8.54639720916748
2001-02-08,8.378822326660156
2001-02-09,8.187079429626465
2001-02-12,8.283759117126465
2001-02-13,8.494836807250977
2001-02-14,8.282143592834473
2001-02-15,8.647911071777344
2001-02-16,8.5335054397583
2001-02-20,8.467445373535156
2001-02-21,8.34659481048584
2001-02-22,8.406216621398926
2001-02-23,8.303093910217285
2001-02-26,8.596351623535156
2001-02-27,8.596351623535156
2001-02-28,8.659192085266113
2001-03-01,8.551234245300293
2001-03-02,8.757478713989258
2001-03-05,9.095858573913574
2001-03-06,8.950839042663574
2001-03-07,9.305327415466309
2001-03-08,9.236041069030762
2001-03-09,9.192533493041992
2001-03-12,8.596351623535156
2001-03-13,8.47549819946289
2001-03-14,8.208019256591797
2001-03-15,8.064619064331055
2001-03-16,8.037223815917969
2001-03-19,8.137126922607422
2001-03-20,8.394933700561523
2001-03-21,8.108123779296875
2001-03-22,7.895427227020264
2001-03-23,7.946990013122559
2001-03-26,8.11134147644043
2001-03-27,8.415882110595703
2001-03-28,8.34659481048584
2001-03-29,8.137126922607422
2001-03-30,8.183854103088379
2001-04-02,7.971162796020508
2001-04-03,7.895427227020264
2001-04-04,7.963104724884033
2001-04-05,8.0501127243042
2001-04-06,7.734296798706055
2001-04-09,7.964714050292969
2001-04-10,8.452939987182617
2001-04-11,8.451329231262207
2001-04-12,8.322425842285156
2001-04-16,8.53995418548584
2001-04-17,8.31436538696289
2001-04-18,8.678524017333984
2001-04-19,8.588292121887207
2001-04-20,8.411048889160156
2001-04-23,8.46099853515625
2001-04-24,8.44166088104248
2001-04-25,8.396544456481934
2001-04-26,8.588292121887207
2001-04-27,8.7026948928833
2001-04-30,9.108748435974121
2001-05-01,9.166753768920898
2001-05-02,9.278717041015625
2001-05-03,9.090483665466309
2001-05-04,9.265739440917969
2001-05-07,9.144037246704102
2001-05-08,9.147281646728516
2001-05-09,9.122940063476562
2001-05-10,9.280344009399414
2001-05-11,9.212194442749023
2001-05-14,9.303062438964844
2001-05-15,9.410161018371582
2001-05-16,9.982982635498047
2001-05-17,10.06898021697998
2001-05-18,9.906715393066406
2001-05-21,9.883992195129395
2001-05-22,9.577299118041992
2001-05-23,9.548094749450684
2001-05-24,9.249513626098633
2001-05-25,9.189472198486328
2001-05-29,9.306307792663574
2001-05-30,9.252758979797363
2001-05-31,9.283589363098145
2001-06-01,9.358233451843262
2001-06-04,9.37933349609375
2001-06-05,9.50914478302002
2001-06-06,9.470207214355469
2001-06-07,9.54971981048584
2001-06-08,9.400421142578125
2001-06-11,9.247888565063477
2001-06-12,9.05478286743164
2001-06-13,9.079122543334961
2001-06-14,8.842206001281738
2001-06-15,8.725370407104492
2001-06-18,8.691295623779297
2001-06-19,8.61827278137207
2001-06-20,8.71401596069336
2001-06-21,8.847076416015625
2001-06-22,8.78703498840332
2001-06-25,8.621520042419434
2001-06-26,8.71401596069336
2001-06-27,8.803261756896973
2001-06-28,8.788661003112793
2001-06-29,8.920097351074219
2001-07-02,9.10508918762207
2001-07-03,9.144037246704102
2001-07-05,9.166751861572266
2001-07-06,8.963916778564453
2001-07-09,9.144037246704102
2001-07-10,9.18298053741455
2001-07-11,9.419899940490723
2001-07-12,9.61787223815918
2001-07-13,9.733078002929688
2001-07-16,9.582170486450195
2001-07-17,9.491300582885742
2001-07-18,9.468578338623047
2001-07-19,9.44748306274414
2001-07-20,9.428009033203125
2001-07-23,9.419899940490723
2001-07-24,9.079122543334961
2001-07-25,9.23166275024414
2001-07-26,9.392313957214355
2001-07-27,9.353367805480957
2001-07-30,9.411783218383789
2001-07-31,9.692514419555664
2001-08-01,9.62553882598877
2001-08-02,9.800341606140137
2001-08-03,9.801971435546875
2001-08-06,9.646774291992188
2001-08-07,9.596132278442383
2001-08-08,9.427860260009766
2001-08-09,9.43439769744873
2001-08-10,9.467073440551758
2001-08-13,9.489945411682129
2001-08-14,9.650039672851562
2001-08-15,9.543850898742676
2001-08-16,9.620635032653809
2001-08-17,9.628804206848145
2001-08-20,9.578160285949707
2001-08-21,9.547124862670898
2001-08-22,9.427860260009766
2001-08-23,9.50464153289795
2001-08-24,9.699053764343262
2001-08-27,9.581426620483398
2001-08-28,9.447466850280762
2001-08-29,9.3102388381958
2001-08-30,9.280831336975098
2001-08-31,9.271032333374023
2001-09-04,9.494844436645508
2001-09-05,9.442567825317383
2001-09-06,9.311873435974121
2001-09-07,8.869148254394531
2001-09-10,8.6959810256958
2001-09-17,7.841577053070068
2001-09-18,8.0261812210083
2001-09-19,7.833409786224365
2001-09-20,7.4658355712890625
2001-09-21,7.482168197631836
2001-09-24,7.761527061462402
2001-09-25,7.815440654754639
2001-09-26,7.77459716796875
2001-09-27,7.719051837921143
2001-09-28,7.957569122314453
2001-10-01,7.730488300323486
2001-10-02,7.808903217315674
2001-10-03,7.8807854652404785
2001-10-04,7.781132698059082
2001-10-05,8.014744758605957
2001-10-08,7.841577053070068
2001-10-09,7.888952255249023
2001-10-10,8.210785865783691
2001-10-11,8.428064346313477
2001-10-12,8.361084938049316
2001-10-15,8.313705444335938
2001-10-16,8.284299850463867
2001-10-17,8.011479377746582
2001-10-18,8.019646644592285
2001-10-19,8.029450416564941
2001-10-22,8.243453979492188
2001-10-23,8.147073745727539
2001-10-24,8.331673622131348
2001-10-25,8.56855297088623
2001-10-26,8.56692123413086
2001-10-29,8.390491485595703
2001-10-30,8.295735359191895
2001-10-31,8.218345642089844
2001-11-01,8.33360767364502
2001-11-02,8.450520515441895
2001-11-05,8.47192668914795
2001-11-06,8.5460205078125
2001-11-07,8.57895565032959
2001-11-08,8.595423698425293
2001-11-09,8.537787437438965
2001-11-12,8.445579528808594
2001-11-13,8.524617195129395
2001-11-14,8.863821029663086
2001-11-15,8.979089736938477
2001-11-16,8.893460273742676
2001-11-19,8.890167236328125
2001-11-20,8.774906158447266
2001-11-21,8.71397590637207
2001-11-23,8.80783748626709
2001-11-26,8.779845237731934
2001-11-27,8.725505828857422
2001-11-28,8.661283493041992
2001-11-29,8.593772888183594
2001-11-30,8.702449798583984
2001-12-03,8.633291244506836
2001-12-04,8.712329864501953
2001-12-05,8.992259979248047
2001-12-06,9.138805389404297
2001-12-07,8.977437019348145
2001-12-10,8.661283493041992
2001-12-11,8.717270851135254
2001-12-12,8.704096794128418
2001-12-13,8.644817352294922
2001-12-14,8.602009773254395
2001-12-17,8.745265007019043
2001-12-18,8.92969036102295
2001-12-19,8.82595157623291
2001-12-20,8.839120864868164
2001-12-21,8.801252365112305
2001-12-24,8.857234954833984
2001-12-26,8.769966125488281
2001-12-27,8.817717552185059
2001-12-28,8.947802543640137
2001-12-31,8.904986381530762
2002-01-02,8.835829734802246
2002-01-03,8.890167236328125
2002-01-04,9.14210319519043
2002-01-07,9.11410903930664
2002-01-08,8.939565658569336
2002-01-09,8.91651439666748
2002-01-10,8.788076400756836
2002-01-11,8.791369438171387
2002-01-14,8.580599784851074
2002-01-15,8.496620178222656
2002-01-16,8.404415130615234
2002-01-17,8.452163696289062
2002-01-18,8.481804847717285
2002-01-22,8.845707893371582
2002-01-23,9.04330825805664
2002-01-24,9.259010314941406
2002-01-25,9.352869033813477
2002-01-28,9.807341575622559
2002-01-29,9.491192817687988
2002-01-30,9.486214637756348
2002-01-31,9.670269966125488
2002-02-01,9.605599403381348
2002-02-04,9.48952865600586
2002-02-05,9.472953796386719
2002-02-06,9.366827011108398
2002-02-07,9.658663749694824
2002-02-08,9.766438484191895
2002-02-11,10.333526611328125
2002-02-12,10.07651424407959
2002-02-13,10.040031433105469
2002-02-14,9.988631248474121
2002-02-15,9.97204875946045
2002-02-19,9.729963302612305
2002-02-20,9.928940773010254
2002-02-21,9.990289688110352
2002-02-22,9.948837280273438
2002-02-25,10.006871223449707
2002-02-26,10.147812843322754
2002-02-27,10.239011764526367
2002-02-28,10.250619888305664
2002-03-01,10.318603515625
2002-03-04,10.819358825683594
2002-03-05,10.414775848388672
2002-03-06,10.612091064453125
2002-03-07,10.68836498260498
2002-03-08,10.471152305603027
2002-03-11,10.532502174377441
2002-03-12,10.529186248779297
2002-03-13,10.330204963684082
2002-03-14,10.806096076965332
2002-03-15,10.85252571105957
2002-03-18,10.733138084411621
2002-03-19,10.864129066467285
2002-03-20,10.774591445922852
2002-03-21,10.441303253173828
2002-03-22,10.262222290039062
2002-03-25,10.096409797668457
2002-03-26,10.348445892333984
2002-03-27,10.447936058044434
2002-03-28,10.423063278198242
2002-04-01,10.29704761505127
2002-04-02,10.209163665771484
2002-04-03,10.237346649169922
2002-04-04,10.112993240356445
2002-04-05,10.260567665100098
2002-04-08,10.180976867675781
2002-04-09,10.091436386108398
2002-04-10,10.33684253692627
2002-04-11,10.187610626220703
2002-04-12,10.059935569763184
2002-04-15,9.910700798034668
2002-04-16,10.195900917053223
2002-04-17,10.248958587646484
2002-04-18,10.21745491027832
2002-04-19,10.230721473693848
2002-04-22,9.892460823059082
2002-04-23,9.8427152633667
2002-04-24,9.723331451416016
2002-04-25,9.859297752380371
2002-04-26,9.698457717895508
2002-04-29,9.592334747314453
2002-04-30,9.884167671203613
2002-05-01,9.91421890258789
2002-05-02,10.20301342010498
2002-05-03,10.451746940612793
2002-05-06,10.633698463439941
2002-05-07,10.72384262084961
2002-05-08,10.832347869873047
2002-05-09,10.77560043334961
2002-05-10,10.685450553894043
2002-05-13,10.849048614501953
2002-05-14,11.28641414642334
2002-05-15,11.251357078552246
2002-05-16,11.134507179260254
2002-05-17,11.010973930358887
2002-05-20,10.935855865478516
2002-05-21,10.915820121765137
2002-05-22,11.034341812133789
2002-05-23,11.323140144348145
2002-05-24,11.109466552734375
2002-05-28,10.97591781616211
2002-05-29,11.000951766967773
2002-05-30,10.85239315032959
2002-05-31,10.934186935424805
2002-06-03,10.583625793457031
2002-06-04,10.693802833557129
2002-06-05,10.783943176269531
2002-06-06,10.782278060913086
2002-06-07,10.683780670166016
2002-06-10,10.768917083740234
2002-06-11,10.533541679382324
2002-06-12,10.583625793457031
2002-06-13,10.501824378967285
2002-06-14,10.371612548828125
2002-06-17,10.733865737915039
2002-06-18,10.807315826416016
2002-06-19,10.850720405578613
2002-06-20,10.839035987854004
2002-06-21,10.742206573486328
2002-06-24,10.850720405578613
2002-06-25,10.849048614501953
2002-06-26,10.61867618560791
2002-06-27,10.510168075561523
2002-06-28,10.658745765686035
2002-07-01,10.483470916748047
2002-07-02,10.2781343460083
2002-07-03,10.149593353271484
2002-07-05,10.41001033782959
2002-07-08,10.496816635131836
2002-07-09,10.266447067260742
2002-07-10,9.992676734924316
2002-07-11,9.909211158752441
2002-07-12,9.825743675231934
2002-07-15,9.625422477722168
2002-07-16,9.540287971496582
2002-07-17,9.642115592956543
2002-07-18,9.39838695526123
2002-07-19,8.89758586883545
2002-07-22,8.638842582702637
2002-07-23,8.727312088012695
2002-07-24,9.253162384033203
2002-07-25,9.10124397277832
2002-07-26,9.304906845092773
2002-07-29,10.057783126831055
2002-07-30,9.737269401550293
2002-07-31,9.87509536743164
2002-08-01,9.75743579864502
2002-08-02,9.330501556396484
2002-08-05,9.048111915588379
2002-08-06,9.19434928894043
2002-08-07,9.103580474853516
2002-08-08,9.496898651123047
2002-08-09,9.735588073730469
2002-08-12,9.715415000915527
2002-08-13,9.384283065795898
2002-08-14,9.269988059997559
2002-08-15,9.42126178741455
2002-08-16,9.170818328857422
2002-08-19,9.512029647827148
2002-08-20,9.409494400024414
2002-08-21,9.31200885772705
2002-08-22,9.160726547241211
2002-08-23,9.127114295959473
2002-08-26,9.29520034790039
2002-08-27,9.345623016357422
2002-08-28,9.029619216918945
2002-08-29,8.908600807189941
2002-08-30,9.162410736083984
2002-09-03,8.79094123840332
2002-09-04,8.79934310913086
2002-09-05,8.421146392822266
2002-09-06,8.57242488861084
2002-09-09,8.701850891113281
2002-09-10,8.663190841674805
2002-09-11,8.822874069213867
2002-09-12,8.8632173538208
2002-09-13,8.834638595581055
2002-09-16,8.673280715942383
2002-09-17,8.448041915893555
2002-09-18,8.367363929748535
2002-09-19,8.18078327178955
2002-09-20,8.37912654876709
2002-09-23,8.358954429626465
2002-09-24,7.3605194091796875
2002-09-25,7.535332202911377
2002-09-26,7.6882853507995605
2002-09-27,7.39413595199585
2002-09-30,7.3571577072143555
2002-10-01,7.726949691772461
2002-10-02,7.2798380851745605
2002-10-03,7.096622943878174
2002-10-04,6.965515613555908
2002-10-07,6.538575172424316
2002-10-08,6.728510856628418
2002-10-09,6.394021511077881
2002-10-10,6.752044200897217
2002-10-11,7.036111831665039
2002-10-14,7.066370010375977
2002-10-15,7.560542106628418
2002-10-16,7.397497177124023
2002-10-17,7.526923656463623
2002-10-18,7.538693904876709
2002-10-21,8.022783279418945
2002-10-22,7.71013879776001
2002-10-23,7.91352653503418
2002-10-24,7.644587516784668
2002-10-25,7.935377597808838
2002-10-28,7.96058988571167
2002-10-29,7.827801704406738
2002-10-30,7.685385704040527
2002-10-31,7.680299282073975
2002-11-01,7.824411392211914
2002-11-04,7.878666877746582
2002-11-05,7.880363464355469
2002-11-06,8.03294849395752
2002-11-07,7.76846170425415
2002-11-08,7.585351467132568
2002-11-11,7.273398399353027
2002-11-12,7.519234657287598
2002-11-13,7.4751482009887695
2002-11-14,7.8379716873168945
2002-11-15,7.888836860656738
2002-11-18,7.8328857421875
2002-11-19,7.844757556915283
2002-11-20,7.907491207122803
2002-11-21,8.480541229248047
2002-11-22,8.43137264251709
2002-11-25,8.511056900024414
2002-11-26,8.382206916809082
2002-11-27,8.758590698242188
2002-11-29,8.917961120605469
2002-12-02,8.680606842041016
2002-12-03,8.456803321838379
2002-12-04,8.288958549499512
2002-12-05,8.197406768798828
2002-12-06,8.146541595458984
2002-12-09,7.892222881317139
2002-12-10,8.06685733795166
2002-12-11,8.18044662475586
2002-12-12,8.166882514953613
2002-12-13,8.099069595336914
2002-12-16,8.443242073059082
2002-12-17,8.529707908630371
2002-12-18,8.404251098632812
2002-12-19,8.317782402038574
2002-12-20,8.341517448425293
2002-12-23,8.32625675201416
2002-12-24,8.319477081298828
2002-12-26,8.316083908081055
2002-12-27,8.239792823791504
2002-12-30,8.314387321472168
2002-12-31,8.34321117401123
2003-01-02,8.653475761413574
2003-01-03,8.604310035705566
2003-01-06,8.833186149597168
2003-01-07,8.814538955688477
2003-01-08,8.63313102722168
2003-01-09,8.721295356750488
2003-01-10,8.945091247558594
2003-01-13,9.084114074707031
2003-01-14,9.053596496582031
2003-01-15,8.929832458496094
2003-01-16,9.038334846496582
2003-01-17,8.904402732849121
2003-01-21,8.680606842041016
2003-01-22,8.72299575805664
2003-01-23,8.81623649597168
2003-01-24,8.490713119506836
2003-01-27,8.27539348602295
2003-01-28,8.29574203491211
2003-01-29,8.374372482299805
2003-01-30,8.129931449890137
2003-01-31,8.213687896728516
2003-02-03,8.439327239990234
2003-02-04,8.58975887298584
2003-02-05,8.608559608459473
2003-02-06,8.538477897644043
2003-02-07,8.471807479858398
2003-02-10,8.562409400939941
2003-02-11,8.482064247131348
2003-02-12,8.529924392700195
2003-02-13,8.476938247680664
2003-02-14,8.555570602416992
2003-02-18,8.623947143554688
2003-02-19,8.644457817077637
2003-02-20,8.564116477966309
2003-02-21,8.762408256530762
2003-02-24,8.49574089050293
2003-02-25,8.533347129821777
2003-02-26,8.456424713134766
2003-02-27,8.533347129821777
2003-02-28,8.521382331848145
2003-03-03,8.535058975219727
2003-03-04,8.282065391540527
2003-03-05,8.275229454040527
2003-03-06,8.058134078979492
2003-03-07,8.136770248413086
2003-03-10,7.914543628692627
2003-03-11,7.829070091247559
2003-03-12,7.911123275756836
2003-03-13,8.33505630493164
2003-03-14,8.292317390441895
2003-03-17,8.514542579650879
2003-03-18,8.659841537475586
2003-03-19,8.738472938537598
2003-03-20,8.65129566192627
2003-03-21,8.890610694885254
2003-03-24,8.555570602416992
2003-03-25,8.560699462890625
2003-03-26,8.388049125671387
2003-03-27,8.131637573242188
2003-03-28,8.104286193847656
2003-03-31,8.176082611083984
2003-04-01,8.213687896728516
2003-04-02,8.396592140197754
2003-04-03,8.360695838928223
2003-04-04,8.377789497375488
2003-04-07,8.418818473815918
2003-04-08,8.338475227355957
2003-04-09,8.196593284606934
2003-04-10,8.232489585876465
2003-04-11,8.25813102722168
2003-04-14,8.369243621826172
2003-04-15,8.425654411315918
2003-04-16,8.39830207824707
2003-04-17,8.529924392700195
2003-04-21,8.567536354064941
2003-04-22,8.888900756835938
2003-04-23,9.00684928894043
2003-04-24,8.841043472290039
2003-04-25,8.663259506225586
2003-04-28,8.547021865844727
2003-04-29,8.550446510314941
2003-04-30,8.54527473449707
2003-05-01,8.378125190734863
2003-05-02,8.472895622253418
2003-05-05,8.428094863891602
2003-05-06,8.422924041748047
2003-05-07,8.433267593383789
2003-05-08,8.469449996948242
2003-05-09,8.695188522338867
2003-05-12,8.758947372436523
2003-05-13,8.710697174072266
2003-05-14,8.581456184387207
2003-05-15,8.68485164642334
2003-05-16,8.67623519897461
2003-05-19,8.510802268981934
2003-05-20,8.353996276855469
2003-05-21,8.340214729309082
2003-05-22,8.453941345214844
2003-05-23,8.512529373168945
2003-05-27,8.681403160095215
2003-05-28,8.588347434997559
2003-05-29,8.498745918273926
2003-05-30,8.681403160095215
2003-06-02,8.829598426818848
2003-06-03,8.745161056518555
2003-06-04,8.97262191772461
2003-06-05,9.001916885375977
2003-06-06,8.757223129272461
2003-06-09,8.631431579589844
2003-06-10,8.641768455505371
2003-06-11,8.793407440185547
2003-06-12,8.777898788452148
2003-06-13,8.579734802246094
2003-06-16,8.77100944519043
2003-06-17,8.677956581115723
2003-06-18,8.659003257751465
2003-06-19,8.814087867736816
2003-06-20,9.055337905883789
2003-06-23,9.000195503234863
2003-06-24,9.151830673217773
2003-06-25,9.141493797302246
2003-06-26,9.263842582702637
2003-06-27,9.210419654846191
2003-06-30,9.305196762084961
2003-07-01,9.144942283630371
2003-07-02,9.336213111877441
2003-07-03,9.236268997192383
2003-07-07,9.386189460754395
2003-07-08,9.256945610046387
2003-07-09,9.298304557800293
2003-07-10,9.105303764343262
2003-07-11,9.169063568115234
2003-07-14,9.253500938415527
2003-07-15,9.151830673217773
2003-07-16,9.046719551086426
2003-07-17,9.117365837097168
2003-07-18,9.393073081970215
2003-07-21,9.356888771057129
2003-07-22,9.679123878479004
2003-07-23,9.72220516204834
2003-07-24,9.675683975219727
2003-07-25,9.698081016540527
2003-07-28,9.7394380569458
2003-07-29,9.741164207458496
2003-07-30,9.805370330810547
2003-07-31,9.768930435180664
2003-08-01,9.699511528015137
2003-08-04,9.74116325378418
2003-08-05,9.475635528564453
2003-08-06,9.510344505310059
2003-08-07,9.605796813964844
2003-08-08,9.713395118713379
2003-08-11,9.770659446716309
2003-08-12,9.814053535461426
2003-08-13,9.7845458984375
2003-08-14,10.030985832214355
2003-08-15,10.022306442260742
2003-08-18,10.091724395751953
2003-08-19,10.221884727478027
2003-08-20,10.138580322265625
2003-08-21,10.221884727478027
2003-08-22,10.051810264587402
2003-08-25,10.013629913330078
2003-08-26,10.065691947937012
2003-08-27,10.159408569335938
2003-08-28,10.28609848022461
2003-08-29,10.326014518737793
2003-09-02,10.577653884887695
2003-09-03,10.5481538772583
2003-09-04,10.518645286560059
2003-09-05,10.454438209533691
2003-09-08,10.638395309448242
2003-09-09,10.732112884521484
2003-09-10,10.211475372314453
2003-09-11,10.345102310180664
2003-09-12,10.572450637817383
2003-09-15,10.574186325073242
2003-09-16,10.759878158569336
2003-09-17,10.482208251953125
