Date,PCAR
2000-01-03,2.3516995906829834
2000-01-04,2.243574857711792
2000-01-05,2.334805727005005
2000-01-06,2.304396152496338
2000-01-07,2.3922455310821533
2000-01-10,2.4902327060699463
2000-01-11,2.304396152496338
2000-01-12,2.277365207672119
2000-01-13,2.3584578037261963
2000-01-14,2.3652145862579346
2000-01-18,2.3990044593811035
2000-01-19,2.3821098804473877
2000-01-20,2.324669122695923
2000-01-21,2.324669122695923
2000-01-24,2.2334396839141846
2000-01-25,2.2570912837982178
2000-01-26,2.2165448665618896
2000-01-27,2.263848066329956
2000-01-28,2.1692404747009277
2000-01-31,2.240196704864502
2000-02-01,2.2908804416656494
2000-02-02,2.250333547592163
2000-02-03,2.2976372241973877
2000-02-04,2.270606517791748
2000-02-07,2.2875001430511475
2000-02-08,2.32804799079895
2000-02-09,2.301017999649048
2000-02-10,2.317911148071289
2000-02-11,2.291724443435669
2000-02-14,2.3449435234069824
2000-02-15,2.3483197689056396
2000-02-16,2.439504861831665
2000-02-17,2.4463086128234863
2000-02-18,2.4361014366149902
2000-02-22,2.4633209705352783
2000-02-23,2.4258949756622314
2000-02-24,2.3884692192077637
2000-02-25,2.334031581878662
2000-02-28,2.3102145195007324
2000-02-29,2.344237804412842
2000-03-01,2.344237804412842
2000-03-02,2.334031581878662
2000-03-03,2.613025188446045
2000-03-06,2.344237804412842
2000-03-07,2.2285571098327637
2000-03-08,2.3272275924682617
2000-03-09,2.344237804412842
2000-03-10,2.3170206546783447
2000-03-13,2.2898001670837402
2000-03-14,2.303408622741699
2000-03-15,2.4463086128234863
2000-03-16,2.674268960952759
2000-03-17,2.592611312866211
2000-03-20,2.5279653072357178
2000-03-21,2.6368422508239746
2000-03-22,2.551781177520752
2000-03-23,2.664060354232788
2000-03-24,2.6368422508239746
2000-03-27,2.609623432159424
2000-03-28,2.5279653072357178
2000-03-29,2.5858068466186523
2000-03-30,2.609623432159424
2000-03-31,2.721900463104248
2000-04-03,2.7150979042053223
2000-04-04,2.87160587310791
2000-04-05,2.7627310752868652
2000-04-06,2.7253050804138184
2000-04-07,2.5526320934295654
2000-04-10,2.5858068466186523
2000-04-11,2.7048890590667725
2000-04-12,2.6776700019836426
2000-04-13,2.5858068466186523
2000-04-14,2.4361014366149902
2000-04-17,2.5483810901641846
2000-04-18,2.551781177520752
2000-04-19,2.4292984008789062
2000-04-20,2.4224917888641357
2000-04-24,2.4531137943267822
2000-04-25,2.5279653072357178
2000-04-26,2.4973464012145996
2000-04-27,2.558588743209839
2000-04-28,2.5892093181610107
2000-05-01,2.5756008625030518
2000-05-02,2.385066032409668
2000-05-03,2.3068127632141113
2000-05-04,2.374859571456909
2000-05-05,2.3646512031555176
2000-05-08,2.374859571456909
2000-05-09,2.412285804748535
2000-05-10,2.3476407527923584
2000-05-11,2.354445695877075
2000-05-12,2.3816640377044678
2000-05-15,2.4258949756622314
2000-05-16,2.438911199569702
2000-05-17,2.3909552097320557
2000-05-18,2.3635518550872803
2000-05-19,2.3498499393463135
2000-05-22,2.3258721828460693
2000-05-23,2.284766435623169
2000-05-24,2.4731669425964355
2000-05-25,2.3053195476531982
2000-05-26,2.2881925106048584
2000-05-30,2.3875300884246826
2000-05-31,2.295041799545288
2000-06-01,2.353276252746582
2000-06-02,2.366978645324707
2000-06-05,2.3498499393463135
2000-06-06,2.25051212310791
2000-06-07,2.315595865249634
2000-06-08,2.3053195476531982
2000-06-09,2.295041799545288
2000-06-12,2.281341075897217
2000-06-13,2.315595865249634
2000-06-14,2.281341075897217
2000-06-15,2.3190207481384277
2000-06-16,2.267639636993408
2000-06-19,2.25051212310791
2000-06-20,2.2539374828338623
2000-06-21,2.264214515686035
2000-06-22,2.223109722137451
2000-06-23,2.2162575721740723
2000-06-26,2.271064281463623
2000-06-27,2.2744903564453125
2000-06-28,2.322446346282959
2000-06-29,2.264214515686035
2000-06-30,2.1751532554626465
2000-07-03,2.2916176319122314
2000-07-05,2.264214515686035
2000-07-06,2.2881925106048584
2000-07-07,2.373828411102295
2000-07-10,2.3395743370056152
2000-07-11,2.3361477851867676
2000-07-12,2.3498499393463135
2000-07-13,2.308745861053467
2000-07-14,2.322446346282959
2000-07-17,2.322446346282959
2000-07-18,2.4423372745513916
2000-07-19,2.4663164615631104
2000-07-20,2.48344087600708
2000-07-21,2.4286341667175293
2000-07-24,2.438911199569702
2000-07-25,2.4320600032806396
2000-07-26,2.3567023277282715
2000-07-27,2.469740867614746
2000-07-28,2.281341075897217
2000-07-31,2.4423372745513916
2000-08-01,2.3635518550872803
2000-08-02,2.3258721828460693
2000-08-03,2.3121702671051025
2000-08-04,2.298468589782715
2000-08-07,2.435486316680908
2000-08-08,2.3601269721984863
2000-08-09,2.3395743370056152
2000-08-10,2.295041799545288
2000-08-11,2.3498499393463135
2000-08-14,2.3635518550872803
2000-08-15,2.3121702671051025
2000-08-16,2.335629463195801
2000-08-17,2.356330156326294
2000-08-18,2.321830987930298
2000-08-21,2.280431032180786
2000-08-22,2.319242000579834
2000-08-23,2.2907800674438477
2000-08-24,2.3011300563812256
2000-08-25,2.263180732727051
2000-08-28,2.3287301063537598
2000-08-29,2.335629463195801
2000-08-30,2.31838059425354
2000-08-31,2.342529058456421
2000-09-01,2.31838059425354
2000-09-05,2.3934175968170166
2000-09-06,2.31838059425354
2000-09-07,2.335629463195801
2000-09-08,2.3321800231933594
2000-09-11,2.2907800674438477
2000-09-12,2.2355809211730957
2000-09-13,2.2597312927246094
2000-09-14,2.21488094329834
2000-09-15,2.2079803943634033
2000-09-18,2.17348051071167
2000-09-19,2.121730327606201
2000-09-20,2.1527817249298096
2000-09-21,2.111382484436035
2000-09-22,2.1251821517944336
2000-09-25,2.0699832439422607
2000-09-26,2.0492818355560303
2000-09-27,2.0699832439422607
2000-09-28,2.0837810039520264
2000-09-29,2.0458319187164307
2000-10-02,2.1044814586639404
2000-10-03,2.2769806385040283
2000-10-04,2.311479330062866
2000-10-05,2.2286810874938965
2000-10-06,2.1596803665161133
2000-10-09,2.2114319801330566
2000-10-10,2.1631319522857666
2000-10-11,2.1458828449249268
2000-10-12,2.194181203842163
2000-10-13,2.194181203842163
2000-10-16,2.190730333328247
2000-10-17,2.1424319744110107
2000-10-18,2.1872811317443848
2000-10-19,2.2321314811706543
2000-10-20,2.1596803665161133
2000-10-23,2.1389811038970947
2000-10-24,2.1769309043884277
2000-10-25,2.190730333328247
2000-10-26,2.263180732727051
2000-10-27,2.252830743789673
2000-10-30,2.31838059425354
2000-10-31,2.321830987930298
2000-11-01,2.358917474746704
2000-11-02,2.3735804557800293
2000-11-03,2.3494303226470947
2000-11-06,2.3804798126220703
2000-11-07,2.377031087875366
