Date,NXPI
2010-08-06,12.376896858215332
2010-08-09,12.376896858215332
2010-08-10,12.023271560668945
2010-08-11,11.271814346313477
2010-08-12,10.9535551071167
2010-08-13,10.608768463134766
2010-08-16,10.414273262023926
2010-08-17,10.803263664245605
2010-08-18,10.608768463134766
2010-08-19,10.210941314697266
2010-08-20,9.85731315612793
2010-08-23,9.707023620605469
2010-08-24,9.441808700561523
2010-08-25,9.50368881225586
2010-08-26,9.72470760345459
2010-08-27,9.821952819824219
2010-08-30,9.813109397888184
2010-08-31,9.795430183410645
2010-09-01,10.370071411132812
2010-09-02,10.493842124938965
2010-09-03,10.51152515411377
2010-09-07,10.635292053222656
2010-09-08,10.750221252441406
2010-09-09,10.520364761352539
2010-09-10,10.591086387634277
2010-09-13,10.555723190307617
2010-09-14,10.820945739746094
2010-09-15,11.024282455444336
2010-09-16,10.626448631286621
2010-09-17,10.679494857788086
2010-09-20,11.218770980834961
2010-09-21,11.059642791748047
2010-09-22,10.767901420593262
2010-09-23,10.608768463134766
2010-09-24,10.803263664245605
2010-09-27,10.829785346984863
2010-09-28,11.148048400878906
2010-09-29,11.095004081726074
2010-09-30,10.9535551071167
2010-10-01,10.927032470703125
2010-10-04,10.918191909790039
2010-10-05,10.918191909790039
2010-10-06,11.024282455444336
2010-10-07,10.476161003112793
2010-10-08,10.591086387634277
2010-10-11,10.652970314025879
2010-10-12,10.873990058898926
2010-10-13,10.670653343200684
2010-10-14,10.741376876831055
2010-10-15,10.555723190307617
2010-10-18,10.820945739746094
2010-10-19,10.706014633178711
2010-10-20,10.785582542419434
2010-10-21,10.829785346984863
2010-10-22,10.90050983428955
2010-10-25,10.935872077941895
2010-10-26,10.856307983398438
2010-10-27,11.289501190185547
2010-10-28,11.660805702209473
2010-10-29,11.660805702209473
2010-11-01,11.218770980834961
2010-11-02,11.731531143188477
2010-11-03,12.058634757995605
2010-11-04,12.35037612915039
2010-11-05,12.35037612915039
2010-11-08,12.173563003540039
2010-11-09,12.049793243408203
2010-11-10,11.775734901428223
2010-11-11,11.369068145751953
2010-11-12,11.333702087402344
2010-11-15,11.475151062011719
2010-11-16,11.351381301879883
2010-11-17,11.316021919250488
2010-11-18,11.404427528381348
2010-11-19,11.404427528381348
2010-11-22,11.483991622924805
2010-11-23,11.316021919250488
2010-11-24,11.192251205444336
2010-11-26,11.342543601989746
2010-11-29,11.254136085510254
2010-11-30,11.121524810791016
2010-12-01,11.722689628601074
2010-12-02,12.35921573638916
2010-12-03,14.268792152404785
2010-12-06,14.091980934143066
2010-12-07,14.47213077545166
2010-12-08,16.302139282226562
2010-12-09,16.912147521972656
2010-12-10,17.637083053588867
2010-12-13,16.67344856262207
2010-12-14,16.558521270751953
2010-12-15,16.20489501953125
2010-12-16,16.302139282226562
2010-12-17,16.010395050048828
2010-12-20,16.443593978881836
2010-12-21,17.018232345581055
2010-12-22,17.902301788330078
2010-12-23,17.760848999023438
2010-12-27,17.858097076416016
2010-12-28,17.937660217285156
2010-12-29,18.308969497680664
2010-12-30,18.300125122070312
2010-12-31,18.503461837768555
2011-01-03,18.94549560546875
2011-01-04,19.458251953125
2011-01-05,20.66942024230957
2011-01-06,20.545654296875
2011-01-07,20.262754440307617
2011-01-10,20.704776763916016
2011-01-11,21.21753692626953
2011-01-12,20.863910675048828
2011-01-13,20.625215530395508
2011-01-14,20.678258895874023
2011-01-18,20.846229553222656
2011-01-19,20.29810905456543
2011-01-20,19.157669067382812
2011-01-21,19.422883987426758
2011-01-24,20.024051666259766
2011-01-25,21.46507453918457
2011-01-26,22.97682762145996
2011-01-27,23.056394577026367
2011-01-28,21.721460342407227
2011-01-31,22.755809783935547
2011-02-01,24.073060989379883
2011-02-02,24.03770637512207
2011-02-03,24.04654312133789
2011-02-04,24.179155349731445
2011-02-07,23.259727478027344
2011-02-08,23.321611404418945
2011-02-09,23.463062286376953
2011-02-10,23.135957717895508
2011-02-11,22.340299606323242
2011-02-14,22.490591049194336
2011-02-15,22.110437393188477
2011-02-16,23.80784034729004
2011-02-17,24.14379119873047
2011-02-18,25.903076171875
2011-02-22,26.035686492919922
2011-02-23,25.11625862121582
2011-02-24,25.74394416809082
2011-02-25,27.00815773010254
2011-02-28,28.245847702026367
2011-03-01,26.50424575805664
2011-03-02,25.858875274658203
2011-03-03,27.556278228759766
2011-03-04,27.184972763061523
2011-03-07,25.779306411743164
2011-03-08,25.3814754486084
2011-03-09,24.559303283691406
2011-03-10,23.43653678894043
2011-03-11,24.276399612426758
2011-03-14,22.835376739501953
2011-03-15,23.23320198059082
2011-03-16,22.9326229095459
2011-03-17,23.816688537597656
2011-03-18,24.355968475341797
2011-03-21,24.621183395385742
2011-03-22,24.064226150512695
2011-03-23,23.93161392211914
2011-03-24,25.01901626586914
2011-03-25,24.647703170776367
2011-03-28,25.363800048828125
2011-03-29,27.662368774414062
2011-03-30,27.74193572998047
2011-03-31,26.49540138244629
2011-04-01,27.043519973754883
2011-04-04,27.520915985107422
2011-04-05,28.281213760375977
2011-04-06,29.403968811035156
2011-04-07,29.121068954467773
2011-04-08,28.838165283203125
2011-04-11,28.4757022857666
2011-04-12,27.42367172241211
2011-04-13,27.883384704589844
2011-04-14,28.46686553955078
2011-04-15,28.59062957763672
2011-04-18,28.06019401550293
2011-04-19,27.80381965637207
2011-04-20,29.669191360473633
2011-04-21,29.580778121948242
2011-04-25,29.580778121948242
2011-04-26,30.21730613708496
2011-04-27,29.54541778564453
2011-04-28,29.235998153686523
2011-04-29,29.527742385864258
2011-05-02,29.209476470947266
2011-05-03,28.113235473632812
2011-05-04,28.122081756591797
2011-05-05,27.40599250793457
2011-05-06,27.317584991455078
2011-05-09,27.42367172241211
2011-05-10,26.628013610839844
2011-05-11,25.637859344482422
2011-05-12,26.380475997924805
2011-05-13,25.956119537353516
2011-05-16,24.45321273803711
2011-05-17,24.541622161865234
2011-05-18,25.390323638916016
2011-05-19,25.03669548034668
2011-05-20,25.514089584350586
2011-05-23,24.196842193603516
2011-05-24,24.055383682250977
2011-05-25,24.064226150512695
2011-05-26,25.24003028869629
2011-05-27,25.089736938476562
2011-05-31,25.222352981567383
2011-06-01,23.9581356048584
2011-06-02,23.43653678894043
2011-06-03,23.60451316833496
2011-06-06,23.471899032592773
2011-06-07,23.498424530029297
2011-06-08,22.49942970275879
2011-06-09,22.207687377929688
2011-06-10,21.518117904663086
2011-06-13,21.332468032836914
2011-06-14,22.44639015197754
2011-06-15,21.22638511657715
2011-06-16,21.48275375366211
2011-06-17,20.024051666259766
2011-06-20,20.20086669921875
2011-06-21,20.810871124267578
2011-06-22,20.510290145874023
2011-06-23,20.695945739746094
2011-06-24,20.740142822265625
2011-06-27,20.925798416137695
2011-06-28,22.260732650756836
2011-06-29,22.37566375732422
2011-06-30,23.63103675842285
2011-07-01,24.320600509643555
2011-07-05,23.790164947509766
2011-07-06,23.33928871154785
2011-07-07,23.463062286376953
2011-07-08,23.04755210876465
2011-07-11,22.110437393188477
2011-07-12,20.519123077392578
2011-07-13,20.12129783630371
2011-07-14,19.537824630737305
2011-07-15,19.175352096557617
2011-07-18,18.715639114379883
2011-07-19,19.537824630737305
2011-07-20,19.502452850341797
2011-07-21,19.20186996459961
2011-07-22,20.103614807128906
2011-07-25,19.29027557373047
2011-07-26,19.46708869934082
2011-07-27,18.1409969329834
2011-07-28,18.158676147460938
2011-07-29,17.486791610717773
2011-08-01,17.07128143310547
2011-08-02,16.611568450927734
2011-08-03,16.8856258392334
2011-08-04,15.10865306854248
2011-08-05,13.190237998962402
2011-08-08,12.403420448303223
2011-08-09,14.684301376342773
2011-08-10,14.454449653625488
2011-08-11,16.355186462402344
2011-08-12,15.921995162963867
2011-08-15,16.52315902709961
2011-08-16,15.948515892028809
2011-08-17,15.6832914352417
2011-08-18,14.737347602844238
2011-08-19,14.091980934143066
2011-08-22,14.242273330688477
2011-08-23,14.949520111083984
2011-08-24,14.728507995605469
2011-08-25,14.206907272338867
2011-08-26,14.604738235473633
2011-08-29,15.170541763305664
2011-08-30,14.79923152923584
2011-08-31,14.401400566101074
2011-09-01,14.613581657409668
2011-09-02,14.50749397277832
2011-09-06,14.056617736816406
2011-09-07,15.453438758850098
2011-09-08,15.179378509521484
2011-09-09,14.613581657409668
2011-09-12,15.214743614196777
2011-09-13,16.010395050048828
2011-09-14,16.8856258392334
2011-09-15,17.937660217285156
2011-09-16,17.55751609802246
2011-09-19,16.531999588012695
2011-09-20,15.851268768310547
2011-09-21,15.135177612304688
2011-09-22,14.90532112121582
2011-09-23,14.86995792388916
2011-09-26,14.67546272277832
2011-09-27,15.285467147827148
2011-09-28,14.534008979797363
2011-09-29,13.25212287902832
2011-09-30,12.48298454284668
2011-10-03,12.09399700164795
2011-10-04,12.889653205871582
2011-10-05,13.207916259765625
2011-10-06,13.729515075683594
2011-10-07,13.535022735595703
2011-10-10,14.330676078796387
2011-10-11,14.198066711425781
2011-10-12,14.967206001281738
2011-10-13,15.170541763305664
2011-10-14,15.31198787689209
2011-10-17,14.622424125671387
2011-10-18,15.232423782348633
2011-10-19,14.5516939163208
2011-10-20,14.065460205078125
2011-10-21,14.127344131469727
2011-10-24,15.913154602050781
2011-10-25,15.594892501831055
2011-10-26,16.26677894592285
2011-10-27,17.380704879760742
2011-10-28,16.823740005493164
2011-10-31,15.88663101196289
2011-11-01,14.887639045715332
2011-11-02,15.258946418762207
2011-11-03,15.373878479003906
2011-11-04,15.66561508178711
2011-11-07,15.179378509521484
2011-11-08,14.887639045715332
2011-11-09,13.791402816772461
2011-11-10,13.782557487487793
2011-11-11,14.693148612976074
2011-11-14,14.613581657409668
2011-11-15,15.462281227111816
2011-11-16,15.453438758850098
2011-11-17,14.640100479125977
2011-11-18,14.38372802734375
2011-11-21,14.021258354187012
2011-11-22,13.756037712097168
2011-11-23,13.446615219116211
2011-11-25,13.26095962524414
2011-11-28,13.729515075683594
2011-11-29,13.499663352966309
2011-11-30,14.940682411193848
2011-12-01,15.10865306854248
2011-12-02,15.488805770874023
2011-12-05,15.6832914352417
2011-12-06,15.630257606506348
2011-12-07,16.39939308166504
2011-12-08,15.736339569091797
2011-12-09,15.594892501831055
2011-12-12,14.666624069213867
2011-12-13,13.570383071899414
2011-12-14,13.384736061096191
2011-12-15,13.517342567443848
2011-12-16,13.535022735595703
2011-12-19,12.659799575805664
2011-12-20,13.216756820678711
2011-12-21,13.048788070678711
2011-12-22,13.96821117401123
2011-12-23,13.985894203186035
2011-12-27,13.950531005859375
2011-12-28,13.384736061096191
2011-12-29,13.623427391052246
2011-12-30,13.588065147399902
2012-01-03,14.153867721557617
2012-01-04,14.29531478881836
2012-01-05,14.587055206298828
2012-01-06,14.940682411193848
2012-01-09,15.630257606506348
2012-01-10,15.418078422546387
2012-01-11,15.54184627532959
2012-01-12,15.559529304504395
2012-01-13,15.170541763305664
2012-01-17,15.197059631347656
2012-01-18,16.779539108276367
2012-01-19,17.009395599365234
2012-01-20,18.176355361938477
2012-01-23,18.167518615722656
2012-01-24,19.2283935546875
2012-01-25,18.600711822509766
2012-01-26,18.830568313598633
2012-01-27,19.246078491210938
2012-01-30,18.450420379638672
2012-01-31,18.7686824798584
2012-02-01,19.51129150390625
2012-02-02,19.502452850341797
2012-02-03,20.11245346069336
2012-02-06,19.219552993774414
2012-02-07,19.254915237426758
2012-02-08,19.343320846557617
2012-02-09,19.44056510925293
2012-02-10,19.122304916381836
2012-02-13,19.997529983520508
2012-02-14,20.90811538696289
2012-02-15,22.057395935058594
2012-02-16,22.835376739501953
2012-02-17,22.4287052154541
2012-02-21,21.438556671142578
2012-02-22,20.90811538696289
2012-02-23,21.703771591186523
2012-02-24,22.083919525146484
2012-02-27,22.004358291625977
2012-02-28,22.18117332458496
2012-02-29,21.924781799316406
2012-03-01,21.473918914794922
2012-03-02,20.85507583618164
2012-03-05,20.377674102783203
2012-03-06,19.935640335083008
2012-03-07,20.748981475830078
2012-03-08,22.075082778930664
2012-03-09,22.667404174804688
2012-03-12,21.730297088623047
2012-03-13,21.986675262451172
2012-03-14,22.685087203979492
2012-03-15,22.649721145629883
2012-03-16,23.224361419677734
2012-03-19,23.277408599853516
2012-03-20,22.86189842224121
2012-03-21,23.029874801635742
2012-03-22,23.224361419677734
2012-03-23,23.84320831298828
2012-03-26,23.754804611206055
2012-03-27,23.790164947509766
2012-03-28,23.772483825683594
2012-03-29,23.524944305419922
2012-03-30,23.524944305419922
2012-04-02,23.091754913330078
2012-04-03,22.455232620239258
2012-04-04,22.543628692626953
2012-04-05,22.773494720458984
2012-04-09,22.24304962158203
2012-04-10,20.961158752441406
2012-04-11,21.093774795532227
2012-04-12,21.924781799316406
2012-04-13,21.350147247314453
2012-04-16,21.87174415588379
2012-04-17,22.066242218017578
2012-04-18,22.119285583496094
2012-04-19,21.29710578918457
2012-04-20,20.501449584960938
2012-04-23,20.713626861572266
2012-04-24,21.129131317138672
2012-04-25,21.279420852661133
2012-04-26,22.119285583496094
2012-04-27,23.26856803894043
2012-04-30,22.853057861328125
2012-05-01,22.773494720458984
2012-05-02,22.985666275024414
2012-05-03,22.402185440063477
2012-05-04,21.544641494750977
2012-05-07,21.164493560791016
2012-05-08,21.305940628051758
2012-05-09,20.80202293395996
2012-05-10,20.80202293395996
2012-05-11,21.29710578918457
2012-05-14,20.687097549438477
2012-05-15,20.289274215698242
2012-05-16,19.01622200012207
2012-05-17,18.087953567504883
2012-05-18,17.371854782104492
2012-05-21,18.63606834411621
2012-05-22,18.680273056030273
2012-05-23,19.28143882751465
2012-05-24,18.786361694335938
2012-05-25,19.307960510253906
2012-05-29,19.670429229736328
2012-05-30,19.033899307250977
2012-05-31,18.66259765625
2012-06-01,17.159685134887695
2012-06-04,16.629243850708008
2012-06-05,17.142004013061523
2012-06-06,17.840415954589844
2012-06-07,17.5751953125
2012-06-08,17.902301788330078
2012-06-11,17.486791610717773
2012-06-12,17.893455505371094
2012-06-13,17.637083053588867
2012-06-14,17.840415954589844
2012-06-15,18.034912109375
2012-06-18,18.229402542114258
2012-06-19,18.63606834411621
2012-06-20,19.06926155090332
2012-06-21,17.858097076416016
2012-06-22,18.84824562072754
2012-06-25,18.300125122070312
2012-06-26,18.57418441772461
2012-06-27,18.857086181640625
2012-06-28,18.98969268798828
2012-06-29,20.53680419921875
2012-07-02,20.430723190307617
2012-07-03,20.8373966217041
2012-07-05,20.457237243652344
2012-07-06,19.7499942779541
2012-07-09,19.5643367767334
2012-07-10,18.706796646118164
2012-07-11,18.54766845703125
2012-07-12,17.875778198242188
2012-07-13,18.01722526550293
2012-07-16,18.008386611938477
2012-07-17,17.70780372619629
2012-07-18,19.32564353942871
2012-07-19,20.28042984008789
2012-07-20,19.81187629699707
2012-07-23,19.431730270385742
2012-07-24,19.997529983520508
2012-07-25,19.86492347717285
2012-07-26,20.386512756347656
2012-07-27,21.058408737182617
2012-07-30,20.43956184387207
2012-07-31,19.97100830078125
2012-08-01,19.502452850341797
2012-08-02,19.05158233642578
2012-08-03,19.71462631225586
2012-08-06,20.20086669921875
2012-08-07,21.4473934173584
2012-08-08,21.049562454223633
2012-08-09,20.978843688964844
2012-08-10,21.4473934173584
2012-08-13,21.20870018005371
2012-08-14,21.69493293762207
2012-08-15,22.110437393188477
2012-08-16,22.755809783935547
2012-08-17,23.021032333374023
2012-08-20,22.066242218017578
2012-08-21,21.48275375366211
2012-08-22,20.978843688964844
2012-08-23,20.969995498657227
2012-08-24,20.98768424987793
2012-08-27,21.668415069580078
2012-08-28,21.058408737182617
2012-08-29,20.784351348876953
2012-08-30,20.174339294433594
2012-08-31,20.616378784179688
2012-09-04,20.29810905456543
2012-09-05,20.53680419921875
2012-09-06,21.633047103881836
2012-09-07,21.942472457885742
2012-09-10,20.819705963134766
2012-09-11,21.809864044189453
2012-09-12,22.110437393188477
2012-09-13,23.365816116333008
2012-09-14,23.577991485595703
2012-09-17,23.401174545288086
2012-09-18,23.542631149291992
2012-09-19,23.26856803894043
2012-09-20,22.844215393066406
2012-09-21,22.72928810119629
2012-09-24,22.472904205322266
2012-09-25,21.394351959228516
2012-09-26,21.005367279052734
2012-09-27,22.4287052154541
2012-09-28,22.110437393188477
2012-10-01,22.19000816345215
2012-10-02,22.136962890625
2012-10-03,21.703771591186523
2012-10-04,21.703771591186523
2012-10-05,22.349143981933594
2012-10-08,22.128122329711914
2012-10-09,21.62420654296875
2012-10-10,20.510290145874023
2012-10-11,20.068256378173828
2012-10-12,19.414047241210938
2012-10-15,20.28042984008789
2012-10-16,20.713626861572266
2012-10-17,20.501449584960938
2012-10-18,20.510290145874023
2012-10-19,19.63506507873535
2012-10-22,19.20186996459961
2012-10-23,19.997529983520508
2012-10-24,18.503461837768555
2012-10-25,20.76666831970215
2012-10-26,21.23521614074707
2012-10-31,21.4473934173584
2012-11-01,23.153640747070312
2012-11-02,22.711605072021484
2012-11-05,22.826536178588867
2012-11-06,22.773494720458984
2012-11-07,22.464067459106445
2012-11-08,22.393342971801758
2012-11-09,22.128122329711914
2012-11-12,22.278411865234375
2012-11-13,21.62420654296875
2012-11-14,21.323625564575195
2012-11-15,20.324630737304688
2012-11-16,20.059412002563477
2012-11-19,20.784351348876953
2012-11-20,20.598690032958984
2012-11-21,20.64289665222168
2012-11-23,21.21753692626953
2012-11-26,21.19985580444336
2012-11-27,21.111446380615234
2012-11-28,21.385513305664062
2012-11-29,22.075082778930664
2012-11-30,21.641891479492188
2012-12-03,21.509281158447266
2012-12-04,21.332468032836914
2012-12-05,21.65073013305664
2012-12-06,21.21753692626953
2012-12-07,20.607528686523438
2012-12-10,21.058408737182617
2012-12-11,22.136962890625
2012-12-12,22.207687377929688
2012-12-13,22.092761993408203
2012-12-14,21.659570693969727
2012-12-17,22.44639015197754
2012-12-18,22.97682762145996
2012-12-19,22.853057861328125
2012-12-20,23.038715362548828
2012-12-21,22.411027908325195
2012-12-24,22.455232620239258
2012-12-26,22.490591049194336
2012-12-27,22.481746673583984
2012-12-28,22.419864654541016
2012-12-31,23.26856803894043
2013-01-02,24.60350227355957
2013-01-03,24.479732513427734
2013-01-04,24.170312881469727
2013-01-07,23.993497848510742
2013-01-08,23.471899032592773
2013-01-09,23.790164947509766
2013-01-10,25.027851104736328
2013-01-11,24.753793716430664
2013-01-14,25.080902099609375
2013-01-15,25.010175704956055
2013-01-16,25.903076171875
2013-01-17,26.50424575805664
2013-01-18,26.19481658935547
2013-01-22,25.823505401611328
2013-01-23,26.079893112182617
2013-01-24,26.088733673095703
2013-01-25,26.601490020751953
2013-01-28,26.963958740234375
2013-01-29,26.088733673095703
2013-01-30,26.50424575805664
2013-01-31,26.52191925048828
2013-02-01,27.193811416625977
2013-02-04,25.947282791137695
2013-02-05,26.362791061401367
2013-02-06,26.91975212097168
2013-02-07,26.946271896362305
2013-02-08,28.254688262939453
2013-02-11,28.387300491333008
2013-02-12,28.793968200683594
2013-02-13,28.988466262817383
2013-02-14,28.86469268798828
2013-02-15,28.51106834411621
2013-02-19,28.9177303314209
2013-02-20,27.86570167541504
