Date,BNY
2000-01-03,21.375789642333984
2000-01-04,20.76195526123047
2000-01-05,20.292558670043945
2000-01-06,20.798067092895508
2000-01-07,21.88130760192871
2000-01-10,20.906389236450195
2000-01-11,20.4008846282959
2000-01-12,21.050825119018555
2000-01-13,21.592432022094727
2000-01-14,22.603452682495117
2000-01-18,21.592432022094727
2000-01-19,21.54022216796875
2000-01-20,21.32264518737793
2000-01-21,21.105064392089844
2000-01-24,21.03252410888672
2000-01-25,21.068798065185547
2000-01-26,22.881954193115234
2000-01-27,22.664379119873047
2000-01-28,21.902851104736328
2000-01-31,23.57094955444336
2000-02-01,23.715988159179688
2000-02-02,23.13578987121582
2000-02-03,22.9544734954834
2000-02-04,22.01163673400879
2000-02-07,22.192960739135742
2000-02-08,22.809425354003906
2000-02-09,22.084169387817383
2000-02-10,21.177589416503906
2000-02-11,21.358909606933594
2000-02-14,20.905622482299805
2000-02-15,21.431428909301758
2000-02-16,21.757793426513672
2000-02-17,20.343551635742188
2000-02-18,19.47322654724121
2000-02-22,19.690807342529297
2000-02-23,19.29191017150879
2000-02-24,18.494131088256836
2000-02-25,19.146865844726562
2000-02-28,20.162221908569336
2000-02-29,19.29191017150879
2000-03-01,18.820480346679688
2000-03-02,19.21939468383789
2000-03-03,18.602909088134766
2000-03-06,19.00180435180664
2000-03-07,18.167757034301758
2000-03-08,17.986446380615234
2000-03-09,18.675445556640625
2000-03-10,18.38533592224121
2000-03-13,19.21939468383789
2000-03-14,18.494131088256836
2000-03-15,20.416067123413086
2000-03-16,23.715988159179688
2000-03-17,22.44678497314453
2000-03-20,21.50395393371582
2000-03-21,22.4105281829834
2000-03-22,22.555583953857422
2000-03-23,23.208322525024414
2000-03-24,23.607202529907227
2000-03-27,22.809425354003906
2000-03-28,23.06325912475586
2000-03-29,22.809425354003906
2000-03-30,22.809425354003906
2000-03-31,24.114892959594727
2000-04-03,25.2662353515625
2000-04-04,24.187416076660156
2000-04-05,24.332462310791016
2000-04-06,24.151151657104492
2000-04-07,23.462154388427734
2000-04-10,24.731359481811523
2000-04-11,23.897310256958008
2000-04-12,25.166519165039062
2000-04-13,25.021453857421875
2000-04-14,22.881954193115234
2000-04-17,22.9544734954834
2000-04-18,24.920785903930664
2000-04-19,24.120403289794922
2000-04-20,24.411439895629883
2000-04-24,25.139055252075195
2000-04-25,26.084962844848633
2000-04-26,25.32097053527832
2000-04-27,24.593341827392578
2000-04-28,23.902122497558594
2000-05-01,24.738868713378906
2000-05-02,24.37506866455078
2000-05-03,23.82935905456543
2000-05-04,23.283649444580078
2000-05-05,24.193164825439453
2000-05-08,25.139055252075195
2000-05-09,25.53923988342285
2000-05-10,25.139055252075195
2000-05-11,25.46649169921875
2000-05-12,26.084962844848633
2000-05-15,27.103620529174805
2000-05-16,26.921709060668945
2000-05-17,26.66704559326172
2000-05-18,27.030860900878906
2000-05-19,25.61201286315918
2000-05-22,26.66704559326172
2000-05-23,27.431045532226562
2000-05-24,27.940370559692383
2000-05-25,27.067237854003906
2000-05-26,27.358285903930664
2000-05-30,27.1763916015625
2000-05-31,27.321901321411133
2000-06-01,27.904006958007812
2000-06-02,28.304183959960938
2000-06-05,27.285518646240234
2000-06-06,27.24912452697754
2000-06-07,27.358285903930664
2000-06-08,26.776199340820312
2000-06-09,25.975814819335938
2000-06-12,26.28505516052246
2000-06-13,26.63068389892578
2000-06-14,26.739805221557617
2000-06-15,26.37600326538086
2000-06-16,25.393718719482422
2000-06-19,25.93944549560547
2000-06-20,26.448774337768555
2000-06-21,25.393718719482422
2000-06-22,26.121347427368164
2000-06-23,26.885316848754883
2000-06-26,27.64933967590332
2000-06-27,28.013147354125977
2000-06-28,27.9312744140625
2000-06-29,27.79485321044922
2000-06-30,27.067237854003906
2000-07-03,28.304183959960938
2000-07-05,28.449703216552734
2000-07-06,28.12227439880371
2000-07-07,28.340559005737305
2000-07-10,28.08590316772461
2000-07-11,28.413326263427734
2000-07-12,28.231420516967773
2000-07-13,26.994482040405273
2000-07-14,27.321901321411133
2000-07-17,28.176847457885742
2000-07-18,28.04952049255371
2000-07-19,28.142967224121094
2000-07-20,28.79998779296875
2000-07-21,29.20151138305664
2000-07-24,29.238012313842773
2000-07-25,29.676048278808594
2000-07-26,28.215961456298828
2000-07-27,27.996965408325195
2000-07-28,27.412927627563477
2000-07-31,27.339900970458984
2000-08-01,27.485925674438477
2000-08-02,27.55893325805664
2000-08-03,29.16500473022461
2000-08-04,30.515592575073242
2000-08-07,30.62508201599121
2000-08-08,30.588586807250977
2000-08-09,30.515592575073242
2000-08-10,30.406078338623047
2000-08-11,30.369592666625977
2000-08-14,30.333078384399414
2000-08-15,29.639535903930664
2000-08-16,28.982501983642578
2000-08-17,29.01900291442871
2000-08-18,28.32547378540039
2000-08-21,29.274517059326172
2000-08-22,29.895057678222656
2000-08-23,30.369592666625977
2000-08-24,30.077566146850586
2000-08-25,29.53004264831543
