Date,TECH
2007-05-15,12.33672046661377
2007-05-16,12.453500747680664
2007-05-17,12.301271438598633
2007-05-18,12.443071365356445
2007-05-21,12.50980281829834
2007-05-22,12.599470138549805
2007-05-23,12.470178604125977
2007-05-24,12.284585952758789
2007-05-25,12.351318359375
2007-05-29,12.468095779418945
2007-05-30,12.54525375366211
2007-05-31,12.44724178314209
2007-06-01,12.470178604125977
2007-06-04,12.486865043640137
2007-06-05,12.284585952758789
2007-06-06,12.080224990844727
2007-06-07,11.788281440734863
2007-06-08,11.79036808013916
2007-06-11,11.867526054382324
2007-06-12,11.944681167602539
2007-06-13,12.176152229309082
2007-06-14,12.161554336547852
2007-06-15,12.21994400024414
2007-06-18,12.051036834716797
2007-06-19,11.9363431930542
2007-06-20,11.775771141052246
2007-06-21,11.821648597717285
2007-06-22,11.656909942626953
2007-06-25,11.458806037902832
2007-06-26,11.888382911682129
2007-06-27,11.990559577941895
2007-06-28,11.990559577941895
2007-06-29,11.930087089538574
2007-07-02,11.948853492736816
2007-07-03,11.95927906036377
2007-07-05,11.892549514770508
2007-07-06,11.827903747558594
2007-07-09,11.880036354064941
2007-07-10,11.725726127624512
2007-07-11,11.838334083557129
2007-07-12,11.957194328308105
2007-07-13,12.176152229309082
2007-07-16,12.12402057647705
2007-07-17,12.209516525268555
2007-07-18,12.269989967346191
2007-07-19,12.253313064575195
2007-07-20,12.194917678833008
2007-07-23,12.192837715148926
2007-07-24,12.098998069763184
2007-07-25,12.20326042175293
2007-07-26,12.084396362304688
2007-07-27,11.85084056854248
2007-07-30,11.71947193145752
2007-07-31,11.731977462768555
2007-08-01,11.765342712402344
2007-08-02,11.919660568237305
2007-08-03,11.99889850616455
2007-08-06,12.26164722442627
2007-08-07,12.928951263427734
2007-08-08,12.899758338928223
2007-08-09,12.111507415771484
2007-08-10,12.16780948638916
2007-08-13,12.54942512512207
2007-08-14,12.720419883728027
2007-08-15,12.77880859375
2007-08-16,12.697482109069824
2007-08-17,13.083266258239746
2007-08-20,12.983171463012695
2007-08-21,12.941465377807617
2007-08-22,12.964400291442871
2007-08-23,12.762125015258789
2007-08-24,13.035300254821777
2007-08-27,13.033217430114746
2007-08-28,12.943546295166016
2007-08-29,13.166678428649902
2007-08-30,13.087438583374023
2007-08-31,13.139570236206055
2007-09-04,13.444026947021484
2007-09-05,13.356438636779785
2007-09-06,13.842317581176758
2007-09-07,13.494070053100586
2007-09-10,13.097860336303711
2007-09-11,13.116632461547852
2007-09-12,13.110373497009277
2007-09-13,13.27302360534668
2007-09-14,13.250089645385742
2007-09-17,12.968573570251465
2007-09-18,13.137484550476074
2007-09-19,13.152077674865723
2007-09-20,13.099946975708008
2007-09-21,13.181269645690918
2007-09-24,13.170844078063965
2007-09-25,13.25426197052002
2007-09-26,13.227153778076172
2007-09-27,13.1937837600708
2007-09-28,13.154165267944336
2007-10-01,13.200042724609375
2007-10-02,13.197957992553711
2007-10-03,13.352267265319824
2007-10-04,13.31264877319336
2007-10-05,13.464875221252441
2007-10-08,13.512838363647461
2007-10-09,13.975775718688965
2007-10-10,13.821465492248535
2007-10-11,13.802696228027344
2007-10-12,13.80061149597168
2007-10-15,13.781842231750488
2007-10-16,13.604588508605957
2007-10-17,13.575396537780762
2007-10-18,13.629615783691406
2007-10-19,13.500325202941895
2007-10-22,13.373119354248047
2007-10-23,13.483644485473633
2007-10-24,13.692179679870605
2007-10-25,13.88611125946045
2007-10-26,13.909049987792969
2007-10-29,13.79436206817627
2007-10-30,13.589995384216309
2007-10-31,13.604588508605957
2007-11-01,13.475303649902344
2007-11-02,13.42734432220459
2007-11-05,13.435678482055664
2007-11-06,13.414831161499023
2007-11-07,12.858049392700195
2007-11-08,13.166678428649902
2007-11-09,12.887245178222656
2007-11-12,12.862220764160156
2007-11-13,13.026962280273438
2007-11-14,13.133315086364746
2007-11-15,13.410660743713379
2007-11-16,13.652556419372559
2007-11-19,13.385639190673828
2007-11-20,13.320992469787598
2007-11-21,13.218809127807617
2007-11-23,13.235489845275879
2007-11-26,13.085350036621094
2007-11-27,13.108283042907715
2007-11-28,13.185443878173828
