Date,KR
2000-01-03,6.5986199378967285
2000-01-04,6.816396236419678
2000-01-05,6.925284385681152
2000-01-06,6.663952827453613
2000-01-07,6.5986199378967285
2000-01-10,6.424398899078369
2000-01-11,6.3808417320251465
2000-01-12,6.467956066131592
2000-01-13,6.620395660400391
2000-01-14,6.424398899078369
2000-01-18,6.2719550132751465
2000-01-19,6.2719550132751465
2000-01-20,6.054178237915039
2000-01-21,5.858179092407227
2000-01-24,5.683960437774658
2000-01-25,5.618626594543457
2000-01-26,5.74929141998291
2000-01-27,5.901735305786133
2000-01-28,5.771071434020996
2000-01-31,6.054178237915039
2000-02-01,6.184844493865967
2000-02-02,6.337287902832031
2000-02-03,6.2719550132751465
2000-02-04,6.141289710998535
2000-02-07,5.901735305786133
2000-02-08,6.2066240310668945
2000-02-09,5.923513889312744
2000-02-10,5.640405654907227
2000-02-11,5.836400985717773
2000-02-14,5.70573616027832
2000-02-15,5.923513889312744
2000-02-16,5.858179092407227
2000-02-17,5.5532917976379395
2000-02-18,5.226629734039307
2000-02-22,5.291962623596191
2000-02-23,5.248405933380127
2000-02-24,5.1395182609558105
2000-02-25,4.9435200691223145
2000-02-28,5.27018404006958
2000-02-29,5.204849720001221
2000-03-01,5.161294937133789
2000-03-02,5.074185371398926
2000-03-03,5.1395182609558105
2000-03-06,5.204849720001221
2000-03-07,5.1395182609558105
2000-03-08,5.357296466827393
2000-03-09,5.161294937133789
2000-03-10,5.1395182609558105
2000-03-13,5.204849720001221
2000-03-14,5.030632019042969
2000-03-15,5.1830735206604
2000-03-16,5.422629356384277
2000-03-17,5.814624309539795
2000-03-20,5.596848011016846
2000-03-21,5.792847156524658
2000-03-22,5.9888482093811035
2000-03-23,5.792847156524658
2000-03-24,6.228400707244873
2000-03-27,6.075957775115967
2000-03-28,6.010622978210449
2000-03-29,6.163066864013672
2000-03-30,6.075957775115967
2000-03-31,6.1195149421691895
2000-04-03,6.576842784881592
2000-04-04,7.034170627593994
2000-04-05,7.055948734283447
2000-04-06,6.816396236419678
2000-04-07,6.707508087158203
2000-04-10,6.707508087158203
2000-04-11,7.186614513397217
2000-04-12,7.447946071624756
2000-04-13,7.077727317810059
2000-04-14,6.642173767089844
2000-04-17,6.2719550132751465
2000-04-18,6.250175476074219
2000-04-19,6.2719550132751465
2000-04-20,6.163066864013672
2000-04-24,6.576842784881592
2000-04-25,6.772836208343506
2000-04-26,6.685729026794434
2000-04-27,6.642173767089844
2000-04-28,6.467956066131592
2000-05-01,6.337287902832031
2000-05-02,6.576842784881592
2000-05-03,6.446176528930664
2000-05-04,6.5986199378967285
2000-05-05,6.816396236419678
2000-05-08,6.707508087158203
2000-05-09,6.729284286499023
2000-05-10,7.012393951416016
2000-05-11,7.186614513397217
2000-05-12,6.9906158447265625
2000-05-15,7.251948833465576
2000-05-16,7.3172807693481445
2000-05-17,7.2083940505981445
2000-05-18,7.143056392669678
2000-05-19,6.9906158447265625
2000-05-22,6.968841075897217
2000-05-23,6.816396236419678
2000-05-24,6.9470601081848145
2000-05-25,6.751061916351318
2000-05-26,7.230171203613281
2000-05-30,7.230171203613281
2000-05-31,6.925284385681152
2000-06-01,7.034170627593994
2000-06-02,6.620395660400391
2000-06-05,6.446176528930664
2000-06-06,6.446176528930664
2000-06-07,6.576842784881592
2000-06-08,6.446176528930664
2000-06-09,6.402621269226074
2000-06-12,6.533287525177002
2000-06-13,6.620395660400391
2000-06-14,6.576842784881592
2000-06-15,6.533287525177002
2000-06-16,6.3808417320251465
2000-06-19,6.511508941650391
2000-06-20,6.881724834442139
2000-06-21,6.838172912597656
2000-06-22,7.2083940505981445
2000-06-23,7.665722370147705
2000-06-26,7.1212849617004395
2000-06-27,7.164835453033447
2000-06-28,7.061397552490234
2000-06-29,7.230171203613281
2000-06-30,7.6875
2000-07-03,7.643945217132568
2000-07-05,7.643945217132568
2000-07-06,7.905277729034424
2000-07-07,7.948831081390381
2000-07-10,7.861721038818359
2000-07-11,7.8399457931518555
2000-07-12,7.665722370147705
2000-07-13,7.513280868530273
2000-07-14,7.5350542068481445
2000-07-17,7.567720890045166
2000-07-18,7.5350542068481445
2000-07-19,7.404389381408691
2000-07-20,7.491499900817871
2000-07-21,7.382612228393555
2000-07-24,7.382612228393555
2000-07-25,7.513280868530273
2000-07-26,7.3172807693481445
2000-07-27,7.556830883026123
2000-07-28,7.33905553817749
2000-07-31,7.2083940505981445
2000-08-01,7.513280868530273
2000-08-02,7.5350542068481445
2000-08-03,7.578611373901367
2000-08-04,7.382612228393555
2000-08-07,7.295504570007324
2000-08-08,7.600391387939453
2000-08-09,7.513280868530273
2000-08-10,7.3172807693481445
2000-08-11,7.295504570007324
2000-08-14,7.251948833465576
2000-08-15,7.230171203613281
2000-08-16,7.295504570007324
2000-08-17,7.33905553817749
2000-08-18,7.349948883056641
2000-08-21,7.861721038818359
2000-08-22,8.014162063598633
2000-08-23,7.731056213378906
2000-08-24,7.600391387939453
2000-08-25,7.622165679931641
2000-08-28,7.709280014038086
2000-08-29,7.665722370147705
2000-08-30,7.752834796905518
2000-08-31,7.9107208251953125
2000-09-01,7.818166732788086
2000-09-05,7.883498191833496
2000-09-06,7.796391010284424
2000-09-07,7.752834796905518
2000-09-08,7.948831081390381
2000-09-11,8.144831657409668
2000-09-12,8.101273536682129
2000-09-13,8.057720184326172
2000-09-14,7.883498191833496
2000-09-15,7.8399457931518555
2000-09-18,7.643945217132568
2000-09-19,7.818166732788086
2000-09-20,7.752834796905518
2000-09-21,7.709280014038086
2000-09-22,7.774611949920654
2000-09-25,7.622165679931641
2000-09-26,7.818166732788086
2000-09-27,7.861721038818359
2000-09-28,7.774611949920654
2000-09-29,7.861721038818359
2000-10-02,7.709280014038086
2000-10-03,7.818166732788086
2000-10-04,7.5350542068481445
2000-10-05,7.622165679931641
2000-10-06,7.578611373901367
2000-10-09,7.556830883026123
2000-10-10,7.491499900817871
2000-10-11,7.404389381408691
2000-10-12,7.012393951416016
2000-10-13,7.447946071624756
2000-10-16,7.382612228393555
2000-10-17,7.404389381408691
2000-10-18,7.469725131988525
2000-10-19,7.382612228393555
2000-10-20,7.3172807693481445
2000-10-23,7.251948833465576
2000-10-24,7.42617130279541
2000-10-25,7.404389381408691
2000-10-26,7.382612228393555
2000-10-27,7.3172807693481445
2000-10-30,7.665722370147705
2000-10-31,7.861721038818359
2000-11-01,7.905277729034424
2000-11-02,7.905277729034424
2000-11-03,7.992387771606445
2000-11-06,8.07949447631836
2000-11-07,8.057720184326172
2000-11-08,8.231937408447266
2000-11-09,8.471495628356934
2000-11-10,8.536824226379395
2000-11-13,8.972379684448242
2000-11-14,8.776386260986328
2000-11-15,9.015932083129883
2000-11-16,9.342598915100098
2000-11-17,9.19015884399414
2000-11-20,8.841711044311523
2000-11-21,8.623937606811523
2000-11-22,9.015932083129883
2000-11-24,9.081271171569824
2000-11-27,9.299040794372559
2000-11-28,9.081271171569824
2000-11-29,9.320822715759277
2000-11-30,9.233712196350098
2000-12-01,9.103047370910645
2000-12-04,8.972379684448242
2000-12-05,8.580382347106934
2000-12-06,8.34083080291748
2000-12-07,8.7981595993042
2000-12-08,8.580382347106934
2000-12-11,8.36260986328125
2000-12-12,8.711050033569336
2000-12-13,9.037711143493652
2000-12-14,9.211935997009277
2000-12-15,9.059490203857422
2000-12-18,9.19015884399414
2000-12-19,9.037711143493652
2000-12-20,9.19015884399414
2000-12-21,9.059490203857422
2000-12-22,9.19015884399414
2000-12-26,9.146600723266602
2000-12-27,9.059490203857422
2000-12-28,9.342598915100098
2000-12-29,9.42971420288086
2001-01-02,9.299040794372559
2001-01-03,8.623937606811523
2001-01-04,8.057720184326172
2001-01-05,8.07949447631836
2001-01-08,8.36260986328125
2001-01-09,8.319053649902344
2001-01-10,8.07949447631836
2001-01-11,8.101273536682129
2001-01-12,7.818166732788086
2001-01-16,8.166606903076172
2001-01-17,8.40616226196289
2001-01-18,8.449719429016113
2001-01-19,8.40616226196289
2001-01-22,8.711050033569336
2001-01-23,8.36260986328125
2001-01-24,8.36260986328125
2001-01-25,8.231937408447266
2001-01-26,8.34083080291748
2001-01-29,8.411385536193848
2001-01-30,8.345186233520508
2001-01-31,8.554247856140137
2001-02-01,8.676206588745117
2001-02-02,8.575155258178711
2001-02-05,8.36260986328125
2001-02-06,8.484562873840332
2001-02-07,8.749373435974121
2001-02-08,8.763315200805664
2001-02-09,8.745896339416504
2001-02-12,8.655301094055176
2001-02-13,8.359123229980469
2001-02-14,8.2092924118042
2001-02-15,8.543801307678223
2001-02-16,8.484562873840332
2001-02-20,8.592576026916504
2001-02-21,8.4427490234375
2001-02-22,8.557737350463867
2001-02-23,8.36260986328125
2001-02-26,8.435775756835938
2001-02-27,8.672718048095703
2001-02-28,8.446231842041016
2001-03-01,8.495014190673828
2001-03-02,8.474106788635254
2001-03-05,8.258071899414062
2001-03-06,8.014162063598633
2001-03-07,8.327763557434082
2001-03-08,8.69362735748291
2001-03-09,8.69362735748291
2001-03-12,8.616969108581543
2001-03-13,8.369576454162598
2001-03-14,8.028107643127441
2001-03-15,7.871305465698242
2001-03-16,8.195355415344238
2001-03-19,8.212777137756348
2001-03-20,8.33473014831543
2001-03-21,8.146571159362793
2001-03-22,8.028107643127441
2001-03-23,8.20581340789795
2001-03-26,8.352149963378906
2001-03-27,8.69362735748291
2001-03-28,8.707562446594238
2001-03-29,8.913147926330566
2001-03-30,8.986318588256836
2001-04-02,8.794675827026367
2001-04-03,8.66923713684082
2001-04-04,8.554247856140137
2001-04-05,8.0106782913208
2001-04-06,7.7075371742248535
2001-04-09,7.9270548820495605
2001-04-10,7.836459636688232
2001-04-11,7.7075371742248535
2001-04-12,7.623910903930664
2001-04-16,7.470596790313721
2001-04-17,7.7841925621032715
2001-04-18,7.728440761566162
2001-04-19,7.8190388679504395
2001-04-20,7.735411643981934
2001-04-23,7.68314266204834
2001-04-24,7.697082996368408
2001-04-25,7.752834796905518
2001-04-26,7.770254611968994
2001-04-27,7.773740291595459
2001-04-30,7.871305465698242
2001-05-01,8.272011756896973
2001-05-02,8.728470802307129
2001-05-03,8.7145357131958
2001-05-04,8.815582275390625
2001-05-07,8.616969108581543
2001-05-08,8.36260986328125
