Date,KR
2001-05-09,8.484562873840332
2001-05-10,8.623937606811523
2001-05-11,8.428810119628906
2001-05-14,8.383513450622559
2001-05-15,8.22322940826416
2001-05-16,8.36260986328125
2001-05-17,8.28246784210205
2001-05-18,8.327763557434082
2001-05-21,8.36260986328125
2001-05-22,8.36609172821045
2001-05-23,8.331247329711914
2001-05-24,8.536824226379395
2001-05-25,8.400935173034668
2001-05-29,8.634395599365234
2001-05-30,8.627421379089355
2001-05-31,8.690141677856445
2001-06-01,8.711050033569336
2001-06-04,8.711050033569336
2001-06-05,8.634395599365234
2001-06-06,8.620453834533691
2001-06-07,8.721500396728516
2001-06-08,8.745896339416504
2001-06-11,8.731954574584961
2001-06-12,8.86784839630127
2001-06-13,8.892241477966309
2001-06-14,8.658781051635742
2001-06-15,8.81906795501709
2001-06-18,8.749373435974121
2001-06-19,8.711050033569336
2001-06-20,8.484562873840332
2001-06-21,8.676206588745117
2001-06-22,8.66923713684082
2001-06-25,8.6796875
2001-06-26,8.623937606811523
2001-06-27,8.885270118713379
2001-06-28,8.993287086486816
2001-06-29,8.711050033569336
2001-07-02,8.857394218444824
2001-07-03,8.839971542358398
2001-07-05,8.909666061401367
2001-07-06,8.874814987182617
2001-07-09,8.697111129760742
2001-07-10,8.484562873840332
2001-07-11,8.359123229980469
2001-07-12,8.153542518615723
2001-07-13,8.2859468460083
2001-07-16,8.292916297912598
2001-07-17,8.533345222473145
2001-07-18,8.707562446594238
2001-07-19,8.759830474853516
2001-07-20,8.941021919250488
2001-07-23,8.721500396728516
2001-07-24,8.7981595993042
2001-07-25,8.878302574157715
2001-07-26,8.846940040588379
2001-07-27,8.934052467346191
2001-07-30,9.0734281539917
2001-07-31,9.184929847717285
2001-08-01,9.118725776672363
2001-08-02,9.338245391845703
2001-08-03,9.233712196350098
2001-08-06,9.122209548950195
2001-08-07,9.017680168151855
2001-08-08,8.878302574157715
2001-08-09,8.787712097167969
2001-08-10,9.076911926269531
2001-08-13,9.090852737426758
2001-08-14,9.36263370513916
2001-08-15,9.059490203857422
2001-08-16,8.954957008361816
2001-08-17,8.892241477966309
2001-08-20,8.909666061401367
2001-08-21,8.996769905090332
2001-08-22,9.164024353027344
2001-08-23,9.226741790771484
2001-08-24,9.407933235168457
2001-08-27,9.223258018493652
2001-08-28,9.303400039672852
2001-08-29,9.18144702911377
2001-08-30,9.219779014587402
2001-08-31,9.275525093078613
2001-09-04,9.533371925354004
2001-09-05,9.268555641174316
2001-09-06,9.265069961547852
2001-09-07,9.28249454498291
2001-09-10,9.425355911254883
2001-09-17,9.202354431152344
2001-09-18,9.0734281539917
2001-09-19,8.547277450561523
2001-09-20,8.28246784210205
2001-09-21,8.115214347839355
2001-09-24,8.36260986328125
2001-09-25,8.815582275390625
2001-09-26,8.393965721130371
2001-09-27,8.501982688903809
2001-09-28,8.58560848236084
2001-10-01,8.359123229980469
2001-10-02,8.4427490234375
2001-10-03,8.662261962890625
2001-10-04,8.578640937805176
2001-10-05,8.627421379089355
2001-10-08,8.505468368530273
2001-10-09,8.620453834533691
2001-10-10,8.634395599365234
2001-10-11,8.711050033569336
2001-10-12,8.724984169006348
2001-10-15,8.711050033569336
2001-10-16,8.589095115661621
2001-10-17,8.655301094055176
2001-10-18,8.634395599365234
2001-10-19,8.711050033569336
2001-10-22,8.745896339416504
2001-10-23,8.7145357131958
2001-10-24,8.488045692443848
2001-10-25,8.36609172821045
2001-10-26,8.418356895446777
2001-10-29,8.543801307678223
2001-10-30,8.456685066223145
2001-10-31,8.522887229919434
2001-11-01,8.571672439575195
2001-11-02,8.529857635498047
2001-11-05,8.456685066223145
2001-11-06,8.397451400756836
2001-11-07,8.449719429016113
2001-11-08,8.4810791015625
2001-11-09,8.446231842041016
2001-11-12,8.29989242553711
2001-11-13,8.4427490234375
2001-11-14,8.519403457641602
2001-11-15,8.623937606811523
2001-11-16,8.599544525146484
2001-11-19,8.495014190673828
2001-11-20,8.707562446594238
2001-11-21,8.543801307678223
2001-11-23,8.672718048095703
2001-11-26,8.791193008422852
2001-11-27,8.759830474853516
2001-11-28,8.728470802307129
2001-11-29,8.885270118713379
2001-11-30,8.822549819946289
2001-12-03,8.839971542358398
2001-12-04,8.954957008361816
2001-12-05,9.007227897644043
2001-12-06,8.86784839630127
2001-12-07,8.571672439575195
2001-12-10,8.118694305419922
2001-12-11,6.9409637451171875
2001-12-12,6.947930812835693
2001-12-13,6.958383560180664
2001-12-14,7.146543979644775
2001-12-17,7.0211029052734375
2001-12-18,7.003684043884277
2001-12-19,6.958383560180664
2001-12-20,7.014138221740723
2001-12-21,7.143056392669678
2001-12-24,7.143056392669678
2001-12-26,7.139576435089111
2001-12-27,7.2894062995910645
2001-12-28,7.3172807693481445
2001-12-31,7.271982669830322
2002-01-02,7.150026798248291
2002-01-03,7.184871196746826
2002-01-04,7.118671417236328
2002-01-07,7.150026798248291
2002-01-08,7.090795993804932
2002-01-09,7.125637054443359
2002-01-10,7.143056392669678
2002-01-11,7.163968086242676
2002-01-14,7.101244926452637
2002-01-15,7.150026798248291
2002-01-16,7.150026798248291
2002-01-17,7.18139123916626
2002-01-18,7.153513431549072
2002-01-22,7.111699104309082
2002-01-23,7.1360931396484375
2002-01-24,7.219715595245361
2002-01-25,7.216232776641846
2002-01-28,7.334702491760254
2002-01-29,7.2092671394348145
2002-01-30,7.233654022216797
2002-01-31,7.177900791168213
2002-02-01,7.083822250366211
2002-02-04,7.115184307098389
2002-02-05,7.244107246398926
2002-02-06,7.101244926452637
2002-02-07,7.2928924560546875
2002-02-08,7.167450904846191
2002-02-11,7.170933723449707
2002-02-12,7.265016555786133
2002-02-13,7.1604814529418945
2002-02-14,7.2580437660217285
2002-02-15,7.167450904846191
2002-02-19,7.170933723449707
2002-02-20,7.418330192565918
2002-02-21,7.233654022216797
2002-02-22,7.373031139373779
2002-02-25,7.491499900817871
2002-02-26,7.676176071166992
2002-02-27,7.676176071166992
2002-02-28,7.717986583709717
2002-03-01,7.787681579589844
2002-03-04,7.9375081062316895
2002-03-05,7.878272533416748
2002-03-06,7.773740291595459
2002-03-07,7.752834796905518
2002-03-08,7.770254611968994
2002-03-11,7.857365608215332
2002-03-12,7.658752918243408
2002-03-13,7.738894939422607
2002-03-14,7.749346733093262
2002-03-15,7.7841925621032715
2002-03-18,7.742380619049072
2002-03-19,7.794646263122559
2002-03-20,7.822519779205322
2002-03-21,7.770254611968994
2002-03-22,7.836459636688232
2002-03-25,7.724958419799805
2002-03-26,7.735411643981934
2002-03-27,7.770254611968994
2002-03-28,7.72147274017334
2002-04-01,7.596035480499268
2002-04-02,7.665722370147705
2002-04-03,7.669208526611328
2002-04-04,7.770254611968994
2002-04-05,7.665722370147705
2002-04-08,7.6901140213012695
2002-04-09,7.965384483337402
2002-04-10,8.035069465637207
2002-04-11,7.832974910736084
2002-04-12,7.717986583709717
2002-04-15,7.8399457931518555
2002-04-16,7.791164398193359
2002-04-17,7.724958419799805
2002-04-18,7.801612854003906
2002-04-19,7.8399457931518555
2002-04-22,7.909633636474609
2002-04-23,7.9375081062316895
2002-04-24,7.9375081062316895
2002-04-25,7.853879451751709
2002-04-26,7.801612854003906
2002-04-29,7.72147274017334
2002-04-30,7.934024333953857
2002-05-01,8.00371265411377
2002-05-02,7.97932243347168
2002-05-03,7.909633636474609
2002-05-06,8.049010276794434
2002-05-07,8.150057792663574
2002-05-08,8.181415557861328
2002-05-09,7.954929351806641
2002-05-10,7.9270548820495605
2002-05-13,7.9618988037109375
2002-05-14,7.871305465698242
2002-05-15,7.81206750869751
2002-05-16,7.658752918243408
2002-05-17,7.805098533630371
2002-05-20,7.717986583709717
2002-05-21,7.658752918243408
2002-05-22,7.867821216583252
2002-05-23,7.857365608215332
2002-05-24,7.805098533630371
2002-05-28,7.846909999847412
2002-05-29,7.975833892822266
2002-05-30,7.759802341461182
2002-05-31,7.787681579589844
2002-06-03,7.763289928436279
2002-06-04,7.724958419799805
2002-06-05,7.777229309082031
2002-06-06,7.526345729827881
2002-06-07,7.596035480499268
2002-06-10,7.658752918243408
2002-06-11,7.386970043182373
2002-06-12,6.933993816375732
2002-06-13,6.9061198234558105
2002-06-14,6.801586627960205
2002-06-17,6.961867809295654
2002-06-18,6.9374799728393555
2002-06-19,6.829463958740234
2002-06-20,6.759774208068848
2002-06-21,6.724930286407471
2002-06-24,6.606459140777588
2002-06-25,6.540256977081299
2002-06-26,6.909604072570801
2002-06-27,6.968841075897217
2002-06-28,6.933993816375732
2002-07-01,6.986260414123535
2002-07-02,6.951417922973633
2002-07-03,6.968841075897217
2002-07-05,7.042010307312012
2002-07-08,7.059434413909912
2002-07-09,6.9305100440979
2002-07-10,6.812038421630859
2002-07-11,6.9409637451171875
2002-07-12,6.979294300079346
2002-07-15,6.881724834442139
2002-07-16,6.742349147796631
2002-07-17,6.759774208068848
2002-07-18,6.683121204376221
2002-07-19,6.592521667480469
2002-07-22,6.550711154937744
2002-07-23,6.237110137939453
2002-07-24,6.508893966674805
2002-07-25,6.404362678527832
2002-07-26,6.707508087158203
2002-07-29,6.951417922973633
2002-07-30,6.742349147796631
2002-07-31,6.787651062011719
2002-08-01,6.683121204376221
2002-08-02,6.578582763671875
2002-08-05,6.547224044799805
2002-08-06,6.714476585388184
2002-08-07,6.808557033538818
2002-08-08,6.947930812835693
2002-08-09,6.8991498947143555
2002-08-12,6.829463958740234
2002-08-13,6.679633140563965
2002-08-14,6.777195453643799
2002-08-15,7.014138221740723
2002-08-16,6.878246307373047
2002-08-19,7.090795993804932
2002-08-20,7.090795993804932
2002-08-21,7.038530349731445
2002-08-22,7.115184307098389
2002-08-23,6.961867809295654
2002-08-26,7.066401958465576
2002-08-27,7.055948734283447
2002-08-28,6.794619560241699
2002-08-29,6.390424728393555
2002-08-30,6.299829006195068
2002-09-03,6.2405924797058105
2002-09-04,6.282409191131592
2002-09-05,6.359065055847168
2002-09-06,6.299829006195068
2002-09-09,6.334677219390869
2002-09-10,6.393908977508545
2002-09-11,6.306799411773682
2002-09-12,6.303317070007324
2002-09-13,6.345127105712891
2002-09-16,6.2754387855529785
2002-09-17,5.4914445877075195
2002-09-18,5.331161975860596
2002-09-19,5.278896808624268
2002-09-20,5.3555521965026855
2002-09-23,5.285865306854248
2002-09-24,4.9583306312561035
2002-09-25,4.853796005249023
2002-09-26,5.076798915863037
2002-09-27,4.9583306312561035
2002-09-30,4.913032531738281
2002-10-01,4.825921058654785
2002-10-02,4.651700019836426
2002-10-03,4.533230304718018
2002-10-04,4.460056781768799
2002-10-07,4.470510959625244
2002-10-08,4.49490213394165
2002-10-09,3.975722074508667
2002-10-10,4.275382995605469
2002-10-11,4.533230304718018
2002-10-14,4.857280254364014
2002-10-15,5.219660758972168
2002-10-16,5.195269584655762
2002-10-17,5.1395182609558105
2002-10-18,5.097705841064453
2002-10-21,5.303286552429199
2002-10-22,5.261473655700684
2002-10-23,5.299802303314209
2002-10-24,5.198756217956543
2002-10-25,5.278896808624268
2002-10-28,5.334647178649902
2002-10-29,5.397365570068359
2002-10-30,5.369489669799805
2002-10-31,5.156940937042236
2002-11-01,5.191784858703613
2002-11-04,5.2510199546813965
2002-11-05,5.278896808624268
2002-11-06,5.299802303314209
2002-11-07,5.219660758972168
2002-11-08,4.913032531738281
2002-11-11,4.815468788146973
2002-11-12,4.634277820587158
2002-11-13,4.690029144287109
2002-11-14,4.8189520835876465
2002-11-15,4.947876930236816
2002-11-18,5.1395182609558105
2002-11-19,5.209207057952881
2002-11-20,5.261473655700684
2002-11-21,5.400851249694824
2002-11-22,5.557648658752441
2002-11-25,5.369489669799805
2002-11-26,5.400851249694824
2002-11-27,5.4531168937683105
2002-11-29,5.480989456176758
2002-12-02,5.582038879394531
2002-12-03,5.223145484924316
2002-12-04,5.435693740844727
2002-12-05,5.327678680419922
2002-12-06,5.3660054206848145
2002-12-09,5.261473655700684
2002-12-10,5.331161975860596
2002-12-11,5.219660758972168
2002-12-12,5.177847862243652
2002-12-13,5.2510199546813965
2002-12-16,5.400851249694824
2002-12-17,5.362521648406982
2002-12-18,5.278896808624268
2002-12-19,5.136034965515137
2002-12-20,5.191784858703613
2002-12-23,5.303286552429199
2002-12-24,5.296319007873535
2002-12-26,5.38342809677124
2002-12-27,5.2928338050842285
2002-12-30,5.411303520202637
2002-12-31,5.38342809677124
2003-01-02,5.568102836608887
2003-01-03,5.575072288513184
2003-01-06,5.585525035858154
2003-01-07,5.568102836608887
2003-01-08,5.571587085723877
2003-01-09,5.609915733337402
2003-01-10,5.609915733337402
2003-01-13,5.707479953765869
2003-01-14,5.679604530334473
2003-01-15,5.634305000305176
2003-01-16,5.697025299072266
2003-01-17,5.6900553703308105
2003-01-21,5.602945804595947
2003-01-22,5.676119804382324
2003-01-23,5.620368003845215
2003-01-24,5.4914445877075195
2003-01-27,5.341614246368408
2003-01-28,5.4531168937683105
2003-01-29,5.345099449157715
2003-01-30,5.205719470977783
2003-01-31,5.257989406585693
2003-02-03,5.219660758972168
2003-02-04,5.115128040313721
2003-02-05,5.041955947875977
2003-02-06,5.003627300262451
2003-02-07,4.913032531738281
2003-02-10,4.944389820098877
2003-02-11,4.892125606536865
2003-02-12,4.7771382331848145
2003-02-13,4.81198263168335
2003-02-14,4.9409074783325195
2003-02-18,4.906062126159668
2003-02-19,4.8398590087890625
2003-02-20,4.77017068862915
2003-02-21,4.798046112060547
2003-02-24,4.693512439727783
2003-02-25,4.773653507232666
2003-02-26,4.686544418334961
2003-02-27,4.724874496459961
2003-02-28,4.60640287399292
2003-03-03,4.620340824127197
2003-03-04,4.550652980804443
2003-03-05,4.5471673011779785
2003-03-06,4.526261806488037
2003-03-07,4.467026233673096
2003-03-10,4.226600170135498
2003-03-11,4.4112749099731445
2003-03-12,4.386884689331055
2003-03-13,4.404306888580322
2003-03-14,4.404306888580322
2003-03-17,4.6969990730285645
2003-03-18,4.724874496459961
2003-03-19,4.933938026428223
2003-03-20,4.93742036819458
2003-03-21,5.055893421173096
2003-03-24,4.878188133239746
2003-03-25,4.930454730987549
2003-03-26,4.9618144035339355
2003-03-27,4.752749919891357
2003-03-28,4.735327243804932
2003-03-31,4.582012176513672
2003-04-01,4.6969990730285645
2003-04-02,4.749264240264893
2003-04-03,4.672607421875
2003-04-04,4.756231784820557
2003-04-07,4.780622959136963
2003-04-08,4.724874496459961
2003-04-09,4.686544418334961
2003-04-10,4.738811016082764
2003-04-11,4.773653507232666
2003-04-14,4.916515350341797
2003-04-15,4.982719898223877
2003-04-16,4.77017068862915
2003-04-17,4.899092674255371
2003-04-21,4.85031270980835
2003-04-22,4.92000150680542
2003-04-23,4.979234218597412
2003-04-24,4.965298175811768
2003-04-25,4.947876930236816
2003-04-28,5.038471698760986
2003-04-29,5.028017520904541
2003-04-30,4.982719898223877
2003-05-01,5.184818267822266
2003-05-02,5.177847862243652
2003-05-05,5.0001420974731445
2003-05-06,5.010595798492432
2003-05-07,4.993175029754639
2003-05-08,4.885154724121094
2003-05-09,4.986203193664551
2003-05-12,5.0593767166137695
2003-05-13,5.153454780578613
2003-05-14,5.313738822937012
2003-05-15,5.352066516876221
2003-05-16,5.2928338050842285
2003-05-19,5.261473655700684
2003-05-20,5.3660054206848145
2003-05-21,5.240566730499268
2003-05-22,5.261473655700684
2003-05-23,5.372973442077637
2003-05-27,5.376460075378418
2003-05-28,5.4252424240112305
2003-05-29,5.463568687438965
2003-05-30,5.592493057250977
2003-06-02,5.731871604919434
2003-06-03,5.801555633544922
2003-06-04,5.78413724899292
2003-06-05,5.512351036071777
2003-06-06,5.505383491516113
2003-06-09,5.38342809677124
2003-06-10,5.432209491729736
2003-06-11,5.592493057250977
2003-06-12,5.460084915161133
2003-06-13,5.400851249694824
2003-06-16,5.568102836608887
2003-06-17,5.683087348937988
2003-06-18,5.794588565826416
2003-06-19,5.7423224449157715
2003-06-20,5.5471954345703125
2003-06-23,5.540228366851807
2003-06-24,5.864281177520752
2003-06-25,5.7423224449157715
2003-06-26,5.846856594085693
2003-06-27,5.857308864593506
2003-06-30,5.812012195587158
2003-07-01,5.815497875213623
2003-07-02,5.913060188293457
2003-07-03,5.881697654724121
2003-07-07,6.017592430114746
2003-07-08,6.097733497619629
2003-07-09,6.097733497619629
2003-07-10,5.989717483520508
2003-07-11,6.1012187004089355
2003-07-14,6.0384979248046875
2003-07-15,5.958355903625488
2003-07-16,5.853824138641357
2003-07-17,5.780653476715088
2003-07-18,5.78413724899292
2003-07-21,5.714447498321533
2003-07-22,5.770198345184326
2003-07-23,5.832918643951416
2003-07-24,5.78413724899292
2003-07-25,5.836400985717773
2003-07-28,5.805043697357178
2003-07-29,5.756260395050049
2003-07-30,5.794588565826416
2003-07-31,5.90609073638916
2003-08-01,5.836400985717773
2003-08-04,5.933967113494873
2003-08-05,5.885183334350586
2003-08-06,5.937453269958496
2003-08-07,5.965326309204102
2003-08-08,5.940934181213379
2003-08-11,5.937453269958496
2003-08-12,5.940934181213379
2003-08-13,6.167420387268066
2003-08-14,6.369517803192139
2003-08-15,6.414818286895752
2003-08-18,6.484504222869873
2003-08-19,6.411328315734863
2003-08-20,6.589037895202637
2003-08-21,6.616913318634033
2003-08-22,6.700541019439697
2003-08-25,6.6029767990112305
2003-08-26,6.561162948608398
2003-08-27,6.620395660400391
2003-08-28,6.648274898529053
2003-08-29,6.693570137023926
2003-09-02,6.738868236541748
2003-09-03,6.7841691970825195
2003-09-04,6.829463958740234
2003-09-05,6.766743183135986
2003-09-08,6.822493076324463
2003-09-09,6.6552414894104
2003-09-10,6.5681304931640625
