Date,CTAS
2000-01-03,6.353182792663574
2000-01-04,6.09480094909668
2000-01-05,6.163197040557861
2000-01-06,6.197394371032715
2000-01-07,6.508973598480225
2000-01-10,6.657162666320801
2000-01-11,6.269589424133301
2000-01-12,6.09480094909668
2000-01-13,6.603969097137451
2000-01-14,6.634364604949951
2000-01-18,6.725558280944824
2000-01-19,6.322783946990967
2000-01-20,6.23159122467041
2000-01-21,5.988407135009766
2000-01-24,5.9656081199646
2000-01-25,5.745223522186279
2000-01-26,5.798419952392578
2000-01-27,5.783221244812012
2000-01-28,5.456441402435303
2000-01-31,5.695825099945068
2000-02-01,5.6540303230285645
2000-02-02,5.871774196624756
2000-02-03,5.955873489379883
2000-02-04,6.039975166320801
2000-02-07,5.550661563873291
2000-02-08,5.336585998535156
2000-02-09,5.206611633300781
2000-02-10,4.923728942871094
2000-02-11,4.747880458831787
2000-02-14,4.8740315437316895
2000-02-15,4.98489236831665
2000-02-16,4.824336528778076
2000-02-17,4.961956024169922
2000-02-18,4.572031497955322
2000-02-22,4.45734977722168
2000-02-23,4.449704170227051
2000-02-24,4.671426296234131
2000-02-25,4.698184013366699
2000-02-28,4.732588768005371
2000-02-29,4.885499954223633
2000-03-01,4.98489236831665
2000-03-02,4.961956024169922
2000-03-03,5.046056270599365
2000-03-06,4.961956024169922
2000-03-07,4.893145561218262
2000-03-08,4.896968364715576
2000-03-09,5.000182628631592
2000-03-10,5.080461502075195
2000-03-13,4.931373119354248
2000-03-14,4.839625358581543
2000-03-15,5.481852054595947
2000-03-16,6.651620864868164
2000-03-17,6.261695861816406
2000-03-20,5.883242130279541
2000-03-21,6.433722972869873
2000-03-22,6.399316787719727
2000-03-23,6.433722972869873
2000-03-24,6.754833221435547
2000-03-27,6.686025142669678
2000-03-28,6.617213726043701
2000-03-29,6.387848377227783
2000-03-30,6.617213726043701
2000-03-31,7.1906280517578125
2000-04-03,7.1676926612854
2000-04-04,7.408526420593262
2000-04-05,7.032940864562988
2000-04-06,6.903923034667969
2000-04-07,7.144758701324463
2000-04-10,6.81217622756958
2000-04-11,6.926857948303223
2000-04-12,6.949797630310059
2000-04-13,7.018607139587402
2000-04-14,6.192887306213379
2000-04-17,7.316781997680664
2000-04-18,6.903923034667969
2000-04-19,6.651620864868164
2000-04-20,6.949797630310059
2000-04-24,7.1332879066467285
2000-04-25,7.729641914367676
2000-04-26,6.903923034667969
2000-04-27,7.339716911315918
2000-04-28,7.270907402038574
2000-05-01,7.29384183883667
2000-05-02,6.869517803192139
2000-05-03,6.800705909729004
2000-05-04,6.995669364929199
2000-05-05,7.236504554748535
2000-05-08,7.110351085662842
2000-05-09,7.29384183883667
2000-05-10,7.213565349578857
2000-05-11,7.282376289367676
2000-05-12,7.351184844970703
2000-05-15,7.54614782333374
2000-05-16,8.23424243927002
2000-05-17,7.729641914367676
2000-05-18,7.385591983795166
2000-05-19,7.419994831085205
2000-05-22,7.580554962158203
2000-05-23,7.213565349578857
2000-05-24,7.821387767791748
2000-05-25,7.477336883544922
2000-05-26,7.7067036628723145
2000-05-30,8.29158878326416
2000-05-31,8.073689460754395
2000-06-01,8.601232528686523
2000-06-02,8.830596923828125
2000-06-05,8.589763641357422
2000-06-06,8.325993537902832
2000-06-07,8.222776412963867
2000-06-08,7.5232110023498535
2000-06-09,7.798452377319336
2000-06-12,7.54614782333374
2000-06-13,7.7067036628723145
2000-06-14,7.431465148925781
2000-06-15,7.4658708572387695
2000-06-16,7.672301292419434
2000-06-19,7.878730773925781
2000-06-20,7.936069488525391
2000-06-21,7.764047145843506
2000-06-22,7.362655162811279
2000-06-23,7.225034713745117
2000-06-26,7.385591983795166
2000-06-27,7.018607139587402
2000-06-28,7.144758701324463
2000-06-29,7.007137298583984
2000-06-30,6.731897830963135
2000-07-03,7.419994831085205
2000-07-05,7.557616233825684
2000-07-06,8.039283752441406
2000-07-07,8.417741775512695
2000-07-10,8.635639190673828
2000-07-11,8.303055763244629
2000-07-12,8.670042037963867
2000-07-13,8.520954132080078
2000-07-14,8.658573150634766
2000-07-17,8.704448699951172
2000-07-18,8.589763641357422
2000-07-19,8.578296661376953
2000-07-20,8.704448699951172
2000-07-21,8.303055763244629
2000-07-24,7.798452377319336
2000-07-25,7.913135051727295
2000-07-26,7.672301292419434
2000-07-27,7.649361610412598
2000-07-28,7.431465148925781
2000-07-31,7.741109371185303
2000-08-01,7.6264262199401855
2000-08-02,8.039283752441406
2000-08-03,8.073689460754395
2000-08-04,7.798452377319336
2000-08-07,7.924602031707764
2000-08-08,7.855790138244629
2000-08-09,7.672301292419434
2000-08-10,7.5920209884643555
2000-08-11,7.729641914367676
2000-08-14,7.890197277069092
2000-08-15,8.131030082702637
2000-08-16,7.649361610412598
2000-08-17,8.096627235412598
2000-08-18,7.752578258514404
2000-08-21,7.649361610412598
2000-08-22,7.6866374015808105
2000-08-23,7.6264262199401855
2000-08-24,7.741109371185303
2000-08-25,7.821387767791748
2000-08-28,7.663698673248291
2000-08-29,7.5232110023498535
2000-08-30,7.637895107269287
2000-08-31,7.6264262199401855
2000-09-01,7.718173980712891
2000-09-05,7.7067036628723145
2000-09-06,7.786981582641602
2000-09-07,7.901665210723877
2000-09-08,8.062223434448242
2000-09-11,7.809916973114014
2000-09-12,7.741109371185303
2000-09-13,7.890197277069092
2000-09-14,7.7755126953125
2000-09-15,7.569084644317627
2000-09-18,7.385591983795166
2000-09-19,7.328250885009766
2000-09-20,7.305311679840088
2000-09-21,7.431465148925781
2000-09-22,7.488805770874023
2000-09-25,7.362655162811279
2000-09-26,7.29384183883667
2000-09-27,7.316781997680664
2000-09-28,8.027815818786621
2000-09-29,7.993410587310791
2000-10-02,7.798452377319336
2000-10-03,7.534680366516113
2000-10-04,7.7755126953125
2000-10-05,7.867259502410889
2000-10-06,7.7067036628723145
2000-10-09,7.6264262199401855
2000-10-10,7.7755126953125
2000-10-11,7.821387767791748
2000-10-12,7.557616233825684
2000-10-13,7.821387767791748
2000-10-16,7.844324111938477
2000-10-17,7.7067036628723145
2000-10-18,7.683766841888428
2000-10-19,7.970474720001221
2000-10-20,7.786981582641602
2000-10-23,7.6264262199401855
2000-10-24,7.6149582862854
2000-10-25,7.741109371185303
2000-10-26,7.821387767791748
2000-10-27,7.947539329528809
2000-10-30,8.25145149230957
2000-10-31,8.509488105773926
2000-11-01,8.337462425231934
2000-11-02,8.658573150634766
2000-11-03,8.532423973083496
2000-11-06,8.773259162902832
2000-11-07,8.876471519470215
2000-11-08,9.002625465393066
2000-11-09,8.93381118774414
2000-11-10,8.727383613586426
2000-11-13,8.624170303344727
2000-11-14,8.612699508666992
2000-11-15,8.589763641357422
2000-11-16,8.635639190673828
2000-11-17,8.865002632141113
2000-11-20,8.899408340454102
2000-11-21,9.10583782196045
2000-11-22,9.35814094543457
2000-11-24,9.469956398010254
2000-11-27,9.598978996276855
2000-11-28,9.180381774902344
2000-11-29,9.55596923828125
2000-11-30,9.346672058105469
2000-12-01,9.15170955657959
2000-12-04,8.979683876037598
2000-12-05,9.163182258605957
2000-12-06,8.81912899017334
2000-12-07,8.887937545776367
2000-12-08,8.807660102844238
2000-12-11,8.532423973083496
2000-12-12,8.280117988586426
2000-12-13,8.303055763244629
2000-12-14,8.314522743225098
2000-12-15,8.612699508666992
2000-12-18,8.692980766296387
2000-12-19,8.773259162902832
2000-12-20,8.555360794067383
2000-12-21,9.243456840515137
2000-12-22,9.4498872756958
2000-12-26,9.828339576721191
2000-12-27,9.78246784210205
2000-12-28,9.713658332824707
2000-12-29,9.759532928466797
2001-01-02,9.243456840515137
2001-01-03,9.186114311218262
2001-01-04,9.128774642944336
2001-01-05,8.727383613586426
2001-01-08,8.807660102844238
2001-01-09,9.128774642944336
2001-01-10,8.899408340454102
2001-01-11,8.555360794067383
2001-01-12,8.153966903686523
2001-01-16,8.257183074951172
2001-01-17,8.45214557647705
2001-01-18,8.475080490112305
2001-01-19,8.589763641357422
2001-01-22,8.40627384185791
2001-01-23,8.738851547241211
2001-01-24,8.486549377441406
2001-01-25,8.750321388244629
2001-01-26,8.899408340454102
2001-01-29,9.082900047302246
2001-01-30,8.704448699951172
2001-01-31,8.6067476272583
2001-02-01,8.37630844116211
2001-02-02,8.111307144165039
2001-02-05,8.38782787322998
2001-02-06,8.410870552062988
2001-02-07,8.618266105651855
2001-02-08,8.641308784484863
2001-02-09,8.825654029846191
2001-02-12,8.848697662353516
2001-02-13,8.503044128417969
2001-02-14,8.583700180053711
2001-02-15,8.503044128417969
2001-02-16,8.258208274841309
2001-02-20,8.295656204223633
2001-02-21,8.318697929382324
2001-02-22,8.261088371276855
2001-02-23,7.996092796325684
2001-02-26,8.468482971191406
2001-02-27,7.88087272644043
2001-02-28,6.639403343200684
2001-03-01,6.843915939331055
2001-03-02,6.76326322555542
2001-03-05,6.717177391052246
2001-03-06,6.913047790527344
2001-03-07,6.866959571838379
2001-03-08,6.83239221572876
2001-03-09,6.8208723068237305
2001-03-12,6.567393779754639
2001-03-13,6.463699817657471
2001-03-14,6.267827987670898
2001-03-15,6.567393779754639
2001-03-16,6.648045063018799
2001-03-19,7.0167436599731445
2001-03-20,6.521306037902832
2001-03-21,6.866959571838379
