Date,MCD
2000-01-03,20.924474716186523
2000-01-04,20.495439529418945
2000-01-05,20.825469970703125
2000-01-06,20.528440475463867
2000-01-07,21.056509017944336
2000-01-10,21.15550994873047
2000-01-11,21.650575637817383
2000-01-12,22.574687957763672
2000-01-13,22.343660354614258
2000-01-14,22.50042724609375
2000-01-18,21.914609909057617
2000-01-19,22.376665115356445
2000-01-20,22.475664138793945
2000-01-21,21.683578491210938
2000-01-24,20.85848045349121
2000-01-25,21.023502349853516
2000-01-26,18.878246307373047
2000-01-27,19.868356704711914
2000-01-28,19.406312942504883
2000-01-31,19.736345291137695
2000-02-01,19.34029197692871
2000-02-02,18.746225357055664
2000-02-03,18.48219871520996
2000-02-04,18.548208236694336
2000-02-07,18.449190139770508
2000-02-08,19.175275802612305
2000-02-09,18.944252014160156
2000-02-10,18.746225357055664
2000-02-11,18.449190139770508
2000-02-14,17.888124465942383
2000-02-15,17.822114944458008
2000-02-16,17.624101638793945
2000-02-17,17.822114944458008
2000-02-18,17.162038803100586
2000-02-22,17.063030242919922
2000-02-23,17.22804832458496
2000-02-24,16.567968368530273
2000-02-25,16.369945526123047
2000-02-28,16.435955047607422
2000-02-29,16.765993118286133
2000-03-01,16.501964569091797
2000-03-02,16.303937911987305
2000-03-03,17.063030242919922
2000-03-06,16.666980743408203
2000-03-07,15.77587604522705
2000-03-08,16.23792839050293
2000-03-09,16.89801025390625
2000-03-10,16.765993118286133
2000-03-13,17.129037857055664
2000-03-14,16.105911254882812
2000-03-15,17.162038803100586
2000-03-16,17.98714256286621
2000-03-17,17.855133056640625
2000-03-20,18.251171112060547
2000-03-21,18.61421012878418
2000-03-22,18.61421012878418
2000-03-23,18.581205368041992
2000-03-24,18.38319206237793
2000-03-27,18.350183486938477
2000-03-28,18.548208236694336
2000-03-29,19.43931770324707
2000-03-30,19.868356704711914
2000-03-31,19.736345291137695
2000-04-03,20.330413818359375
2000-04-04,20.346923828125
2000-04-05,20.363420486450195
2000-04-06,19.538314819335938
2000-04-07,19.538314819335938
2000-04-10,19.20829200744629
2000-04-11,19.90135383605957
2000-04-12,19.175275802612305
2000-04-13,18.020145416259766
2000-04-14,17.72310447692871
2000-04-17,17.789113998413086
2000-04-18,17.162038803100586
2000-04-19,17.45907974243164
2000-04-20,18.911245346069336
2000-04-24,20.594449996948242
2000-04-25,20.46242904663086
2000-04-26,20.528440475463867
2000-04-27,20.495439529418945
2000-04-28,20.099393844604492
2000-05-01,20.528440475463867
2000-05-02,20.693464279174805
2000-05-03,19.703338623046875
2000-05-04,18.878246307373047
2000-05-05,18.84524154663086
2000-05-08,18.911245346069336
2000-05-09,19.538314819335938
2000-05-10,20.39643096923828
2000-05-11,20.16539764404297
2000-05-12,19.835357666015625
2000-05-15,20.16539764404297
2000-05-16,20.693464279174805
2000-05-17,20.627452850341797
2000-05-18,20.39643096923828
2000-05-19,19.967378616333008
2000-05-22,20.528440475463867
2000-05-23,20.660463333129883
2000-05-24,20.46242904663086
2000-05-25,19.703338623046875
2000-05-26,19.934375762939453
2000-05-30,19.307300567626953
2000-05-31,18.911245346069336
2000-06-01,18.81224250793457
2000-06-02,19.076278686523438
2000-06-05,18.746225357055664
2000-06-06,18.548208236694336
2000-06-07,18.416187286376953
2000-06-08,18.71323013305664
2000-06-09,17.888124465942383
2000-06-12,17.22804832458496
2000-06-13,17.096033096313477
2000-06-14,16.765993118286133
2000-06-15,16.964019775390625
2000-06-16,16.53496742248535
2000-06-19,16.633975982666016
2000-06-20,16.633975982666016
2000-06-21,16.53496742248535
2000-06-22,16.600969314575195
2000-06-23,17.22804832458496
2000-06-26,17.65709686279297
2000-06-27,17.26104736328125
2000-06-28,17.01352310180664
2000-06-29,16.501964569091797
2000-06-30,17.393068313598633
2000-07-03,17.162038803100586
2000-07-05,16.798999786376953
2000-07-06,16.997018814086914
2000-07-07,17.162038803100586
2000-07-10,17.030025482177734
2000-07-11,17.19504737854004
2000-07-12,16.89801025390625
2000-07-13,16.633975982666016
2000-07-14,16.567968368530273
2000-07-17,16.53496742248535
2000-07-18,16.53496742248535
2000-07-19,16.567968368530273
2000-07-20,16.73298454284668
2000-07-21,16.303937911987305
2000-07-24,15.97390365600586
2000-07-25,16.53496742248535
2000-07-26,16.73298454284668
2000-07-27,16.997018814086914
2000-07-28,16.89801025390625
2000-07-31,16.73298454284668
2000-08-01,17.22804832458496
2000-08-02,17.65709686279297
2000-08-03,17.55809211730957
2000-08-04,17.624101638793945
2000-08-07,17.789113998413086
2000-08-08,17.690101623535156
2000-08-09,17.26104736328125
2000-08-10,17.32705307006836
2000-08-11,17.65709686279297
2000-08-14,17.59109115600586
2000-08-15,17.129037857055664
2000-08-16,17.096033096313477
2000-08-17,16.501964569091797
2000-08-18,16.666980743408203
2000-08-21,16.666980743408203
2000-08-22,16.53496742248535
2000-08-23,16.468963623046875
2000-08-24,16.03990936279297
2000-08-25,16.03990936279297
2000-08-28,16.03990936279297
2000-08-29,16.072908401489258
2000-08-30,16.03990936279297
2000-08-31,15.784125328063965
2000-09-01,15.610857963562012
2000-09-05,15.676862716674805
2000-09-06,15.907891273498535
2000-09-07,15.577855110168457
2000-09-08,15.181803703308105
2000-09-11,14.983780860900879
2000-09-12,15.313824653625488
2000-09-13,14.356707572937012
2000-09-14,14.389714241027832
2000-09-15,14.785760879516602
2000-09-18,15.049778938293457
2000-09-19,14.719755172729492
2000-09-20,14.620743751525879
2000-09-21,14.257694244384766
2000-09-22,15.148801803588867
2000-09-25,15.54485034942627
2000-09-26,15.77587604522705
2000-09-27,15.77587604522705
2000-09-28,15.77587604522705
2000-09-29,15.940898895263672
2000-10-02,15.874887466430664
2000-10-03,15.97390365600586
2000-10-04,15.841878890991211
2000-10-05,15.907891273498535
2000-10-06,15.77587604522705
2000-10-09,15.874887466430664
2000-10-10,15.808878898620605
2000-10-11,15.841878890991211
2000-10-12,14.983780860900879
2000-10-13,15.247818946838379
2000-10-16,15.313824653625488
2000-10-17,14.785760879516602
2000-10-18,14.81875991821289
2000-10-19,14.719755172729492
2000-10-20,14.917774200439453
2000-10-23,15.379831314086914
2000-10-24,15.379831314086914
2000-10-25,15.313824653625488
2000-10-26,15.280811309814453
2000-10-27,15.709863662719727
2000-10-30,16.468963623046875
2000-10-31,16.369945526123047
2000-11-01,16.699981689453125
2000-11-02,16.865005493164062
2000-11-03,17.096033096313477
2000-11-06,16.89801025390625
2000-11-07,16.765993118286133
2000-11-08,16.699981689453125
2000-11-09,16.765993118286133
2000-11-10,17.45907974243164
2000-11-13,17.573352813720703
2000-11-14,17.772666931152344
2000-11-15,17.706228256225586
2000-11-16,17.3740234375
2000-11-17,17.772666931152344
2000-11-20,17.805885314941406
2000-11-21,18.038434982299805
2000-11-22,18.204530715942383
2000-11-24,17.905542373657227
2000-11-27,16.975387573242188
2000-11-28,16.609975814819336
2000-11-29,17.274375915527344
2000-11-30,16.942169189453125
2000-12-01,16.44388198852539
2000-12-04,16.709632873535156
2000-12-05,16.21133041381836
2000-12-06,15.746257781982422
