Date,MO
2000-10-31,1.913460612297058
2000-11-01,1.9101945161819458
2000-11-02,1.8906033039093018
2000-11-03,1.82856285572052
2000-11-06,1.8220322132110596
2000-11-07,1.841624140739441
2000-11-08,1.9167256355285645
2000-11-09,1.8612147569656372
2000-11-10,1.926520824432373
2000-11-13,1.8089711666107178
2000-11-14,1.8089711666107178
2000-11-15,1.8677459955215454
2000-11-16,1.8971340656280518
2000-11-17,1.9167256355285645
2000-11-20,1.9101945161819458
2000-11-21,1.9559086561203003
2000-11-22,1.8710108995437622
2000-11-24,1.8579506874084473
2000-11-27,1.9069297313690186
2000-11-28,1.9428467750549316
2000-11-29,2.008153200149536
2000-11-30,1.9950920343399048
2000-12-01,1.9657042026519775
2000-12-04,1.9689700603485107
2000-12-05,2.014683723449707
2000-12-06,2.040806531906128
2000-12-07,2.0734596252441406
2000-12-08,2.0701944828033447
2000-12-11,2.037540912628174
2000-12-12,2.031010627746582
2000-12-13,2.1617071628570557
2000-12-14,2.1981215476989746
2000-12-15,2.121980667114258
2000-12-18,2.1881890296936035
2000-12-19,2.28088116645813
2000-12-20,2.337158441543579
2000-12-21,2.337158441543579
2000-12-22,2.304053783416748
2000-12-26,2.3603317737579346
2000-12-27,2.3967459201812744
2000-12-28,2.3636422157287598
2000-12-29,2.3305370807647705
2001-01-02,2.446401596069336
2001-01-03,2.2378456592559814
2001-01-04,2.1451542377471924
2001-01-05,2.125291585922241
2001-01-08,2.2279152870178223
2001-01-09,2.297433614730835
2001-01-10,2.337158441543579
2001-01-11,2.2047414779663086
2001-01-12,2.2378456592559814
2001-01-16,2.2543978691101074
2001-01-17,2.267639398574829
2001-01-18,2.2841920852661133
2001-01-19,2.300743818283081
2001-01-22,2.3470914363861084
2001-01-23,2.327228546142578
2001-01-24,2.3570218086242676
2001-01-25,2.3735740184783936
2001-01-26,2.3206071853637695
2001-01-29,2.3522543907165527
2001-01-30,2.378737688064575
2001-01-31,2.3305370807647705
2001-02-01,2.4253478050231934
2001-02-02,2.405221700668335
2001-02-05,2.4613656997680664
2001-02-06,2.4449455738067627
2001-02-07,2.4364709854125977
2001-02-08,2.4862592220306396
2001-02-09,2.5424041748046875
2001-02-12,2.539757013320923
2001-02-13,2.5212182998657227
2001-02-14,2.4380598068237305
2001-02-15,2.4359426498413086
2001-02-16,2.4645447731018066
2001-02-20,2.538698673248291
2001-02-21,2.545581817626953
2001-02-22,2.542933702468872
2001-02-23,2.490497350692749
2001-02-26,2.462954044342041
2001-02-27,2.5561764240264893
2001-02-28,2.551938533782959
2001-03-01,2.5715365409851074
2001-03-02,2.6324477195739746
2001-03-05,2.612851142883301
2001-03-06,2.58636736869812
2001-03-07,2.650456666946411
2001-03-08,2.693359136581421
2001-03-09,2.741029977798462
2001-03-12,2.627150297164917
2001-03-13,2.6501731872558594
2001-03-14,2.5720059871673584
2001-03-15,2.5302460193634033
2001-03-16,2.577895164489746
2001-03-19,2.5243561267852783
2001-03-20,2.404430627822876
2001-03-21,2.3717708587646484
2001-03-22,2.296815872192383
2001-03-23,2.3235867023468018
2001-03-26,2.422633171081543
2001-03-27,2.5286407470703125
2001-03-28,2.4847378730773926
2001-03-29,2.50722336769104
2001-03-30,2.540419578552246
2001-04-02,2.472959518432617
2001-04-03,2.3830132484436035
2001-04-04,2.4424431324005127
2001-04-05,2.475102186203003
2001-04-06,2.502941846847534
2001-04-09,2.516326427459717
2001-04-10,2.5468430519104004
2001-04-11,2.4488682746887207
2001-04-12,2.456897497177124
2001-04-16,2.492769241333008
2001-04-17,2.5596935749053955
2001-04-18,2.50722336769104
2001-04-19,2.489556074142456
2001-04-20,2.5248920917510986
2001-04-23,2.567188024520874
2001-04-24,2.567188024520874
2001-04-25,2.714418649673462
2001-04-26,2.7251274585723877
2001-04-27,2.73476505279541
2001-04-30,2.6828320026397705
2001-05-01,2.789374351501465
2001-05-02,2.7310173511505127
2001-05-03,2.7626047134399414
2001-05-04,2.8375604152679443
2001-05-07,2.784020185470581
2001-05-08,2.7304821014404297
2001-05-09,2.750826597213745
2001-05-10,2.8011536598205566
2001-05-11,2.7706358432769775
2001-05-14,2.7256627082824707
2001-05-15,2.7261979579925537
2001-05-16,2.802759885787964
2001-05-17,2.7808077335357666
2001-05-18,2.803828716278076
2001-05-21,2.688720226287842
2001-05-22,2.6442832946777344
2001-05-23,2.66623592376709
2001-05-24,2.700500249862671
2001-05-25,2.7053167819976807
2001-05-29,2.7647459506988525
2001-05-30,2.740654706954956
2001-05-31,2.7524313926696777
2001-06-01,2.7449378967285156
2001-06-04,2.739048480987549
2001-06-05,2.7213807106018066
2001-06-06,2.6769425868988037
2001-06-07,2.597705364227295
2001-06-08,2.584855318069458
2001-06-11,2.597705364227295
2001-06-12,2.628758668899536
2001-06-13,2.5876247882843018
2001-06-14,2.5448663234710693
2001-06-15,2.5069806575775146
2001-06-18,2.424713611602783
2001-06-19,2.4138882160186768
2001-06-20,2.5167226791381836
2001-06-21,2.5795059204101562
2001-06-22,2.572469472885132
2001-06-25,2.6071083545684814
2001-06-26,2.5394554138183594
2001-06-27,2.5497379302978516
2001-06-28,2.613602638244629
2001-06-29,2.679091691970825
2001-07-02,2.641205072402954
2001-07-03,2.587082624435425
2001-07-05,2.531877279281616
2001-07-06,2.473965644836426
2001-07-09,2.44582200050354
2001-07-10,2.5059001445770264
2001-07-11,2.5205132961273193
2001-07-12,2.4777543544769287
2001-07-13,2.434997081756592
2001-07-16,2.376002550125122
2001-07-17,2.4274210929870605
2001-07-18,2.461517810821533
2001-07-19,2.479918956756592
2001-07-20,2.4896609783172607
2001-07-23,2.474508047103882
2001-07-24,2.4533984661102295
2001-07-25,2.4182190895080566
2001-07-26,2.392239809036255
2001-07-27,2.3359529972076416
2001-07-30,2.3635551929473877
2001-07-31,2.4626004695892334
2001-08-01,2.475048303604126
2001-08-02,2.481001377105713
2001-08-03,2.444739580154419
2001-08-06,2.4230902194976807
2001-08-07,2.463141679763794
2001-08-08,2.4252548217773438
2001-08-09,2.4079341888427734
2001-08-10,2.387369155883789
2001-08-13,2.396028757095337
2001-08-14,2.405228853225708
2001-08-15,2.3640966415405273
2001-08-16,2.357599973678589
2001-08-17,2.3884518146514893
2001-08-20,2.461517810821533
2001-08-21,2.4571874141693115
2001-08-22,2.46909499168396
2001-08-23,2.529712200164795
2001-08-24,2.5464909076690674
2001-08-27,2.5713865756988525
2001-08-28,2.576258659362793
2001-08-29,2.5562326908111572
2001-08-30,2.594660758972168
2001-08-31,2.565434455871582
2001-09-04,2.594660758972168
2001-09-05,2.624969244003296
2001-09-06,2.5903308391571045
2001-09-07,2.5481150150299072
2001-09-10,2.606025457382202
2001-09-17,2.6788864135742188
2001-09-18,2.646016836166382
2001-09-19,2.629582643508911
2001-09-20,2.5983569622039795
2001-09-21,2.5572686195373535
2001-09-24,2.5950686931610107
2001-09-25,2.576991319656372
2001-09-26,2.5671310424804688
2001-09-27,2.684366464614868
2001-09-28,2.6454687118530273
2001-10-01,2.704636573791504
2001-10-02,2.7062783241271973
2001-10-03,2.7090179920196533
2001-10-04,2.730931520462036
2001-10-05,2.7479140758514404
2001-10-08,2.7742090225219727
2001-10-09,2.7922894954681396
2001-10-10,2.8109138011932373
2001-10-11,2.795027732849121
2001-10-12,2.7742090225219727
2001-10-15,2.765444278717041
2001-10-16,2.7769503593444824
2001-10-17,2.7396962642669678
2001-10-18,2.7007992267608643
2001-10-19,2.7342183589935303
2001-10-22,2.7818808555603027
2001-10-23,2.7512001991271973
2001-10-24,2.7462716102600098
2001-10-25,2.705730438232422
2001-10-26,2.7320263385772705
2001-10-29,2.72161865234375
2001-10-30,2.6131479740142822
2001-10-31,2.563843250274658
2001-11-01,2.6076695919036865
2001-11-02,2.6449222564697266
2001-11-05,2.646016836166382
2001-11-06,2.6597137451171875
2001-11-07,2.618626117706299
2001-11-08,2.5375468730926514
2001-11-09,2.5654854774475098
2001-11-12,2.5671310424804688
2001-11-13,2.5748000144958496
2001-11-14,2.606574773788452
2001-11-15,2.629035711288452
2001-11-16,2.636704921722412
2001-11-19,2.632322072982788
2001-11-20,2.6115047931671143
2001-11-21,2.5879478454589844
2001-11-23,2.5693211555480957
2001-11-26,2.5298776626586914
2001-11-27,2.4767370223999023
2001-11-28,2.461399555206299
2001-11-29,2.5737040042877197
2001-11-30,2.584110975265503
2001-12-03,2.581923007965088
2001-12-04,2.5556254386901855
2001-12-05,2.527686357498169
2001-12-06,2.48276424407959
2001-12-07,2.4696171283721924
2001-12-10,2.483311653137207
2001-12-11,2.4756429195404053
2001-12-12,2.483860731124878
2001-12-13,2.4871466159820557
2001-12-14,2.509608507156372
2001-12-17,2.5720598697662354
2001-12-18,2.5578174591064453
2001-12-19,2.5517921447753906
2001-12-20,2.5667688846588135
2001-12-21,2.5406975746154785
2001-12-24,2.572316884994507
2001-12-26,2.5800838470458984
2001-12-27,2.583967924118042
2001-12-28,2.5523459911346436
2001-12-31,2.5434699058532715
2002-01-02,2.587294101715088
2002-01-03,2.584519863128662
2002-01-04,2.556783437728882
2002-01-07,2.583967924118042
2002-01-08,2.623352289199829
2002-01-09,2.6044912338256836
2002-01-10,2.6178040504455566
2002-01-11,2.643322467803955
2002-01-14,2.6771621704101562
2002-01-15,2.7182111740112305
2002-01-16,2.6766059398651123
2002-01-17,2.7182111740112305
2002-01-18,2.7076711654663086
2002-01-22,2.697132110595703
2002-01-23,2.7570436000823975
2002-01-24,2.7376272678375244
2002-01-25,2.7514965534210205
2002-01-28,2.7681379318237305
2002-01-29,2.762035608291626
2002-01-30,2.7498321533203125
2002-01-31,2.7797884941101074
2002-02-01,2.7587084770202637
2002-02-04,2.735962152481079
2002-02-05,2.7398452758789062
2002-02-06,2.770911693572998
2002-02-07,2.750941753387451
2002-02-08,2.7775700092315674
2002-02-11,2.7869999408721924
2002-02-12,2.782562255859375
2002-02-13,2.809743881225586
2002-02-14,2.829160213470459
2002-02-15,2.85412335395813
2002-02-19,2.856895685195923
2002-02-20,2.8829686641693115
2002-02-21,2.880195379257202
2002-02-22,2.9184727668762207
2002-02-25,2.9844868183135986
2002-02-26,2.9850423336029053
2002-02-27,2.900165557861328
2002-02-28,2.921247720718384
2002-03-01,2.982822895050049
2002-03-04,2.9467644691467285
2002-03-05,2.9401068687438965
2002-03-06,2.958413600921631
2002-03-07,2.992252826690674
2002-03-08,2.953975200653076
2002-03-11,2.9168083667755127
2002-03-12,2.929565906524658
2002-03-13,2.9357352256774902
2002-03-14,2.9121785163879395
2002-03-15,2.9329328536987305
2002-03-18,2.89703369140625
2002-03-19,2.9116172790527344
2002-03-20,2.9183502197265625
2002-03-21,2.9901442527770996
2002-03-22,3.0002403259277344
2002-03-25,2.9144232273101807
2002-03-26,2.985656261444092
2002-03-27,3.005847930908203
2002-03-28,2.9542458057403564
2002-04-01,2.9839744567871094
2002-04-02,2.9761204719543457
2002-04-03,2.989583730697632
2002-04-04,2.9834132194519043
2002-04-05,2.953686237335205
2002-04-08,2.935176134109497
2002-04-09,2.9357352256774902
2002-04-10,3.0047266483306885
2002-04-11,3.0277249813079834
2002-04-12,2.975559949874878
2002-04-15,2.9643428325653076
2002-04-16,2.9929494857788086
2002-04-17,2.976682424545288
2002-04-18,3.0209927558898926
2002-04-19,3.025479793548584
2002-04-22,3.0271644592285156
2002-04-23,3.08213210105896
2002-04-24,3.07259464263916
2002-04-25,3.077083110809326
2002-04-26,3.075961112976074
2002-04-29,3.0905444622039795
2002-04-30,3.0529651641845703
2002-05-01,3.1062493324279785
2002-05-02,3.140465497970581
2002-05-03,3.1230766773223877
2002-05-06,3.1415865421295166
2002-05-07,3.11971116065979
2002-05-08,3.0882997512817383
2002-05-09,3.1000804901123047
2002-05-10,3.079326868057251
2002-05-13,3.126441240310669
2002-05-14,3.0798866748809814
2002-05-15,3.005847930908203
2002-05-16,3.0535247325897217
2002-05-17,3.0535247325897217
2002-05-20,3.047917127609253
2002-05-21,3.069791078567505
2002-05-22,3.0888619422912598
2002-05-23,3.1101765632629395
2002-05-24,3.0911049842834473
2002-05-28,3.0905444622039795
2002-05-29,3.1415865421295166
2002-05-30,3.1735587120056152
2002-05-31,3.2111380100250244
2002-06-03,3.197115182876587
2002-06-04,3.2374989986419678
2002-06-05,3.2173070907592773
2002-06-06,3.152243137359619
2002-06-07,3.137099266052246
2002-06-10,3.129807233810425
2002-06-11,3.157290458679199
2002-06-12,3.150560140609741
2002-06-13,3.129246473312378
2002-06-14,3.092787981033325
2002-06-17,3.0815701484680176
2002-06-18,3.0815701484680176
2002-06-19,3.0815701484680176
2002-06-20,3.0737180709838867
2002-06-21,2.953125
2002-06-24,2.7371792793273926
2002-06-25,2.6109776496887207
2002-06-26,2.5558829307556152
2002-06-27,2.434904098510742
2002-06-28,2.4809114933013916
2002-07-01,2.553611993789673
2002-07-02,2.59564208984375
2002-07-03,2.571218252182007
2002-07-05,2.624607801437378
2002-07-08,2.6921989917755127
2002-07-09,2.651871681213379
2002-07-10,2.5655405521392822
2002-07-11,2.4990859031677246
2002-07-12,2.4377455711364746
2002-07-15,2.408210515975952
2002-07-16,2.413322687149048
2002-07-17,2.5059030055999756
2002-07-18,2.41105055809021
2002-07-19,2.3678841590881348
2002-07-22,2.3883309364318848
2002-07-23,2.510446071624756
2002-07-24,2.5365731716156006
2002-07-25,2.553044080734253
2002-07-26,2.6297202110290527
2002-07-29,2.680838108062744
2002-07-30,2.6558475494384766
2002-07-31,2.61552095413208
2002-08-01,2.562699794769287
2002-08-02,2.5678107738494873
2002-08-05,2.697878837585449
2002-08-06,2.7410433292388916
2002-08-07,2.717756509780884
2002-08-08,2.7938644886016846
2002-08-09,2.8137450218200684
2002-08-12,2.8029532432556152
2002-08-13,2.8029532432556152
2002-08-14,2.9171156883239746
2002-08-15,2.8915557861328125
2002-08-16,2.893828868865967
2002-08-19,2.9449455738067627
2002-08-20,2.9364261627197266
2002-08-21,2.873947858810425
2002-08-22,2.84839129447937
2002-08-23,2.7007174491882324
2002-08-26,2.7024192810058594
2002-08-27,2.720597505569458
2002-08-28,2.8006808757781982
2002-08-29,2.8074960708618164
2002-08-30,2.839871406555176
2002-09-03,2.8120386600494385
2002-09-04,2.7149155139923096
2002-09-05,2.735363245010376
2002-09-06,2.6416473388671875
2002-09-09,2.7319560050964355
2002-09-10,2.699014186859131
2002-09-11,2.7183234691619873
2002-09-12,2.6722700595855713
2002-09-13,2.6653623580932617
2002-09-16,2.729261636734009
2002-09-17,2.676875352859497
2002-09-18,2.7096900939941406
2002-09-19,2.5732550621032715
2002-09-20,2.457545280456543
2002-09-23,2.4840261936187744
2002-09-24,2.458695650100708
2002-09-25,2.3878884315490723
2002-09-26,2.459848642349243
2002-09-27,2.1794958114624023
2002-09-30,2.233607769012451
2002-10-01,2.3435611724853516
2002-10-02,2.272754669189453
2002-10-03,2.2739059925079346
2002-10-04,2.106384754180908
2002-10-07,2.2209432125091553
2002-10-08,2.08508563041687
2002-10-09,2.1086885929107666
2002-10-10,2.0822060108184814
2002-10-11,2.130563259124756
2002-10-14,2.2042486667633057
2002-10-15,2.303840398788452
2002-10-16,2.2220940589904785
2002-10-17,2.319960355758667
2002-10-18,2.3049919605255127
2002-10-21,2.4460315704345703
2002-10-22,2.4799962043762207
2002-10-23,2.4684839248657227
2002-10-24,2.4696340560913086
2002-10-25,2.452363967895508
2002-10-28,2.397099733352661
2002-10-29,2.420701503753662
2002-10-30,2.3798294067382812
2002-10-31,2.3458645343780518
2002-11-01,2.441426992416382
2002-11-04,2.4028565883636475
2002-11-05,2.4569687843322754
2002-11-06,2.4604227542877197
2002-11-07,2.4788453578948975
2002-11-08,2.4604227542877197
2002-11-11,2.4742391109466553
2002-11-12,2.131714105606079
2002-11-13,2.2019472122192383
2002-11-14,2.2215189933776855
2002-11-15,2.1910088062286377
2002-11-18,2.199068546295166
2002-11-19,2.193310499191284
2002-11-20,2.1777684688568115
2002-11-21,2.1535892486572266
2002-11-22,2.1351680755615234
2002-11-25,2.1628000736236572
2002-11-26,2.158771514892578
2002-11-27,2.166830062866211
2002-11-29,2.1714346408843994
2002-12-02,2.1875534057617188
2002-12-03,2.2059755325317383
2002-12-04,2.279660701751709
2002-12-05,2.265845537185669
2002-12-06,2.2998111248016357
2002-12-09,2.306142807006836
2002-12-10,2.3608319759368896
2002-12-11,2.350470542907715
2002-12-12,2.3481674194335938
2002-12-13,2.359104871749878
2002-12-16,2.3884642124176025
2002-12-17,2.371769428253174
2002-12-18,2.3792529106140137
2002-12-19,2.3821768760681152
2002-12-20,2.404395580291748
2002-12-23,2.4207687377929688
2002-12-24,2.425445795059204
2002-12-26,2.444157838821411
2002-12-27,2.4160921573638916
2002-12-30,2.42018461227417
2002-12-31,2.369898557662964
2003-01-02,2.359372615814209
2003-01-03,2.3272130489349365
2003-01-06,2.3102564811706543
2003-01-07,2.4049811363220215
2003-01-08,2.368727922439575
2003-01-09,2.4195990562438965
2003-01-10,2.409074306488037
2003-01-13,2.4195990562438965
2003-01-14,2.4178452491760254
2003-01-15,2.404395580291748
2003-01-16,2.4394805431365967
2003-01-17,2.450005054473877
2003-01-21,2.4137520790100098
2003-01-22,2.3874399662017822
2003-01-23,2.3125948905944824
2003-01-24,2.2745864391326904
2003-01-27,2.2599689960479736
2003-01-28,2.2441818714141846
2003-01-29,2.165242910385132
2003-01-30,2.1547181606292725
2003-01-31,2.214360475540161
2003-02-03,2.2447662353515625
2003-02-04,2.22430157661438
2003-02-05,2.2248857021331787
2003-02-06,2.19447922706604
2003-02-07,2.199742555618286
2003-02-10,2.227224826812744
2003-02-11,2.1956491470336914
2003-02-12,2.187462568283081
2003-02-13,2.190971612930298
2003-02-14,2.2301480770111084
2003-02-18,2.220792531967163
2003-02-19,2.192140579223633
2003-02-20,2.164659023284912
2003-02-21,2.2003273963928223
2003-02-24,2.178107500076294
2003-02-25,2.2248857021331787
2003-02-26,2.2260549068450928
2003-02-27,2.262892961502075
2003-02-28,2.2599689960479736
2003-03-03,2.279265880584717
2003-03-04,2.2734181880950928
2003-03-05,2.2798495292663574
2003-03-06,2.1798622608184814
2003-03-07,2.094492197036743
2003-03-10,2.0787034034729004
2003-03-11,2.110863447189331
2003-03-12,2.126340389251709
2003-03-13,2.126340389251709
2003-03-14,2.0793142318725586
2003-03-17,2.0668134689331055
2003-03-18,1.9406137466430664
2003-03-19,2.0126430988311768
2003-03-20,2.0412166118621826
2003-03-21,2.085862159729004
2003-03-24,1.9995462894439697
2003-03-25,1.9912126064300537
2003-03-26,1.988235592842102
2003-03-27,1.982283115386963
2003-03-28,1.9126349687576294
2003-03-31,1.7834595441818237
2003-04-01,1.6727378368377686
2003-04-02,1.7650054693222046
2003-04-03,1.7679827213287354
2003-04-04,1.6846436262130737
2003-04-07,1.7275030612945557
2003-04-08,1.7858418226242065
2003-04-09,1.8036987781524658
2003-04-10,1.7917938232421875
2003-04-11,1.8209630250930786
2003-04-14,1.8739420175552368
2003-04-15,1.9316847324371338
2003-04-16,1.8870388269424438
2003-04-17,1.9162068367004395
2003-04-21,1.9269212484359741
2003-04-22,1.945971131324768
2003-04-23,1.962043285369873
2003-04-24,1.9584722518920898
2003-04-25,1.845963954925537
2003-04-28,1.8542981147766113
2003-04-29,1.8334624767303467
2003-04-30,1.8310821056365967
2003-05-01,1.8126277923583984
2003-05-02,1.8435828685760498
2003-05-05,1.8423924446105957
2003-05-06,1.8477498292922974
2003-05-07,1.8673938512802124
2003-05-08,1.8471548557281494
2003-05-09,1.8870388269424438
2003-05-12,1.9703787565231323
2003-05-13,1.9751394987106323
2003-05-14,1.990022897720337
2003-05-15,2.0084757804870605
2003-05-16,1.982283115386963
2003-05-19,1.995378851890564
2003-05-20,2.078122615814209
2003-05-21,2.279923677444458
2003-05-22,2.44362473487854
2003-05-23,2.51863169670105
2003-05-27,2.5055339336395264
2003-05-28,2.4602935314178467
2003-05-29,2.458508253097534
2003-05-30,2.458508253097534
2003-06-02,2.507319688796997
2003-06-03,2.5430378913879395
2003-06-04,2.571610689163208
2003-06-05,2.577563524246216
2003-06-06,2.5894694328308105
2003-06-09,2.562680959701538
2003-06-10,2.6073267459869385
2003-06-11,2.6387410163879395
2003-06-12,2.595245838165283
2003-06-13,2.5481247901916504
2003-06-16,2.5904128551483154
2003-06-17,2.601890802383423
2003-06-18,2.6725716590881348
2003-06-19,2.635720729827881
2003-06-20,2.5982656478881836
2003-06-23,2.649010419845581
2003-06-24,2.721503257751465
2003-06-25,2.656261444091797
2003-06-26,2.705192804336548
2003-06-27,2.7245237827301025
2003-06-30,2.745062828063965
2003-07-01,2.7903711795806885
2003-07-02,2.814537286758423
2003-07-03,2.786142349243164
2003-07-07,2.831450939178467
2003-07-08,2.8254106044769287
2003-07-09,2.6580727100372314
2003-07-10,2.609744071960449
2003-07-11,2.5257747173309326
2003-07-14,2.534834623336792
2003-07-15,2.446634531021118
2003-07-16,2.4164297580718994
2003-07-17,2.406160593032837
2003-07-18,2.4333441257476807
2003-07-21,2.4327402114868164
2003-07-22,2.4333441257476807
2003-07-23,2.424887180328369
2003-07-24,2.42851185798645
2003-07-25,2.4762356281280518
2003-07-28,2.4327402114868164
