Date,TFC
2000-01-03,9.655366897583008
2000-01-04,9.374822616577148
2000-01-05,9.491720199584961
2000-01-06,9.9359130859375
2000-01-07,10.006048202514648
2000-01-10,9.748888969421387
2000-01-11,9.491720199584961
2000-01-12,9.802769660949707
2000-01-13,10.603955268859863
2000-01-14,11.00455093383789
2000-01-18,10.509696006774902
2000-01-19,10.368314743041992
2000-01-20,9.991284370422363
2000-01-21,10.085540771484375
2000-01-24,9.802769660949707
2000-01-25,9.802769660949707
2000-01-26,10.415437698364258
2000-01-27,10.556825637817383
2000-01-28,10.415437698364258
2000-01-31,10.603955268859863
2000-02-01,10.745339393615723
2000-02-02,10.627523422241211
2000-02-03,10.745339393615723
2000-02-04,10.368314743041992
2000-02-07,9.897026062011719
2000-02-08,9.826335906982422
2000-02-09,9.779203414916992
2000-02-10,9.519994735717773
2000-02-11,9.567124366760254
2000-02-14,9.425734519958496
2000-02-15,9.70850944519043
2000-02-16,9.425734519958496
2000-02-17,9.072275161743164
2000-02-18,8.883760452270508
2000-02-22,9.025141716003418
2000-02-23,8.69524097442627
2000-02-24,8.530293464660645
2000-02-25,8.553858757019043
2000-02-28,8.789498329162598
2000-02-29,8.860190391540527
2000-03-01,8.718807220458984
2000-03-02,8.671679496765137
2000-03-03,8.813065528869629
2000-03-06,8.530293464660645
2000-03-07,8.294649124145508
2000-03-08,8.341775894165039
2000-03-09,8.648110389709473
2000-03-10,8.506728172302246
2000-03-13,8.62454891204834
2000-03-14,8.436031341552734
2000-03-15,9.355046272277832
2000-03-16,10.297618865966797
2000-03-17,10.085540771484375
2000-03-20,9.849891662597656
2000-03-21,10.415437698364258
2000-03-22,10.462573051452637
2000-03-23,10.792470932006836
2000-03-24,10.698206901550293
2000-03-27,10.368314743041992
2000-03-28,10.391875267028809
2000-03-29,10.627523422241211
2000-03-30,10.297618865966797
2000-03-31,10.58038330078125
2000-04-03,11.051679611206055
2000-04-04,11.19306468963623
2000-04-05,10.91029167175293
2000-04-06,10.839597702026367
2000-04-07,10.509696006774902
2000-04-10,10.627523422241211
2000-04-11,10.556825637817383
2000-04-12,10.893843650817871
2000-04-13,10.609037399291992
2000-04-14,9.897029876708984
2000-04-17,10.110628128051758
2000-04-18,10.205564498901367
2000-04-19,9.968231201171875
2000-04-20,10.039426803588867
2000-04-24,10.229301452636719
2000-04-25,10.656502723693848
2000-04-26,10.324228286743164
2000-04-27,9.968231201171875
2000-04-28,10.110628128051758
2000-05-01,10.229301452636719
2000-05-02,10.205564498901367
2000-05-03,10.063161849975586
2000-05-04,9.897029876708984
2000-05-05,9.849556922912598
2000-05-08,9.991958618164062
2000-05-09,10.086896896362305
2000-05-10,9.991958618164062
2000-05-11,10.300500869750977
2000-05-12,10.419170379638672
2000-05-15,10.561575889587402
2000-05-16,10.347965240478516
2000-05-17,10.276763916015625
2000-05-18,10.49036693572998
2000-05-19,10.110628128051758
2000-05-22,10.419170379638672
2000-05-23,10.680244445800781
2000-05-24,10.965048789978027
2000-05-25,10.656502723693848
2000-05-26,10.91757869720459
2000-05-30,10.98878002166748
2000-05-31,11.13118839263916
2000-06-01,11.558401107788086
2000-06-02,12.056809425354004
2000-06-05,11.487188339233398
2000-06-06,11.1786527633667
2000-06-07,11.24985122680664
2000-06-08,11.012523651123047
2000-06-09,10.751445770263672
2000-06-12,10.834508895874023
2000-06-13,10.893843650817871
2000-06-14,10.965048789978027
2000-06-15,10.205564498901367
2000-06-16,9.695286750793457
2000-06-19,9.87329387664795
2000-06-20,9.920756340026855
2000-06-21,9.70715045928955
2000-06-22,9.87329387664795
2000-06-23,9.849556922912598
2000-06-26,9.87329387664795
2000-06-27,9.87329387664795
2000-06-28,9.80802059173584
2000-06-29,9.493545532226562
2000-06-30,9.066339492797852
2000-07-03,9.63595199584961
2000-07-05,9.730887413024902
2000-07-06,9.849556922912598
2000-07-07,10.158098220825195
2000-07-10,10.205564498901367
2000-07-11,10.49036693572998
2000-07-12,10.29124927520752
2000-07-13,10.075849533081055
2000-07-14,10.24338150024414
2000-07-17,9.956186294555664
2000-07-18,9.76471996307373
2000-07-19,9.716856002807617
2000-07-20,10.004046440124512
2000-07-21,9.716856002807617
2000-07-24,9.836522102355957
2000-07-25,9.81258773803711
2000-07-26,9.57325267791748
2000-07-27,9.52538776397705
2000-07-28,9.214258193969727
2000-07-31,9.549320220947266
2000-08-01,9.57325267791748
2000-08-02,9.78864860534668
2000-08-03,10.147647857666016
2000-08-04,10.386980056762695
2000-08-07,10.339115142822266
2000-08-08,10.315183639526367
2000-08-09,10.315183639526367
2000-08-10,10.386980056762695
2000-08-11,10.506643295288086
2000-08-14,10.458781242370605
2000-08-15,10.315183639526367
2000-08-16,10.171581268310547
