Date,BA
2013-12-26,118.17543029785156
2013-12-27,117.00450134277344
2013-12-30,116.16695404052734
2013-12-31,116.65412902832031
2014-01-02,116.8079605102539
2014-01-03,117.6198959350586
2014-01-06,118.29505920410156
2014-01-07,120.08985900878906
2014-01-08,120.3548355102539
2014-01-09,121.47443389892578
2014-01-10,121.27787017822266
2014-01-13,120.25230407714844
2014-01-14,119.66254425048828
2014-01-15,120.18392944335938
2014-01-16,119.8334732055664
2014-01-17,120.04712677001953
2014-01-21,121.08131408691406
2014-01-22,123.38890838623047
2014-01-23,120.77360534667969
2014-01-24,116.79085540771484
2014-01-27,117.39767456054688
2014-01-28,117.16693878173828
2014-01-29,110.91924285888672
2014-01-30,108.14158630371094
2014-01-31,107.05615234375
2014-02-03,105.19295501708984
2014-02-04,104.30408477783203
2014-02-05,103.75711822509766
2014-02-06,104.84254455566406
2014-02-07,108.56037139892578
2014-02-10,108.68002319335938
2014-02-11,111.2440414428711
2014-02-12,110.12667846679688
2014-02-13,111.30420684814453
2014-02-14,111.87146759033203
2014-02-18,112.27542114257812
2014-02-19,110.35015869140625
2014-02-20,111.35576629638672
2014-02-21,110.255615234375
2014-02-24,111.38154602050781
2014-02-25,108.96638488769531
2014-02-26,108.82027435302734
2014-02-27,110.49627685546875
2014-02-28,110.80569458007812
2014-03-03,110.20406341552734
2014-03-04,111.93162536621094
2014-03-05,110.69396209716797
2014-03-06,110.75411987304688
2014-03-07,110.47909545898438
2014-03-10,109.0609130859375
2014-03-11,108.01234436035156
2014-03-12,106.94657897949219
2014-03-13,104.76347351074219
2014-03-14,105.81205749511719
2014-03-17,107.79747009277344
2014-03-18,106.61138153076172
2014-03-19,105.06429290771484
2014-03-20,106.34494018554688
2014-03-21,105.35653686523438
2014-03-24,106.07849884033203
2014-03-25,106.59416961669922
2014-03-26,106.17304229736328
2014-03-27,105.89801788330078
2014-03-28,106.97237396240234
2014-03-31,107.8576431274414
2014-04-01,110.19546508789062
2014-04-02,110.2813949584961
2014-04-03,110.68537139892578
2014-04-04,109.48208618164062
2014-04-07,107.94359588623047
2014-04-08,106.70592498779297
2014-04-09,109.05233001708984
2014-04-10,106.267578125
2014-04-11,104.9181900024414
2014-04-14,105.93238067626953
2014-04-15,106.80905151367188
2014-04-16,108.3303451538086
2014-04-17,109.94619750976562
2014-04-21,109.8602523803711
2014-04-22,109.62821197509766
