Date,HCA
2011-03-10,23.07470703125
2011-03-11,23.149097442626953
2011-03-14,22.99288558959961
2011-03-15,23.312740325927734
2011-03-16,23.245792388916016
2011-03-17,23.736745834350586
2011-03-18,24.592195510864258
2011-03-21,23.989662170410156
2011-03-22,23.70699691772461
2011-03-23,24.30952262878418
2011-03-24,24.316965103149414
2011-03-25,24.51036834716797
2011-03-28,24.57732582092285
2011-03-29,25.209606170654297
2011-03-30,25.469953536987305
2011-03-31,25.19472312927246
2011-04-01,25.0980224609375
2011-04-04,25.04595184326172
2011-04-05,25.306303024291992
2011-04-06,24.770723342895508
2011-04-07,25.03851318359375
2011-04-08,24.67401695251465
2011-04-11,23.892955780029297
2011-04-12,23.454082489013672
2011-04-13,23.848325729370117
2011-04-14,23.907833099365234
2011-04-15,23.788820266723633
2011-04-18,23.863204956054688
2011-04-19,23.61029624938965
2011-04-20,23.54334259033203
2011-04-21,23.35738182067871
2011-04-25,23.35738182067871
2011-04-26,23.80369758605957
2011-04-27,24.28721046447754
2011-04-28,24.227689743041992
2011-04-29,24.398788452148438
2011-05-02,24.874860763549805
2011-05-03,24.2574520111084
2011-05-04,24.956689834594727
2011-05-05,25.544343948364258
2011-05-06,25.477394104003906
2011-05-09,25.65592384338379
2011-05-10,25.730302810668945
2011-05-11,25.693119049072266
2011-05-12,25.670795440673828
2011-05-13,25.73773956298828
2011-05-16,25.477394104003906
2011-05-17,25.693119049072266
2011-05-18,26.087364196777344
2011-05-19,26.07248306274414
2011-05-20,25.760059356689453
2011-05-23,25.59640884399414
2011-05-24,25.65592384338379
2011-05-25,25.797256469726562
2011-05-26,25.90884017944336
2011-05-27,25.841890335083008
2011-05-31,25.953460693359375
2011-06-01,25.86420440673828
2011-06-02,25.559226989746094
2011-06-03,25.395566940307617
2011-06-06,25.0980224609375
2011-06-07,25.678239822387695
2011-06-08,25.856767654418945
2011-06-09,26.21382713317871
2011-06-10,25.217039108276367
2011-06-13,25.03108024597168
2011-06-14,24.949247360229492
2011-06-15,24.659141540527344
2011-06-16,25.19472312927246
2011-06-17,25.730302810668945
2011-06-20,25.4625186920166
2011-06-21,25.217039108276367
2011-06-22,24.859981536865234
2011-06-23,24.703773498535156
2011-06-24,23.989662170410156
2011-06-27,24.160751342773438
2011-06-28,24.36159896850586
2011-06-29,24.369033813476562
2011-06-30,24.547565460205078
2011-07-01,24.592195510864258
2011-07-05,24.67401695251465
2011-07-06,25.28399085998535
2011-07-07,25.507152557373047
2011-07-08,25.164974212646484
2011-07-11,24.592195510864258
2011-07-12,24.398788452148438
2011-07-13,24.726089477539062
2011-07-14,24.711214065551758
2011-07-15,24.711214065551758
2011-07-18,24.242572784423828
2011-07-19,24.569875717163086
2011-07-20,24.73352813720703
2011-07-21,25.61128807067871
2011-07-22,25.745182037353516
2011-07-25,20.80591583251953
2011-07-26,20.857990264892578
2011-07-27,20.359596252441406
2011-07-28,20.248022079467773
2011-07-29,19.84633445739746
2011-08-01,18.552011489868164
2011-08-02,18.328845977783203
2011-08-03,18.418107986450195
2011-08-04,17.034523010253906
2011-08-05,16.357606887817383
2011-08-08,13.530915260314941
2011-08-09,13.649931907653809
2011-08-10,13.82102108001709
2011-08-11,14.483062744140625
2011-08-12,15.78482723236084
2011-08-15,16.796485900878906
2011-08-16,16.193950653076172
2011-08-17,15.613737106323242
2011-08-18,14.847557067871094
2011-08-19,14.334288597106934
2011-08-22,14.178075790405273
2011-08-23,14.564889907836914
2011-08-24,14.907066345214844
2011-08-25,14.178075790405273
2011-08-26,14.50537395477295
2011-08-29,14.862433433532715
2011-08-30,14.773170471191406
2011-08-31,14.899626731872559
2011-09-01,14.274779319763184
2011-09-02,13.873089790344238
2011-09-06,13.954917907714844
2011-09-07,14.758295059204102
2011-09-08,14.49793529510498
2011-09-09,13.612738609313965
2011-09-12,13.687122344970703
2011-09-13,13.136664390563965
2011-09-14,13.843337059020996
2011-09-15,15.502155303955078
2011-09-16,15.79226303100586
2011-09-19,14.735976219177246
2011-09-20,14.802922248840332
2011-09-21,14.743408203125
2011-09-22,14.817802429199219
2011-09-23,14.47562313079834
2011-09-26,14.765727996826172
2011-09-27,14.750852584838867
2011-09-28,14.282220840454102
2011-09-29,14.728537559509277
2011-09-30,14.99632740020752
2011-10-03,13.992107391357422
2011-10-04,13.843337059020996
2011-10-05,13.44164752960205
2011-10-06,13.590426445007324
2011-10-07,13.835898399353027
2011-10-10,14.267339706420898
2011-10-11,14.207832336425781
2011-10-12,15.115341186523438
2011-10-13,15.717881202697754
2011-10-14,16.40223503112793
2011-10-17,16.216272354125977
2011-10-18,16.88574981689453
2011-10-19,16.320415496826172
2011-10-20,16.119565963745117
2011-10-21,17.339506149291992
2011-10-24,16.96013069152832
2011-10-25,16.484060287475586
2011-10-26,16.61795425415039
2011-10-27,16.7667293548584
2011-10-28,16.94525718688965
2011-10-31,17.44365119934082
2011-11-01,17.4808406829834
2011-11-02,17.3692569732666
2011-11-03,17.175851821899414
2011-11-04,17.488277435302734
2011-11-07,18.23958396911621
2011-11-08,18.752851486206055
2011-11-09,18.611513137817383
2011-11-10,19.243797302246094
2011-11-11,19.734750747680664
2011-11-14,19.734750747680664
2011-11-15,19.794261932373047
2011-11-16,18.983444213867188
2011-11-17,18.633831024169922
2011-11-18,18.745412826538086
2011-11-21,18.626394271850586
2011-11-22,17.815574645996094
2011-11-23,17.540346145629883
2011-11-25,17.45108413696289
2011-11-28,17.681682586669922
2011-11-29,17.889963150024414
2011-11-30,18.13544273376465
2011-12-01,17.994104385375977
2011-12-02,16.69978141784668
2011-12-05,17.592416763305664
2011-12-06,17.28743553161621
2011-12-07,16.863435745239258
2011-12-08,15.955916404724121
2011-12-09,15.755075454711914
2011-12-12,15.368263244628906
2011-12-13,15.040958404541016
2011-12-14,15.323634147644043
2011-12-15,15.72531795501709
2011-12-16,16.04517936706543
2011-12-19,15.79226303100586
