Date,COF
2000-01-03,33.16645050048828
2000-01-04,31.101945877075195
2000-01-05,30.383865356445312
2000-01-06,31.775146484375
2000-01-07,32.67276382446289
2000-01-10,32.26884078979492
2000-01-11,31.23659324645996
2000-01-12,31.640506744384766
2000-01-13,32.4483757019043
2000-01-14,33.6152458190918
2000-01-18,30.51850700378418
2000-01-19,31.14684295654297
2000-01-20,30.428756713867188
2000-01-21,29.71067237854004
2000-01-24,29.531158447265625
2000-01-25,28.76819610595703
2000-01-26,30.114606857299805
2000-01-27,29.800443649291992
2000-01-28,28.76819610595703
2000-01-31,29.441396713256836
2000-02-01,28.857938766479492
2000-02-02,28.58865737915039
2000-02-03,28.094985961914062
2000-02-04,27.691070556640625
2000-02-07,27.2613525390625
2000-02-08,26.85715103149414
2000-02-09,25.1505069732666
2000-02-10,24.07261848449707
2000-02-11,24.16244888305664
2000-02-14,24.566652297973633
2000-02-15,26.63258934020996
2000-02-16,26.94697380065918
2000-02-17,26.40802001953125
2000-02-18,24.791215896606445
2000-02-22,24.387014389038086
2000-02-23,23.75824737548828
2000-02-24,24.881031036376953
2000-02-25,25.554712295532227
2000-02-28,27.21643829345703
2000-02-29,26.45293426513672
2000-03-01,27.08170509338379
2000-03-02,26.45293426513672
2000-03-03,27.2613525390625
2000-03-06,26.63258934020996
2000-03-07,24.92595100402832
2000-03-08,25.285240173339844
2000-03-09,26.363122940063477
2000-03-10,26.45293426513672
2000-03-13,27.12662124633789
2000-03-14,27.396074295043945
2000-03-15,29.372201919555664
2000-03-16,33.459136962890625
2000-03-17,32.92021560668945
2000-03-20,29.866226196289062
2000-03-21,31.617788314819336
2000-03-22,33.23459243774414
2000-03-23,32.92021560668945
2000-03-24,32.38127136230469
2000-03-27,31.977069854736328
2000-03-28,32.6058464050293
2000-03-29,32.51600646972656
2000-03-30,33.32442092895508
2000-03-31,34.447200775146484
2000-04-03,35.210716247558594
2000-04-04,33.459136962890625
2000-04-05,33.279518127441406
2000-04-06,33.6837158203125
2000-04-07,33.95317077636719
2000-04-10,34.581932067871094
2000-04-11,35.390350341796875
2000-04-12,36.108951568603516
2000-04-13,33.548973083496094
2000-04-14,30.80937385559082
2000-04-17,30.899185180664062
2000-04-18,32.38127136230469
2000-04-19,32.695655822753906
2000-04-20,33.998085021972656
2000-04-24,33.86335372924805
2000-04-25,35.12088394165039
2000-04-26,34.40229797363281
2000-04-27,33.1447639465332
2000-04-28,31.43813705444336
2000-05-01,32.33635711669922
2000-05-02,32.6058464050293
2000-05-03,30.494985580444336
2000-05-04,29.32729148864746
2000-05-05,28.65360450744629
2000-05-08,30.290939331054688
2000-05-09,30.111162185668945
2000-05-10,29.526933670043945
2000-05-11,31.189788818359375
2000-05-12,31.369544982910156
2000-05-15,32.1560173034668
2000-05-16,32.717803955078125
2000-05-17,31.639202117919922
2000-05-18,32.897560119628906
2000-05-19,31.639202117919922
2000-05-22,31.549325942993164
2000-05-23,32.22344207763672
2000-05-24,32.26840591430664
2000-05-25,32.53803253173828
2000-05-26,32.31333923339844
2000-05-30,33.21216583251953
2000-05-31,33.97616958618164
2000-06-01,34.98740768432617
2000-06-02,36.85247802734375
2000-06-05,36.22330093383789
2000-06-06,35.72891616821289
2000-06-07,36.17833709716797
2000-06-08,35.54914855957031
2000-06-09,35.009849548339844
2000-06-12,35.77388381958008
2000-06-13,36.26823806762695
2000-06-14,37.998504638671875
2000-06-15,36.133419036865234
2000-06-16,34.87501907348633
2000-06-19,34.24583053588867
2000-06-20,33.796424865722656
2000-06-21,33.257110595703125
2000-06-22,31.953784942626953
2000-06-23,31.59425926208496
2000-06-26,31.998729705810547
2000-06-27,32.897560119628906
2000-06-28,33.51554489135742
2000-06-29,33.07734680175781
2000-06-30,32.088619232177734
2000-07-03,32.627925872802734
2000-07-05,32.76274871826172
2000-07-06,34.51548385620117
2000-07-07,35.41434860229492
2000-07-10,35.59410858154297
2000-07-11,35.54914855957031
2000-07-12,35.59410858154297
2000-07-13,36.89743423461914
2000-07-14,36.67269515991211
2000-07-17,36.110939025878906
2000-07-18,37.706363677978516
2000-07-19,38.29061508178711
2000-07-20,39.90851593017578
2000-07-21,40.133243560791016
2000-07-24,38.785003662109375
2000-07-25,39.05463790893555
2000-07-26,38.29061508178711
2000-07-27,40.67253494262695
2000-07-28,40.852325439453125
2000-07-31,42.13316345214844
2000-08-01,41.39163589477539
2000-08-02,39.95346450805664
2000-08-03,40.5377197265625
2000-08-04,42.335411071777344
2000-08-07,41.995140075683594
2000-08-08,41.545494079589844
2000-08-09,40.60127639770508
2000-08-10,40.19663619995117
2000-08-11,40.78115463256836
2000-08-14,41.32069396972656
2000-08-15,39.29737091064453
2000-08-16,39.61210632324219
2000-08-17,39.90436935424805
2000-08-18,39.52217483520508
2000-08-21,40.64624786376953
2000-08-22,41.770328521728516
2000-08-23,41.770328521728516
2000-08-24,42.53467559814453
2000-08-25,41.90519714355469
2000-08-28,43.02925491333008
2000-08-29,43.25409698486328
2000-08-30,42.939353942871094
2000-08-31,43.400203704833984
2000-09-01,43.25409698486328
2000-09-05,43.973487854003906
2000-09-06,45.00761413574219
2000-09-07,46.04176712036133
2000-09-08,46.87358474731445
2000-09-11,47.25575637817383
2000-09-12,47.30070114135742
2000-09-13,47.48057556152344
2000-09-14,46.3115119934082
2000-09-15,46.04176712036133
2000-09-18,44.333187103271484
2000-09-19,45.18748474121094
2000-09-20,44.962677001953125
2000-09-21,45.906898498535156
2000-09-22,47.12087631225586
2000-09-25,49.41395950317383
2000-09-26,48.087562561035156
2000-09-27,49.32404708862305
2000-09-28,51.392337799072266
2000-09-29,50.40314483642578
2000-10-02,50.717891693115234
2000-10-03,51.07759094238281
2000-10-04,51.2574462890625
2000-10-05,51.61714553833008
2000-10-06,47.70541000366211
2000-10-09,47.97514343261719
2000-10-10,45.772003173828125
2000-10-11,47.03094482421875
2000-10-12,44.51302719116211
2000-10-13,48.73952102661133
2000-10-16,50.1783332824707
2000-10-17,47.52553176879883
2000-10-18,48.4247932434082
2000-10-19,49.45893478393555
2000-10-20,49.18915939331055
2000-10-23,47.30070114135742
2000-10-24,46.22161865234375
2000-10-25,43.3440055847168
2000-10-26,42.35483169555664
2000-10-27,43.56883239746094
2000-10-30,44.82776641845703
2000-10-31,45.41229248046875
2000-11-01,44.46807098388672
2000-11-02,45.32236099243164
2000-11-03,44.19828414916992
2000-11-06,46.0620002746582
2000-11-07,46.28692626953125
2000-11-08,46.01703643798828
2000-11-09,44.62258529663086
2000-11-10,42.59837341308594
2000-11-13,40.664127349853516
2000-11-14,41.65373992919922
2000-11-15,41.11394119262695
2000-11-16,39.80947494506836
2000-11-17,37.78522872924805
2000-11-20,35.671058654785156
2000-11-21,35.80603790283203
2000-11-22,34.86137771606445
2000-11-24,35.71604537963867
2000-11-27,38.81984329223633
2000-11-28,38.41499710083008
2000-11-29,40.57415771484375
2000-11-30,40.1693115234375
2000-12-01,40.93399429321289
2000-12-04,38.95478057861328
2000-12-05,42.59837341308594
2000-12-06,41.96860885620117
2000-12-07,41.74370193481445
2000-12-08,42.733306884765625
2000-12-11,43.63298416137695
2000-12-12,42.91323471069336
2000-12-13,41.788665771484375
2000-12-14,41.698692321777344
2000-12-15,41.563758850097656
2000-12-18,43.587982177734375
2000-12-19,42.193519592285156
2000-12-20,42.32846450805664
2000-12-21,42.733306884765625
2000-12-22,44.39765930175781
2000-12-26,45.34229278564453
2000-12-27,45.56718444824219
2000-12-28,47.18656539916992
2000-12-29,47.36648941040039
2001-01-02,44.57758712768555
2001-01-03,48.22117233276367
2001-01-04,48.22117233276367
2001-01-05,46.421875
2001-01-08,45.11738967895508
2001-01-09,43.722938537597656
2001-01-10,45.29732131958008
2001-01-11,45.79212188720703
2001-01-12,45.74714279174805
2001-01-16,46.55682373046875
2001-01-17,47.59141540527344
2001-01-18,45.70215606689453
2001-01-19,44.21772766113281
2001-01-22,44.8924674987793
2001-01-23,45.34229278564453
2001-01-24,47.18656539916992
2001-01-25,46.376888275146484
2001-01-26,47.23155975341797
2001-01-29,48.40110397338867
2001-01-30,46.781734466552734
2001-01-31,45.356685638427734
2001-02-01,45.0040283203125
2001-02-02,44.5002326965332
2001-02-05,44.44265365600586
2001-02-06,44.541290283203125
2001-02-07,44.296470642089844
2001-02-08,44.43327331542969
2001-02-09,44.814910888671875
2001-02-12,45.90216064453125
2001-02-13,45.00211715698242
2001-02-14,43.2740364074707
2001-02-15,43.93647384643555
2001-02-16,43.56203842163086
2001-02-20,41.68994140625
2001-02-21,40.2138786315918
2001-02-22,39.508262634277344
2001-02-23,40.42990493774414
2001-02-26,39.96186828613281
2001-02-27,41.6827507019043
2001-02-28,39.781864166259766
2001-03-01,40.17787551879883
2001-03-02,41.22193145751953
2001-03-05,40.86909866333008
2001-03-06,41.22193145751953
2001-03-07,41.05633544921875
2001-03-08,41.37314224243164
2001-03-09,40.797122955322266
2001-03-12,37.54257583618164
2001-03-13,39.81066131591797
2001-03-14,38.52180480957031
2001-03-15,38.968231201171875
2001-03-16,39.15544128417969
2001-03-19,38.83860778808594
2001-03-20,37.225738525390625
2001-03-21,35.425655364990234
2001-03-22,34.44642639160156
2001-03-23,36.75050735473633
2001-03-26,36.87293243408203
2001-03-27,39.227447509765625
2001-03-28,39.565860748291016
2001-03-29,38.16178894042969
2001-03-30,39.96186828613281
2001-04-02,40.42990493774414
2001-04-03,38.773807525634766
2001-04-04,37.693763732910156
2001-04-05,39.645050048828125
2001-04-06,38.723426818847656
2001-04-09,39.60184860229492
2001-04-10,41.90596389770508
2001-04-11,43.29562759399414
2001-04-12,43.02199935913086
2001-04-16,42.51799774169922
2001-04-17,42.04277801513672
2001-04-18,47.522239685058594
2001-04-19,45.91655731201172
2001-04-20,45.29011535644531
2001-04-23,44.90130615234375
2001-04-24,44.2100830078125
2001-04-25,44.613311767578125
2001-04-26,45.19651794433594
2001-04-27,46.07496643066406
2001-04-30,45.261314392089844
2001-05-01,45.98856735229492
2001-05-02,46.39897155761719
2001-05-03,45.66453552246094
2001-05-04,46.881412506103516
2001-05-07,47.001712799072266
2001-05-08,46.245357513427734
2001-05-09,45.92119598388672
2001-05-10,45.95720672607422
2001-05-11,46.08687973022461
2001-05-14,45.55384063720703
2001-05-15,46.33899688720703
2001-05-16,47.97414016723633
2001-05-17,48.09660339355469
2001-05-18,47.952518463134766
2001-05-21,49.68132400512695
2001-05-22,51.90717697143555
2001-05-23,50.0630989074707
2001-05-24,48.98980712890625
2001-05-25,48.427947998046875
2001-05-29,47.97414016723633
2001-05-30,47.28263473510742
2001-05-31,46.90085220336914
2001-06-01,48.298301696777344
2001-06-04,48.622432708740234
2001-06-05,49.70293045043945
2001-06-06,47.72203826904297
2001-06-07,47.62118911743164
2001-06-08,47.433895111083984
2001-06-11,47.1961784362793
2001-06-12,47.17459487915039
2001-06-13,45.82036590576172
2001-06-14,43.58012771606445
2001-06-15,43.40003967285156
2001-06-18,42.66529846191406
2001-06-19,43.30638885498047
2001-06-20,43.58732604980469
2001-06-21,45.30894088745117
2001-06-22,44.61018753051758
2001-06-25,43.515281677246094
2001-06-26,42.895809173583984
2001-06-27,41.77928924560547
2001-06-28,43.58012771606445
2001-06-29,43.3280143737793
2001-07-02,43.925865173339844
2001-07-03,43.96189880371094
2001-07-05,44.66061782836914
2001-07-06,43.30638885498047
2001-07-09,42.68690872192383
2001-07-10,42.49959945678711
2001-07-11,42.456398010253906
2001-07-12,45.48179244995117
2001-07-13,47.26100540161133
2001-07-16,46.61991882324219
2001-07-17,48.26948165893555
2001-07-18,47.16737365722656
2001-07-19,45.58983612060547
2001-07-20,45.690696716308594
2001-07-23,45.76271438598633
2001-07-24,44.83349609375
2001-07-25,44.8406982421875
2001-07-26,45.164859771728516
2001-07-27,46.36060333251953
2001-07-30,45.5034065246582
2001-07-31,46.295772552490234
2001-08-01,47.304237365722656
2001-08-02,47.46990966796875
2001-08-03,47.31865310668945
2001-08-06,46.804840087890625
2001-08-07,46.33641052246094
2001-08-08,45.06090545654297
2001-08-09,44.8375244140625
2001-08-10,44.69340133666992
2001-08-13,45.32033157348633
2001-08-14,46.20671844482422
2001-08-15,45.83919906616211
2001-08-16,44.67898941040039
2001-08-17,43.96556091308594
2001-08-20,44.563697814941406
2001-08-21,42.783721923828125
2001-08-22,43.41788101196289
2001-08-23,43.389060974121094
2001-08-24,42.62520217895508
2001-08-27,42.358558654785156
2001-08-28,41.36410903930664
2001-08-29,40.84523010253906
2001-08-30,39.80752944946289
2001-08-31,40.07414627075195
2001-09-04,38.02037048339844
2001-09-05,37.81859588623047
2001-09-06,36.20439910888672
2001-09-07,34.95048904418945
2001-09-10,36.29806900024414
2001-09-17,32.37064743041992
2001-09-18,30.237579345703125
2001-09-19,28.88279914855957
2001-09-20,28.78912353515625
2001-09-21,28.82514762878418
2001-09-24,31.023073196411133
2001-09-25,30.84291648864746
2001-09-26,31.54191780090332
2001-09-27,31.505878448486328
2001-09-28,33.170528411865234
2001-10-01,33.54526138305664
2001-10-02,33.88394546508789
2001-10-03,34.95769119262695
2001-10-04,34.626220703125
2001-10-05,33.86956024169922
2001-10-08,32.7093391418457
2001-10-09,33.04800796508789
2001-10-10,34.56856155395508
2001-10-11,34.37397384643555
2001-10-12,32.28415298461914
2001-10-15,30.626726150512695
2001-10-16,31.08072280883789
2001-10-17,34.51091003417969
2001-10-18,35.058597564697266
2001-10-19,34.35237503051758
2001-10-22,34.337947845458984
2001-10-23,34.30192184448242
2001-10-24,33.04082489013672
2001-10-25,32.291378021240234
2001-10-26,33.23540115356445
2001-10-29,32.07518005371094
2001-10-30,31.39058494567871
2001-10-31,29.76917266845703
2001-11-01,31.311315536499023
2001-11-02,31.736480712890625
2001-11-05,32.267913818359375
2001-11-06,33.984073638916016
2001-11-07,35.8804817199707
2001-11-08,36.05353546142578
2001-11-09,36.52223205566406
2001-11-12,37.351470947265625
2001-11-13,38.8513069152832
2001-11-14,39.29835510253906
2001-11-15,39.39210891723633
2001-11-16,37.42357635498047
2001-11-19,37.38752365112305
2001-11-20,36.86113357543945
2001-11-21,36.341983795166016
2001-11-23,37.524513244628906
2001-11-26,38.26002883911133
2001-11-27,39.26228713989258
2001-11-28,37.524513244628906
2001-11-29,37.13515090942383
2001-11-30,36.07517623901367
2001-12-03,35.007999420166016
2001-12-04,36.16169357299805
2001-12-05,37.02696228027344
2001-12-06,38.58450698852539
2001-12-07,37.54615020751953
2001-12-10,36.12563705444336
2001-12-11,36.83230209350586
2001-12-12,35.714637756347656
2001-12-13,34.827720642089844
2001-12-14,34.532073974609375
2001-12-17,35.296409606933594
2001-12-18,36.11124801635742
2001-12-19,37.279361724853516
2001-12-20,36.99094009399414
2001-12-21,36.305904388427734
2001-12-24,36.327545166015625
2001-12-26,37.019771575927734
2001-12-27,38.07253646850586
2001-12-28,39.464210510253906
